origin,h,target,mm_S_A,mm_S_M,mm_S_M25,mm_S_M75,mm_S_A_H,mm_S_M_H,mm_E1R,mm_E4,mm_E5,mm_E6,mm_E7,mm_F2R,mm_E1_ML,mm_E1_fixed,mm_E2_ML,mm_E2_fixed,mm_E3_ML,mm_E3_fixed,mm_real,mm_naive,mm_F3,h0_real,h0_model,mm_F2_D1_ML,mm_F2_D1_fixed,mm_F2_D1_noFMIE,mm_F2_D2_ML,mm_F2_D2_fixed,f2_level,f2_phi,f2_bias_m,mm_F1a,mm_F1b,tp,op,real_yy,yy_b_F1a,yy_a_F1a,yy_b_F1b,yy_a_F1b,yy_b_F2_D1_ML,yy_a_F2_D1_ML,yy_b_F2_D1_fixed,yy_a_F2_D1_fixed,yy_b_F2_D1_noFMIE,yy_a_F2_D1_noFMIE,yy_b_F2_D2_ML,yy_a_F2_D2_ML,yy_b_F2_D2_fixed,yy_a_F2_D2_fixed,yy_b_F3,yy_a_F3,yy_b_naive,yy_a_naive,yy_rw,fmie_1y,yy_b_E1_ML,yy_a_E1_ML,yy_b_E1_fixed,yy_a_E1_fixed,yy_b_E2_ML,yy_a_E2_ML,yy_b_E2_fixed,yy_a_E2_fixed,yy_b_E3_ML,yy_a_E3_ML,yy_b_E3_fixed,yy_a_E3_fixed,yy_b_E1R,yy_a_E1R,yy_b_E4,yy_a_E4,yy_b_E5,yy_a_E5,yy_b_E6,yy_a_E6,yy_b_E7,yy_a_E7,yy_b_F2R,yy_a_F2R,yy_b_S_A,yy_a_S_A,yy_b_S_M,yy_a_S_M,yy_b_S_M25,yy_a_S_M25,yy_b_S_M75,yy_a_S_M75,yy_b_S_A_H,yy_a_S_A_H,yy_b_S_M_H,yy_a_S_M_H
2008-01,11,2008-12,0.10752881269432268,0.11774570919879612,0.1554989684072312,0.08981073513857663,,,0.2037541091975547,0.1495401951112945,0.1495401866619982,0.1495402446705399,0.1495401949759282,0.2114056331720329,0.1387736859544313,0.1290795740961492,0.1234318676284414,0.1169520819120366,0.1235059978821281,0.1182405003135488,-0.2205071664829083,0.1175435517324285,,2.978235967926701,,0.1371568752952811,0.1376396155657847,0.1934180704135297,0.1428035729595604,0.1431114348390115,0.307577383863566,0.184243418382361,0.0679943295239522,,,2008-12,2008-01,3.665521191294394,,,,,5.162319362890226,,5.166070053712537,,5.814224096440114,,5.223340733714892,,5.225596605228972,,,,4.530044282358586,,5.434782608695668,3.7454545454545456,5.742798373442766,,5.279271519348526,,5.423335524823153,,5.066440478040015,,5.424960055751312,,5.08830654323785,,5.4884790140829365,,4.371601668981235,,4.371796198567695,,4.370796466389986,,4.371591570850166,,5.0896955116440346,,5.123899406351156,,4.689911940038069,,5.126190231215506,,4.447960642001593,,,,,
2008-01,12,2009-01,1.5825628069393107,1.5942617032732977,1.628659621632847,1.5680778966839792,,,1.662647226859393,1.6138546489555254,1.613854641351003,1.6138546938271647,1.6138546488335563,1.6757201221131446,1.592699604521311,1.5863859051884264,1.5788923515942384,1.575071111103859,1.578958601417212,1.5762672069819854,1.5469613259668558,1.1044235784248355,,2.978235967926701,,1.5973394314817302,1.597822171997818,1.6536006255914266,1.6029861294201844,1.603293991329743,0.307577383863566,0.184243418382361,0.0679943295239522,,,2009-01,2008-01,2.224694104560625,,,,,3.752135150587694,,3.7563285427880033,,4.453108714704647,,3.818108055265944,,3.820648380731817,,,,2.627994881235933,,5.434782608695668,3.7454545454545456,4.320065784002402,,3.856320744440282,,3.9907661067076217,,3.634822082904838,,3.992436386214714,,3.657610809043209,,4.140820899736653,,2.988759341087688,,2.9889512856014013,,2.987964852281268,,2.988749376625362,,3.760472959431442,,3.699145878571955,,3.2829336350400093,,3.748463973055241,,3.0176765306090187,,,,,
2008-02,1,2008-03,0.3815023208216485,0.15430108723131253,0.22369973007350663,0.11667696134043959,,,0.3753577431014671,0.0264737394399455,0.0267421642603916,0.0234166404315619,0.0265930494885635,0.0720048842536571,0.4284524046950928,0.238074888673566,0.3727162658910163,0.2021965985043662,0.3776086496854881,0.2077394433180185,-0.1108647450110966,0.0208502022394707,,0.3337041156840969,,0.0953606153728215,0.0883925907796169,0.5215147513368139,0.0798878430825208,0.0748389021466556,0.2738941420612191,0.2360501882468992,0.0434765113304301,,,2008-03,2008-02,7.1343638525565,,,,,7.355547294965888,,7.348073860741071,,7.812611540672807,,7.338952240737765,,7.3335370864878815,,,,7.275632440451877,,7.535885167464139,3.427272727272728,7.712799130838288,,7.508613019718884,,7.653020299445568,,7.470132380322194,,7.658267541042017,,7.476077262631247,,7.655853370127883,,7.2816638679843715,,7.281951762381568,,7.278385029333288,,7.281791831912853,,7.330497509627615,,7.662443630655355,,7.418762878338489,,7.4931951920646,,7.378409773042928,,,,,
2008-02,2,2008-04,0.45317951386545896,0.2567713151039415,0.32484966026404655,0.21822111834909869,,,0.4707928327208112,0.1504127182843112,0.1504515613210962,0.1500031645506713,0.1504299332056152,0.1737556407841421,0.5008716077760729,0.3200205977283314,0.4506909763869223,0.3058226816835505,0.4551173582694654,0.3114586985876718,0.3329633740288606,0.219407348802787,,0.3337041156840969,,0.1732367823879669,0.170374615043494,0.6295447645197444,0.1686969257800704,0.1670369879984832,0.2738941420612191,0.2360501882468992,0.0434765113304301,,,2008-04,2008-02,6.729634002361296,,,,,6.779721207644797,,6.769237142304821,,7.722806495362669,,6.758376650003033,,6.751221736377136,,,,6.749413901679162,,7.535885167464139,3.427272727272728,7.4854615679398675,,7.088653308530692,,7.372170614937412,,7.035172555146967,,7.382135776340444,,7.047107837490012,,7.396483819743622,,6.681921490426277,,6.682249151766031,,6.678224731377701,,6.682067076639801,,6.755358730935589,,7.38422960330002,,6.931693837244507,,7.078449849459225,,6.850422348878904,,,,,
2008-02,3,2008-05,0.45712095944945985,0.2894867302864716,0.35637666468999335,0.24973925607190128,,,0.4358645334524414,0.1469147442428556,0.1469197418995162,0.1468658925239647,0.1469169521442118,0.1648909263122918,0.512336223790978,0.3532108018621581,0.4671729689644575,0.3451062510342327,0.4711574152743489,0.3506077772046977,0.4424778761061843,0.293703975041959,,0.3337041156840969,,0.2129731185141592,0.2126605386121922,0.6766629571549431,0.2116177092909137,0.2119635414209779,0.2738941420612191,0.2360501882468992,0.0434765113304301,,,2008-05,2008-02,6.82352941176471,,,,,6.629461074630232,,6.6186592011646495,,8.068956022771571,,6.606704647212472,,6.599927775633316,,,,6.685071969500115,,7.535885167464139,3.427272727272728,7.654844469251248,,7.087607051351302,,7.49305336857406,,7.025482717170263,,7.507293231712762,,7.043285358172094,,7.483888460525731,,6.461575363845987,,6.461907661212848,,6.457834310052537,,6.461722996480038,,6.553983729785026,,7.49436975775782,,6.862748382898444,,7.080781684254581,,6.739208846531746,,,,,
2008-02,4,2008-06,0.502536881825057,0.36140345477793356,0.42700611418857315,0.3204491602319892,,,0.5131357588042421,0.2530231203024207,0.2530237234442849,0.2530176598613963,0.2530233856715512,0.2698528093119859,0.5683736836898051,0.4322784417807092,0.5277265286219138,0.4257714585785671,0.5313125519108297,0.4311183760195999,0.2202643171806295,0.2446324298026247,,0.3337041156840969,,0.2999694932621525,0.3005514347882331,0.7654502915358499,0.2994932553624934,0.3004552659987946,0.2738941420612191,0.2360501882468992,0.0434765113304301,,,2008-06,2008-02,6.807511737089213,,,,,6.6982621941095815,,6.688072352668851,,8.640545349121448,,6.674984573692274,,6.669226456993184,,,,6.69501116819414,,7.535885167464139,3.427272727272728,8.012579029655994,,7.29805767240042,,7.806659998218154,,7.228863467826311,,7.824787592302301,,7.252410019834889,,7.781822439077998,,6.480405632853863,,6.48073862960446,,6.476658117944253,,6.480553573453631,,6.590720951956136,,7.780966337939614,,6.997195939332334,,7.2855864950612315,,6.82988929950811,,,,,
2008-02,5,2008-07,0.8460656919276613,0.7282625946736179,0.7919711393332711,0.6866493896894499,,,0.7487796716056343,0.5146727951432566,0.5146728652649883,0.5146722198609938,0.5146728256597288,0.5312693270912014,0.8952871897922056,0.7806276990524429,0.8587045444472302,0.7744468929045722,0.8619319660802858,0.7796388959807389,0.5494505494505475,0.3406499535220142,,0.3337041156840969,,0.656047722377004,0.6568950223680662,1.1219601752055492,0.6558059317293223,0.6569268186502918,0.2738941420612191,0.2360501882468992,0.0434765113304301,,,2008-07,2008-02,6.8925233644860056,,,,,6.896392714390785,,6.887083695070935,,9.34608709084013,,6.872815144355858,,6.868236403430227,,,,6.558194460718317,,7.535885167464139,3.427272727272728,8.470351337310682,,7.630349227252643,,8.22430535652731,,7.554344096963581,,8.245966876330138,,7.583504648940178,,8.081446185210398,,6.528298456202476,,6.528631677045792,,6.524548646054285,,6.528446495685328,,6.656271090806282,,8.184953536569148,,7.272788380246896,,7.6299524357536415,,7.060803203499444,,,,,
2008-02,6,2008-08,0.1758916661276948,0.07875243153854006,0.14015105294284347,0.03687580797973966,,,0.2255805691014027,0.0148838569576175,0.0148838651011838,0.0148838086091156,0.0148838602759644,0.0314340376291845,0.2149273772517637,0.1194862021321878,0.1820028090171225,0.1132890164516526,0.1849074885080232,0.1183278733265081,-0.10928961748633,0.0663274446702755,,0.3337041156840969,,0.002243444534016,0.0031634215187258,0.4682594230117329,0.002062679274443,0.0032214093491701,0.2738941420612191,0.2360501882468992,0.0434765113304301,,,2008-08,2008-02,6.402793946449383,,,,,6.525454004160279,,6.517157190186433,,9.474438350315465,,6.50176573588574,,6.4984368814568,,,,6.256477591026072,,7.535885167464139,3.427272727272728,8.323844177725938,,7.382611714978253,,8.042622581213067,,7.300139464894053,,8.067380953991936,,7.33463314233693,,7.946938217900416,,6.172055649888293,,6.172387765047952,,6.168318328210693,,6.172203197832828,,6.317190487188339,,7.99674857612402,,6.982330236217747,,7.4043797286988715,,6.726242171352778,,,,,
2008-02,7,2008-09,-0.25927803158081164,-0.3376101492882656,-0.278605505894277,-0.37966443194251664,,,-0.1641600058465563,-0.3537870965428266,-0.3537870954203458,-0.3537870906471009,-0.3537870962742833,-0.3372460018644297,-0.2155989775002126,-0.2940292782134068,-0.2452312579638571,-0.3003198823594853,-0.2426170464213775,-0.2954320282180716,-0.2188183807439903,-0.5151465230978092,,0.3337041156840969,,-0.4043103803849303,-0.4033713887390588,0.0617303352177822,-0.4044755403591319,-0.4033081780624677,0.2738941420612191,0.2360501882468992,0.0434765113304301,,,2008-09,2008-02,6.542056074766384,,,,,6.466587967653885,,6.459299431041375,,9.925926227180671,,6.442736274777322,,6.440656845079985,,,,6.0795768625556095,,7.535885167464139,3.427272727272728,8.469120218915865,,7.442109773216756,,8.15539377172956,,7.352818344333921,,8.183012997483129,,7.392593703495877,,8.147430178504008,,6.167214506877109,,6.1675466080892045,,6.16347736189205,,6.167362048379997,,6.329990386852971,,8.094248660044503,,6.99481927566411,,7.480513712782116,,6.693661059637784,,,,,
2008-02,8,2008-10,0.23216629449648446,0.17119738606221313,0.22785684849380056,0.1289325492648053,,,0.2569766148158527,0.0863122284576897,0.0863122287818848,0.0863122388645162,0.0863122283998984,0.1028515817789615,0.2864624331237808,0.2230080984242941,0.2597932285052619,0.2166215839322007,0.2621460188935147,0.2213607709631851,0.0,0.2704797293971728,,0.3337041156840969,,0.1193434447193167,0.120287269112451,0.5853900545755854,0.1191822218128084,0.1203515026334886,0.2738941420612191,0.2360501882468992,0.0434765113304301,,,2008-10,2008-02,5.923344947735218,,,,,5.974638124501069,,5.968382219833909,,9.927322818475922,,5.950726029571108,,5.949893574221987,,,,5.74880897379703,,7.535885167464139,3.427272727272728,8.148137091637384,,7.056385027333774,,7.806662348229996,,6.960597872441518,,7.836723058134579,,7.005287889669284,,7.795696026423377,,5.641783304345747,,5.642113762300925,,5.638064665815273,,5.641930115591317,,5.821237757344721,,7.7160246845462535,,6.555587477026766,,7.099832291529032,,6.210833533954138,,,,,
2008-02,9,2008-11,0.22483644610321868,0.1789080439432162,0.23279525402598328,0.13690740103817012,,,0.1684815590072497,0.0148836108351847,0.0148836110523815,0.0148836207203594,0.0148836107507037,0.0314226592217006,0.2640689598246515,0.2137573980726362,0.2400665386791384,0.2072921954148973,0.2421840500285667,0.2118852048019355,-0.5482456140350922,0.2407669253058419,,0.3337041156840969,,0.1163872010281131,0.1173322299628062,0.5824352123300944,0.1162269609821939,0.117396661212979,0.2738941420612191,0.2360501882468992,0.0434765113304301,,,2008-11,2008-02,4.372842347525899,,,,,5.121242753863648,,5.116029439619072,,9.549694910427018,,5.097355006343004,,5.097757143143263,,,,5.02755137937972,,7.535885167464139,3.427272727272728,7.435483647585525,,6.297559908570559,,7.070621094507014,,6.195600143480047,,7.102739000751,,6.24484004890381,,6.98327450188565,,4.684825312535164,,4.685152777258358,,4.681140369704994,,4.684970793800003,,4.879994878338246,,6.964348028320691,,5.7635199759346625,,6.360901020998123,,5.377130156714502,,,,,
2008-02,10,2008-12,0.20274872037147645,0.1690835001284689,0.21952944654217527,0.12810340936127057,,,0.2781806986336269,0.139942545236046,0.1399425454235456,0.1399425541849327,0.139942545156536,0.1564815660705323,0.211160212485455,0.1723525517647131,0.1895579101633637,0.1658299441533159,0.1914636703778492,0.1702793962932847,-0.2205071664829083,0.1175435517324285,,0.3337041156840969,,0.0809729279983392,0.0819182530756571,0.5470212719670903,0.0808129312569163,0.0819827221843995,0.2738941420612191,0.2360501882468992,0.0434765113304301,,,2008-12,2008-02,3.665521191294395,,,,,4.724317313056773,,4.720112818878416,,9.644263383816805,,4.700352380973532,,4.70197678964037,,,,4.669212949497308,,7.535885167464139,3.427272727272728,7.169046385898202,,5.992882083105739,,6.782064941481776,,5.884319577797828,,6.816128058891081,,5.938120804425632,,6.789330892431515,,4.35099712237106,,4.351323543041289,,4.34732393973598,,4.351142139629576,,4.562810960246658,,6.690123097995839,,5.456931232386827,,6.105989503371548,,5.028675704893452,,,,,
2008-02,11,2009-01,1.800589175117373,1.7753433805058974,1.8223411757228278,1.736285386332967,,,1.843843325710327,1.7194289876484563,1.7194289878163862,1.7194289957076565,1.7194289875765276,1.735968031909972,1.7858552383266997,1.7570906182724926,1.7664130552745634,1.750531562405369,1.7681282394676003,1.754840188776155,1.5469613259668558,1.5957682948263452,,0.3337041156840969,,1.6714132182304566,1.672358615399583,2.137461641065843,1.671253281307194,1.6724230917047649,0.2738941420612191,0.2360501882468992,0.0434765113304301,,,2009-01,2008-02,2.224694104560625,,,,,3.395336300469456,,3.3921465510657653,,8.749063724644204,,3.3715128785420267,,3.3743060622025296,,,,3.26404415910741,,7.535885167464139,3.427272727272728,5.928140436023961,,4.73598819833824,,5.5254794917494765,,4.621968903410875,,5.560920869981768,,4.679561181364686,,5.612955806055845,,3.0754094960929392,,3.07573192676382,,3.071781222645256,,3.075552740586157,,3.301427657893822,,5.470027607819451,,4.225084913800705,,4.9149867683199835,,3.7619961618845883,,,,,
2008-02,12,2009-02,0.3186909815554423,0.2941702558663069,0.33410442403052715,0.2603844012350837,,,0.3711619084372479,0.25918900418119,0.2591890043322653,0.2591890114349755,0.2591890041164137,0.2757280789401835,0.2839002611036161,0.263878403374785,0.2664021964905659,0.2573023754015068,0.2679458622642992,0.2614730004985583,0.0,0.2002999610392342,,0.3337041156840969,,0.1836290432098968,0.1845744578013949,0.6496774847242904,0.1834691209105616,0.1846389354669868,0.2738941420612191,0.2360501882468992,0.0434765113304301,,,2009-02,2008-02,1.884700665188468,,,,,3.240681763137751,,3.2384710182145025,,9.091538951168518,,3.2167292110404846,,3.220723477977254,,,,3.126743810857812,,7.535885167464139,3.427272727272728,5.87555960340391,,4.663098783511728,,5.454695029477221,,4.542301751017145,,5.491736722471456,,4.604201445492233,,5.652384512944505,,2.998858194618477,,2.999180385984078,,2.9952326232424804,,2.9990013326613623,,3.24173677517023,,5.454245915266732,,4.184017757626258,,4.915405354927935,,3.6861711936318744,,,,,
