report,season,year,origin,origin_clock,n_forecast_months,cnb,ours_a,ours_b,naive_b,realised,err_cnb,err_ours_a,err_naive
2022-02-10,winter,2022,2022-01,2022-02-13,12,9.63663198795535,9.74931957440723,9.850285286723983,8.62419829404652,15.071484389806917,-5.4348524018515665,-5.322164815399688,-6.447286095760397
2022-05-12,spring,2022,2022-05,2022-06-09,8,11.2333333333333,17.74199343352002,17.565461166311746,13.59431665896359,15.071484389806917,-3.8381510564736168,2.6705090437131016,-1.4771677308433269
2022-08-11,summer,2022,2022-08,2022-09-11,5,11.2333333333333,15.995623335421499,15.90502129263298,15.026456741235195,15.071484389806917,-3.8381510564736168,0.9241389456145814,-0.04502764857172181
2022-11-10,autumn,2022,2022-11,2022-12-11,2,11.2333333333333,15.015533398331614,15.113334008429261,15.083376294867861,15.071484389806917,-3.8381510564736168,-0.055950991475302914,0.011891905060943841
2023-02-09,winter,2023,2023-01,2023-02-09,12,16.3076255004732,9.70908044479046,10.927837658183792,12.330757216491667,10.791068864353525,5.516556636119676,-1.0819884195630642,1.5396883521381426
2023-05-11,spring,2023,2023-05,2023-06-11,8,16.4,10.452967219568945,10.478725862973194,11.464807952337067,10.791068864353525,5.608931135646474,-0.3381016447845795,0.6737390879835417
2023-08-10,summer,2023,2023-08,2023-09-10,5,16.4,11.187913856585856,11.07858136933759,11.1246881431087,10.791068864353525,5.608931135646474,0.3968449922323316,0.33361927875517594
2023-11-09,autumn,2023,2023-10,2023-11-09,3,16.4,10.890859942395172,10.825673834053143,10.878934013937082,10.791068864353525,5.608931135646474,0.09979107804164755,0.08786514958355696
2024-02-15,winter,2024,2024-02,2024-03-10,11,2.86348243690547,1.4966694942845418,1.51244153529965,3.586325942924036,2.4354620627425674,0.4280203741629025,-0.9387925684580256,1.1508638801814688
2024-05-09,spring,2024,2024-04,2024-05-12,9,2.1,2.648761871330335,2.8094085668456845,3.5445206219966354,2.4354620627425674,-0.3354620627425673,0.21329980858776754,1.109058559254068
2024-08-08,summer,2024,2024-07,2024-08-11,6,2.1,1.9885999517528203,2.2184884669847267,2.5146584619263144,2.4354620627425674,-0.3354620627425673,-0.44686211098974704,0.07919639918374699
2024-11-15,autumn,2024,2024-11,2024-12-09,2,2.1,2.4539745275094766,2.4431358766067515,2.458402790867522,2.4354620627425674,-0.3354620627425673,0.018512464766909265,0.022940728124954735
2025-02-15,winter,2025,2025-02,2025-03-04,11,2.57546528631056,3.1596165461878143,3.029612268128652,3.858699754766427,2.4608895653249596,0.11457572098560043,0.6987269808628547,1.3978101894414672
2025-05-15,spring,2025,2025-05,2025-06-03,8,2.73333333333333,2.343212113746875,2.5170429074931495,3.065907733547144,2.4608895653249596,0.2724437680083702,-0.11767745157808474,0.6050181682221845
2025-08-15,summer,2025,2025-08,2025-09-03,5,2.73333333333333,2.6129312735416064,2.594594770149578,2.600826924028601,2.4608895653249596,0.2724437680083702,0.15204170821664675,0.1399373587036412
2025-11-15,autumn,2025,2025-11,2025-12-03,2,2.73333333333333,2.5001994379469816,2.4503134720500674,2.4755706444165173,2.4608895653249596,0.2724437680083702,0.03930987262202201,0.014681079091557692
