origin,variant,rho,phi,b_u,b_q,sigma,r_u,is_n,converged,rate_path_stale,curve_date
2008-01,S_A,0.9000444544301958,0.04675894872956415,-0.03708436879038069,0.016426764800708555,0.0,,49,True,False,2008-02-07
2008-01,S_M,0.9000444544301958,0.04675894872956415,-0.03708436879038069,0.016426764800708555,0.0,,49,True,False,2008-02-07
2008-01,S_M25,0.9000444544301958,0.04675894872956415,-0.03708436879038069,0.016426764800708555,0.0,,49,True,False,2008-02-07
2008-01,S_M75,0.9000444544301958,0.04675894872956415,-0.03708436879038069,0.016426764800708555,0.0,,49,True,False,2008-02-07
2008-02,S_A,0.9,0.04805047706158777,-0.05784960326444406,0.015395795920969194,0.0,,50,True,False,2008-03-07
2008-02,S_M,0.9,0.04805047706158777,-0.05784960326444406,0.015395795920969194,0.0,,50,True,False,2008-03-07
2008-02,S_M25,0.9,0.04805047706158777,-0.05784960326444406,0.015395795920969194,0.0,,50,True,False,2008-03-07
2008-02,S_M75,0.9,0.04805047706158777,-0.05784960326444406,0.015395795920969194,0.0,,50,True,False,2008-03-07
2008-03,S_A,0.9,0.04535246736796748,-0.05331400813411347,0.015927143134338233,0.0,,51,True,False,2008-04-07
2008-03,S_M,0.9,0.04535246736796748,-0.05331400813411347,0.015927143134338233,0.0,,51,True,False,2008-04-07
2008-03,S_M25,0.9,0.04535246736796748,-0.05331400813411347,0.015927143134338233,0.0,,51,True,False,2008-04-07
2008-03,S_M75,0.9,0.04535246736796748,-0.05331400813411347,0.015927143134338233,0.0,,51,True,False,2008-04-07
2008-04,S_A,0.900059196899102,0.035837786828229426,-0.04632096346587765,0.016859134781343956,0.0,,52,True,False,2008-05-07
2008-04,S_M,0.900059196899102,0.035837786828229426,-0.04632096346587765,0.016859134781343956,0.0,,52,True,False,2008-05-07
2008-04,S_M25,0.900059196899102,0.035837786828229426,-0.04632096346587765,0.016859134781343956,0.0,,52,True,False,2008-05-07
2008-04,S_M75,0.900059196899102,0.035837786828229426,-0.04632096346587765,0.016859134781343956,0.0,,52,True,False,2008-05-07
2008-05,S_A,0.9,0.07086263033420903,-0.043643780879813666,0.016258975719002366,0.0,,53,True,False,2008-06-06
2008-05,S_M,0.9,0.07086263033420903,-0.043643780879813666,0.016258975719002366,0.0,,53,True,False,2008-06-06
2008-05,S_M25,0.9,0.07086263033420903,-0.043643780879813666,0.016258975719002366,0.0,,53,True,False,2008-06-06
2008-05,S_M75,0.9,0.07086263033420903,-0.043643780879813666,0.016258975719002366,0.0,,53,True,False,2008-06-06
2008-06,S_A,0.9001190506656113,0.034740584613578096,-0.04805202436563546,0.016742686771425524,0.0,,54,True,False,2008-07-07
2008-06,S_M,0.9001190506656113,0.034740584613578096,-0.04805202436563546,0.016742686771425524,0.0,,54,True,False,2008-07-07
2008-06,S_M25,0.9001190506656113,0.034740584613578096,-0.04805202436563546,0.016742686771425524,0.0,,54,True,False,2008-07-07
2008-06,S_M75,0.9001190506656113,0.034740584613578096,-0.04805202436563546,0.016742686771425524,0.0,,54,True,False,2008-07-07
2008-07,S_A,0.9001006502917092,0.0367535297182499,-0.04526366595630951,0.01730533108128253,0.0,,55,True,False,2008-08-07
2008-07,S_M,0.9001006502917092,0.0367535297182499,-0.04526366595630951,0.01730533108128253,0.0,,55,True,False,2008-08-07
2008-07,S_M25,0.9001006502917092,0.0367535297182499,-0.04526366595630951,0.01730533108128253,0.0,,55,True,False,2008-08-07
2008-07,S_M75,0.9001006502917092,0.0367535297182499,-0.04526366595630951,0.01730533108128253,0.0,,55,True,False,2008-08-07
2008-08,S_A,0.9000123430500446,0.03648182287126693,-0.04389646568641568,0.01768873927126749,0.0,,56,True,False,2008-09-05
2008-08,S_M,0.9000123430500446,0.03648182287126693,-0.04389646568641568,0.01768873927126749,0.0,,56,True,False,2008-09-05
2008-08,S_M25,0.9000123430500446,0.03648182287126693,-0.04389646568641568,0.01768873927126749,0.0,,56,True,False,2008-09-05
2008-08,S_M75,0.9000123430500446,0.03648182287126693,-0.04389646568641568,0.01768873927126749,0.0,,56,True,False,2008-09-05
2008-09,S_A,0.9000051894115279,0.038163443134564115,-0.043102331756315816,0.018153292961237473,0.0,,57,True,False,2008-10-07
2008-09,S_M,0.9000051894115279,0.038163443134564115,-0.043102331756315816,0.018153292961237473,0.0,,57,True,False,2008-10-07
2008-09,S_M25,0.9000051894115279,0.038163443134564115,-0.043102331756315816,0.018153292961237473,0.0,,57,True,False,2008-10-07
2008-09,S_M75,0.9000051894115279,0.038163443134564115,-0.043102331756315816,0.018153292961237473,0.0,,57,True,False,2008-10-07
2008-10,S_A,0.9000172762330152,0.036599492318236934,-0.045473002803915606,0.017548490900166643,0.0,,58,True,False,2008-11-07
2008-10,S_M,0.9000172762330152,0.036599492318236934,-0.045473002803915606,0.017548490900166643,0.0,,58,True,False,2008-11-07
