period,actual,p05,p95,covered
2012-01,1.7763845350052376,-0.12437810945274963,1.47783946678972,False
2012-02,0.30800821355236874,-0.21505376344086446,3.4653465346534684,True
2012-03,0.10235414534287557,-0.10857763300758938,2.4312821081877267,True
2012-04,0.0,-0.10526315789473051,3.4653465346534684,True
2012-05,0.2044989775051187,-0.12437810945274963,1.0000000000000009,True
2012-06,0.20408163265306367,-0.21810250817885235,1.2220143794020966,True
2012-07,-0.10183299389002753,-0.3260869565217317,1.7045454545454364,True
2012-08,-0.10193679918449883,-0.3278688524590123,3.881987577639756,True
2012-09,-0.10204081632652073,-0.3278688524590123,2.4312821081877267,True
2012-10,0.3064351378958108,-0.21461534911625335,1.708137408568423,True
2012-11,-0.3054989816700604,-0.5482456140350922,0.9784735812133016,True
2012-12,0.10214504596526286,-0.14513788098694524,0.8641975308641969,True
2013-01,1.3265306122449028,0.0,1.91256830601092,True
2013-02,0.10070493454179541,-0.21074815595364393,1.7095541348867318,True
2013-03,0.1006036217303663,-0.21032710285550427,1.7045454545454364,True
2013-04,0.0,-0.10526315789473051,0.9881422924901129,True
2013-05,-0.20100502512563345,-0.12437810945274963,0.7537688442211143,False
2013-06,0.40281973816718164,-0.12437810945274963,0.8645533141210304,True
2013-07,-0.20060180541625616,-0.21520620067776386,1.049868766404205,True
2013-08,-0.20100502512563345,-0.3208556149732589,0.5056890012642201,True
2013-09,-0.40281973816715944,-0.9102730819245841,0.29739440585798005,True
2013-10,0.2022244691607611,-0.388098318240615,1.250398072192591,True
2013-11,-0.10090817356205317,-0.5482456140350922,0.5869921035533994,True
2013-12,0.40404040404040664,-0.2447980416156681,1.250398072192591,True
2014-01,0.1006036217303663,-0.12269938650305567,1.806451612903226,True
2014-02,0.10050251256281673,-0.20100502512563345,0.9780494508398544,True
2014-03,0.0,-0.20100502512563345,0.869911333381647,True
2014-04,0.0,-0.2103049421661285,0.696378830083555,True
2014-05,0.10040160642570406,-0.20100502512563345,0.6417112299465177,True
2014-06,0.0,-0.24689337358970773,0.7134363852556502,True
2014-07,0.30090270812437314,-0.3260869565217317,0.8641975308641969,True
2014-08,-0.09999999999998899,-0.388098318240615,0.2508742111202386,True
2014-09,-0.30030030030031574,-0.7159904534606132,0.8941194085980302,True
2014-10,0.20080321285140812,-0.2447980416156681,0.6756823450943639,True
2014-11,-0.30060120240480437,-0.21532643359296663,0.8641975308641969,False
2014-12,0.0,-0.3896103896103842,0.6888636919344601,True
2015-01,0.0,-0.10090817356205317,1.7045454545454364,True
2015-02,0.20100502512563345,-0.10183299389002753,0.9661835748792313,True
2015-03,0.10030090270811698,-0.10090817356205317,0.6417112299465177,True
2015-04,0.30060120240480437,-0.20100502512563345,0.9661835748792313,True
2015-05,0.29970029970030065,-0.20100502512563345,0.5056890012642201,True
2015-06,0.09960159362549792,-0.1293661060801976,0.9661835748792313,True
2015-07,-0.09950248756218638,-0.2105423832298653,0.5576733899897128,True
2015-08,-0.19920318725099584,-0.34924330616997734,0.32331735590229044,True
2015-09,-0.1996007984031989,-0.7159904534606132,0.35065348839776284,True
2015-10,0.0,-0.39754215083161915,0.8645533141210304,True
2015-11,-0.40000000000000036,-0.30060120240480437,0.9780494508398544,False
2015-12,-0.10040160642569296,-0.2447980416156681,0.6417112299465177,True
2016-01,0.6030150753768782,0.0,1.806451612903226,True
2016-02,0.09990009990010762,-0.1293661060801976,0.9316182202918033,True
2016-03,-0.09980039920161055,-0.12269938650305567,0.9661835748792313,True
2016-04,0.5994005994006013,-0.14791107720841062,0.5388928893769072,False
2016-05,-0.19860973187686426,-0.20100502512563345,1.158301158301156,True
2016-06,0.09950248756218638,-0.22238503396521436,0.40281973816718164,True
2016-07,0.29821073558649047,-0.2580645161290307,0.40281973816718164,True
2016-08,-0.09910802775026095,-0.387596899224818,0.2860263844572024,True
2016-09,-0.29761904761904656,-0.7159904534606132,0.0,True
2016-10,0.29850746268655914,-0.6009615384615419,1.7045454545454364,True
2016-11,0.3968253968253954,-0.5482456140350922,0.35419126328217754,False
2016-12,0.29644268774702276,-0.30060120240480437,0.5376344086021501,True
2017-01,0.7881773399014858,-0.24758819965512474,2.4312821081877267,True
2017-02,0.3910068426197455,-0.2447980416156681,0.5056890012642201,True
2017-03,0.0,-0.30060120240480437,0.5994005994006013,True
2017-04,0.0,-0.20062196640172503,0.6432391138273416,True
2017-05,0.19474196689386325,-0.19860973187686426,0.5994005994006013,True
2017-06,0.0,-0.19860973187686426,0.5994005994006013,True
2017-07,0.4859086491739495,-0.20062196640172503,0.6030150753768782,True
2017-08,-0.09671179883946612,-0.2890512265512313,0.5994005994006013,True
2017-09,-0.09680542110357404,-0.8760951188986232,0.35065348839776284,True
2017-10,0.4844961240310086,-0.5482456140350922,0.8641975308641969,True
2017-11,0.0964320154291265,-0.3896103896103842,1.2207313942969256,True
2017-12,0.09633911368016612,-0.30084609136806717,0.8647563239566867,True
2018-01,0.5774783445620768,0.0,2.4312821081877267,True
2018-02,0.0,-0.1394446453335535,2.4163568773234223,True
2018-03,-0.0956937799043045,-0.14224246430970794,1.7045454545454364,True
