period,actual,recombined,food,fuel,core_admin
2019-04,0.09302325581395099,0.4969942279368623,0.31061858897422684,0.7088815261445433,0.5271341593861901
2019-05,0.6505576208178487,0.3511608988338073,0.40491826188250607,1.2913166758945935,0.29846469806091197
2019-06,0.1846722068328699,0.30778145779892807,0.6765398478414719,1.2307564049516744,0.18916135043812474
2019-07,0.36866359447005337,0.13871216201760656,0.4307640595880755,-0.38171129566035866,0.09976204117302839
2019-08,0.09182736455464191,0.23531460475290555,0.8992866726913636,-0.9303694707677116,0.1459941702821852
2019-09,-0.5504587155963248,0.009505586829540093,0.1376174482898105,-0.7217718127193357,0.014524424731599239
2019-10,0.46125461254613587,0.3398138990477941,0.14077055154201806,1.5677748412269723,0.3279820363583793
2019-11,0.2754820936639035,0.23914858231531294,0.21520522523531693,1.4656220141460703,0.19031718457288213
2019-12,0.1831501831501825,0.0750266427210257,0.19070222200181416,0.6625741425650803,0.024719722599227823
2020-01,1.4625228519195455,0.48025749287047076,0.13868731259547573,1.0281415815232997,0.5284827611119859
2020-02,0.2702702702702675,0.14502560284526128,0.2190436744510762,0.7901072993088233,0.10100823325140308
2020-03,-0.08984725965857088,0.20502418769473682,0.4582099245316772,0.9493254341243773,0.11872048164529382
2020-04,-0.17985611510791255,0.3858645655637208,0.2290329814367954,-0.5014116840198306,0.4580554739781982
2020-05,0.3603603603603567,0.2962734784631576,0.161465424236553,-0.6974977867747728,0.3684826033631043
2020-06,0.6283662477558183,0.31645593071256733,0.8713249117789503,0.42113051184385936,0.19440196479450894
2020-07,0.4460303300624524,0.3393639247882757,0.6728164851446438,0.5241508068670483,0.2606583722873368
2020-08,0.0,0.45507391588852436,0.32154532029553295,0.7047495858637671,0.4723665821181088
2020-09,-0.6216696269982114,0.3099759361687679,0.19128900505427446,-0.5912824663071903,0.37470691308210247
2020-10,0.17873100983019086,0.3336869840932872,0.10527965242801249,-0.776817688665178,0.43083913547685715
2020-11,0.0,-0.057731725125450904,-0.04319012669756935,-1.2448490620619734,-0.008639754987343437
2020-12,-0.1784121320249632,0.03771404120167816,0.41857990743194395,-0.6504348885304548,-0.0126650761754606
2021-01,1.3404825737265424,0.532397279272882,0.27123219761681444,0.19352296505847333,0.6025727887164747
2021-02,0.17636684303350414,0.03281508896916962,-0.1760360293741302,0.030379581686918337,0.07713141718784072
2021-03,0.17605633802817433,0.09900879156657086,0.09337549153632094,-0.44785436728445094,0.12423417485190533
2021-04,0.5272407732864748,0.16683768068580063,-0.12815458406111957,-3.15139093684139,0.37510703175461163
2021-05,0.17482517482516613,0.16261241597694626,-0.391249167311441,-1.5712351517580414,0.35605022225411065
2021-06,0.523560209424101,0.24090769010770952,0.3370747709068814,0.443005651389935,0.21166960822286318
2021-07,1.041666666666674,0.31265451832183117,0.2857062803212554,0.13255487758210646,0.32627370037657577
2021-08,0.6872852233676952,0.17012984071844836,-0.023129032519199125,-0.03756353986191708,0.22016607062576676
2021-09,0.17064846416381396,-0.03206912652016057,0.07080540439590284,0.4344875042667776,-0.07434916736909553
2021-10,1.0221465076660996,0.3594376780611162,0.34407414843382905,0.04066811302779164,0.3766987380205773
2021-11,0.1686340640809414,0.5796174263779792,0.5828517376925133,-0.09295315363751316,0.6084901769512077
2021-12,0.42087542087541063,0.5494576782276466,0.2719704303955615,0.15603622111969154,0.6254854168689671
