period,actual,recombined,food,fuel,core_admin
2022-01,4.442581726739303,0.8433496527851571,0.3256315333480206,1.15138041262142,0.939402463448068
2022-02,1.2841091492777013,0.8125935409151493,0.8111031289560399,0.4370707677132993,0.8294120868387029
2022-03,1.6640253565768592,0.8883125056128408,0.6937052001312588,1.5043219261473935,0.9024349938755084
2022-04,1.7926734216679563,1.3773043358993686,1.1113297165521807,1.0577996435957961,1.4476466865253912
2022-05,1.7611026033690802,1.6153768234944685,1.5037885276262337,1.0229498903858134,1.6650329894334728
2022-06,1.5801354401805856,1.819586531442905,1.4315892194170867,1.1122727217594521,1.9328014691742992
2022-07,1.333333333333342,1.9652178530969908,2.117822074701281,1.3681695361599306,1.9591532338681472
2022-08,0.43859649122806044,2.073994149166107,2.453449273900937,1.823447590979652,2.0046823924959343
2022-09,0.8005822416302655,2.0762326937254807,2.6324957229753343,0.8558997951789269,2.0121135947320066
2022-10,-1.4440433212996373,1.9935727100979892,2.537051344584267,2.1293319989651223,1.872563759656941
2022-11,1.172161172161168,1.5784704271667507,2.4584584963287965,0.949825527840966,1.4198228444505792
2022-12,0.0,1.7981377360868533,1.9477783989179887,1.7284726189691426,1.7695235875074873
2023-01,6.010137581462716,0.9287457251003136,1.9924629799267228,0.7364003077144998,0.7120326156003417
2023-02,0.6147540983606703,1.2779469692350054,2.2338930650075173,0.7984200123769948,1.096667434298188
2023-03,0.13577732518668117,0.8124361316294353,1.7349153856357449,0.7732371766796204,0.6188897622276242
2023-04,-0.20338983050848247,1.3097653968624114,2.5936419728028426,-2.7258695726960704,1.2153499088510518
2023-05,0.27173913043478937,1.114354224617377,2.4007211818830108,-0.5011810699181426,0.9130557239605578
2023-06,0.3387533875338855,0.527825689146468,1.3048297295312703,-0.5574638164430636,0.4110457229801645
2023-07,0.47265361242405657,0.3146314202855072,0.4846632208526585,-0.16262921948304035,0.2996134611831889
2023-08,0.20161290322580072,0.1010750145356494,0.22303707796201397,-0.7305912906879489,0.11180741269323231
2023-09,-0.7377598926894713,-0.00899143338840909,-0.555825440634286,-0.4273169255906677,0.1251456830329526
2023-10,0.06756756756756133,0.09865121664977856,-0.43887996878788066,-0.7350109389549905,0.24907187988818846
2023-11,0.06752194463199857,0.23663233076650578,0.058438778125134636,0.8085353475948666,0.2492187193896281
2023-12,-0.4048582995951344,0.016404622142031026,-0.11408991993061035,1.2860225794899716,-0.011768246336583799
2024-01,1.4905149051490652,0.48384695391104404,-0.08559660501628025,0.057197826788763714,0.6231358245909804
2024-02,0.26702269692922,0.09753779927167916,-0.1286443140239406,-0.47817179947778543,0.17071633983377948
2024-03,0.13315579227697327,0.027828810947785575,-0.12771136726352667,0.3758684073401236,0.0454580677872263
2024-04,0.6648936170212671,0.09656534476645855,-0.2812504589393861,0.13056794042950512,0.17504652593138306
2024-05,0.0,0.10743349988998391,-0.8189607198807906,0.482583141966397,0.28704459579948116
2024-06,-0.26420079260238705,0.11212830586365952,-0.9646433149341964,0.6710486665418953,0.31549491576973343
2024-07,0.6622516556291425,0.3779082988959406,0.2513099296345119,0.3890707278260805,0.4042159000763487
2024-08,0.263157894736854,-0.024793456272876005,-0.6530545983418091,0.0025071636122731065,0.10699615398761272
2024-09,-0.3937007874015741,-0.06852830347440839,0.0586506949287358,0.5702032108548346,-0.12351962852643088
2024-10,0.32938076416337836,0.28660128226074655,0.09408690222611467,0.1130930660902012,0.3349775873154004
2024-11,0.06565988181221893,0.17548610346809632,0.15654136131872887,-0.5375966886248821,0.21083406891091502
2024-12,-0.2624671916010568,-0.001013366770202466,0.3203717464718252,-0.4954566227665757,-0.047314448287666275
2025-01,1.3157894736842035,0.8745664493249411,0.26646256120283246,0.08617826374342684,1.0379361875441326
2025-02,0.1948051948051921,0.29292059564996753,0.8031410033875341,0.36529161336932753,0.18173741469669982
2025-03,0.06480881399870686,0.13706672903362555,0.31906377358658844,0.46817584713181765,0.08399064858454769
2025-04,-0.12953367875648825,0.6186235015759824,1.355380758821003,-0.9570885033521058,0.5319154580951059
2025-05,0.5188067444876765,0.14036723857434605,0.23128894784360132,-0.4947921251969983,0.14903434410863445
2025-06,0.2580645161290418,0.11533115264204846,0.30181922855246196,0.10397591298709627,0.07635466053589259
2025-07,0.45045045045044585,0.22692860005248022,0.48655327912476404,1.0445486764262093,0.1360397737518137
2025-08,0.06406149903908087,0.1609838896190216,0.4596928704783186,-1.9203033121352697,0.1892197133596708
2025-09,-0.5761843790012655,-0.023432410402508916,0.5755023410940038,-0.9375439090059581,-0.11004167428147847
2025-10,0.5151320025756467,0.18660761946894144,0.49215821545843913,-0.438827098927765,0.1494150323916279
2025-11,-0.32030749519538215,0.05382587501769586,0.41942435649349447,-0.09537926407279564,-0.017006368063022952
2025-12,-0.25706940874036244,-0.06421379402860541,0.13377839636712507,-0.21997341626864225,-0.09927933663176203
2026-01,0.8376288659793785,0.6894886260233898,0.38294451433051097,-0.8441113237074469,0.8217743765016869
2026-02,-0.06389776357826893,0.06903531567424052,0.08110387943777443,0.1012042180113715,0.06506693679165822
2026-03,0.5754475703324768,-0.05334260831155295,-0.08526564444080349,-0.27542685744238227,-0.036825275425120554
2026-04,0.4450095359186168,0.08442646399306641,-0.20110212718730214,-1.4825885059281045,0.21373216642255644
2026-05,0.18987341772152,0.01763914401776727,-0.2215904493555649,-1.3955060607655745,0.1303822456695295
2026-06,-0.31585596967782514,0.14723703953869277,-0.5101867495534166,1.9945256313791955,0.20521694584867486
2026-07,0.6337135614702172,0.2193551136122956,-0.4214448060510236,0.21555544034661475,0.35516567487273343
