report,season,origin,origin_clock,quarter,quarters_ahead,cnb,ours_a,ours_b,naive,realised,err_cnb,err_ours_a,err_ours_b,err_naive
2022-02-10,winter,2021-12,2022-01-11,2022Q1,1,9.63663198795535,11.176263644868087,10.766320390579091,6.268674059296806,11.23658150891361,-1.5999495209582584,-0.06031786404552264,-0.470261118334518,-4.967907449616803
2022-02-10,winter,2021-12,2022-01-11,2022Q2,2,9.50510416,12.016754555786733,11.603712136550776,5.851263957771557,15.772308516091229,-6.267204356091229,-3.7555539603044963,-4.168596379540453,-9.921044558319672
2022-02-10,winter,2021-12,2022-01-11,2022Q3,3,8.17038043,11.398402171458578,10.987639819751587,4.7070567375639305,17.578003612072624,-9.407623182072625,-6.1796014406140465,-6.590363792321037,-12.870946874508693
2022-02-10,winter,2021-12,2022-01-11,2022Q4,4,6.62746481,10.214792288323213,9.943427074744813,3.511313235988806,15.69904392215021,-9.07157911215021,-5.484251633826997,-5.755616847405397,-12.187730686161403
2022-05-12,spring,2022-04,2022-05-09,2022Q2,1,14.5366564687991,13.774151052300008,14.870305673782669,14.241996235145848,15.772308516091229,-1.2356520472921293,-1.9981574637912214,-0.9020028423085602,-1.530312280945381
2022-05-12,spring,2022-04,2022-05-09,2022Q3,2,13.8649926,14.080746551749336,15.179855061004735,13.007088761623997,17.578003612072624,-3.7130110120726236,-3.497257060323289,-2.398148551067889,-4.570914850448627
2022-05-12,spring,2022-04,2022-05-09,2022Q4,3,12.749894,14.329016126590497,15.430516583747227,11.725795841368774,15.69904392215021,-2.9491499221502107,-1.3700277955597127,-0.2685273384029827,-3.9732480807814365
2022-05-12,spring,2022-04,2022-05-09,2023Q1,4,7.85719611,11.06145109210749,12.13147026392466,7.523759013390307,16.393468660721577,-8.536272550721577,-5.332017568614088,-4.261998396796917,-8.86970964733127
2022-08-11,summer,2022-07,2022-08-09,2022Q3,1,19.4927708743343,18.364518788493907,18.231580704047918,16.937993248421822,17.578003612072624,1.9147672622616767,0.7865151764212825,0.6535770919752935,-0.6400103636508021
2022-08-11,summer,2022-07,2022-08-09,2022Q4,2,19.6557739,20.856953241189856,20.721215842683034,15.61213108791515,15.69904392215021,3.9567299778497897,5.157909319039646,5.0221719205328235,-0.08691283423505958
2022-08-11,summer,2022-07,2022-08-09,2023Q1,3,16.1682854,19.546413176919728,19.41214767799495,11.263928160076938,16.393468660721577,-0.2251832607215789,3.1529445161981506,3.018679017273371,-5.129540500644639
2022-08-11,summer,2022-07,2022-08-09,2023Q2,4,11.4594623,18.1283213261579,17.995648520855656,7.501554752870342,11.15840613352934,0.30105616647066036,6.969915192628559,6.837242387326317,-3.656851380658998
2022-11-10,autumn,2022-10,2022-11-09,2022Q4,1,18.4131830570712,18.68561208124178,15.652584077304665,14.918331659670566,15.69904392215021,2.714139134920991,2.9865681590915685,-0.046459844845545106,-0.7807122624796445
2022-11-10,autumn,2022-10,2022-11-09,2023Q1,2,14.8665554,14.838654132356412,11.903935695891983,10.59622271242797,16.393468660721577,-1.526913260721578,-1.5548145283651653,-4.4895329648295945,-5.797245948293607
2022-11-10,autumn,2022-10,2022-11-09,2023Q2,3,10.1921138,10.90346253018331,8.069308484978697,6.856427666974585,11.15840613352934,-0.9662923335293403,-0.25494360334602995,-3.089097648550643,-4.301978466554755
2022-11-10,autumn,2022-10,2022-11-09,2023Q3,4,6.95297995,8.478948716217426,5.7067534726294555,4.709427282053328,8.048806481176504,-1.0958265311765043,0.43014223504092186,-2.3420530085470483,-3.339379199123176
2023-02-09,winter,2022-12,2023-01-10,2023Q1,1,16.3076255004732,10.91312750623816,11.008867010754896,11.655178539622803,16.393468660721577,-0.0858431602483769,-5.480341154483417,-5.384601649966681,-4.738290121098775
2023-02-09,winter,2022-12,2023-01-10,2023Q2,2,11.3077531,6.527489976575352,6.619443826737903,7.879575058232187,11.15840613352934,0.14934696647065948,-4.630916156953988,-4.538962306791436,-3.278831075297153
2023-02-09,winter,2022-12,2023-01-10,2023Q3,3,7.77590417,3.531970397498332,3.6213385342586992,5.712017202966636,8.048806481176504,-0.2729023111765043,-4.516836083678172,-4.427467946917805,-2.336789278209868
2023-02-09,winter,2022-12,2023-01-10,2023Q4,4,7.62282898,3.4839379928922085,3.543571048815226,6.120422092716788,7.563594181986673,0.05923479801332743,-4.0796561890944645,-4.020023133171447,-1.4431720892698854
2023-05-11,spring,2023-04,2023-05-10,2023Q2,1,11.6366874653985,12.090182823033972,11.253578006430994,11.57894191562876,11.15840613352934,0.47828133186916055,0.9317766895046322,0.09517187290165374,0.4205357820994209
2023-05-11,spring,2023-04,2023-05-10,2023Q3,2,8.32302304,9.451086313995761,8.634178858886315,9.337054960652436,8.048806481176504,0.2742165588234968,1.4022798328192572,0.5853723777098114,1.2882484794759321
2023-05-11,spring,2023-04,2023-05-10,2023Q4,3,8.33257222,10.276231254839766,9.45316518517087,9.752438451134438,7.563594181986673,0.7689780380133264,2.7126370728530933,1.8895710031841961,2.188844269147765
2023-05-11,spring,2023-04,2023-05-10,2024Q1,4,2.50204809,5.701505240728049,4.912583444194001,6.279458765134148,2.0857590939023534,0.4162889960976468,3.6157461468256957,2.826824350291648,4.193699671231794
2023-08-10,summer,2023-07,2023-08-09,2023Q3,1,8.1866590723162,7.898487820006282,8.013400694583568,8.32252271668068,8.048806481176504,0.13785259113969595,-0.15031866117022208,-0.035405786592935584,0.27371623550417645
2023-08-10,summer,2023-07,2023-08-09,2023Q4,2,8.18874505,8.178667512804667,8.293878781312658,8.734051887647132,7.563594181986673,0.6251508680133266,0.6150733308179941,0.7302845993259854,1.1704577056604588
2023-08-10,summer,2023-07,2023-08-09,2024Q1,3,2.54878083,3.1799514928929367,3.2898390832044186,5.293297780389331,2.0857590939023534,0.46302173609764674,1.0941923989905833,1.2040799893020653,3.2075386864869775
2023-08-10,summer,2023-07,2023-08-09,2024Q2,4,2.34805158,3.3923267955769787,3.502440567524681,6.467377280176087,2.4619743363836153,-0.11392275638361538,0.9303524591933634,1.0404662311410657,4.005402943792472
2023-11-09,autumn,2023-09,2023-10-09,2023Q4,1,7.4869530045711,8.60097908007471,8.077879593236846,7.970925413202956,7.563594181986673,-0.0766411774155733,1.0373848980880371,0.5142854112501727,0.4073312312162827
2023-11-09,autumn,2023-09,2023-10-09,2024Q1,2,2.72442838094152,3.3964385650596225,2.89840784367574,4.554319496008137,2.0857590939023534,0.6386692870391668,1.3106794711572691,0.8126487497733867,2.468560402105784
2023-11-09,autumn,2023-09,2023-10-09,2024Q2,3,2.60050989,3.4828189989288894,2.9843722079937685,5.720158972234334,2.4619743363836153,0.1385355536163848,1.020844662545274,0.5223978716101532,3.2581846358507183
2023-11-09,autumn,2023-09,2023-10-09,2024Q3,4,2.23573565,3.039670255746916,2.7085322098546087,6.63142794814589,2.3104616266815143,-0.07472597668151426,0.7292086290654018,0.3980705831730944,4.320966321464375
2024-02-15,winter,2024-01,2024-02-14,2024Q1,1,2.86348243690547,1.427981300403932,1.9799401447015834,2.343802771322155,2.0857590939023534,0.7777233430031165,-0.6577777934984215,-0.10581894920076995,0.25804367741980183
2024-02-15,winter,2024-01,2024-02-14,2024Q2,2,2.64855616,1.5215301456094494,2.0739980714428174,3.484993742609294,2.4619743363836153,0.18658182361638476,-0.9404441907741659,-0.38797626494079784,1.0230194062256786
2024-02-15,winter,2024-01,2024-02-14,2024Q3,3,2.25182174,1.1231362998171033,1.6734362143790296,4.345196711484333,2.3104616266815143,-0.05863988668151432,-1.187325326864411,-0.6370254123024848,2.034735084802819
2024-02-15,winter,2024-01,2024-02-14,2024Q4,4,2.71600921,1.2794470728191494,1.83059761176018,5.079272982064073,2.8836531940027856,-0.16764398400278546,-1.6042061211836363,-1.0530555822426055,2.1956197880612875
2024-05-09,spring,2024-03,2024-04-09,2024Q2,1,2.43930764498391,2.410466880526441,2.4076611222652953,2.9492356026195026,2.4619743363836153,-0.02266669139970512,-0.0515074558571742,-0.05431321411832002,0.4872612662358873
2024-05-09,spring,2024-03,2024-04-09,2024Q3,2,2.11409498,2.2267424366877724,2.223941711958762,3.8049851650058244,2.3104616266815143,-0.19636664668151438,-0.08371918999374195,-0.08651991472275222,1.49452353832431
2024-05-09,spring,2024-03,2024-04-09,2024Q4,3,2.51517686,2.4984235780036568,2.49561540997681,4.5352610069136094,2.8836531940027856,-0.3684763340027857,-0.38522961599912886,-0.38803778402597544,1.6516078129108238
2024-05-09,spring,2024-03,2024-04-09,2025Q1,4,2.35125799,2.728175914353487,2.7262988421067553,6.703427650549517,2.731002175839953,-0.37974418583995284,-0.0028262614864660307,-0.0047033337331976455,3.972425474709564
2024-08-08,summer,2024-06,2024-07-09,2024Q3,1,2.03928603786943,1.8633376783316498,1.5646153699134375,2.466697744939336,2.3104616266815143,-0.27117558881208437,-0.4471239483498646,-0.7458462567680768,0.15623611825782158
2024-08-08,summer,2024-06,2024-07-09,2024Q4,2,2.31618987,1.923170396202383,1.6242726235984426,3.187558634657203,2.8836531940027856,-0.5674633240027855,-0.9604827978004027,-1.259380570404343,0.30390544065441727
2024-08-08,summer,2024-06,2024-07-09,2025Q1,3,2.18682304,1.9470995284154633,1.6481315817353928,5.324039619645386,2.731002175839953,-0.5441791358399528,-0.7839026474244897,-1.0828705941045602,2.5930374438054327
2024-08-08,summer,2024-06,2024-07-09,2025Q2,4,1.74934064,1.4366395283174886,1.2384964642554637,6.1366956729566695,2.380373322135417,-0.6310326821354171,-0.9437337938179284,-1.1418768578799534,3.7563223508212524
2024-11-14,autumn,2024-10,2024-11-10,2024Q4,1,3.02197327563642,2.769788414788575,2.8508951662745226,3.161530843814946,2.8836531940027856,0.1383200816336343,-0.11386477921421045,-0.032758027728263084,0.27787764981216023
2024-11-14,autumn,2024-10,2024-11-10,2025Q1,2,2.93713111860977,2.425839707914213,2.506675012287904,5.297472927786848,2.731002175839953,0.20612894276981697,-0.3051624679257401,-0.22432716355204896,2.5664707519468952
