period,food_actual,inc_A,aug_A,inc_B,aug_B,bt_food_pred,bt_food_pred_eve,w_food,szif_A,szif_B,STRUCT,STRUCT_EVE,actual_current,STRUCT_szif_A,STRUCT_szif_B,actual,survey
2019-02,0.7490636704119868,0.6289580042592983,0.600056766465517,0.6289580042592983,0.6076241053878281,0.6289580042592983,0.6289580042592983,0.177627679,-0.43435248455267583,-0.17011979686788692,0.2785031325461529,0.2814875700921544,0.1867413632119507,0.27336947275661644,0.27769807915159445,0.2,0.1
2019-03,0.0,0.13793940287435802,0.11532450169472402,0.13793940287435802,0.11057937581030675,0.137939402874358,0.137939402874358,0.177627679,0.09681918794214935,-0.07564968088466628,0.079919407190459,0.0829683883070508,0.1863932898415576,0.07590237478310624,0.07810849020228619,0.2,0.1
2019-04,-0.6505576208178376,0.07334150892937163,0.15755323748075217,0.07334150892937163,0.16898055770288972,0.0733415089293716,0.0733415089293716,0.177627679,3.796503340470297,4.202077518255831,0.4024834775099014,0.4180178444540153,0.0930232558139509,0.41744181139706116,0.4350059867094231,0.1,0.3
2019-05,1.9644527595883865,0.14373062808932474,0.16159847520390158,0.14373062808932474,0.16049973668257814,0.1437306280893247,0.1437306280893247,0.177627679,1.4362313306554755,1.9354610613608534,0.229920323954004,0.2348046582023983,0.6505576208178487,0.23309414816569313,0.23778331604071684,0.7,0.4
2019-06,0.3669724770642313,0.185062561815512,0.25869900719423733,0.185062561815512,0.2554881073146105,0.185062561815512,0.185062561815512,0.177627679,3.310608953219274,3.4384694920458614,0.1283636128466717,0.1250380215662453,0.1846722068328699,0.14144348372910495,0.13754754775555908,0.2,0.1
2019-07,-0.5484460694698434,0.3102283615885567,0.26281572788204643,0.3102283615885567,0.26223396724388504,0.3102283615885567,0.3102283615885567,0.177627679,0.5288807495207474,0.4047139222551266,0.3907464992075639,0.3904523718716352,0.3686635944700533,0.3823247031269993,0.3819272389991804,0.4,0.2
2019-08,-0.2757352941176405,-0.3394064941699059,-0.4173084184138695,-0.3394064941699059,-0.4200566877613367,-0.3394064941699059,-0.3394064941699059,0.177627679,-0.7505274428437639,-0.8299891010351601,-0.0068577666005959,-0.006945762243797,0.0918273645546419,-0.02069530459368498,-0.021271468942343524,0.1,0.0
2019-09,-0.552995391705069,-0.044413442855467306,0.002266701870950405,-0.044413442855467306,-0.002482105099767401,-0.0444134428554673,-0.0444134428554673,0.177627679,0.6740744834196258,0.7605143381729936,-0.3481118723494686,-0.3483875620035859,-0.5504587155963248,-0.33982018658633095,-0.34093939580067584,-0.6,-0.4
2019-10,0.8341056533827551,0.6092833344375574,0.6347582744144167,0.6092833344375574,0.6286444418602368,0.6092833344375574,0.6092833344375574,0.177627679,0.21665440845599923,0.09846803900333138,0.282484153620169,0.2815613688180064,0.4612546125461358,0.2870092080809228,0.28500043739236663,0.5,0.4
2019-11,1.194852941176472,0.6592902773726735,0.6191243708988489,0.6592902773726735,0.6344963539835256,0.6592902773726735,0.6592902773726735,0.177627679,-0.09893894561267065,0.18511470203795474,0.170061104943248,0.1693782958720351,0.2754820936639035,0.16292652820137143,0.1649742088071169,0.3,0.2
2019-12,0.7266121707538709,0.23923526979312384,0.3077323986597965,0.23923526979312384,0.33193387410809294,0.2392352697931238,0.2392352697931238,0.177627679,0.712997017424127,1.402889788362624,-0.016859898370249,-0.016859898370249,0.1831501831501825,-0.0046929123514980325,-0.00039406043924165163,0.2,0.1
