origin,as_of,selected_config,core_actual,headline_actual,core_weight,legacy_core_forecast,legacy_headline_forecast,fixed_noncore_reference,default_core_forecast,selected_core_forecast,default_headline_forecast,selected_headline_forecast,default_core_error,default_headline_error,selected_core_error,selected_headline_error
2019-02,2019-03-10 23:59:00,a3_w60,0.3,0.2,0.5473483906668921,0.2655766793477113,0.2814875700921544,0.1361246020525274,0.3318366905479621,0.2542372545424758,0.31775488058818196,0.2752809541739205,0.03183669054796212,0.11775488058818195,-0.04576274545752418,0.0752809541739205
2019-03,2019-04-09 23:59:00,a3_w60,-0.1,0.2,0.5518118388714258,0.014512459121095,0.0829683883070508,0.07496024155289298,0.04439918875041172,-0.044024009660236924,0.0994602395416572,0.05066727182778423,0.14439918875041172,-0.10053976045834281,0.05597599033976308,-0.14933272817221577
2019-04,2019-05-12 23:59:00,a3_w60,0.4,0.1,0.5506152285898372,0.417304383167896,0.4180178444540153,0.18824369612448322,0.36116664092114814,0.48801798969326826,0.38710754867430486,0.45695383307539494,-0.03883335907885188,0.2871075486743049,0.08801798969326824,0.35695383307539497
2019-05,2019-06-10 23:59:00,a3_w60,0.1,0.7,0.5509025905852826,0.1193313815888886,0.2348046582023983,0.16906469094695867,0.10239919131656199,0.14658534954412278,0.22547667071709063,0.24981893975266506,0.00239919131656198,-0.4745233292829093,0.04658534954412277,-0.4501810602473349
2019-06,2019-07-10 23:59:00,a3_w60,0.3,0.2,0.5513522221960248,0.1746692506814083,0.1250380215662453,0.028733742053736328,0.17297392224022415,0.2007858810037138,0.1241032984628463,0.1394374837307205,-0.12702607775977584,-0.07589670153715371,-0.09921411899628618,-0.0605625162692795
2019-07,2019-08-11 23:59:00,a3_w60,1.0,0.4,0.5511366843062552,0.5822327523442469,0.3904523718716352,0.06956254325012196,0.6634769466924749,0.6618783282396089,0.4352290277638506,0.43434797049026724,-0.3365230533075251,0.03522902776385056,-0.3381216717603911,0.03434797049026722
2019-08,2019-09-09 23:59:00,a3_w60,0.2,0.1,0.550495125585692,0.1123194570308896,-0.006945762243797,-0.06877707584773331,0.2559465851523217,0.11747540529364126,0.07212027168892306,-0.0041074378573802,0.055946585152321704,-0.02787972831107695,-0.08252459470635876,-0.1041074378573802
2019-09,2019-10-09 23:59:00,a3_w60,-0.9,-0.6,0.5501700104465688,-0.5801347491155394,-0.3483875620035859,-0.02921482102227202,-0.5131552086303866,-0.5604486475613573,-0.31153742751516295,-0.33755685930586926,0.38684479136961347,0.28846257248483703,0.33955135243864276,0.2624431406941307
2019-10,2019-11-10 23:59:00,a3_w60,0.6,0.5,0.5518523549344644,0.3043641898771228,0.2815613688180064,0.11359727387659571,0.20985475885593016,0.3604001602076814,0.22940611674544492,0.31248495100596296,-0.3901452411440698,-0.2705938832545551,-0.23959983979231858,-0.18751504899403704
2019-11,2019-12-09 23:59:00,a3_w60,0.0,0.3,0.5505863362349064,0.1156576484398187,0.1693782958720351,0.10569877496001048,0.09913083335455766,0.15859048625297828,0.16027885730460945,0.19301652974775008,0.09913083335455766,-0.13972114269539054,0.15859048625297828,-0.10698347025224991
2019-12,2020-01-12 23:59:00,a3_w60,0.1,0.2,0.5497945860040815,0.0389825138875001,-0.016859898370249,-0.03829227345442547,0.09717506704197051,0.10629441287972474,0.01513405229983357,0.020147819269329702,-0.0028249329580294913,-0.18486594770016646,0.006294412879724737,-0.1798521807306703
