origin,as_of_utc,target,h,model,mm_forecast,native_h0,h0_exante,h0_actual,h0_method,mm_actual,yy_actual,yy_exante,yy_conditional,status,converged,fallback_used,unemployment_end,unemployment_adjustments,fx_end,headline_n,origin_status,contribution_core,contribution_food,contribution_administered,contribution_alcohol_tobacco,contribution_fuel,contribution_wedge,value_core,value_food,value_administered,value_alcohol_tobacco,value_fuel,value_wedge,weight_food,weight_fuel,weight_alc,weight_administered,weight_core
2021-03,2021-04-12T21:59:00+00:00,2021-10,7,TARGET_ML,0.1518384464990209,0.0127436061176276,0.1519100744195733,0.1760563380281743,HARD_BASE,1.0221465076660996,5.798394290811807,2.0073114101664604,2.0319050043324056,converged,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-11,8,TARGET_ML,0.0322195389239379,0.0127436061176276,0.1519100744195733,0.1760563380281743,HARD_BASE,0.1686340640809414,5.976806422836781,2.040177695571521,2.0647792136801115,converged,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-12,9,TARGET_ML,0.0483361313248739,0.0127436061176276,0.1519100744195733,0.1760563380281743,HARD_BASE,0.4208754208754106,6.613047363717604,2.271965564093322,2.296622965419421,converged,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2022-01,10,TARGET_ML,1.2422956220283106,0.0127436061176276,0.1519100744195733,0.1760563380281743,HARD_BASE,4.442581726739303,9.876543209876534,2.1728761154554657,2.197509626673569,converged,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2022-02,11,TARGET_ML,0.1581444107298732,0.0127436061176276,0.1519100744195733,0.1760563380281743,HARD_BASE,1.2841091492777013,11.091549295774657,2.1542905111162867,2.178919541412345,converged,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2022-03,12,TARGET_ML,0.0092005357006348,0.0127436061176276,0.1519100744195733,0.1760563380281743,HARD_BASE,1.6640253565768592,12.741652021089632,2.008727718892263,2.008727718892263,converged,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-03,0,TARGET_FX_ML,0.1519100744195733,0.0315891564892255,0.1519100744195733,0.1760563380281743,HARD_BASE,0.1760563380281743,2.33812949640288,2.3134620904142373,2.33812949640288,converged,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-04,1,TARGET_FX_ML,0.1965114301867834,0.0315891564892255,0.1519100744195733,0.1760563380281743,HARD_BASE,0.5272407732864748,3.0630630630630717,2.699230584416572,2.7239909977951,converged,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-05,2,TARGET_FX_ML,0.2501171085631326,0.0315891564892255,0.1519100744195733,0.1760563380281743,HARD_BASE,0.1748251748251661,2.872531418312392,2.5864181443650818,2.611151359071975,converged,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-06,3,TARGET_FX_ML,0.1545960887708448,0.0315891564892255,0.1519100744195733,0.1760563380281743,HARD_BASE,0.523560209424101,2.765388046387192,2.1034292472355043,2.1280460150646343,converged,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-07,4,TARGET_FX_ML,0.2446189623021962,0.0315891564892255,0.1519100744195733,0.1760563380281743,HARD_BASE,1.041666666666674,3.3747779751332514,1.898694512869965,1.923261919894472,converged,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-08,5,TARGET_FX_ML,-0.1581424411817945,0.0315891564892255,0.1519100744195733,0.1760563380281743,HARD_BASE,0.6872852233676952,4.085257548845505,1.7375494298349332,1.7620779853622366,converged,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-09,6,TARGET_FX_ML,-0.3241447762859991,0.0315891564892255,0.1519100744195733,0.1760563380281743,HARD_BASE,0.1706484641638139,4.915102770330665,2.0421374531225664,2.0667394437216204,converged,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-10,7,TARGET_FX_ML,0.1389539335188607,0.0315891564892255,0.1519100744195733,0.1760563380281743,HARD_BASE,1.0221465076660996,5.798394290811807,2.001620490614369,2.0262127127201746,converged,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-11,8,TARGET_FX_ML,0.0255278104477013,0.0315891564892255,0.1519100744195733,0.1760563380281743,HARD_BASE,0.1686340640809414,5.976806422836781,2.0276592709467964,2.052257770908447,converged,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-12,9,TARGET_FX_ML,0.0378644831118331,0.0315891564892255,0.1519100744195733,0.1760563380281743,HARD_BASE,0.4208754208754106,6.613047363717604,2.2487156302849765,2.273367426136051,converged,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2022-01,10,TARGET_FX_ML,1.2239410003896154,0.0315891564892255,0.1519100744195733,0.1760563380281743,HARD_BASE,4.442581726739303,9.876543209876534,2.131129588768307,2.155753035049683,converged,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2022-02,11,TARGET_FX_ML,0.1447473715902371,0.0315891564892255,0.1519100744195733,0.1760563380281743,HARD_BASE,1.2841091492777013,11.091549295774657,2.098893119855827,2.123508794041037,converged,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2022-03,12,TARGET_FX_ML,0.0003559080871266,0.0315891564892255,0.1519100744195733,0.1760563380281743,HARD_BASE,1.6640253565768592,12.741652021089632,1.9443926952633508,1.9443926952633508,converged,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-03,0,TARGET_U_FX_ML,0.1519100744195733,0.0314946859525364,0.1519100744195733,0.1760563380281743,HARD_BASE,0.1760563380281743,2.33812949640288,2.3134620904142373,2.33812949640288,converged,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-04,1,TARGET_U_FX_ML,0.1958610198970326,0.0314946859525364,0.1519100744195733,0.1760563380281743,HARD_BASE,0.5272407732864748,3.0630630630630717,2.6985639281092,2.7233241807593016,converged,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-05,2,TARGET_U_FX_ML,0.2492309343421596,0.0314946859525364,0.1519100744195733,0.1760563380281743,HARD_BASE,0.1748251748251661,2.872531418312392,2.5848453999847067,2.609578235508612,converged,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-06,3,TARGET_U_FX_ML,0.1543317158743658,0.0314946859525364,0.1519100744195733,0.1760563380281743,HARD_BASE,0.523560209424101,2.765388046387192,2.1015943945218463,2.1262107199746176,converged,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-07,4,TARGET_U_FX_ML,0.2450815540936139,0.0314946859525364,0.1519100744195733,0.1760563380281743,HARD_BASE,1.041666666666674,3.3747779751332514,1.897333555635261,1.9219006345378968,converged,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-08,5,TARGET_U_FX_ML,-0.1572818077440566,0.0314946859525364,0.1519100744195733,0.1760563380281743,HARD_BASE,0.6872852233676952,4.085257548845505,1.737067587375967,1.7615960267327944,converged,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-09,6,TARGET_U_FX_ML,-0.3233977712589271,0.0314946859525364,0.1519100744195733,0.1760563380281743,HARD_BASE,0.1706484641638139,4.915102770330665,2.0424189032298656,2.067020961685524,converged,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-10,7,TARGET_U_FX_ML,0.1395385379341404,0.0314946859525364,0.1519100744195733,0.1760563380281743,HARD_BASE,1.0221465076660996,5.798394290811807,2.002497309147412,2.0270897426509977,converged,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-11,8,TARGET_U_FX_ML,0.0258250092453214,0.0314946859525364,0.1519100744195733,0.1760563380281743,HARD_BASE,0.1686340640809414,5.976806422836781,2.0288394635079574,2.05343824800977,converged,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-12,9,TARGET_U_FX_ML,0.0383301452852035,0.0314946859525364,0.1519100744195733,0.1760563380281743,HARD_BASE,0.4208754208754106,6.613047363717604,2.2503743387684296,2.2750265345281258,converged,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2022-01,10,TARGET_U_FX_ML,1.2247684837317656,0.0314946859525364,0.1519100744195733,0.1760563380281743,HARD_BASE,4.442581726739303,9.876543209876534,2.1336213026890123,2.1582453497136096,converged,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2022-02,11,TARGET_U_FX_ML,0.1453521326798712,0.0314946859525364,0.1519100744195733,0.1760563380281743,HARD_BASE,1.2841091492777013,11.091549295774657,2.1020006242605973,2.12661704765389,converged,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2022-03,12,TARGET_U_FX_ML,0.0007514475350448,0.0314946859525364,0.1519100744195733,0.1760563380281743,HARD_BASE,1.6640253565768592,12.741652021089632,1.947898738384848,1.947898738384848,converged,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-03,0,BVAR_U_FX,0.1519100744195733,-0.076277188139712,0.1519100744195733,0.1760563380281743,HARD_BASE,0.1760563380281743,2.33812949640288,2.3134620904142373,2.33812949640288,estimated,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-04,1,BVAR_U_FX,0.0857709563088336,-0.076277188139712,0.1519100744195733,0.1760563380281743,HARD_BASE,0.5272407732864748,3.0630630630630717,2.5857240231652514,2.6104570705220302,estimated,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-05,2,BVAR_U_FX,0.1123499671035082,-0.076277188139712,0.1519100744195733,0.1760563380281743,HARD_BASE,0.1748251748251661,2.872531418312392,2.332214314091181,2.356886241173189,estimated,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-06,3,BVAR_U_FX,0.0321032839146767,-0.076277188139712,0.1519100744195733,0.1760563380281743,HARD_BASE,0.523560209424101,2.765388046387192,1.7258553749713912,1.7503811111043253,estimated,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-07,4,BVAR_U_FX,0.1435321000262417,-0.076277188139712,0.1519100744195733,0.1760563380281743,HARD_BASE,1.041666666666674,3.3747779751332514,1.4195028879817817,1.4439547636371417,estimated,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-08,5,BVAR_U_FX,-0.2530793168227176,-0.076277188139712,0.1519100744195733,0.1760563380281743,HARD_BASE,0.6872852233676952,4.085257548845505,1.162831102947881,1.1872210959633815,estimated,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-09,6,BVAR_U_FX,-0.4151602270244199,-0.076277188139712,0.1519100744195733,0.1760563380281743,HARD_BASE,0.1706484641638139,4.915102770330665,1.3730487175154458,1.3974893932381731,estimated,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-10,7,BVAR_U_FX,0.0355969483625055,-0.076277188139712,0.1519100744195733,0.1760563380281743,HARD_BASE,1.0221465076660996,5.798394290811807,1.2282082305175048,1.252613985722215,estimated,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-11,8,BVAR_U_FX,-0.1040173653587271,-0.076277188139712,0.1519100744195733,0.1760563380281743,HARD_BASE,0.1686340640809414,5.976806422836781,1.1229133153162745,1.1472936842974244,estimated,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-12,9,BVAR_U_FX,-0.098203273483086,-0.076277188139712,0.1519100744195733,0.1760563380281743,HARD_BASE,0.4208754208754106,6.613047363717604,1.2041678177008517,1.2285677768489047,estimated,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2022-01,10,BVAR_U_FX,1.112327567929991,-0.076277188139712,0.1519100744195733,0.1760563380281743,HARD_BASE,4.442581726739303,9.876543209876534,0.9763197069689512,1.0006647327608618,estimated,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2022-02,11,BVAR_U_FX,0.0177453241017043,-0.076277188139712,0.1519100744195733,0.1760563380281743,HARD_BASE,1.2841091492777013,11.091549295774657,0.8164315246279052,0.8407380019568275,estimated,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2022-03,12,BVAR_U_FX,-0.1208581077319109,-0.076277188139712,0.1519100744195733,0.1760563380281743,HARD_BASE,1.6640253565768592,12.741652021089632,0.5418534887468286,0.5418534887468286,estimated,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-03,0,RF_U_FX,0.1519100744195733,,0.1519100744195733,0.1760563380281743,HARD_BASE,0.1760563380281743,2.33812949640288,2.3134620904142373,2.33812949640288,estimated,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-04,1,RF_U_FX,0.1711067406559507,,0.1519100744195733,0.1760563380281743,HARD_BASE,0.5272407732864748,3.0630630630630717,2.673191333839765,2.697945469249075,estimated,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-05,2,RF_U_FX,0.2897773280275746,,0.1519100744195733,0.1760563380281743,HARD_BASE,0.1748251748251661,2.872531418312392,2.600981696911352,2.625718422838136,estimated,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-06,3,RF_U_FX,0.2297555456729445,,0.1519100744195733,0.1760563380281743,HARD_BASE,0.523560209424101,2.765388046387192,2.194557038799504,2.21919577720988,estimated,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-07,4,RF_U_FX,0.3046850067678358,,0.1519100744195733,0.1760563380281743,HARD_BASE,1.041666666666674,3.3747779751332514,2.0507512292903147,2.0753552966396764,estimated,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-08,5,RF_U_FX,0.0916933647538335,,0.1519100744195733,0.1760563380281743,HARD_BASE,0.6872852233676952,4.085257548845505,2.1443249968490146,2.1689516244955955,estimated,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-09,6,RF_U_FX,-0.2940940424360269,,0.1519100744195733,0.1760563380281743,HARD_BASE,0.1706484641638139,4.915102770330665,2.481017984595593,2.5057257877048413,estimated,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-10,7,RF_U_FX,0.2549910556592331,,0.1519100744195733,0.1760563380281743,HARD_BASE,1.0221465076660996,5.798394290811807,2.5590306231001207,2.5837572347746045,estimated,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-11,8,RF_U_FX,0.0587237117751399,,0.1519100744195733,0.1760563380281743,HARD_BASE,0.1686340640809414,5.976806422836781,2.619257092642608,2.643998224701263,estimated,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-12,9,RF_U_FX,0.0756244369804458,,0.1519100744195733,0.1760563380281743,HARD_BASE,0.4208754208754106,6.613047363717604,2.880413467155284,2.9052175630721164,estimated,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2022-01,10,RF_U_FX,1.2800686407693314,,0.1519100744195733,0.1760563380281743,HARD_BASE,4.442581726739303,9.876543209876534,2.81908150737018,2.843870816373138,estimated,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2022-02,11,RF_U_FX,0.2080058202846171,,0.1519100744195733,0.1760563380281743,HARD_BASE,1.2841091492777013,11.091549295774657,2.851555140456608,2.8763522787351548,estimated,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2022-03,12,RF_U_FX,0.071310879678474,,0.1519100744195733,0.1760563380281743,HARD_BASE,1.6640253565768592,12.741652021089632,2.768783353917232,2.768783353917232,estimated,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-03,0,NAIVE,0.1519100744195733,-0.0197896297845856,0.1519100744195733,0.1760563380281743,HARD_BASE,0.1760563380281743,2.33812949640288,2.3134620904142373,2.33812949640288,seasonal_mean_last_five,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-04,1,NAIVE,0.1599848123891423,-0.0197896297845856,0.1519100744195733,0.1760563380281743,HARD_BASE,0.5272407732864748,3.0630630630630717,2.6617916008619145,2.686542987836798,seasonal_mean_last_five,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-05,2,NAIVE,0.2969210270021749,-0.0197896297845856,0.1519100744195733,0.1760563380281743,HARD_BASE,0.1748251748251661,2.872531418312392,2.596897497282274,2.6216332385232866,seasonal_mean_last_five,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-06,3,NAIVE,0.2585538158065992,-0.0197896297845856,0.1519100744195733,0.1760563380281743,HARD_BASE,0.523560209424101,2.765388046387192,2.219850650665493,2.2444954872742886,seasonal_mean_last_five,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-07,4,NAIVE,0.3576414497373781,-0.0197896297845856,0.1519100744195733,0.1760563380281743,HARD_BASE,1.041666666666674,3.3747779751332514,2.1299008724978594,2.154524022540182,seasonal_mean_last_five,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-08,5,NAIVE,-0.0018949007245949,-0.0197896297845856,0.1519100744195733,0.1760563380281743,HARD_BASE,0.6872852233676952,4.085257548845505,2.1279656122661983,2.1525882957242723,seasonal_mean_last_five,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-09,6,NAIVE,-0.3699677860594685,-0.0197896297845856,0.1519100744195733,0.1760563380281743,HARD_BASE,0.1706484641638139,4.915102770330665,2.3866316298925065,2.4113166767927114,seasonal_mean_last_five,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-10,7,NAIVE,0.3603554175763568,-0.0197896297845856,0.1519100744195733,0.1760563380281743,HARD_BASE,1.0221465076660996,5.798394290811807,2.572258969582798,2.596988770563817,seasonal_mean_last_five,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-11,8,NAIVE,0.1348799766553843,-0.0197896297845856,0.1519100744195733,0.1760563380281743,HARD_BASE,0.1686340640809414,5.976806422836781,2.7106084085358724,2.7353715650666808,seasonal_mean_last_five,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-12,9,NAIVE,0.0983897117758259,-0.0197896297845856,0.1519100744195733,0.1760563380281743,HARD_BASE,0.4208754208754106,6.613047363717604,2.9954214073331458,3.0202532312487604,seasonal_mean_last_five,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2022-01,10,NAIVE,1.0412793918332497,-0.0197896297845856,0.1519100744195733,0.1760563380281743,HARD_BASE,4.442581726739303,9.876543209876534,2.6913320935379885,2.716090602618908,seasonal_mean_last_five,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2022-02,11,NAIVE,0.2048770638270936,-0.0197896297845856,0.1519100744195733,0.1760563380281743,HARD_BASE,1.2841091492777013,11.091549295774657,2.7205580741144457,2.745323629473672,seasonal_mean_last_five,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2022-03,12,NAIVE,-0.0197896297845856,-0.0197896297845856,0.1519100744195733,0.1760563380281743,HARD_BASE,1.6640253565768592,12.741652021089632,2.544454698513261,2.544454698513261,seasonal_mean_last_five,True,False,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-03,0,F1B_STORED_REF,0.1519100744195733,,0.1519100744195733,0.1760563380281743,HARD_BASE,0.1760563380281743,2.33812949640288,2.3134620904142373,2.33812949640288,stored_legacy_reference,,,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-04,1,F1B_STORED_REF,0.2017188972910401,,0.1519100744195733,0.1760563380281743,HARD_BASE,0.5272407732864748,3.0630630630630717,2.7045681241898345,2.729329824429915,stored_legacy_reference,,,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-05,2,F1B_STORED_REF,0.2744728890877655,,0.1519100744195733,0.1760563380281743,HARD_BASE,0.1748251748251661,2.872531418312392,2.616674501521912,2.6414150109271803,stored_legacy_reference,,,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-06,3,F1B_STORED_REF,0.1650929546413004,,0.1519100744195733,0.1760563380281743,HARD_BASE,0.523560209424101,2.765388046387192,2.144247426558436,2.1688740355031,stored_legacy_reference,,,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-07,4,F1B_STORED_REF,0.2154295958649402,,0.1519100744195733,0.1760563380281743,HARD_BASE,1.041666666666674,3.3747779751332514,1.9097479807046047,1.934318052680264,stored_legacy_reference,,,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-08,5,F1B_STORED_REF,-0.0493623847006605,,0.1519100744195733,0.1760563380281743,HARD_BASE,0.6872852233676952,4.085257548845505,1.859442898858896,1.884000842461105,stored_legacy_reference,,,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-09,6,F1B_STORED_REF,-0.428626585633777,,0.1519100744195733,0.1760563380281743,HARD_BASE,0.1706484641638139,4.915102770330665,2.057305517148815,2.0819111647132944,stored_legacy_reference,,,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-10,7,F1B_STORED_REF,0.2685625912369759,,0.1519100744195733,0.1760563380281743,HARD_BASE,1.0221465076660996,5.798394290811807,2.148821640943807,2.1734493527150294,stored_legacy_reference,,,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-11,8,F1B_STORED_REF,0.0256978267274071,,0.1519100744195733,0.1760563380281743,HARD_BASE,0.1686340640809414,5.976806422836781,2.175071668133185,2.199705708691106,stored_legacy_reference,,,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-12,9,F1B_STORED_REF,0.0143842283857022,,0.1519100744195733,0.1760563380281743,HARD_BASE,0.4208754208754106,6.613047363717604,2.3724135694498525,2.397095188427063,stored_legacy_reference,,,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2022-01,10,F1B_STORED_REF,0.9068194384171347,,0.1519100744195733,0.1760563380281743,HARD_BASE,4.442581726739303,9.876543209876534,1.9343345243316208,1.9589105240341016,stored_legacy_reference,,,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2022-02,11,F1B_STORED_REF,0.0830851002412177,,0.1519100744195733,0.1760563380281743,HARD_BASE,1.2841091492777013,11.091549295774657,1.8394158057310483,1.8639689208734749,stored_legacy_reference,,,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2022-03,12,F1B_STORED_REF,-0.1480306670740488,,0.1519100744195733,0.1760563380281743,HARD_BASE,1.6640253565768592,12.741652021089632,1.5344212243261537,1.5344212243261537,stored_legacy_reference,,,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-03,0,SURVEY_TREND_STORED_REF,0.1519100744195733,,0.1519100744195733,0.1760563380281743,HARD_BASE,0.1760563380281743,2.33812949640288,2.3134620904142373,2.33812949640288,stored_legacy_reference,,,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-04,1,SURVEY_TREND_STORED_REF,0.0998051109521534,,0.1519100744195733,0.1760563380281743,HARD_BASE,0.5272407732864748,3.0630630630630717,2.6001087244208025,2.6248452398770734,stored_legacy_reference,,,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
2021-03,2021-04-12T21:59:00+00:00,2021-05,2,SURVEY_TREND_STORED_REF,0.1635588814091169,,0.1519100744195733,0.1760563380281743,HARD_BASE,0.1748251748251661,2.872531418312392,2.398915214702206,2.4236032231303195,stored_legacy_reference,,,2021-02,sa,2021-03,361,,,,,,,,,,,,,,,,,,
