period,actual,TVW_QRF
2018-01,0.29999999999999716,0.11500000000000052
2018-02,-0.20000000000000284,0.13499999999999943
2018-03,-0.09999999999999432,0.06500000000000339
2018-04,0.5,0.030000000000000412
2018-05,0.20000000000000284,0.33500000000000013
2018-06,0.09999999999999432,0.354999999999999
2018-07,-0.20000000000000284,0.18409855883903653
2018-08,0.0,-0.1650000000000006
2018-09,0.20000000000000284,0.024999999999999307
2018-10,0.4000000000000057,0.2349999999999973
2018-11,0.0,0.21267065519784145
2018-12,0.0,0.07500000000000143
2019-01,-0.20000000000000284,-0.01972140426573971
2019-02,0.4000000000000057,-0.1000000000000014
2019-03,0.29999999999999716,0.16984981611428243
2019-04,1.0999999999999943,
2019-05,0.20000000000000284,
2019-06,0.29999999999999716,
2019-07,0.0,0.4249999999999993
2019-08,0.0,0.31997671806835426
2019-09,0.0,0.14999999999999863
2019-10,0.20000000000000284,0.1150000000000007
2019-11,0.09999999999999432,0.1250000000000008
2019-12,0.7999999999999972,0.06499999999999845
2020-01,0.9000000000000057,0.2753582316403748
2020-02,0.7000000000000028,0.650000000000002
2020-03,0.20000000000000284,0.5675000000000007
2020-04,-0.09999999999999432,0.48000000000000326
2020-05,-0.20000000000000284,0.1602635534284397
2020-06,0.5999999999999943,0.16000000000000245
2020-07,-0.20000000000000284,0.3999999999999985
2020-08,-0.09999999999999432,0.12125000000000047
2020-09,0.20000000000000284,0.05999999999999886
2020-10,0.09999999999999432,-0.034999999999997755
2020-11,0.09999999999999432,1.536271110325083e-16
2020-12,0.09999999999999432,0.08874999999999762
2021-01,1.2999999999999972,0.29781835706740317
2021-02,0.5,0.17999999999999894
2021-03,1.0,0.44499999999999806
2021-04,0.7999999999999972,0.29500000000000165
2021-05,0.29999999999999716,0.6199999999999978
2021-06,0.09999999999999432,0.31000000000000083
2021-07,0.4000000000000057,0.42999999999999894
2021-08,0.29999999999999716,0.14999999999999855
2021-09,0.7000000000000028,0.24999999999999997
2021-10,1.0999999999999943,0.374446630545794
2021-11,1.0,0.533240306175594
2021-12,0.9000000000000057,0.8399999999999979
2022-01,1.9000000000000057,0.9462500000000007
2022-02,-0.29999999999999716,0.7900000000000006
2022-03,3.299999999999997,0.517499999999999
2022-04,2.0,0.7949999999999999
2022-05,1.7000000000000028,1.6662499999999933
2022-06,1.5,2.0100000000000002
2022-07,0.5,2.0149999999999983
2022-08,0.7999999999999972,1.7600000000000018
2022-09,1.5999999999999943,1.3550000000000035
2022-10,1.7999999999999972,1.5250000000000012
2022-11,0.7000000000000028,1.6600000000000006
2022-12,0.09999999999999432,1.2850000000000006
2023-01,2.5,0.8330197061288299
2023-02,1.2000000000000028,1.222384434348911
2023-03,1.0999999999999943,1.2796288664416497
2023-04,0.7000000000000028,
2023-05,0.0,
2023-06,0.0,
2023-07,-0.20000000000000284,0.6100000000000002
2023-08,0.0,0.19499999999999915
2023-09,-0.4000000000000057,0.07500000000000041
2023-10,0.29999999999999716,-0.13000000000000184
2023-11,0.7000000000000028,-0.08500000000000109
2023-12,0.09999999999999432,-0.04129164944079264
2024-01,0.4000000000000057,-0.06428968207528758
2024-02,0.29999999999999716,0.8249999999999984
2024-03,0.20000000000000284,0.5743784474630924
2024-04,1.0999999999999943,0.12500000000000067
2024-05,0.09999999999999432,0.5399999999999977
2024-06,0.09999999999999432,0.100097195342402
2024-07,1.4000000000000057,0.13999999999999843
2024-08,0.09999999999999432,0.24499999999999741
2024-09,0.09999999999999432,0.2849021851469175
2024-10,0.29999999999999716,0.3549999999999982
2024-11,0.5,0.5449999999999996
2024-12,0.0,0.31598314875247113
2025-01,1.0,0.191471881528384
2025-02,0.29999999999999716,0.8349999999999986
2025-03,0.20000000000000284,0.42604648712833043
2025-04,0.4000000000000057,0.4759840346054569
2025-05,-0.20000000000000284,0.366787488912562
2025-06,0.09999999999999432,0.15499999999999825
2025-07,0.29999999999999716,0.14999999999999847
2025-08,0.0,0.16499999999999773
2025-09,0.0,0.28999999999999715
2025-10,0.09999999999999432,0.21499999999999742
2025-11,0.09999999999999432,0.16499999999999987
2025-12,0.0,0.11499999999999556
2026-01,0.7000000000000028,0.07999999999999766
2026-02,0.29999999999999716,0.16499999999999987
2026-03,1.0999999999999943,0.19999999999999787
