origin,h,target,mm_E1_ML,mm_E1_fixed,mm_E2_ML,mm_E2_fixed,mm_E3_ML,mm_E3_fixed,mm_real,mm_naive,mm_F3,h0_real,h0_model,mm_F2_D1_ML,mm_F2_D1_fixed,mm_F2_D1_noFMIE,mm_F2_D2_ML,mm_F2_D2_fixed,f2_level,f2_phi,f2_bias_m,mm_F1a,mm_F1b,tp,op,real_yy,yy_b_F1a,yy_a_F1a,yy_b_F1b,yy_a_F1b,yy_b_F2_D1_ML,yy_a_F2_D1_ML,yy_b_F2_D1_fixed,yy_a_F2_D1_fixed,yy_b_F2_D1_noFMIE,yy_a_F2_D1_noFMIE,yy_b_F2_D2_ML,yy_a_F2_D2_ML,yy_b_F2_D2_fixed,yy_a_F2_D2_fixed,yy_b_F3,yy_a_F3,yy_b_naive,yy_a_naive,yy_rw,fmie_1y,yy_b_E1_ML,yy_a_E1_ML,yy_b_E1_fixed,yy_a_E1_fixed,yy_b_E2_ML,yy_a_E2_ML,yy_b_E2_fixed,yy_a_E2_fixed,yy_b_E3_ML,yy_a_E3_ML,yy_b_E3_fixed,yy_a_E3_fixed
2008-01,1,2008-02,0.3594663799479795,0.2795702701881476,0.3142889341795358,0.24767096281586332,0.3145400008373215,0.25026806508130467,0.3337041156840969,0.2002999610392342,,2.978235967926701,,0.2482020067054038,0.2474823235055977,0.304529719061327,0.2507795935398629,0.2501778978421214,0.307577383863566,0.184243418382361,0.0679943295239522,,,2008-02,2008-01,7.637231503579972,,,,,7.545505494067031,,7.544733423426665,,7.605933433694685,,7.548270709537411,,7.547625214988164,,,,7.494116545315377,,5.434782608695668,3.7454545454545456,7.664869063929888,,7.57915712756463,,7.616403045140115,,7.544935794238036,,7.616672387533134,,7.5477219457137315,
2008-01,2,2008-03,0.20620217669530888,0.1339855728137861,0.16642156391842683,0.1096080845402242,0.1666255521716895,0.11206963787960689,-0.1108647450110966,0.0208502022394707,,2.978235967926701,,0.1070326269714843,0.1071132586160846,0.1635546389003108,0.1119542256286785,0.1120012230201899,0.307577383863566,0.184243418382361,0.0679943295239522,,,2008-03,2008-01,7.1343638525565,,,,,7.276569276377638,,7.2758855421927695,,7.3974501842677425,,7.284601789763345,,7.284008242006795,,,,7.132998265965394,,5.434782608695668,3.7454545454545456,7.502024252015203,,7.339029076956086,,7.410973786978676,,7.278760895082309,,7.411461357506524,,7.284178051783837,
2008-01,3,2008-04,0.302969046460559,0.2407878086568419,0.26729617029776803,0.2193524162846578,0.2674780446067979,0.221651151401919,0.3329633740288606,0.219407348802787,,2.978235967926701,,0.2188336859617941,0.2192136087986682,0.2751960367432268,0.2243221676572974,0.224574494173261,0.307577383863566,0.184243418382361,0.0679943295239522,,,2008-04,2008-01,6.729634002361296,,,,,6.749735095761309,,6.749459397852552,,6.930125290118967,,6.763574745625735,,6.763252868796589,,,,6.607479389783057,,5.434782608695668,3.7454545454545456,7.063889367599025,,6.835286566248265,,6.935164831847309,,6.752468496850803,,6.935844212536633,,6.760307786944717,
2008-01,4,2008-05,0.3364552607873919,0.2839682939844359,0.3043694239679568,0.26426494269442874,0.304532012597349,0.2664066078291827,0.4424778761061843,0.293703975041959,,2.978235967926701,,0.2666433190501741,0.2671025444104116,0.3229344952979195,0.2722570692234402,0.272554424006135,0.307577383863566,0.184243418382361,0.0679943295239522,,,2008-05,2008-01,6.82352941176471,,,,,6.656607746147916,,6.65682077915428,,6.896820352132349,,6.676407609490253,,6.676402340629098,,,,6.543223006933083,,5.434782608695668,3.7454545454545456,7.044967532994795,,6.760528442506579,,6.8820758025578925,,6.656808748266951,,6.88292809784231,,6.666919392128746,
2008-01,5,2008-06,0.41232810289974847,0.36858324909789175,0.3834544159537024,0.3502526977871734,0.3835997682581003,0.35224682727141804,0.2202643171806295,0.2446324298026247,,2.978235967926701,,0.3555574318137469,0.3560351124251535,0.4118265734312823,0.3611974736829867,0.3615034686451793,0.307577383863566,0.184243418382361,0.0679943295239522,,,2008-06,2008-01,6.807511737089213,,,,,6.7845754169991865,,6.785296988598316,,7.085084958710319,,6.81040150701029,,6.810721889693543,,,,6.55314899042279,,5.434782608695668,3.7454545454545456,7.2340286553312785,,6.90249458561612,,7.040060875320315,,6.779132081618822,,7.04106942251541,,6.7913764046013165,
2008-01,6,2008-07,0.7570957955294637,0.7210799973205599,0.731110604115867,0.7039750796141415,0.7312405417346304,0.7058310958096288,0.5494505494505475,0.3406499535220142,,2.978235967926701,,0.7120905606712733,0.7125722532323637,0.7683537366283355,0.7177359419868656,0.7180434846871491,0.307577383863566,0.184243418382361,0.0679943295239522,,,2008-07,2008-01,6.8925233644860056,,,,,7.042431671232083,,7.043666958435948,,7.4036347934913636,,7.074321801918717,,7.074969929827901,,,,6.416514195070742,,5.434782608695668,3.7454545454545456,7.541005627294783,,7.170200608977423,,7.318797989017713,,7.028350045058238,,7.319947599194128,,7.042595749025367,
2008-01,7,2008-08,0.09280509860894653,0.0635755240301153,0.06941913524182874,0.04760417051163668,0.06953528758699623,0.04933096657443903,-0.10928961748633,0.0663274446702755,,2.978235967926701,,0.0583940705253627,0.0588765995922833,0.1146557401665974,0.0640405120031704,0.0643483207167827,0.307577383863566,0.184243418382361,0.0679943295239522,,,2008-08,2008-01,6.402793946449383,,,,,6.730881277367573,,6.732627682135833,,7.1512491471429405,,6.768703364872921,,6.769678077883805,,,,6.115198489516692,,5.434782608695668,3.7454545454545456,7.264880842901134,,6.86381192029057,,7.0182338667948345,,6.705332715754254,,7.01950447658497,,6.721377377309011,
2008-01,8,2008-09,-0.3232589972533822,-0.34655114740100357,-0.3443057710016042,-0.36146422151639784,-0.3442019462591708,-0.359858295310445,-0.2188183807439903,-0.5151465230978092,,2.978235967926701,,-0.3481342358189525,-0.3476515371443921,-0.2918729306969657,-0.3424875872289612,-0.3421797340227662,0.307577383863566,0.184243418382361,0.0679943295239522,,,2008-09,2008-01,6.542056074766384,,,,,6.732069146480571,,6.734332573261604,,7.212937664118896,,6.775941637572106,,6.777246262504367,,,,5.938532969068755,,5.434782608695668,3.7454545454545456,7.292850563274529,,6.866698946519896,,7.02353644864073,,6.692246645147312,,7.024918623526176,,6.710009212133944,
2008-01,9,2008-10,0.19181845787079183,0.17370675438021876,0.17287688890090747,0.15978399123465709,0.17296969003065543,0.16127688281958413,0.0,0.2704797293971728,,2.978235967926701,,0.1755256268173555,0.176008359205245,0.2317868461944096,0.1811723153839579,0.1814801758920396,0.307577383863566,0.184243418382361,0.0679943295239522,,,2008-10,2008-01,5.923344947735218,,,,,6.298508775336231,,6.301275256849004,,6.837392958528167,,6.348197341827279,,6.349823556434499,,,,5.608204870816989,,5.434782608695668,3.7454545454545456,6.874391747693152,,6.430659209502713,,6.585973786261564,,6.242150466375926,,6.587449053725051,,6.261421912987787,
2008-01,10,2008-11,0.18113942942193462,0.16753520969358077,0.16409249105731877,0.15453962362699497,0.16417543504314858,0.1559268311621564,-0.5482456140350922,0.2407669253058419,,2.978235967926701,,0.1725708108417669,0.1730535498332176,0.228832010450451,0.1782175070541283,0.1785253687441972,0.307577383863566,0.184243418382361,0.0679943295239522,,,2008-11,2008-01,4.372842347525896,,,,,5.501677867063761,,5.504932044163743,,6.096077132423507,,5.556943836208329,,5.5588823476580815,,,,4.887906263815847,,5.434782608695668,3.7454545454545456,6.082317280736186,,5.627527595354342,,5.778034485527933,,5.426761664566318,,5.779586164217308,,5.44734570261914,
2008-01,11,2008-12,0.1387736859544313,0.12907957409614923,0.12343186762844144,0.11695208191203665,0.12350599788212818,0.11824050031354882,-0.2205071664829083,0.1175435517324285,,2.978235967926701,,0.1371568752952811,0.1376396155657847,0.1934180704135297,0.1428035729595604,0.1431114348390115,0.307577383863566,0.184243418382361,0.0679943295239522,,,2008-12,2008-01,3.665521191294394,,,,,5.162319362890226,,5.166070053712537,,5.814224096440114,,5.223340733714892,,5.225596605228972,,,,4.530044282358586,,5.434782608695668,3.7454545454545456,5.742798373442766,,5.279271519348526,,5.423335524823153,,5.066440478040015,,5.424960055751312,,5.08830654323785,
2008-01,12,2009-01,1.592699604521311,1.5863859051884264,1.5788923515942384,1.575071111103859,1.5789586014172121,1.5762672069819854,1.5469613259668558,1.1044235784248355,,2.978235967926701,,1.5973394314817302,1.597822171997818,1.6536006255914266,1.6029861294201844,1.603293991329743,0.307577383863566,0.184243418382361,0.0679943295239522,,,2009-01,2008-01,2.224694104560625,,,,,3.752135150587694,,3.7563285427880033,,4.453108714704647,,3.818108055265944,,3.820648380731817,,,,2.627994881235933,,5.434782608695668,3.7454545454545456,4.320065784002402,,3.856320744440282,,3.9907661067076217,,3.634822082904838,,3.992436386214714,,3.6576108090432093,
2008-02,1,2008-03,0.4284524046950928,0.23807488867356608,0.37271626589101636,0.20219659850436628,0.37760864968548813,0.20773944331801858,-0.1108647450110966,0.0208502022394707,,0.3337041156840969,,0.0953606153728215,0.0883925907796169,0.5215147513368139,0.0798878430825208,0.0748389021466556,0.2738941420612191,0.2360501882468992,0.0434765113304301,,,2008-03,2008-02,7.1343638525565,,,,,7.355547294965888,,7.348073860741071,,7.812611540672807,,7.338952240737765,,7.3335370864878815,,,,7.275632440451877,,7.535885167464139,3.427272727272728,7.712799130838288,,7.508613019718884,,7.653020299445568,,7.470132380322194,,7.658267541042017,,7.476077262631247,
