period,cell,feature,coef
2019-03,C2,mon_9,-0.10137164180912084
2019-03,C2,mon_10,0.013746560453112993
2019-03,C2,mon_11,-0.029739616850034605
2019-03,C2,mon_12,-0.0
2019-03,C2,de_neig,-0.015375162438842935
2019-03,C2,de_serv,0.0
2019-03,C2,ea_neig,-0.00773395317497279
2019-03,C2,ea_serv,0.0
2019-03,F1,food_l1,0.0
2019-03,F1,food_l12,0.0
2019-03,F1,agri_l0,0.0
2019-03,F1,agri_l1,0.0
2019-03,F1,food_ppi_l1,0.0
2019-03,F2,food_l1,-0.0
2019-03,F2,food_l12,-0.06392190126980139
2019-03,F2,agri_l0,-0.0
2019-03,F2,agri_l1,0.016505160128805974
2019-03,F2,food_ppi_l1,0.04335792657410123
2019-03,F2,de_foodun,0.0
2019-03,F2,de_foodpr,0.13076510271183053
2019-03,F2,ea_foodun,0.27657525890819984
2019-03,F2,ea_foodpr,-0.0
2019-04,C1,exp12,-0.0
2019-04,C1,exp36,-0.02125952691328589
2019-04,C1,household_exp,-0.0
2019-04,C1,esi,0.061602297289146256
2019-04,C1,eurczk_mm,0.0
2019-04,C1,services_l1,0.0
2019-04,C1,import_l2,0.022414517509977017
2019-04,C1,core_l1,0.0
2019-04,C1,core_l2,-0.0
2019-04,C1,core_l12,0.0866532737601149
2019-04,C1,state,0.0
2019-04,C1,eurczk_mm_x_state,-0.015596395812295355
2019-04,C1,exp12_x_state,0.0010612692825237473
2019-04,C1,import_l2_x_state,0.0
2019-04,C1,mon_2,0.011912641971498892
2019-04,C1,mon_3,-0.02258037548265596
2019-04,C1,mon_4,0.02150397824739601
2019-04,C1,mon_5,-0.008334612031287391
2019-04,C1,mon_6,-0.0
2019-04,C1,mon_7,0.039847646339652425
2019-04,C1,mon_8,-0.0
2019-04,C1,mon_9,-0.10821655606898982
2019-04,C1,mon_10,0.01135728707324573
2019-04,C1,mon_11,-0.03048788256957161
2019-04,C1,mon_12,-0.0
2019-04,C2,exp12,-0.0
2019-04,C2,exp36,-0.024098048868910787
2019-04,C2,household_exp,-0.0
2019-04,C2,esi,0.06196627929787673
2019-04,C2,eurczk_mm,0.0
2019-04,C2,services_l1,0.003863009591749395
2019-04,C2,import_l2,0.020662201539904022
2019-04,C2,core_l1,0.0
2019-04,C2,core_l2,-0.0
2019-04,C2,core_l12,0.07938722677016316
2019-04,C2,state,0.0
2019-04,C2,eurczk_mm_x_state,-0.017034531292945986
2019-04,C2,exp12_x_state,0.004029281814170358
2019-04,C2,import_l2_x_state,0.0
2019-04,C2,mon_2,0.015902606105789422
2019-04,C2,mon_3,-0.014874561387634712
2019-04,C2,mon_4,0.026659607464294296
2019-04,C2,mon_5,-0.009093645349924387
2019-04,C2,mon_6,-0.0003270658420353172
2019-04,C2,mon_7,0.0373634707267491
2019-04,C2,mon_8,-0.0
2019-04,C2,mon_9,-0.10414598554699137
2019-04,C2,mon_10,0.015478604326494554
2019-04,C2,mon_11,-0.03169930143360116
2019-04,C2,mon_12,-0.0
2019-04,C2,de_neig,-0.010168914967430151
2019-04,C2,de_serv,0.0
2019-04,C2,ea_neig,-0.015353629726662448
2019-04,C2,ea_serv,0.0
2019-04,F1,food_l1,0.0
2019-04,F1,food_l12,0.0
2019-04,F1,agri_l0,0.0
2019-04,F1,agri_l1,0.0
2019-04,F1,food_ppi_l1,0.0
2019-04,F2,food_l1,0.0
2019-04,F2,food_l12,-0.035503296886778384
2019-04,F2,agri_l0,0.0
2019-04,F2,agri_l1,0.002537873675531572
2019-04,F2,food_ppi_l1,0.032991819741538246
2019-04,F2,de_foodun,0.0
2019-04,F2,de_foodpr,0.11166898628274331
2019-04,F2,ea_foodun,0.23674428229985242
2019-04,F2,ea_foodpr,0.0
2019-05,C1,exp12,-0.0
2019-05,C1,exp36,-0.026623309341987148
2019-05,C1,household_exp,-0.0013527182558218367
2019-05,C1,esi,0.06265032489001056
2019-05,C1,eurczk_mm,0.0
2019-05,C1,services_l1,0.000873822271478005
2019-05,C1,import_l2,0.024383466024353855
2019-05,C1,core_l1,0.0
2019-05,C1,core_l2,-0.0
2019-05,C1,core_l12,0.07991421351007698
2019-05,C1,state,0.0
2019-05,C1,eurczk_mm_x_state,-0.016332861647964693
2019-05,C1,exp12_x_state,0.00632240103549796
2019-05,C1,import_l2_x_state,0.0
2019-05,C1,mon_2,0.01047209483799044
2019-05,C1,mon_3,-0.02965323431821712
2019-05,C1,mon_4,0.02082985212311178
2019-05,C1,mon_5,-0.0149925359773635
2019-05,C1,mon_6,-0.0050085898147243756
2019-05,C1,mon_7,0.03938394384864209
2019-05,C1,mon_8,-0.0053628740406848705
2019-05,C1,mon_9,-0.1181159704727574
2019-05,C1,mon_10,0.009995154973685113
2019-05,C1,mon_11,-0.03840800713058071
2019-05,C1,mon_12,-0.005719357770700955
2019-05,C2,exp12,-0.0
2019-05,C2,exp36,-0.026595001596871573
2019-05,C2,household_exp,-0.0014967576394153193
2019-05,C2,esi,0.06240886185817951
2019-05,C2,eurczk_mm,0.0
2019-05,C2,services_l1,0.00490771320223126
2019-05,C2,import_l2,0.021546818842386406
2019-05,C2,core_l1,0.0
2019-05,C2,core_l2,-0.0
2019-05,C2,core_l12,0.07671657120535623
2019-05,C2,state,0.0
2019-05,C2,eurczk_mm_x_state,-0.017799990473304612
2019-05,C2,exp12_x_state,0.006516355942095781
2019-05,C2,import_l2_x_state,0.0
2019-05,C2,mon_2,0.016059843349421787
2019-05,C2,mon_3,-0.01730009799287937
2019-05,C2,mon_4,0.02774335416769801
2019-05,C2,mon_5,-0.011718567003718679
2019-05,C2,mon_6,-0.0030523353786580222
2019-05,C2,mon_7,0.037937646652154364
2019-05,C2,mon_8,-0.0
2019-05,C2,mon_9,-0.10730510274401789
2019-05,C2,mon_10,0.015517248393436631
2019-05,C2,mon_11,-0.03464657064088357
2019-05,C2,mon_12,-0.002017790374554606
2019-05,C2,de_neig,-0.015023082985022668
2019-05,C2,de_serv,0.0
2019-05,C2,ea_neig,-0.01119361802488501
2019-05,C2,ea_serv,0.0
2019-05,F1,food_l1,0.0
2019-05,F1,food_l12,0.0
2019-05,F1,agri_l0,0.0
2019-05,F1,agri_l1,0.0
2019-05,F1,food_ppi_l1,0.0
2019-05,F2,food_l1,0.0
2019-05,F2,food_l12,-0.07242305118786274
2019-05,F2,agri_l0,0.0
2019-05,F2,agri_l1,0.026964109889105276
2019-05,F2,food_ppi_l1,0.05037013954196315
2019-05,F2,de_foodun,0.0
2019-05,F2,de_foodpr,0.1529753256807489
2019-05,F2,ea_foodun,0.2890969191024883
2019-05,F2,ea_foodpr,-0.0
2019-06,C1,exp12,-0.0
2019-06,C1,exp36,-0.01700173062114525
2019-06,C1,household_exp,-0.0
2019-06,C1,esi,0.05883802215749807
2019-06,C1,eurczk_mm,-0.0
2019-06,C1,services_l1,0.0
2019-06,C1,import_l2,0.01891073426175246
2019-06,C1,core_l1,0.0
2019-06,C1,core_l2,0.0
2019-06,C1,core_l12,0.09226305884808088
2019-06,C1,state,0.0
2019-06,C1,eurczk_mm_x_state,-0.01317976642343149
2019-06,C1,exp12_x_state,0.0
2019-06,C1,import_l2_x_state,0.0
2019-06,C1,mon_2,0.008455607031915838
2019-06,C1,mon_3,-0.019014705044035154
2019-06,C1,mon_4,0.017914669709077895
2019-06,C1,mon_5,-0.006065092443370059
2019-06,C1,mon_6,-0.0
2019-06,C1,mon_7,0.03597709378149498
2019-06,C1,mon_8,-0.0
2019-06,C1,mon_9,-0.10169069728481937
2019-06,C1,mon_10,0.00780392191708147
2019-06,C1,mon_11,-0.026218015036826314
2019-06,C1,mon_12,-0.0
2019-06,C2,exp12,-0.0
2019-06,C2,exp36,-0.016974010620312136
2019-06,C2,household_exp,-0.0
2019-06,C2,esi,0.05889800973998657
2019-06,C2,eurczk_mm,-0.0
2019-06,C2,services_l1,0.0
2019-06,C2,import_l2,0.016759591407322954
2019-06,C2,core_l1,0.0
2019-06,C2,core_l2,0.0
2019-06,C2,core_l12,0.08841573141248184
2019-06,C2,state,0.0
2019-06,C2,eurczk_mm_x_state,-0.014018844386210542
2019-06,C2,exp12_x_state,0.0
2019-06,C2,import_l2_x_state,0.0
2019-06,C2,mon_2,0.011043369329688364
2019-06,C2,mon_3,-0.010398387690435234
2019-06,C2,mon_4,0.02166932748842085
2019-06,C2,mon_5,-0.004471300734227704
2019-06,C2,mon_6,-0.0
2019-06,C2,mon_7,0.031603102326138076
2019-06,C2,mon_8,-0.0
2019-06,C2,mon_9,-0.09609800552435152
2019-06,C2,mon_10,0.010799002763630721
2019-06,C2,mon_11,-0.025226536897484764
2019-06,C2,mon_12,-0.0
2019-06,C2,de_neig,-0.0008957862541744084
2019-06,C2,de_serv,0.0
2019-06,C2,ea_neig,-0.02173316228011692
2019-06,C2,ea_serv,0.0
2019-06,F1,food_l1,0.0
2019-06,F1,food_l12,0.0
2019-06,F1,agri_l0,0.0
2019-06,F1,agri_l1,0.0
2019-06,F1,food_ppi_l1,0.0
2019-06,F2,food_l1,-0.0
2019-06,F2,food_l12,-0.04645090043952222
2019-06,F2,agri_l0,-0.0
2019-06,F2,agri_l1,0.012966270361012874
2019-06,F2,food_ppi_l1,0.082156101656805
2019-06,F2,de_foodun,0.0
2019-06,F2,de_foodpr,0.15993123207451435
2019-06,F2,ea_foodun,0.28014065277501193
2019-06,F2,ea_foodpr,-0.0
2019-07,C1,exp12,-0.0
2019-07,C1,exp36,-0.019488004217245187
2019-07,C1,household_exp,-0.0
2019-07,C1,esi,0.060076849895410074
2019-07,C1,eurczk_mm,-0.0
2019-07,C1,services_l1,0.0
2019-07,C1,import_l2,0.02124343434216511
2019-07,C1,core_l1,0.0
2019-07,C1,core_l2,-0.0
2019-07,C1,core_l12,0.08971329248425111
2019-07,C1,state,0.0
2019-07,C1,eurczk_mm_x_state,-0.014411712257058062
2019-07,C1,exp12_x_state,0.0
2019-07,C1,import_l2_x_state,0.0
2019-07,C1,mon_2,0.009608778680094198
2019-07,C1,mon_3,-0.021117566770607547
2019-07,C1,mon_4,0.019145701477591013
2019-07,C1,mon_5,-0.008257735192255273
2019-07,C1,mon_6,-0.0
2019-07,C1,mon_7,0.03713253122698409
2019-07,C1,mon_8,-0.0
2019-07,C1,mon_9,-0.10466872922049042
2019-07,C1,mon_10,0.009054877618587927
2019-07,C1,mon_11,-0.028592282713316527
2019-07,C1,mon_12,-0.0
2019-07,C2,exp12,-0.0
2019-07,C2,exp36,-0.021729780020547793
2019-07,C2,household_exp,-0.0
2019-07,C2,esi,0.061090031212879266
2019-07,C2,eurczk_mm,0.0
2019-07,C2,services_l1,0.0014815327206752606
2019-07,C2,import_l2,0.020232917600544905
2019-07,C2,core_l1,0.0
2019-07,C2,core_l2,0.0
2019-07,C2,core_l12,0.08284418117070812
2019-07,C2,state,0.0
2019-07,C2,eurczk_mm_x_state,-0.016133142254309875
2019-07,C2,exp12_x_state,0.0012226934218751563
2019-07,C2,import_l2_x_state,0.0
2019-07,C2,mon_2,0.014262651815821682
2019-07,C2,mon_3,-0.01364062477125181
2019-07,C2,mon_4,0.025025840737176664
2019-07,C2,mon_5,-0.008605622156248082
2019-07,C2,mon_6,-0.0
2019-07,C2,mon_7,0.03491049475573133
2019-07,C2,mon_8,-0.0
2019-07,C2,mon_9,-0.10104132852908818
2019-07,C2,mon_10,0.013830547805192392
2019-07,C2,mon_11,-0.029532848348136426
2019-07,C2,mon_12,-0.0
2019-07,C2,de_neig,-0.00810033510220266
2019-07,C2,de_serv,0.0
2019-07,C2,ea_neig,-0.01624266982135305
2019-07,C2,ea_serv,0.0001449393512094072
2019-07,F1,food_l1,0.0
2019-07,F1,food_l12,0.0
2019-07,F1,agri_l0,0.0
2019-07,F1,agri_l1,0.0
2019-07,F1,food_ppi_l1,0.0
2019-07,F2,food_l1,-0.0
2019-07,F2,food_l12,-0.05581752229019337
2019-07,F2,agri_l0,-0.0
2019-07,F2,agri_l1,0.019884210532701754
2019-07,F2,food_ppi_l1,0.09382182338569713
2019-07,F2,de_foodun,0.0
2019-07,F2,de_foodpr,0.16763449000284134
2019-07,F2,ea_foodun,0.2920870085581367
2019-07,F2,ea_foodpr,-0.0
2019-08,C1,exp12,-0.0
2019-08,C1,exp36,-0.021190119235949274
2019-08,C1,household_exp,-0.0
2019-08,C1,esi,0.05944648478853612
2019-08,C1,eurczk_mm,-0.0
2019-08,C1,services_l1,0.0
2019-08,C1,import_l2,0.023290257644336544
2019-08,C1,core_l1,0.0
2019-08,C1,core_l2,-0.0
2019-08,C1,core_l12,0.10531846044120283
2019-08,C1,state,0.0
2019-08,C1,eurczk_mm_x_state,-0.014238888901387583
2019-08,C1,exp12_x_state,0.0
2019-08,C1,import_l2_x_state,0.0
2019-08,C1,mon_2,0.009017353132905429
2019-08,C1,mon_3,-0.019991322616797036
2019-08,C1,mon_4,0.017816169807596493
2019-08,C1,mon_5,-0.00824323345551057
2019-08,C1,mon_6,-0.0
2019-08,C1,mon_7,0.043646917341268236
2019-08,C1,mon_8,-0.0
2019-08,C1,mon_9,-0.09845890215662804
2019-08,C1,mon_10,0.008960890742162594
2019-08,C1,mon_11,-0.026862564568539776
2019-08,C1,mon_12,-0.0
2019-08,C2,exp12,-0.0
2019-08,C2,exp36,-0.021467053026320265
2019-08,C2,household_exp,-0.0
2019-08,C2,esi,0.059872157826482426
2019-08,C2,eurczk_mm,0.0
2019-08,C2,services_l1,0.0
2019-08,C2,import_l2,0.02058354291788906
2019-08,C2,core_l1,0.0
2019-08,C2,core_l2,0.0
2019-08,C2,core_l12,0.10013888957414964
2019-08,C2,state,0.0
2019-08,C2,eurczk_mm_x_state,-0.015247293601680891
2019-08,C2,exp12_x_state,0.0
2019-08,C2,import_l2_x_state,0.0
2019-08,C2,mon_2,0.012104843196577113
2019-08,C2,mon_3,-0.010576186806977776
2019-08,C2,mon_4,0.022038649658432666
2019-08,C2,mon_5,-0.006563748084480425
2019-08,C2,mon_6,-0.0
2019-08,C2,mon_7,0.03800317831094926
2019-08,C2,mon_8,-0.0
2019-08,C2,mon_9,-0.09161665988741273
2019-08,C2,mon_10,0.012761615279633315
2019-08,C2,mon_11,-0.025233688177358694
2019-08,C2,mon_12,-0.0
2019-08,C2,de_neig,-0.004368563934775613
2019-08,C2,de_serv,0.0
2019-08,C2,ea_neig,-0.021472436688626254
2019-08,C2,ea_serv,0.0024807649957437725
2019-08,F1,food_l1,0.0
2019-08,F1,food_l12,0.0
2019-08,F1,agri_l0,0.0
2019-08,F1,agri_l1,0.0
2019-08,F1,food_ppi_l1,0.0
2019-08,F2,food_l1,-0.0
2019-08,F2,food_l12,-0.06196509632641917
2019-08,F2,agri_l0,-0.0
2019-08,F2,agri_l1,0.0
2019-08,F2,food_ppi_l1,0.0953267733517797
2019-08,F2,de_foodun,0.08527396826648917
2019-08,F2,de_foodpr,0.1387690788951166
2019-08,F2,ea_foodun,0.10837024688576613
2019-08,F2,ea_foodpr,0.0
2019-09,C1,exp12,-0.0
2019-09,C1,exp36,-0.021198203984545326
2019-09,C1,household_exp,-0.0
2019-09,C1,esi,0.05909270864641726
2019-09,C1,eurczk_mm,0.0
2019-09,C1,services_l1,0.0
2019-09,C1,import_l2,0.022302876330870913
2019-09,C1,core_l1,0.0
2019-09,C1,core_l2,-0.0
2019-09,C1,core_l12,0.10528626912595482
2019-09,C1,state,0.0
2019-09,C1,eurczk_mm_x_state,-0.014247445898522147
2019-09,C1,exp12_x_state,0.0
2019-09,C1,import_l2_x_state,0.0
2019-09,C1,mon_2,0.008466666851072101
2019-09,C1,mon_3,-0.020464609418163214
2019-09,C1,mon_4,0.017208905652956547
2019-09,C1,mon_5,-0.008587374459114186
2019-09,C1,mon_6,-0.0
2019-09,C1,mon_7,0.04304423967524009
2019-09,C1,mon_8,-0.0
2019-09,C1,mon_9,-0.09852395534809891
2019-09,C1,mon_10,0.008372884166518844
2019-09,C1,mon_11,-0.02717775234116863
2019-09,C1,mon_12,-0.0
2019-09,C2,exp12,-0.0
2019-09,C2,exp36,-0.021523973822282196
2019-09,C2,household_exp,-0.0
2019-09,C2,esi,0.05955943082467374
2019-09,C2,eurczk_mm,0.0
2019-09,C2,services_l1,0.0
2019-09,C2,import_l2,0.01948296354925848
2019-09,C2,core_l1,0.0
2019-09,C2,core_l2,0.0
2019-09,C2,core_l12,0.10017471989149583
2019-09,C2,state,0.0
2019-09,C2,eurczk_mm_x_state,-0.01526882360897725
2019-09,C2,exp12_x_state,0.0
2019-09,C2,import_l2_x_state,0.0
2019-09,C2,mon_2,0.011420852226753446
2019-09,C2,mon_3,-0.011164983471102336
2019-09,C2,mon_4,0.021328494292104466
2019-09,C2,mon_5,-0.006920735782259851
2019-09,C2,mon_6,-0.0
2019-09,C2,mon_7,0.0372733092405574
2019-09,C2,mon_8,-0.0
2019-09,C2,mon_9,-0.09164360932913135
2019-09,C2,mon_10,0.012146783446445382
2019-09,C2,mon_11,-0.02547285400624007
2019-09,C2,mon_12,-0.0
2019-09,C2,de_neig,-0.003877200551969609
2019-09,C2,de_serv,0.0
2019-09,C2,ea_neig,-0.021711054648684027
2019-09,C2,ea_serv,0.0028485177274142817
2019-09,F1,food_l1,0.0
2019-09,F1,food_l12,-0.0
2019-09,F1,agri_l0,0.0
2019-09,F1,agri_l1,0.0
2019-09,F1,food_ppi_l1,0.022576796443648607
2019-09,F2,food_l1,-0.0
2019-09,F2,food_l12,-0.06260192454002521
2019-09,F2,agri_l0,-0.0
2019-09,F2,agri_l1,0.0
2019-09,F2,food_ppi_l1,0.09759656451471745
2019-09,F2,de_foodun,0.09132079611495934
2019-09,F2,de_foodpr,0.13260563492276464
2019-09,F2,ea_foodun,0.10200875432113068
2019-09,F2,ea_foodpr,0.0
2019-10,C1,exp12,-0.0
2019-10,C1,exp36,-0.016361960721071413
2019-10,C1,household_exp,-0.0
2019-10,C1,esi,0.056189145510965065
2019-10,C1,eurczk_mm,-0.0
2019-10,C1,services_l1,0.0
2019-10,C1,import_l2,0.021144196838032557
2019-10,C1,core_l1,0.0
2019-10,C1,core_l2,-0.0
2019-10,C1,core_l12,0.11683691905387825
2019-10,C1,state,0.0
2019-10,C1,eurczk_mm_x_state,-0.012348175619406175
2019-10,C1,exp12_x_state,0.0
2019-10,C1,import_l2_x_state,0.0
2019-10,C1,mon_2,0.005748322415810114
2019-10,C1,mon_3,-0.017042058778363626
2019-10,C1,mon_4,0.014100029251472359
2019-10,C1,mon_5,-0.005740589449545912
2019-10,C1,mon_6,-0.0
2019-10,C1,mon_7,0.03909575394551049
2019-10,C1,mon_8,-0.0
2019-10,C1,mon_9,-0.10138119450940637
2019-10,C1,mon_10,0.005876939819403899
2019-10,C1,mon_11,-0.023115364737662965
2019-10,C1,mon_12,-0.0
2019-10,C2,exp12,-0.0
2019-10,C2,exp36,-0.019949432205688806
2019-10,C2,household_exp,-0.0
2019-10,C2,esi,0.0591420518284349
2019-10,C2,eurczk_mm,0.0
2019-10,C2,services_l1,0.0019239466115924886
2019-10,C2,import_l2,0.020334965644973925
2019-10,C2,core_l1,0.0
2019-10,C2,core_l2,-0.0
2019-10,C2,core_l12,0.10475761799420721
2019-10,C2,state,0.0
2019-10,C2,eurczk_mm_x_state,-0.01593397807020422
2019-10,C2,exp12_x_state,0.0
2019-10,C2,import_l2_x_state,0.0
2019-10,C2,mon_2,0.01222940561504008
2019-10,C2,mon_3,-0.009930183355114272
2019-10,C2,mon_4,0.022276093422143643
2019-10,C2,mon_5,-0.007651916584510607
2019-10,C2,mon_6,-0.0
2019-10,C2,mon_7,0.03621205805015608
2019-10,C2,mon_8,-0.0
2019-10,C2,mon_9,-0.09696193925677372
2019-10,C2,mon_10,0.013706468533560771
2019-10,C2,mon_11,-0.024412093521022138
2019-10,C2,mon_12,-0.0
2019-10,C2,de_neig,-0.01171991583961259
2019-10,C2,de_serv,0.0
2019-10,C2,ea_neig,-0.018653291381827808
2019-10,C2,ea_serv,0.006247784471000224
2019-10,F1,food_l1,-0.0
2019-10,F1,food_l12,-0.03153066242159169
2019-10,F1,agri_l0,-0.0
2019-10,F1,agri_l1,0.037977744473657815
2019-10,F1,food_ppi_l1,0.08077002926678864
2019-10,F2,food_l1,-0.0
2019-10,F2,food_l12,-0.06885140140269096
2019-10,F2,agri_l0,-0.0
2019-10,F2,agri_l1,0.01554521818886949
2019-10,F2,food_ppi_l1,0.10132722582764311
2019-10,F2,de_foodun,0.08714902260101999
2019-10,F2,de_foodpr,0.14035699654344266
2019-10,F2,ea_foodun,0.14476622446131265
2019-10,F2,ea_foodpr,-0.0
2019-11,C1,exp12,-0.0
2019-11,C1,exp36,-0.017199200428080232
2019-11,C1,household_exp,-0.0
2019-11,C1,esi,0.0555580322525912
2019-11,C1,eurczk_mm,-0.0
2019-11,C1,services_l1,0.0023298704578129507
2019-11,C1,import_l2,0.02244378601096154
2019-11,C1,core_l1,0.0
2019-11,C1,core_l2,-0.0
2019-11,C1,core_l12,0.12143953303436164
2019-11,C1,state,0.0
2019-11,C1,eurczk_mm_x_state,-0.012496504004204429
2019-11,C1,exp12_x_state,0.0
2019-11,C1,import_l2_x_state,0.0
2019-11,C1,mon_2,0.0044048206650246485
2019-11,C1,mon_3,-0.016439427699229844
2019-11,C1,mon_4,0.013051444312023371
2019-11,C1,mon_5,-0.005913476964491214
2019-11,C1,mon_6,-0.0
2019-11,C1,mon_7,0.03758612713141288
2019-11,C1,mon_8,-0.0
2019-11,C1,mon_9,-0.0984087661830836
2019-11,C1,mon_10,0.009355233148855292
2019-11,C1,mon_11,-0.02227146580139677
2019-11,C1,mon_12,-0.0
2019-11,C2,exp12,-0.0
2019-11,C2,exp36,-0.017385258686483763
2019-11,C2,household_exp,-0.0
2019-11,C2,esi,0.05603158044126695
2019-11,C2,eurczk_mm,-0.0
2019-11,C2,services_l1,0.006035813153250663
2019-11,C2,import_l2,0.01874104748762292
2019-11,C2,core_l1,0.0
2019-11,C2,core_l2,-0.0
2019-11,C2,core_l12,0.11528224611438531
2019-11,C2,state,0.0
2019-11,C2,eurczk_mm_x_state,-0.013734487554001326
2019-11,C2,exp12_x_state,0.0
2019-11,C2,import_l2_x_state,0.0
2019-11,C2,mon_2,0.006752258266709376
2019-11,C2,mon_3,-0.0070042904704890165
2019-11,C2,mon_4,0.017246647231744607
2019-11,C2,mon_5,-0.005077713692512973
2019-11,C2,mon_6,-0.0
2019-11,C2,mon_7,0.03136244800533533
2019-11,C2,mon_8,-0.0
2019-11,C2,mon_9,-0.08897958725947998
2019-11,C2,mon_10,0.013300271353685255
2019-11,C2,mon_11,-0.02012321693907917
2019-11,C2,mon_12,-0.0
2019-11,C2,de_neig,-0.008948509593780258
2019-11,C2,de_serv,0.0
2019-11,C2,ea_neig,-0.01901450316698907
2019-11,C2,ea_serv,0.005440881161479209
2019-11,F1,food_l1,0.0
2019-11,F1,food_l12,0.0
2019-11,F1,agri_l0,0.0
2019-11,F1,agri_l1,0.0
2019-11,F1,food_ppi_l1,0.0
2019-11,F2,food_l1,-0.0
2019-11,F2,food_l12,-0.06590751551409947
