origin,variant,rho,phi,level,converged,gamma_fx_mm,gamma_un_d,gamma_rr_gap6,gamma_reer_mm
2008-01,E1_ML,0.9000013400474774,0.14656503614334468,0.46815515218076975,True,,,,
2008-01,E1_fixed,0.9456014259368077,0.2411236914268796,0.3500786115345503,True,,,,
2008-01,E2_ML,0.9000098973296274,0.0003577888304254964,0.41381617531144943,True,0.035820928731204446,-1.085289046084348,0.02485082411926478,
2008-01,E2_fixed,0.9493558417868678,0.08756600930960753,0.3226477949915987,True,0.03216147778929244,-0.9021765522114513,0.02775415603429223,
2008-01,E3_ML,0.9,0.024636563775435365,0.41410071311331187,True,-0.03770579138848486,-1.015837372946832,0.025411852700306752,-0.07518145893476236
2008-01,E3_fixed,0.948711800358715,0.079645151898056,0.32569291400868056,True,-0.03946395102110985,-0.8816051836737827,0.02882718213482169,-0.07428144453921466
2008-02,E1_ML,0.9000007047257685,0.14031009951746526,0.7483729344272811,True,,,,
2008-02,E1_fixed,0.9519412279120095,0.28767598006356976,0.4505861919567999,True,,,,
2008-02,E2_ML,0.9,0.032070589322781486,0.67953859169984,True,0.026853474217218322,-1.0933205518819893,0.027239462553601938,
2008-02,E2_fixed,0.9488179389670686,0.09453942823296511,0.4464695126487345,True,0.019262037437955154,-0.8741414472940967,0.02945628525148194,
2008-02,E3_ML,0.9,0.021677578525195928,0.6856115549401853,True,-0.02945383861039555,-1.0713888411810824,0.02853127895845357,-0.057408598658875515
2008-02,E3_fixed,0.949563444457558,0.09258029863204689,0.4526125785851249,True,-0.0356872398551488,-0.8508176322354433,0.03053798640783545,-0.056377338089728266
2008-03,E1_ML,0.9000000003673487,0.13490515927801616,0.6163145863391487,True,,,,
2008-03,E1_fixed,0.9489903106903861,0.2759202279341187,0.42981066005044205,True,,,,
2008-03,E2_ML,0.9000000000000054,0.0350181150971705,0.5538621310427672,True,0.027606523849548627,-1.0584009380647745,0.02658190120160631,
2008-03,E2_fixed,0.9474124198734525,0.08870884910438757,0.42664785213442324,True,0.020432634273039336,-0.8837224870493587,0.02921424008629584,
2008-03,E3_ML,0.9000000000017846,0.03062311794892804,0.5518264029189356,True,-0.025426026580232044,-1.030525712342661,0.02749435282411193,-0.05411333800614451
2008-03,E3_fixed,0.947052251526975,0.08756739769468928,0.42871980482168176,True,-0.03333859662560637,-0.8614069821955579,0.02990555017953022,-0.05543154911580012
2008-04,E1_ML,0.9000013168257995,0.15100327493908272,0.46706139676991654,True,,,,
2008-04,E1_fixed,0.9405237323139093,0.28188374948131056,0.3746513258027308,True,,,,
2008-04,E2_ML,0.9000452229540916,0.009940670827219701,0.41657797843652244,True,0.027171283780380504,-1.0195947867542758,0.025075557252048145,
2008-04,E2_fixed,0.9400601162431063,0.09025212399220005,0.37475117365736943,True,0.021933059140805226,-0.8676551015417678,0.026190772554325992,
2008-04,E3_ML,0.9000019181064448,0.005220088311998953,0.4171147358669253,True,-0.025537159003946357,-0.9956681490074508,0.025936852659677427,-0.053871342475844713
2008-04,E3_fixed,0.9391987912845814,0.08602921499585621,0.3754682669198336,True,-0.030364420497918706,-0.8497946147230863,0.026781190202818016,-0.054050120088002
2008-05,E1_ML,0.9000000150882103,0.15231589702127268,0.4444361609017698,True,,,,
2008-05,E1_fixed,0.9434039535027532,0.27710573454425574,0.379766569923956,True,,,,
2008-05,E2_ML,0.9000420703842327,0.010017271782852877,0.39064381116134905,True,0.027222643718556972,-1.0130922724470484,0.024899972933857005,
2008-05,E2_fixed,0.9408558382244512,0.09374754117959203,0.365282941042921,True,0.021672130364775697,-0.8600176468841045,0.026243401210172112,
2008-05,E3_ML,0.9,0.040980297636612074,0.3894256886445884,True,-0.024274500158705064,-0.9496014488442778,0.02474117760236907,-0.05247024989244492
2008-05,E3_fixed,0.9394529103346848,0.08870799756320662,0.36401846827045575,True,-0.029634115661799878,-0.8429843007557332,0.026655037665767736,-0.0532841037516517
2008-06,E1_ML,0.900000402445981,0.15276893443372186,0.4362432765532903,True,,,,
2008-06,E1_fixed,0.9465280336637428,0.2725159035036661,0.387379414913173,True,,,,
2008-06,E2_ML,0.9,0.05316764849023586,0.37320919263060076,True,0.02627618288313664,-0.9565644873858521,0.023666534030399422,
2008-06,E2_fixed,0.9412428508856672,0.09678177488979306,0.3584121249100162,True,0.021209265843263336,-0.8507189082803928,0.026231018638286526,
2008-06,E3_ML,0.9000000001145109,0.04397787914223791,0.37176247992599104,True,-0.024031628360496743,-0.9378409526778336,0.024524618674923247,-0.05176329224866085
2008-06,E3_fixed,0.9401121033700524,0.09207158390428581,0.35783883778615316,True,-0.029208910382507485,-0.8342114026106986,0.02667436054990799,-0.052414269282969043
2008-07,E1_ML,0.9000025926155704,0.15494749914136058,0.38035609023574746,True,,,,
