model,RMSE,MAE,dir_corr,DM_vs_AR3,DM_pval
TVW_QRF,0.30908577717425395,0.23332915467409418,0.3701322161423529,-4.334272203914128,2.6481796755239984e-05
ENSEMBLE,0.36282541482198516,0.2761255506858188,0.16476387778545476,-5.907436257697397,2.194699177948678e-08
TVW_QRF_RAW,0.38380017718824294,0.2903346595938309,0.17058032681807977,-2.8710596971142626,0.004699994200972446
ARIMA313,0.4097553185644278,0.2906942019594036,0.29569766384310286,-1.4986671111791865,0.1360339861304396
AR3,0.4442640550972119,0.3426715001199767,-0.07875219042122743,,
RW,0.5863709357215786,0.4449549053611683,-0.16434042953146297,4.375319980360599,2.2419833931364153e-05
