origin,model,variant,note,forecast,actual,survey,error,n_pool,lo50,hi50,lo80,hi80,lo90,hi90,pit,crps,width80,twcrps
2019-02,BASE_RIDGE,V0,insufficient_history,0.2814875700921544,0.2,0.1,0.0814875700921544,0,,,,,,,,,,
2019-02,BASE_RIDGE,V1,insufficient_history,0.2814875700921544,0.2,0.1,0.0814875700921544,0,,,,,,,,,,
2019-02,BASE_RIDGE,V2,insufficient_history,0.2814875700921544,0.2,0.1,0.0814875700921544,0,,,,,,,,,,
2019-02,BASE_RIDGE,V3,insufficient_history,0.2814875700921544,0.2,0.1,0.0814875700921544,0,,,,,,,,,,
2019-02,BASE_RIDGE,V4,insufficient_history,0.2814875700921544,0.2,0.1,0.0814875700921544,0,,,,,,,,,,
2019-03,BASE_RIDGE,V0,insufficient_history,0.0829683883070508,0.2,0.1,-0.1170316116929492,0,,,,,,,,,,
2019-03,BASE_RIDGE,V1,insufficient_history,0.0829683883070508,0.2,0.1,-0.1170316116929492,0,,,,,,,,,,
2019-03,BASE_RIDGE,V2,insufficient_history,0.0829683883070508,0.2,0.1,-0.1170316116929492,0,,,,,,,,,,
2019-03,BASE_RIDGE,V3,insufficient_history,0.0829683883070508,0.2,0.1,-0.1170316116929492,0,,,,,,,,,,
2019-03,BASE_RIDGE,V4,insufficient_history,0.0829683883070508,0.2,0.1,-0.1170316116929492,0,,,,,,,,,,
2019-04,BASE_RIDGE,V0,insufficient_history,0.4180178444540153,0.1,0.3,0.31801784445401526,0,,,,,,,,,,
2019-04,BASE_RIDGE,V1,insufficient_history,0.4180178444540153,0.1,0.3,0.31801784445401526,0,,,,,,,,,,
2019-04,BASE_RIDGE,V2,insufficient_history,0.4180178444540153,0.1,0.3,0.31801784445401526,0,,,,,,,,,,
2019-04,BASE_RIDGE,V3,insufficient_history,0.4180178444540153,0.1,0.3,0.31801784445401526,0,,,,,,,,,,
2019-04,BASE_RIDGE,V4,insufficient_history,0.4180178444540153,0.1,0.3,0.31801784445401526,0,,,,,,,,,,
2019-05,BASE_RIDGE,V0,insufficient_history,0.2348046582023983,0.7,0.4,-0.4651953417976017,0,,,,,,,,,,
2019-05,BASE_RIDGE,V1,insufficient_history,0.2348046582023983,0.7,0.4,-0.4651953417976017,0,,,,,,,,,,
2019-05,BASE_RIDGE,V2,insufficient_history,0.2348046582023983,0.7,0.4,-0.4651953417976017,0,,,,,,,,,,
2019-05,BASE_RIDGE,V3,insufficient_history,0.2348046582023983,0.7,0.4,-0.4651953417976017,0,,,,,,,,,,
2019-05,BASE_RIDGE,V4,insufficient_history,0.2348046582023983,0.7,0.4,-0.4651953417976017,0,,,,,,,,,,
2019-06,BASE_RIDGE,V0,insufficient_history,0.1250380215662453,0.2,0.1,-0.07496197843375471,0,,,,,,,,,,
2019-06,BASE_RIDGE,V1,insufficient_history,0.1250380215662453,0.2,0.1,-0.07496197843375471,0,,,,,,,,,,
2019-06,BASE_RIDGE,V2,insufficient_history,0.1250380215662453,0.2,0.1,-0.07496197843375471,0,,,,,,,,,,
2019-06,BASE_RIDGE,V3,insufficient_history,0.1250380215662453,0.2,0.1,-0.07496197843375471,0,,,,,,,,,,
2019-06,BASE_RIDGE,V4,insufficient_history,0.1250380215662453,0.2,0.1,-0.07496197843375471,0,,,,,,,,,,
2019-07,BASE_RIDGE,V0,insufficient_history,0.3904523718716352,0.4,0.2,-0.009547628128364849,0,,,,,,,,,,
2019-07,BASE_RIDGE,V1,insufficient_history,0.3904523718716352,0.4,0.2,-0.009547628128364849,0,,,,,,,,,,
2019-07,BASE_RIDGE,V2,insufficient_history,0.3904523718716352,0.4,0.2,-0.009547628128364849,0,,,,,,,,,,
2019-07,BASE_RIDGE,V3,insufficient_history,0.3904523718716352,0.4,0.2,-0.009547628128364849,0,,,,,,,,,,
2019-07,BASE_RIDGE,V4,insufficient_history,0.3904523718716352,0.4,0.2,-0.009547628128364849,0,,,,,,,,,,
2019-08,BASE_RIDGE,V0,insufficient_history,-0.006945762243797,0.1,0.0,-0.10694576224379701,0,,,,,,,,,,
2019-08,BASE_RIDGE,V1,insufficient_history,-0.006945762243797,0.1,0.0,-0.10694576224379701,0,,,,,,,,,,
2019-08,BASE_RIDGE,V2,insufficient_history,-0.006945762243797,0.1,0.0,-0.10694576224379701,0,,,,,,,,,,
2019-08,BASE_RIDGE,V3,insufficient_history,-0.006945762243797,0.1,0.0,-0.10694576224379701,0,,,,,,,,,,
2019-08,BASE_RIDGE,V4,insufficient_history,-0.006945762243797,0.1,0.0,-0.10694576224379701,0,,,,,,,,,,
2019-09,BASE_RIDGE,V0,insufficient_history,-0.3483875620035859,-0.6,-0.4,0.2516124379964141,0,,,,,,,,,,
2019-09,BASE_RIDGE,V1,insufficient_history,-0.3483875620035859,-0.6,-0.4,0.2516124379964141,0,,,,,,,,,,
2019-09,BASE_RIDGE,V2,insufficient_history,-0.3483875620035859,-0.6,-0.4,0.2516124379964141,0,,,,,,,,,,
2019-09,BASE_RIDGE,V3,insufficient_history,-0.3483875620035859,-0.6,-0.4,0.2516124379964141,0,,,,,,,,,,
2019-09,BASE_RIDGE,V4,insufficient_history,-0.3483875620035859,-0.6,-0.4,0.2516124379964141,0,,,,,,,,,,
2019-10,BASE_RIDGE,V0,insufficient_history,0.2815613688180064,0.5,0.4,-0.21843863118199358,0,,,,,,,,,,
2019-10,BASE_RIDGE,V1,insufficient_history,0.2815613688180064,0.5,0.4,-0.21843863118199358,0,,,,,,,,,,
2019-10,BASE_RIDGE,V2,insufficient_history,0.2815613688180064,0.5,0.4,-0.21843863118199358,0,,,,,,,,,,
2019-10,BASE_RIDGE,V3,insufficient_history,0.2815613688180064,0.5,0.4,-0.21843863118199358,0,,,,,,,,,,
2019-10,BASE_RIDGE,V4,insufficient_history,0.2815613688180064,0.5,0.4,-0.21843863118199358,0,,,,,,,,,,
2019-11,BASE_RIDGE,V0,insufficient_history,0.1693782958720351,0.3,0.2,-0.1306217041279649,0,,,,,,,,,,
2019-11,BASE_RIDGE,V1,insufficient_history,0.1693782958720351,0.3,0.2,-0.1306217041279649,0,,,,,,,,,,
2019-11,BASE_RIDGE,V2,insufficient_history,0.1693782958720351,0.3,0.2,-0.1306217041279649,0,,,,,,,,,,
2019-11,BASE_RIDGE,V3,insufficient_history,0.1693782958720351,0.3,0.2,-0.1306217041279649,0,,,,,,,,,,
2019-11,BASE_RIDGE,V4,insufficient_history,0.1693782958720351,0.3,0.2,-0.1306217041279649,0,,,,,,,,,,
2019-12,BASE_RIDGE,V0,insufficient_history,-0.016859898370249,0.2,0.1,-0.21685989837024902,0,,,,,,,,,,
2019-12,BASE_RIDGE,V1,insufficient_history,-0.016859898370249,0.2,0.1,-0.21685989837024902,0,,,,,,,,,,
2019-12,BASE_RIDGE,V2,insufficient_history,-0.016859898370249,0.2,0.1,-0.21685989837024902,0,,,,,,,,,,
2019-12,BASE_RIDGE,V3,insufficient_history,-0.016859898370249,0.2,0.1,-0.21685989837024902,0,,,,,,,,,,
2019-12,BASE_RIDGE,V4,insufficient_history,-0.016859898370249,0.2,0.1,-0.21685989837024902,0,,,,,,,,,,
2020-01,BASE_RIDGE,V0,insufficient_history,0.8780719418354076,1.5,1.0,-0.6219280581645924,0,,,,,,,,,,
2020-01,BASE_RIDGE,V1,insufficient_history,0.8780719418354076,1.5,1.0,-0.6219280581645924,0,,,,,,,,,,
2020-01,BASE_RIDGE,V2,insufficient_history,0.8780719418354076,1.5,1.0,-0.6219280581645924,0,,,,,,,,,,
2020-01,BASE_RIDGE,V3,insufficient_history,0.8780719418354076,1.5,1.0,-0.6219280581645924,0,,,,,,,,,,
2020-01,BASE_RIDGE,V4,insufficient_history,0.8780719418354076,1.5,1.0,-0.6219280581645924,0,,,,,,,,,,
2020-02,BASE_RIDGE,V0,insufficient_history,0.2567798157534509,0.3,0.3,-0.04322018424654911,0,,,,,,,,,,
2020-02,BASE_RIDGE,V1,insufficient_history,0.2567798157534509,0.3,0.3,-0.04322018424654911,0,,,,,,,,,,
2020-02,BASE_RIDGE,V2,insufficient_history,0.2567798157534509,0.3,0.3,-0.04322018424654911,0,,,,,,,,,,
2020-02,BASE_RIDGE,V3,insufficient_history,0.2567798157534509,0.3,0.3,-0.04322018424654911,0,,,,,,,,,,
2020-02,BASE_RIDGE,V4,insufficient_history,0.2567798157534509,0.3,0.3,-0.04322018424654911,0,,,,,,,,,,
2020-03,BASE_RIDGE,V0,insufficient_history,-0.3165938046256471,-0.1,0.1,-0.21659380462564712,0,,,,,,,,,,
2020-03,BASE_RIDGE,V1,insufficient_history,-0.3165938046256471,-0.1,0.1,-0.21659380462564712,0,,,,,,,,,,
2020-03,BASE_RIDGE,V2,insufficient_history,-0.3165938046256471,-0.1,0.1,-0.21659380462564712,0,,,,,,,,,,
2020-03,BASE_RIDGE,V3,insufficient_history,-0.3165938046256471,-0.1,0.1,-0.21659380462564712,0,,,,,,,,,,
2020-03,BASE_RIDGE,V4,insufficient_history,-0.3165938046256471,-0.1,0.1,-0.21659380462564712,0,,,,,,,,,,
2020-04,BASE_RIDGE,V0,insufficient_history,-0.4407139221465571,-0.2,-0.2,-0.24071392214655707,0,,,,,,,,,,
2020-04,BASE_RIDGE,V1,insufficient_history,-0.4407139221465571,-0.2,-0.2,-0.24071392214655707,0,,,,,,,,,,
2020-04,BASE_RIDGE,V2,insufficient_history,-0.4407139221465571,-0.2,-0.2,-0.24071392214655707,0,,,,,,,,,,
2020-04,BASE_RIDGE,V3,insufficient_history,-0.4407139221465571,-0.2,-0.2,-0.24071392214655707,0,,,,,,,,,,
2020-04,BASE_RIDGE,V4,insufficient_history,-0.4407139221465571,-0.2,-0.2,-0.24071392214655707,0,,,,,,,,,,
2020-05,BASE_RIDGE,V0,insufficient_history,0.0970200222841102,0.4,0.1,-0.3029799777158898,0,,,,,,,,,,
2020-05,BASE_RIDGE,V1,insufficient_history,0.0970200222841102,0.4,0.1,-0.3029799777158898,0,,,,,,,,,,
2020-05,BASE_RIDGE,V2,insufficient_history,0.0970200222841102,0.4,0.1,-0.3029799777158898,0,,,,,,,,,,
2020-05,BASE_RIDGE,V3,insufficient_history,0.0970200222841102,0.4,0.1,-0.3029799777158898,0,,,,,,,,,,
