origin,h,target,mm_real,mm_naive,mm_F3,h0_real,h0_model,mm_F2_D1_ML,mm_F2_D1_fixed,mm_F2_D1_noFMIE,mm_F2_D2_ML,mm_F2_D2_fixed,f2_level,f2_phi,f2_bias_m,mm_F1a,mm_F1b,tp,op,real_yy,yy_b_F1a,yy_a_F1a,yy_b_F1b,yy_a_F1b,yy_b_F2_D1_ML,yy_a_F2_D1_ML,yy_b_F2_D1_fixed,yy_a_F2_D1_fixed,yy_b_F2_D1_noFMIE,yy_a_F2_D1_noFMIE,yy_b_F2_D2_ML,yy_a_F2_D2_ML,yy_b_F2_D2_fixed,yy_a_F2_D2_fixed,yy_b_F3,yy_a_F3,yy_b_naive,yy_a_naive,yy_rw,fmie_1y
2008-01,1,2008-02,0.33370411568409697,0.2002999610392342,,2.978235967926701,,1.6428711399225269,1.6429869887567432,1.693178554137927,1.6374775608432917,1.6380490658694078,0.30757738386356603,0.184243418382361,0.0679943295239522,,,2008-02,2008-01,7.637231503579972,,,,,9.04169588877132,,9.041820170515901,,9.095665298532234,,9.035909698327128,,9.036522804554426,,,,7.494116545315377,,5.434782608695668,3.7454545454545456
2008-01,2,2008-03,-0.11086474501109667,0.02085020223947076,,2.978235967926701,,0.24820200670540382,0.24748232350559773,0.30452971906132703,0.25077959353986295,0.2501778978421214,0.30757738386356603,0.184243418382361,0.0679943295239522,,,2008-03,2008-01,7.1343638525565,,,,,8.922402564093437,,8.921744753577523,,9.037544815789499,,8.919423173537645,,8.919381897011561,,,,7.132998265965394,,5.434782608695668,3.7454545454545456
2008-01,3,2008-04,0.33296337402886067,0.219407348802787,,2.978235967926701,,0.1070326269714843,0.10711325861608462,0.1635546389003108,0.11195422562867852,0.11200122302018994,0.30757738386356603,0.184243418382361,0.0679943295239522,,,2008-04,2008-01,6.729634002361296,,,,,8.266571955518582,,8.266005308987442,,8.442214562810637,,8.26893310759313,,8.268942904231789,,,,6.607479389783057,,5.434782608695668,3.7454545454545456
2008-01,4,2008-05,0.4424778761061843,0.293703975041959,,2.978235967926701,,0.21883368596179414,0.21921360879866825,0.2751960367432268,0.2243221676572974,0.22457449417326103,0.30757738386356603,0.184243418382361,0.0679943295239522,,,2008-05,2008-01,6.82352941176471,,,,,8.12054217140887,,8.120386164705094,,8.356852733893092,,8.128821486444544,,8.129103497452386,,,,6.543223006933083,,5.434782608695668,3.7454545454545456
2008-01,5,2008-06,0.22026431718062955,0.24463242980262478,,2.978235967926701,,0.26664331905017413,0.2671025444104116,0.3229344952979195,0.27225706922344023,0.27255442400613505,0.30757738386356603,0.184243418382361,0.0679943295239522,,,2008-06,2008-01,6.807511737089213,,,,,8.154357532377096,,8.154696827583061,,8.451594167818653,,8.168695269704187,,8.169298157009305,,,,6.55314899042279,,5.434782608695668,3.7454545454545456
2008-01,6,2008-07,0.5494505494505475,0.3406499535220142,,2.978235967926701,,0.3555574318137469,0.3560351124251535,0.4118265734312823,0.3611974736829867,0.3615034686451793,0.30757738386356603,0.184243418382361,0.0679943295239522,,,2008-07,2008-01,6.8925233644860056,,,,,8.031717227720367,,8.032570358026126,,8.389356433912011,,8.05211095842612,,8.053042641847382,,,,6.416514195070742,,5.434782608695668,3.7454545454545456
2008-01,7,2008-08,-0.10928961748633004,0.06632744467027551,,2.978235967926701,,0.7120905606712733,0.7125722532323637,0.7683537366283355,0.7177359419868656,0.7180434846871491,0.30757738386356603,0.184243418382361,0.0679943295239522,,,2008-08,2008-01,6.402793946449383,,,,,8.42102067598057,,8.422395448075173,,8.840718986236947,,8.447566547603987,,8.448832789533338,,,,6.115198489516692,,5.434782608695668,3.7454545454545456
2008-01,8,2008-09,-0.2188183807439903,-0.5151465230978092,,2.978235967926701,,0.05839407052536277,0.05887659959228336,0.11465574016659746,0.06404051200317046,0.0643483207167827,0.30757738386356603,0.184243418382361,0.0679943295239522,,,2008-09,2008-01,6.542056074766384,,,,,8.864534221821255,,8.866439620752558,,9.34739959173835,,8.897333572575864,,8.898940050888138,,,,5.938532969068755,,5.434782608695668,3.7454545454545456
2008-01,9,2008-10,0.0,0.2704797293971728,,2.978235967926701,,-0.34813423581895253,-0.3476515371443921,-0.29187293069696574,-0.3424875872289612,-0.3421797340227662,0.30757738386356603,0.184243418382361,0.0679943295239522,,,2008-10,2008-01,5.923344947735218,,,,,7.855542181702554,,7.857952365969807,,8.395095211282369,,7.894150878350874,,7.896075859504004,,,,5.608204870816989,,5.434782608695668,3.7454545454545456
2008-01,10,2008-11,-0.5482456140350922,0.24076692530584198,,2.978235967926701,,0.17552562681735556,0.17600835920524505,0.2317868461944096,0.18117231538395795,0.18148017589203969,0.30757738386356603,0.184243418382361,0.0679943295239522,,,2008-11,2008-01,4.372842347525896,,,,,7.05019709174685,,7.053105151474681,,7.6461443209892215,,7.094553861355745,,7.096793688051277,,,,4.887906263815847,,5.434782608695668,3.7454545454545456
2008-01,11,2008-12,-0.22050716648290836,0.11754355173242859,,2.978235967926701,,0.1725708108417669,0.17305354983321763,0.22883201045045104,0.17821750705412837,0.17852536874419722,0.30757738386356603,0.184243418382361,0.0679943295239522,,,2008-12,2008-01,3.665521191294394,,,,,6.743594578874062,,6.747008728839483,,7.398120473787685,,6.793843902205947,,6.79640563900996,,,,4.530044282358586,,5.434782608695668,3.7454545454545456
2008-01,12,2009-01,1.5469613259668558,1.1044235784248357,,2.978235967926701,,0.1371568752952811,0.1376396155657847,0.1934180704135297,0.14280357295956042,0.14311143483901156,0.30757738386356603,0.184243418382361,0.0679943295239522,,,2009-01,2008-01,2.2246941045606246,,,,,3.798632548986327,,3.802452913035631,,4.493776606916323,,3.853351459922414,,3.856161937738509,,,,2.627994881235933,,5.434782608695668,3.7454545454545456
2008-02,1,2008-03,-0.11086474501109667,0.02085020223947076,,0.33370411568409697,,0.37874704730022224,0.3905360001389214,0.6832509105827389,0.32907070002080663,0.3488906092817913,0.27389414206121915,0.23605018824689922,0.04347651133043014,,,2008-03,2008-02,7.1343638525565,,,,,7.659488509708474,,7.672132547116924,,7.986078860101851,,7.606209002876092,,7.627466503653032,,,,7.275632440451877,,7.535885167464139,3.4272727272727277
2008-02,2,2008-04,0.33296337402886067,0.219407348802787,,0.33370411568409697,,0.09536061537282159,0.08839259077961698,0.5215147513368139,0.07988784308252084,0.07483890214665567,0.27389414206121915,0.23605018824689922,0.04347651133043014,,,2008-04,2008-02,6.729634002361296,,,,,6.998784996511984,,7.003901964365912,,7.780298326350217,,6.929300744262351,,6.945028969104838,,,,6.749413901679162,,7.535885167464139,3.4272727272727277
2008-02,3,2008-05,0.4424778761061843,0.293703975041959,,0.33370411568409697,,0.17323678238796691,0.170374615043494,0.6295447645197444,0.1686969257800704,0.1670369879984832,0.27389414206121915,0.23605018824689922,0.04347651133043014,,,2008-05,2008-02,6.82352941176471,,,,,6.805849262073563,,6.807905181770674,,8.076027703818166,,6.731652997302949,,6.745583194693723,,,,6.685071969500115,,7.535885167464139,3.4272727272727277
2008-02,4,2008-06,0.22026431718062955,0.24463242980262478,,0.33370411568409697,,0.21297311851415923,0.2126605386121922,0.6766629571549431,0.21161770929091378,0.2119635414209779,0.27389414206121915,0.23605018824689922,0.04347651133043014,,,2008-06,2008-02,6.807511737089213,,,,,6.78206509213867,,6.783787477674913,,8.551921862120011,,6.706442095064011,,6.720737295976659,,,,6.6950111681941396,,7.535885167464139,3.4272727272727277
2008-02,5,2008-07,0.5494505494505475,0.3406499535220142,,0.33370411568409697,,0.2999694932621525,0.3005514347882331,0.7654502915358499,0.29949325536249344,0.3004552659987946,0.27389414206121915,0.23605018824689922,0.04347651133043014,,,2008-07,2008-02,6.8925233644860056,,,,,6.601900306495621,,6.604238301363756,,8.871698131469799,,6.525899100156515,,6.541191981510621,,,,6.558194460718317,,7.535885167464139,3.4272727272727277
2008-02,6,2008-08,-0.10928961748633004,0.06632744467027551,,0.33370411568409697,,0.656047722377004,0.6568950223680662,1.1219601752055492,0.6558059317293223,0.6569268186502918,0.27389414206121915,0.23605018824689922,0.04347651133043014,,,2008-08,2008-02,6.402793946449383,,,,,6.92651717871913,,6.929762396225109,,9.708702111697438,,6.850027868547757,,6.8665573174995345,,,,6.256477591026072,,7.535885167464139,3.4272727272727277
2008-02,7,2008-09,-0.2188183807439903,-0.5151465230978092,,0.33370411568409697,,0.002243444534016037,0.003163421518725895,0.46825942301173296,0.002062679274443091,0.0032214093491701457,0.27389414206121915,0.23605018824689922,0.04347651133043014,,,2008-09,2008-02,6.542056074766384,,,,,7.303666889711437,,7.307910730555996,,10.608716987318035,,7.226713962868686,,7.244544319034821,,,,6.0795768625556095,,7.535885167464139,3.4272727272727277
2008-02,8,2008-10,0.0,0.2704797293971728,,0.33370411568409697,,-0.40431038038493033,-0.40337138873905887,0.06173033521778226,-0.4044755403591319,-0.4033081780624677,0.27389414206121915,0.23605018824689922,0.04347651133043014,,,2008-10,2008-02,5.923344947735218,,,,,6.249212467139284,,6.25441636540985,,10.034272564395819,,6.172839676106011,,6.191739449346572,,,,5.74880897379703,,7.535885167464139,3.4272727272727277
2008-02,9,2008-11,-0.5482456140350922,0.24076692530584198,,0.33370411568409697,,0.11934344471931674,0.12028726911245102,0.5853900545755854,0.11918222181280841,0.1203515026334886,0.27389414206121915,0.23605018824689922,0.04347651133043014,,,2008-11,2008-02,4.372842347525899,,,,,5.396718066745827,,5.402873834182881,,9.659498664556098,,5.3207884564603,,5.340766805255952,,,,5.0275513793797195,,7.535885167464139,3.4272727272727277
2008-02,10,2008-12,-0.22050716648290836,0.11754355173242859,,0.33370411568409697,,0.11638720102811317,0.11733222996280623,0.5824352123300944,0.11622696098219393,0.11739666121297909,0.27389414206121915,0.23605018824689922,0.04347651133043014,,,2008-12,2008-02,3.665521191294395,,,,,5.0359069233998035,,5.0430331410953615,,9.792818738198251,,4.960069254863709,,4.981205704173539,,,,4.669212949497308,,7.535885167464139,3.4272727272727277
2008-02,11,2009-01,1.5469613259668558,1.5957682948263452,,0.33370411568409697,,0.08097292799833927,0.08191825307565714,0.5470212719670903,0.0808129312569163,0.0819827221843995,0.27389414206121915,0.23605018824689922,0.04347651133043014,,,2009-01,2008-02,2.2246941045606246,,,,,2.0807519031749147,,2.0886419063979935,,7.200718456831279,,2.0068848297176367,,2.0286191221179672,,,,3.26404415910741,,7.535885167464139,3.4272727272727277
2008-02,12,2009-02,0.0,0.2002999610392342,,0.33370411568409697,,1.6714132182304566,1.672358615399583,2.137461641065843,1.671253281307194,1.6724230917047647,0.27389414206121915,0.23605018824689922,0.04347651133043014,,,2009-02,2008-02,1.8847006651884681,,,,,3.4417536943398006,,3.4507108249368015,,9.127928304679532,,3.3667391767124077,,3.3899527808302956,,,,3.126743810857812,,7.535885167464139,3.4272727272727277
2008-03,1,2008-04,0.33296337402886067,0.219407348802787,,-0.11086474501109667,,0.05846053123252376,0.05043045400079699,0.3969166588381248,0.051636643500367674,0.043994398457978645,0.2424156260518555,0.2303919151361923,0.04427406625090833,,,2008-04,2008-03,6.729634002361296,,,,,6.437630388005335,,6.429088357797795,,6.7976645922233345,,6.430371447218236,,6.4222419752191895,,,,6.608838277770161,,7.637231503579972,3.2181818181818183
