alias,ticker,official_indicator,comparison,n,level_corr,level_mae,level_bias_bb_minus_official,diff_corr,diff_mae,bb_last_period,bb_last,official_last,last_gap
services_business_situation_past3m,EUS1CZ Index,BS-SCI-BAL,broad services confidence,291,0.8983588811491514,20.84604810996564,20.84604810996564,0.6790846366350866,2.7331034482758616,2026-07,58.1,33.2,24.9
services_demand_past3m,EUS2CZ Index,BS-SCI-BAL,broad services confidence,291,0.9338061145720622,12.085223367697601,-12.081099656357395,0.7623366779389311,3.4120689655172396,2026-07,25.5,33.2,-7.700000000000003
retail_sales_past3m,EUR1CZ Index,BS-RCI-BAL,broad retail confidence,319,0.8786057783261395,16.701880877742948,16.67805642633229,0.6448146167063602,3.247484276729563,2026-07,26.3,16.2,10.100000000000001
building_activity_past3m,EUB1CZ Index,BS-CCI-BAL,broad construction confidence,319,0.7637604203501861,44.626645768025085,44.615987460815056,0.1569988448849338,4.311949685534594,2026-07,32.0,-4.6,36.6
consumer_financial_situation_next12m,EUCCCZ Index,BS-CSMCI-BAL,broad consumer confidence,319,0.9999992242797443,0.0012539184952977981,-8.004742810776991e-18,0.9999869004263396,0.002515723270440237,2026-07,-4.5,-4.5,0.0
