period,consensus,actual,model,wedge,baseline_headline,w_core,fc_core,base_core,act_core,contrib_core,dev_core,err_core,w_food,fc_food,base_food,act_food,contrib_food,dev_food,err_food,w_administered,fc_administered,base_administered,act_administered,contrib_administered,dev_administered,err_administered,w_alc,fc_alc,base_alc,act_alc,contrib_alc,dev_alc,err_alc,w_fuel,fc_fuel,base_fuel,act_fuel,contrib_fuel,dev_fuel,err_fuel,sum_dev,baseline_minus_consensus,model_minus_consensus,identity_check,realised_reconciliation,wedge_err,headline_err,error_identity_check
2019-02,0.1,0.2,0.2814875700921544,0.0503601915202847,0.08678268115295637,0.5473483906668922,0.2655766793477113,0.2,0.3,0.14536296803962703,0.03589328990624859,-0.018841549160440615,0.177627679,0.6289580042592983,0.10211433799544034,0.7490636704119868,0.11172035048505127,0.09358201763429969,-0.021334090713450934,0.15380661933310782,0.05,0.1,0.7,0.007690330966655392,-0.007690330966655392,-0.09997430256652007,0.092144617,0.0887246957295528,0.005271729932043723,-1.1524822695035408,0.008175503106441178,0.007689741570925573,0.11437054042913573,0.029072694,-1.4385242050807268,-1.9500000000000017,-1.503006012024044,-0.041821774025905215,0.014869979274094836,0.001874659841830139,0.14434469741891331,-0.013217318847043635,0.1814875700921544,2.7755575615628914e-17,-0.055032120741315416,0.10539231226160012,0.0814875700921544,4.163336342344337e-17
2019-03,0.1,0.2,0.0829683883070508,-0.0436366194301184,0.0003001745457946372,0.5518118388714258,0.014512459121095,-0.05,-0.1,0.008008146754157829,0.03559873869772912,0.06318933064130042,0.177627679,0.137939402874358,-0.09633911368015502,0.0,0.02450185597521814,0.041614349135141226,0.02450185597521814,0.14934317112857418,0.1,0.1,0.9,0.014934317112857419,0.0,-0.11947453690285935,0.092144617,0.5070259413749834,0.49742730362538623,0.7174887892376747,0.04671971117706229,0.0008844627991583692,-0.01939301850903696,0.029072694,1.1158572617272269,-0.542306325016606,1.1190233977619535,0.032440976717873576,0.04820728255934591,-9.204810409997972e-05,0.12630483319137462,-0.09969982545420537,-0.0170316116929492,-4.163336342344337e-17,0.022126575363352996,-0.0657631947934714,-0.1170316116929492,-8.326672684688674e-17
2019-04,0.3,0.1,0.4180178444540153,-0.021129534651575,0.20026106551625472,0.5506152285898372,0.417304383167896,0.2,0.4,0.22977414832953208,0.11965110261156461,0.009528056893597163,0.177627679,0.0733415089293716,-0.09250321750322033,-0.6505576208178376,0.013027482005482052,0.02945861383061125,0.12858452224711664,0.15053978141016278,0.1,0.1,0.1,0.015053978141016278,0.0,0.0,0.092144617,0.6547269024545554,0.5152292513916024,-1.6028495102404228,0.06032955966627137,0.012853957629595455,0.20802351389601267,0.029072694,4.160681186383641,1.514808756482089,3.9235412474849074,0.12096221096328856,0.07692263951756428,0.006894296878781586,0.2388863135893356,-0.09973893448374527,0.11801784445401531,-2.7755575615628914e-17,0.013883010809917759,-0.03501254546149276,0.31801784445401526,-5.551115123125783e-17
2019-05,0.4,0.7,0.2348046582023983,0.0298391502631064,0.22504303039976106,0.5509025905852826,0.1193313815888886,0.05,0.1,0.06573996725543962,0.0381948377261755,0.010649708196911365,0.177627679,0.1437306280893247,0.3918103576468712,1.9644527595883865,0.025530537868718953,-0.04406582656825469,-0.32341064632211114,0.15025241941471745,0.1,0.1,0.3,0.015025241941471746,0.0,-0.03005048388294349,0.092144617,0.1203690649074551,0.38278281645162116,1.538461538461533,0.01109136138454559,-0.02418001463157034,-0.13066958784622312,0.029072694,3.012393673909819,2.669340463458103,2.613746369796721,0.08757839948911594,0.009973481013180338,0.011589751086405033,-0.020077522460469194,-0.17495696960023896,-0.16519534179760173,2.7755575615628914e-17,0.03314323329274671,-0.0033040830296403104,-0.4651953417976017,0.0
2019-06,0.1,0.2,0.1250380215662453,0.0023653728727392,0.10101195555129412,0.5513522221960248,0.1746692506814083,0.05,0.3,0.09630427951250897,0.06873666840270773,-0.06910138714629845,0.177627679,0.185062561815512,0.09661835748792091,0.3669724770642313,0.032872233325083426,0.01571013873571176,-0.03231223603271672,0.14980278780397527,0.0,0.0,0.2,0.0,0.0,-0.029960557560795055,0.092144617,-0.0443104061040811,-0.047214353163366196,-0.6238859180035639,-0.0040829653995750155,0.00026758308956610134,0.05340476356655678,0.029072694,-0.0832705336667904,2.085558302277124,-0.09433962264150386,-0.002420898744511295,-0.06305369708577363,0.00032180823662061837,0.02166069314221196,0.0010119555512941164,0.025038021566245294,1.734723475976807e-17,-0.00032025763013890374,0.002685630502878104,-0.07496197843375471,0.0
2019-07,0.2,0.4,0.3904523718716352,-0.001504565395091,0.10640627859223832,0.5511366843062552,0.5822327523442469,0.3,1.0,0.3208898286215132,0.15554882332963668,-0.23024685568474193,0.177627679,0.3102283615885567,-0.6818955504825974,-0.5484460694698434,0.055105143828948086,0.1762286677815992,0.15252434620554914,0.15001832569374482,0.05,0.15000000000000002,0.0,0.0075009162846872415,-0.015001832569374485,0.0075009162846872415,0.092144617,0.5006382609860527,0.527177201441642,-0.4484304932735439,0.046131120814105864,-0.0024454205038660867,0.08745157686791764,0.029072694,-1.295720041717774,-0.30580217020895195,-1.3220018885741314,-0.03767007228252808,-0.028779579363507304,0.0007640840914097366,0.28555065867448803,-0.09359372140776169,0.19045237187163516,-1.942890293094024e-16,0.02603713049809553,-0.02754169589318653,-0.009547628128364849,-1.491862189340054e-16
2019-08,0.0,0.1,-0.006945762243797,0.0372190916991036,-0.15312818553493973,0.550495125585692,0.1123194570308896,0.05,0.2,0.06183131360393631,0.0343065573246517,-0.048267711513202104,0.177627679,-0.3394064941699059,-0.6857458815614226,-0.2757352941176405,-0.06028798779692743,0.06151946152863697,-0.011309767484428591,0.15065988441430794,0.0,0.0,0.0,0.0,0.0,0.0,0.092144617,-0.3328819766809238,-0.368439870111098,0.6306306306306242,-0.030673282247466654,0.003276468471450221,-0.08878250017539399,0.029072694,-0.5171484108917768,-0.8563273073263544,-0.4784688995215336,-0.015034897502442893,0.009860844267300167,-0.0011245175981366004,0.10896333159203905,-0.15312818553493973,-0.006945762243797,8.066464163292153e-17,-0.005319642828260612,0.04253873452736421,-0.10694576224379701,5.551115123125783e-17
2019-09,-0.4,-0.6,-0.3483875620035859,-0.0488983328127846,-0.18174108904408864,0.5501700104465688,-0.5801347491155394,-0.55,-0.9,-0.3191727409813139,-0.016579235235701026,0.17598026842059802,0.177627679,-0.0444134428554673,0.40242056898582845,-0.552995391705069,-0.00788905677081579,-0.07937008842162788,0.09033823115545146,0.1509849995534313,0.1,0.1,0.2,0.015098499955343132,0.0,-0.015098499955343132,0.092144617,0.2824815536417502,0.1994017946161497,0.4476275738585444,0.026029154569884028,0.007655352575866251,-0.015217316781950757,0.029072694,-0.4662480182916262,0.5468734029722588,-0.48076923076922906,-0.013555085963898851,-0.029454169065250023,0.00042217076687032953,-0.11774814014671267,0.21825891095591138,0.05161243799641413,2.0816681711721685e-17,-0.0640859172035726,0.015187584390787996,0.2516124379964141,1.6653345369377348e-16
2019-10,0.4,0.5,0.2815613688180064,-0.0077013687172593,0.16560790651818924,0.5518523549344644,0.3043641898771228,0.2,0.6,0.1679640949414107,0.057593623954517816,-0.16314731801926793,0.177627679,0.6092833344375574,0.08666313523935654,0.8341056533827551,0.1082255845495241,0.0928318129820941,-0.03993466670163319,0.14930265506553567,0.0,0.0,0.0,0.0,0.0,0.0,0.092144617,0.116210021994037,0.13935125906956447,0.0,0.010708127968202115,-0.0021323404272306787,0.010708127968202115,0.029072694,0.081345405284039,0.9288164202613469,0.09661835748790981,0.0023649300761288488,-0.02463826549230469,-0.00044402586589976185,0.12365483101707656,-0.23439209348181078,-0.1184386311819936,-8.326672684688674e-17,0.017919379846135397,-0.025620748563394698,-0.21843863118199358,-1.3877787807814457e-16
2019-11,0.2,0.3,0.1693782958720351,0.0133391091853018,-0.08756594108385109,0.5505863362349064,0.1156576484398187,-0.1,0.0,0.06367952091202461,0.11873815453551526,0.06367952091202461,0.177627679,0.6592902773726735,-0.25812561094819,1.194852941176472,0.11710820175697423,0.1629584549201582,-0.09513075293052602,0.15056867376509367,0.0,0.0,0.4,0.0,0.0,-0.06022746950603747,0.092144617,-0.0828143751614413,0.1382648515150131,0.0,-0.007630898881345322,-0.020371260668758075,-0.007630898881345322,0.029072694,-0.5887874409203464,0.020726800048553873,-0.579150579150578,-0.01711763710092031,-0.0177202210163311,-0.0002801695333527755,0.24360512777058427,-0.2875659410838511,-0.030621704127964916,1.0061396160665481e-16,0.044371043374029806,-0.031031934188728006,-0.1306217041279649,8.326672684688674e-17
