origin,h,target,mm_real,mm_naive,mm_F3,h0_real,h0_model,mm_F2_D1_ML,mm_F2_D1_fixed,mm_F2_D1_noFMIE,mm_F2_D2_ML,mm_F2_D2_fixed,f2_level,f2_phi,f2_bias_m,mm_F1a,mm_F1b,tp,op,real_yy,yy_b_F1a,yy_a_F1a,yy_b_F1b,yy_a_F1b,yy_b_F2_D1_ML,yy_a_F2_D1_ML,yy_b_F2_D1_fixed,yy_a_F2_D1_fixed,yy_b_F2_D1_noFMIE,yy_a_F2_D1_noFMIE,yy_b_F2_D2_ML,yy_a_F2_D2_ML,yy_b_F2_D2_fixed,yy_a_F2_D2_fixed,yy_b_F3,yy_a_F3,yy_b_naive,yy_a_naive,yy_rw,fmie_1y,mm_C3,mm_C6,yy_b_C3,yy_a_C3,yy_b_C6,yy_a_C6
2019-03,9,2019-12,0.1831501831501825,0.0773617802656434,0.0475267159904668,0.1863932898415576,0.0829683883070508,-0.0332786132052779,-0.0329222247331083,-0.0132582971521863,-0.0407771315835747,-0.0403698894255206,0.1360769190515884,0.1409991739549088,0.0455918457791148,,,2019-12,2019-03,3.207547169811327,,,,,1.6354773796623614,1.530556552639536,1.639702313549405,1.534777125022419,1.819286474480564,1.7141758967649707,1.5673892081478218,1.462538670235158,1.5705835938118184,1.4657297582555129,2.0919038584976377,1.9865118510871256,2.1637458792667674,2.0582797075542967,2.6794258373205757,2.101499045006278,-0.0329222247331083,-0.0329222247331083,,,,
2019-03,10,2020-01,1.4625228519195457,0.6012813217794077,1.187768044005025,0.1863932898415576,0.0829683883070508,0.0621766632166698,0.0625330524356674,0.0821969440095411,0.0546781453883483,0.0550853878187184,0.1360769190515884,0.1409991739549088,0.0455918457791148,,,2020-01,2019-03,3.6414565826330487,,,,,0.6541467636133117,0.5502389885529826,0.6586894166257286,0.5547769520718957,0.8563562515008477,0.7522397305650824,0.5791781841824286,0.4753478010482008,0.5827508798467447,0.4789168085300684,2.2435014006796683,2.1379528953620235,1.7224273061821869,1.6174167185911503,2.6794258373205757,2.101499045006278,0.0625330524356674,0.0625330524356674,,,,
2019-03,11,2020-02,0.2702702702702675,0.1757306661714874,0.1170943048272745,0.1863932898415576,0.0829683883070508,1.2078302622728545,1.208186651600407,1.227850534885442,1.2003317445275816,1.2007389869915257,0.1360769190515884,0.1409991739549088,0.0455918457791148,,,2020-02,2019-03,3.7278657968313063,,,,,1.6799993914792144,1.5750326032780593,1.6849464107245835,1.5799745155926206,1.9044238509283595,1.799225383785002,1.5967388531987814,1.4918580169187463,1.6007565460418929,1.4958715621977712,2.1724245394641617,2.066949408555269,1.7112478345869548,1.606248787842045,2.6794258373205757,2.101499045006278,1.208186651600407,1.208186651600407,,,,
2019-03,12,2020-03,-0.0898472596585708,-0.0190386552795596,0.0243664529257132,0.1863932898415576,0.0829683883070508,0.1020231992438208,0.1023795885870161,0.1220434699653466,0.0945246815109269,0.0949319239789906,0.1360769190515884,0.1409991739549088,0.0455918457791148,,,2020-03,2019-03,3.4418604651162905,,,,,1.59437148853816,1.59437148853816,1.5996760618347916,1.5996760618347916,1.8389705383170831,1.8389705383170831,1.503576990565682,1.503576990565682,1.50800399091709,1.50800399091709,2.007185785731815,2.007185785731815,1.5026891790926278,1.5026891790926278,2.6794258373205757,2.101499045006278,0.1023795885870161,0.1023795885870161,,,,
2019-04,1,2019-05,0.6505576208178487,0.1747578119917348,0.2189410528489264,0.0930232558139509,0.4180178444540153,0.1216984389669294,0.1230930031639589,0.1572856027206562,0.1118580213284492,0.1124251377685537,0.1298253026785716,0.1403227118685463,0.0453044801226153,0.2649632611370012,0.2649632611370012,2019-05,2019-04,2.946768060836498,2.552376871657227,2.8853567982429618,2.552376871657227,2.8853567982429618,2.405843650502287,2.7383477946370336,2.4072700298521004,2.739778805334318,2.442242688714274,2.774865017814024,2.3957787366439174,2.7282502007532976,2.396358791101667,2.728832138604651,2.505304727058398,2.838131813897937,2.460113503520054,2.792793857823934,2.969348659003822,2.0623062117511,0.2649632611370012,0.2649632611370012,2.552376871657227,2.8853567982429618,2.552376871657227,2.8853567982429618
2019-04,2,2019-06,0.1846722068328699,0.1158664436139611,0.219160319299064,0.0930232558139509,0.4180178444540153,0.1251290381653514,0.1249552909506102,0.1575696893157838,0.1168933089843218,0.1167368549068603,0.1298253026785716,0.1403227118685463,0.0453044801226153,0.1846855251754769,0.1846855251754769,2019-06,2019-04,2.7462121212121238,2.3526028725100807,2.684934147805625,2.3526028725100807,2.684934147805625,2.1455967980748305,2.477255940070583,2.1468422967237286,2.4785054827607933,2.2150103826551657,2.5468949053880863,2.1271563667654028,2.45875563405468,2.1275753030757736,2.459175930620036,2.340827060195961,2.6731201003063307,2.1902742174277545,2.5220784236752585,2.969348659003822,2.0623062117511,0.1846855251754769,0.1846855251754769,2.3526028725100803,2.684934147805625,2.3526028725100803,2.684934147805625
2019-04,3,2019-07,0.3686635944700533,0.2349827089433143,0.3885989636623722,0.0930232558139509,0.4180178444540153,0.1342303167063835,0.1344301712991212,0.1646312748488108,0.1264694799140676,0.1267736352895123,0.1298253026785716,0.1403227118685463,0.0453044801226153,,,2019-07,2019-04,2.930056710775052,,,,,2.0893561029332544,2.4208326355823435,2.0908046750667717,2.4222859111216453,2.189747069702957,2.5215495643410755,2.0630148857171897,2.3944058903966465,2.0637435982268992,2.39513696898158,2.5443097457036665,2.877263478932506,2.23677343933445,2.568728625090856,2.969348659003822,2.0623062117511,,,,,,
2019-04,4,2019-08,0.0918273645546419,-0.0801010110857203,-0.0970537993977704,0.0930232558139509,0.4180178444540153,0.3193047788261959,0.3196187383371897,0.3490523813371602,0.311640870067675,0.3120456963899123,0.1298253026785716,0.1403227118685463,0.0453044801226153,,,2019-08,2019-04,2.927289896128419,,,,,2.318622822275809,2.650843766880077,2.320394868658437,2.652621566965275,2.449609535997572,2.782255784701552,2.284407819279638,2.6165176703185176,2.285550903235284,2.617664465782595,2.3480493103464832,2.6803658005649647,2.058417217766179,2.389793294160368,2.969348659003822,2.0623062117511,0.3196187383371897,,,,,
2019-04,5,2019-09,-0.5504587155963248,-0.2355223372812642,-0.310872329501607,0.0930232558139509,0.4180178444540153,-0.1439468159771872,-0.1436104366386525,-0.1143752358214404,-0.1515934494900006,-0.1511727520681619,0.1298253026785716,0.1403227118685463,0.0453044801226153,,,2019-09,2019-04,2.6515151515151705,,,,,2.461597906726485,2.7942830807769754,2.463717591745639,2.796409648255449,2.6231496914287047,2.9563594120869965,2.41949155989524,2.752040017774888,2.4210676886399995,2.7536212640922457,2.319735151918631,2.651959708174369,2.1073026630521445,2.438837466844752,2.969348659003822,2.0623062117511,-0.1436104366386525,,,,,
2019-04,6,2019-10,0.4612546125461358,0.2725189356713731,0.1151675227691887,0.0930232558139509,0.4180178444540153,-0.3895611329066835,-0.3892209417587149,-0.3600336281785132,-0.3972048966631914,-0.3967819751179297,0.1298253026785716,0.1403227118685463,0.0453044801226153,,,2019-10,2019-04,2.735849056603792,,,,,1.6773060343904125,2.007444671168548,1.679756751418671,2.009903345492396,1.8678089296313365,2.198566115116062,1.6277228287184535,1.9577004725221867,1.6297182991646282,1.95970242211222,2.05101737221143,2.3823694218584617,1.99920377714426,2.3303875919087087,2.969348659003822,2.0623062117511,-0.3892209417587149,,,,,
2019-04,7,2019-11,0.2754820936639035,-0.0603366825583573,0.0134419083163688,0.0930232558139509,0.4180178444540153,0.0699068117040531,0.0702476069092565,0.0994236805924845,0.0622635046947871,0.0626867204467697,0.1298253026785716,0.1403227118685463,0.0453044801226153,,,2019-11,2019-04,3.116147308781873,,,,,1.8444650813045889,2.1751464710531336,1.847266674298916,2.177957160611168,2.065377746822073,2.3967764235354823,1.7870253062650605,2.117520193343855,1.7894544237578844,2.1199571980001863,2.161113385256534,2.492822908454734,2.033919255741396,2.3652157890782197,2.969348659003822,2.0623062117511,0.0702476069092565,0.0702476069092565,,,,
2019-04,8,2019-12,0.1831501831501825,0.0773617802656434,0.1025225220491718,0.0930232558139509,0.4180178444540153,-0.0394669128660791,-0.039126025711045,-0.0099525589512374,-0.0471101492266401,-0.0466868957927253,0.1298253026785716,0.1403227118685463,0.0453044801226153,,,2019-12,2019-04,3.207547169811327,,,,,1.7082284506582426,2.038467490217989,1.7113731526986955,2.0416224028716576,1.9589411208481764,2.2899942057675786,1.643093028932234,1.9731205786308377,1.645949132443797,1.975985955697696,2.169374316823132,2.5011106626506114,2.01652163053721,2.347761675081282,2.969348659003822,2.0623062117511,-0.039126025711045,-0.039126025711045,,,,
2019-04,9,2020-01,1.4625228519195457,0.6012813217794077,1.243257120742265,0.0930232558139509,0.4180178444540153,0.0559883486104804,0.0563292494148523,0.0855021147170387,0.0483451229588388,0.0487683811264772,0.1298253026785716,0.1403227118685463,0.0453044801226153,,,2020-01,2019-04,3.641456582633049,,,,,0.7199660136870885,1.0469962387488354,0.723423333437036,1.0504647841584078,0.9980254546672128,1.325958518015779,0.6477744702805031,0.974570294779758,0.6510284120404468,0.9778348018461466,2.3771974589439333,2.7096085910290992,1.575839024691435,1.9056482056493247,2.969348659003822,2.0623062117511,0.0563292494148523,0.0563292494148523,,,,
2019-04,10,2020-02,0.2702702702702675,0.1757306661714874,0.0963825695718075,0.0930232558139509,0.4180178444540153,1.2016419455700516,1.2019828483673134,1.2311555752310157,1.1939987215175816,1.1944219802727232,0.1298253026785716,0.1403227118685463,0.0453044801226153,,,2020-02,2019-04,3.727865796831308,,,,,1.7402682090823174,2.070611279350404,1.7441032807391226,2.0744588031991293,2.050897039623771,2.3822486985598563,1.659666962768548,1.9897483267954048,1.6633788392326885,1.9934722554458535,2.284863084826384,2.616974414078571,1.564675663403168,1.8944485977587289,2.969348659003822,2.0623062117511,1.2019828483673134,1.2019828483673134,,,,
2019-04,11,2020-03,-0.0898472596585708,0.0182400026887519,0.0158408688855917,0.0930232558139509,0.4180178444540153,0.0958348822468949,0.0961757853318646,0.1253484803647938,0.0881916584305261,0.0886149172580179,0.1298253026785716,0.1403227118685463,0.0453044801226153,,,2020-03,2019-04,3.4418604651162905,,,,,1.6483052550850246,1.9783497284935867,1.6524830637101549,1.9825411021520367,1.9887161649345897,2.319865927203619,1.5600212442570085,1.8897790660604008,1.5641589810480945,1.8939302377745468,2.11073833142002,2.4422842905718274,1.3942090609973743,1.72342850299629,2.969348659003822,2.0623062117511,0.0961757853318646,0.0961757853318646,,,,
2019-04,12,2020-04,-0.1798561151079125,0.2374716247288955,0.1050377603880799,0.0930232558139509,0.4180178444540153,-0.0154291842474626,-0.0150882811212836,0.014084406596394,-0.0230724080292818,-0.0226491491929253,0.1298253026785716,0.1403227118685463,0.0453044801226153,,,2020-04,2019-04,3.159851301115256,,,,,1.538167641348984,1.538167641348984,1.542687137682291,1.542687137682291,1.908282268291665,1.908282268291665,1.442224042186783,1.442224042186783,1.4467864594707107,1.4467864594707107,2.1229950291682247,2.1229950291682247,1.540535224798519,1.540535224798519,2.969348659003822,2.0623062117511,-0.0150882811212836,-0.0150882811212836,,,,
2019-05,1,2019-06,0.1846722068328699,0.1158664436139611,0.1978841655965023,0.6505576208178487,0.2348046582023983,0.1202694299729695,0.1198240706215557,0.148774485183265,0.1142059595615893,0.1130620823729145,0.1263520173788813,0.1402324448555607,0.0455078154770403,0.1608947107592966,0.1608947107592966,2019-06,2019-05,2.7462121212121238,2.72182667779576,2.2975180124880654,2.72182667779576,2.2975180124880654,2.680162682443873,2.2560261168235662,2.679705936063588,2.25557125710606,2.709396560088523,2.2851392393375263,2.673944180118565,2.2498333010004097,2.672771056069953,2.248665022725236,2.7597618857395987,2.335296523087519,2.6756471197290947,2.25152920635097,2.769818529130848,2.0089480356823053,0.1608947107592966,0.1608947107592966,2.72182667779576,2.2975180124880654,2.72182667779576,2.2975180124880654
2019-05,2,2019-07,0.3686635944700533,0.2349827089433143,0.3747748376388459,0.6505576208178487,0.2348046582023983,0.1309299846451907,0.1311646533162502,0.1618377173364346,0.1235041815187798,0.1237122401461868,0.1263520173788813,0.1402324448555607,0.0455078154770403,0.4327921081637804,0.4327921081637804,2019-07,2019-05,2.930056710775052,2.9713770895009364,2.5460376169583814,2.9713770895009364,2.5460376169583814,2.6202452785289188,2.196356211171699,2.620029300281747,2.196141125056655,2.6811472332115205,2.2570066007493783,2.6064204527447026,2.1825884910053084,2.605461315943987,2.18163331607004,2.949898747664664,2.52464799479204,2.7223671988794407,2.2980563008643755,2.769818529130848,2.0089480356823053,0.4327921081637804,0.4327921081637804,2.9713770895009364,2.5460376169583814,2.9713770895009364,2.5460376169583814
2019-05,3,2019-08,0.0918273645546419,-0.0801010110857203,-0.0993867220343791,0.6505576208178487,0.2348046582023983,0.3162232944390595,0.3165470356808687,0.3476369216256957,0.3086427408767426,0.3090345867938966,0.1263520173788813,0.1402324448555607,0.0455078154770403,-0.001738138188521,-0.001738138188521,2019-08,2019-05,2.927289896128419,2.8723544554707177,2.447424011496281,2.8723544554707177,2.447424011496281,2.8475449991,2.422717034488132,2.847660452112671,2.42283201060397,2.940807263144936,2.515594064079393,2.825918762013218,2.401180127975879,2.8253592490575583,2.400622926176505,2.750462578473475,2.326035628073026,2.543163839189964,2.1195931688443985,2.769818529130848,2.0089480356823053,-0.001738138188521,-0.001738138188521,2.8723544554707177,2.447424011496281,2.8723544554707177,2.447424011496281
2019-05,4,2019-09,-0.5504587155963248,-0.2355223372812642,-0.3257699250312855,0.6505576208178487,0.2348046582023983,-0.1469975846399349,-0.1466620051152658,-0.1154742566373328,-0.1545954542010601,-0.1541797392919493,0.1263520173788813,0.1402324448555607,0.0455078154770403,,,2019-09,2019-05,2.6515151515151705,,,,,2.988112619340125,2.562704018058733,2.988574346338228,2.563163837820831,3.1140449071222225,2.6881161227144568,2.9586220504288088,2.533335264581765,2.958490490111371,2.5332042476949166,2.706686258998556,2.282440133572597,2.5922814755590875,2.168507917089305,2.769818529130848,2.0089480356823053,-0.1466620051152658,,3.0133021835060267,2.5877895327670193,,
2019-05,5,2019-10,0.4612546125461358,0.2725189356713731,0.1107698397909368,0.6505576208178487,0.2348046582023983,-0.3926075905546554,-0.3922704186295757,-0.3610599882435527,-0.4002073585645281,-0.3997886244014402,0.1263520173788813,0.1402324448555607,0.0455078154770403,,,2019-10,2019-05,2.735849056603792,,,,,2.196664892688636,1.774525490752867,2.1974690095729428,1.7753262861058792,2.354036664368375,1.931247213571929,2.159605864673486,1.7376195408830664,2.159904820833903,1.7379172621580317,2.432452576517228,2.009339216459247,2.4836691526300143,2.060344234446999,2.769818529130848,2.0089480356823053,-0.3922704186295757,,2.2220069001949785,1.7997628191103958,,
