origin,h,target,mm_real,mm_naive,mm_F3,h0_real,h0_model,mm_F2_D1_ML,mm_F2_D1_fixed,mm_F2_D1_noFMIE,mm_F2_D2_ML,mm_F2_D2_fixed,f2_level,f2_phi,f2_bias_m,mm_F1a,mm_F1b,tp,op,real_yy,yy_b_F1a,yy_a_F1a,yy_b_F1b,yy_a_F1b,yy_b_F2_D1_ML,yy_a_F2_D1_ML,yy_b_F2_D1_fixed,yy_a_F2_D1_fixed,yy_b_F2_D1_noFMIE,yy_a_F2_D1_noFMIE,yy_b_F2_D2_ML,yy_a_F2_D2_ML,yy_b_F2_D2_fixed,yy_a_F2_D2_fixed,yy_b_F3,yy_a_F3,yy_b_naive,yy_a_naive,yy_rw,fmie_1y,mm_C3,mm_C6,yy_b_C3,yy_a_C3,yy_b_C6,yy_a_C6
2019-02,1,2019-03,0.1863932898415576,-0.0190386552795596,0.1192980558194006,0.1867413632119507,0.2814875700921544,0.0823291621336972,0.0814791278032654,0.0946287566612096,0.0802336065736018,0.0781056724476652,0.1309490570424773,0.1403768151483784,0.0458892118804209,,,2019-03,2019-02,2.9693486590038214,,,,,2.862393861081854,2.9596704219954697,2.8615202146866885,2.958795949396347,2.875035111012909,2.972323626706815,2.8602400956450893,2.9575146197512097,2.8580530522378766,2.9553255080656577,2.90038966848105,2.997702161880136,2.7582102709626737,2.855388305865275,2.488038277511963,2.180037761083241,,,,,,
2019-02,2,2019-04,0.0930232558139509,0.2374716247288955,0.2083274161722232,0.1867413632119507,0.2814875700921544,-0.0224963393462523,-0.0217885502450022,-0.0030140381254891,-0.029030892261918,-0.0285133997974304,0.1309490570424773,0.1403768151483784,0.0458892118804209,,,2019-04,2019-02,2.769818529130847,,,,,2.5445852395098,2.641561250061181,2.544440248922171,2.641416122356524,2.577172428496004,2.674179256623716,2.5357359308211413,2.632703572616134,2.534086544621325,2.631052626598282,2.8193016282091024,2.916537436967741,2.707096527586088,2.804226224422808,2.488038277511963,2.180037761083241,,,,,,
2019-02,3,2019-05,0.6505576208178487,0.1747578119917348,0.1773471806657326,0.1867413632119507,0.2814875700921544,0.105294174124178,0.1057398656977173,0.127480182305047,0.098005972461301,0.0984447555525896,0.1309490570424773,0.1403768151483784,0.0458892118804209,,,2019-05,2019-02,2.946768060836498,,,,,2.1646663243233824,2.261283047052381,2.164976730637811,2.261593746916839,2.2197823960760776,2.316451241857145,2.148412308469288,2.245013659839484,2.1472169166594384,2.243817137552306,2.512097198275462,2.609042485014151,2.3975805197177875,2.4944175084844056,2.488038277511963,2.180037761083241,,,,,,
2019-02,4,2019-06,0.1846722068328699,0.1158664436139611,0.171689309503196,0.1867413632119507,0.2814875700921544,0.1236851173715302,0.1240439344924448,0.1466407246807557,0.1162751389136751,0.1166713111759223,0.1309490570424773,0.1403768151483784,0.0458892118804209,,,2019-06,2019-02,2.7462121212121224,,,,,1.9035627935524275,1.999932591700319,1.9042376034044304,2.000608039717342,1.981914293075492,2.078358187928019,1.87980981406401,1.9761571491127123,1.8790207116401991,1.9753673004378456,2.2991294362104937,2.395873320175034,2.1279059206937463,2.224487879253755,2.488038277511963,2.180037761083241,0.1240439344924448,,,,,
2019-02,5,2019-07,0.3686635944700533,0.2349827089433143,0.3835724301381251,0.1867413632119507,0.2814875700921544,0.1348856844554565,0.1352270894547213,0.1580390660750541,0.1274566543348232,0.1278449086874599,0.1309490570424773,0.1403768151483784,0.0458892118804209,,,2019-07,2019-02,2.930056710775052,,,,,1.8481219413675012,1.944439309319748,1.8491436325817945,1.9454619667433992,1.949998439732656,2.0464121518883265,1.8168275105076088,1.9131152834397949,1.8164336979097784,1.9127210984149403,2.497396835356386,2.594328220019736,2.174376763409839,2.271002669262852,2.488038277511963,2.180037761083241,0.1352270894547213,,,,,
2019-02,6,2019-08,0.0918273645546419,-0.0801010110857203,-0.09249845252396,0.1867413632119507,0.2814875700921544,0.3202547261906755,0.320593143489409,0.3434565170945793,0.3128227820169958,0.3132098456929688,0.1309490570424773,0.1403768151483784,0.0458892118804209,,,2019-08,2019-02,2.9272898961284195,,,,,2.077813500109148,2.1743480864642204,2.079181845126732,2.1757177255202995,2.203551643114001,2.300205139535892,2.0388886685315226,2.1353864438266146,2.038887719326353,2.1353854937237857,2.3058908900017885,2.40264116824656,1.9961293953879196,2.092586733406739,2.488038277511963,2.180037761083241,0.320593143489409,,,,,
2019-02,7,2019-09,-0.5504587155963248,-0.2355223372812642,-0.3482178933885136,0.1867413632119507,0.2814875700921544,-0.1429555321559813,-0.1426175908706213,-0.1197421956555786,-0.1503879147396769,-0.1500010149712909,0.1309490570424773,0.1403768151483784,0.0458892118804209,,,2019-09,2019-02,2.65151515151517,,,,,2.2214668447961183,2.318137283553709,2.223183063196512,2.319855124975087,2.371174192663396,2.467986209070479,2.1748817687747337,2.271508152209332,2.1752767280821965,2.2719034850282576,2.239273140886642,2.3359604189883445,2.0449850051344374,2.141488545711054,2.488038277511963,2.180037761083241,-0.1426175908706213,-0.1426175908706213,,,,
2019-02,8,2019-10,0.4612546125461358,0.2725189356713731,0.1673993271971951,0.1867413632119507,0.2814875700921544,-0.3885640486072056,-0.3882261800400034,-0.3653479985394438,-0.3959964963267961,-0.3956096181119829,0.1309490570424773,0.1403768151483784,0.0458892118804209,,,2019-10,2019-02,2.735849056603792,,,,,1.4400284426983772,1.5359598782355628,1.4420756180429726,1.5380089895858218,1.612268201360976,1.7083625233598347,1.3862340514977458,1.482114613890957,1.387019764481232,1.4829010699201184,2.023966577401983,2.1204502409342414,1.9369520936399165,2.0333534679174496,2.488038277511963,2.180037761083241,-0.3882261800400034,-0.3882261800400034,,,,
2019-02,9,2019-11,0.2754820936639035,-0.0603366825583573,-0.0387082525083244,0.1867413632119507,0.2814875700921544,0.0709047099472244,0.0712425676922112,0.0941213923623389,0.0634722526440589,0.0638591280981718,0.1309490570424773,0.1403768151483784,0.0458892118804209,,,2019-11,2019-02,3.116147308781873,,,,,1.607810625754685,1.7039007322418425,1.6102042406794594,1.706296610798827,1.8039485438935108,1.900224137237673,1.546384654210081,1.6424166703977772,1.547564220194521,1.643597351893125,2.0807775030861184,2.177314892487136,1.9716463848463053,2.0680805693784428,2.488038277511963,2.180037761083241,0.0712425676922112,0.0712425676922112,,,,
2019-02,10,2019-12,0.1831501831501825,0.0773617802656434,0.0436758396238181,0.1867413632119507,0.2814875700921544,-0.0384689004074403,-0.0381310442456293,-0.0152520713806065,-0.045901359109797,-0.0455144840036806,0.1309490570424773,0.1403768151483784,0.0458892118804209,,,2019-12,2019-02,3.207547169811327,,,,,1.4729036680729617,1.5688661935813573,1.4756370774133716,1.5716021878962187,1.6923945204150266,1.7885646175583647,1.404018980240592,1.4999163617708973,1.405589384122979,1.5014882507780538,2.029017458491195,2.1255058986218147,1.9542593776804749,2.050677119388388,2.488038277511963,2.180037761083241,-0.0381310442456293,-0.0381310442456293,,,,
2019-02,11,2020-01,1.4625228519195457,0.6012813217794077,1.1642124069263102,0.1867413632119507,0.2814875700921544,0.0569863770962389,0.0573242330291433,0.0802032400121694,0.0495539181908705,0.0499407932535599,0.1309490570424773,0.1403768151483784,0.0458892118804209,,,2020-01,2019-02,3.6414565826330487,,,,,0.4879301247285007,0.5829611646347154,0.4909763217219495,0.5860102424046677,0.7286577241889309,0.8239164192382304,0.4122546811757425,0.507214155112917,0.4141980095768023,0.5091593213119949,2.1567348783496207,2.2533441003413883,1.5138457272097328,1.609846971462268,2.488038277511963,2.180037761083241,0.0573242330291433,0.0573242330291433,,,,
2019-02,12,2020-02,0.2702702702702675,0.1584828960416606,0.1484036811230068,0.1867413632119507,0.2814875700921544,1.2026399763047926,1.2029778322048694,1.225856847039753,1.1952075173701182,1.195594392427423,0.1309490570424773,0.1403768151483784,0.0458892118804209,,,2020-02,2019-02,3.7278657968313063,,,,,1.506882807061848,1.506882807061848,1.510298774506471,1.510298774506471,1.773393848771874,1.773393848771874,1.4229908218149945,1.4229908218149945,1.4253414648863667,1.4253414648863667,2.117643354144715,2.117643354144715,1.4852129396993323,1.4852129396993323,2.488038277511963,2.180037761083241,1.2029778322048694,1.2029778322048694,,,,
2019-03,1,2019-04,0.0930232558139509,0.2374716247288955,0.1921844837861425,0.1863932898415576,0.0829683883070508,-0.0091797615283535,-0.0077009382229731,0.0106348468809123,-0.0161357958768556,-0.0158950031906294,0.1360769190515884,0.1409991739549088,0.0455918457791148,0.3327484279444245,0.3327484279444245,2019-04,2019-03,2.769818529130848,3.015954689627751,2.909608761599037,3.015954689627751,2.909608761599037,2.664882288784164,2.558898781512365,2.666400660372782,2.5604155856482897,2.685226800761204,2.5792222913445144,2.6577402286842218,2.551764094338409,2.657987460907424,2.5520110713376494,2.871631633304778,2.765434693550811,2.918129891674845,2.811884950614157,2.6794258373205757,2.101499045006278,0.3327484279444245,0.3327484279444245,3.015954689627751,2.909608761599037,3.015954689627751,2.909608761599037
2019-03,2,2019-05,0.6505576208178487,0.1747578119917348,0.1951555000451935,0.1863932898415576,0.0829683883070508,0.111629069360032,0.1118689298686947,0.1321543168475504,0.1040760130051176,0.1041963412621541,0.1360769190515884,0.1409991739549088,0.0455918457791148,,,2019-05,2019-03,2.946768060836498,,,,,2.290990484876907,2.185392955398438,2.2927484124906603,2.1871490682598647,2.332237128800405,2.226597019387213,2.276157490882018,2.17057527387157,2.2765267435971777,2.1709441453979825,2.582503489166632,2.476605023575237,2.607977917971777,2.5020531544949662,2.6794258373205757,2.101499045006278,,,,,,
2019-03,3,2019-06,0.1846722068328699,0.1158664436139611,0.1758889589776021,0.1863932898415576,0.0829683883070508,0.1290366250697055,0.1293481334078984,0.1492508553080426,0.1215144841956909,0.1218652034948735,0.1360769190515884,0.1409991739549088,0.0455918457791148,,,2019-06,2019-03,2.7462121212121224,,,,,2.0350174808143184,1.929684198624042,2.037088452820932,1.931753032714829,2.0967682283195974,1.9913711992993304,2.012557389763334,1.9072472936827587,2.013283035582272,1.907972190399499,2.373681245788386,2.267998352584123,2.3377492156796515,2.2321034160023028,2.6794258373205757,2.101499045006278,,,,,,
2019-03,4,2019-07,0.3686635944700533,0.2349827089433143,0.3942083683241683,0.1863932898415576,0.0829683883070508,0.140098679060466,0.140445794590545,0.1601745191308119,0.1325948929798037,0.1329935070846704,0.1360769190515884,0.1409991739549088,0.0455918457791148,,,2019-07,2019-03,2.9300567107750504,,,,,1.9848141354094104,1.879532679379201,1.987237605495443,1.8819536476568857,2.0669925378889764,1.961626247053304,1.9547247614363128,1.84947436741401,1.955855866515098,1.8506043048249352,2.5829609533243403,2.4770620154813363,2.3843155425307456,2.278621671277893,2.6794258373205757,2.101499045006278,0.140445794590545,,,,,
2019-03,5,2019-08,0.0918273645546419,-0.0801010110857203,-0.0959304307949176,0.1863932898415576,0.0829683883070508,0.3254482107413545,0.3258029875104833,0.3454828042584364,0.3179487145739452,0.3183547654407689,0.1360769190515884,0.1409991739549088,0.0455918457791148,,,2019-08,2019-03,2.927289896128419,,,,,2.220105531406007,2.114581178225159,2.222896078090818,2.1173688441593344,2.322902927096427,2.2172724536114328,2.18230786700843,2.076822533295099,2.183855098646041,2.0783681676870702,2.38777783968204,2.282080394213866,2.205701927745113,2.1001924437619817,2.6794258373205757,2.101499045006278,0.3258029875104833,,,,,
2019-03,6,2019-09,-0.5504587155963248,-0.2355223372812642,-0.3617597765154285,0.1863932898415576,0.0829683883070508,-0.1377647956744093,-0.1374086652763504,-0.1177410143621668,-0.1452634800136842,-0.1448563939962171,0.1360769190515884,0.1409991739549088,0.0455918457791148,,,2019-09,2019-03,2.65151515151517,,,,,2.3692801727117283,2.2636018228444854,2.372439872804073,2.2667582610999664,2.492774706967723,2.3869688706262595,2.323743251695496,2.218111910722552,2.325709782866635,2.2200764117947305,2.3072021457861034,2.2015878806075246,2.254657921632824,2.149097899161571,2.6794258373205757,2.101499045006278,-0.1374086652763504,,,,,
2019-03,7,2019-10,0.4612546125461358,0.2725189356713731,0.1423810085474902,0.1863932898415576,0.0829683883070508,-0.3833736992034992,-0.3830173496383117,-0.3633525910716071,-0.390872243909771,-0.3904650214028761,0.1360769190515884,0.1409991739549088,0.0455918457791148,,,2019-10,2019-03,2.735849056603792,,,,,1.5920050754223314,1.48712912593864,1.595504211496596,1.4906246497678477,1.7350046881657084,1.6299811166309397,1.5391700719407886,1.434348665343144,1.541536645514149,1.43671279584384,2.066253575142444,1.9608880471563648,2.1464030337655324,2.0409547655031157,2.6794258373205757,2.101499045006278,-0.3830173496383117,-0.3830173496383117,,,,
2019-03,8,2019-11,0.2754820936639035,-0.0603366825583573,-0.0223850642019511,0.1863932898415576,0.0829683883070508,0.0760950048290866,0.0764513882273829,0.0961154719707616,0.0685964828711649,0.0690037228364067,0.1360769190515884,0.1409991739549088,0.0455918457791148,,,2019-11,2019-03,3.116147308781873,,,,,1.7653165321868367,1.660261668982808,1.7691840490400963,1.6641251933023853,1.9289471521870465,1.823723369030858,1.7047702678257857,1.5997779080338892,1.7075546092411076,1.6025593751044291,2.1397642469085767,2.0343228320306808,2.181168611701227,2.0756844540694384,2.6794258373205757,2.101499045006278,0.0764513882273829,0.0764513882273829,,,,
