period,actual,h0_hybrid,ex_fuel_pred,ex_fuel_actual,fuel_mm,resid
2018-02,0.0,0.252119135969399,0.2702874658676732,-2.775557561562892e-17,-0.248807674083018,-0.252119135969399
2018-03,-0.0956937799043045,-0.0190941472793889,0.0169992053912331,-0.0696171415700505,-1.0142394423408252,-0.0765996326249155
2018-04,0.2873563218390718,0.3569024075261249,0.2636077013061543,0.2493696816410678,2.9291707361624564,-0.0695460856870531
2018-05,0.4775549188156702,0.2267958911520923,0.0965978392480269,0.3442122776100361,3.81654217936418,0.2507590276635779
2018-06,0.3802281368821214,0.2681093112314112,0.1440155807339238,0.2740615357702672,3.689550737804992,0.1121188256507102
2018-07,0.1893939393939447,0.2337600856401517,0.2729288553870847,0.203093550770732,-0.8461788516681445,-0.0443661462462069
2018-08,0.0945179584121103,0.3160666376016882,0.3394560380052013,0.0979460708933785,-0.3288125449523171,-0.2215486791895778
2018-09,-0.2832861189801861,0.2578382468027958,0.2418955201348868,-0.3175122554687622,0.697401996360858,-0.5411243657829818
2018-10,0.3787878787878895,0.1560971164626643,0.1428163016077452,0.3517359374418402,0.522268154605432,0.2226907623252252
2018-11,-0.0943396226415038,0.2534027518724167,0.3039887083340752,-0.0876770881022847,-1.1413243334275958,-0.3477423745139206
2018-12,0.0944287063267212,0.0248548712558748,0.1623075753574206,0.2293134117991715,-3.7649125418296014,0.0695738350708464
2019-01,1.037735849056598,0.0068589845656648,0.143320504906368,1.2117777721423315,-3.7555800762565816,1.0308768644909332
2019-02,0.1867413632119507,0.0294436945667322,0.0629313419661282,0.2480275374433081,-0.8938585837308999,0.1572976686452185
2019-03,0.1863932898415576,0.2579446683789126,0.2184002674688609,0.1525673273781236,1.3482402934703377,-0.0715513785373549
2019-04,0.0930232558139509,0.438038856398528,0.318830606337738,-0.0459074485471718,3.724780608074596,-0.345015600584577
2019-05,0.6505576208178487,0.3460105960491922,0.253099731983801,0.5793538838082524,2.9076958481378368,0.3045470247686564
2019-06,0.1846722068328699,0.2268863284403818,0.2389380697527922,0.1947918068656192,-0.1053973963160759,-0.0422141216075119
2019-07,0.3686635944700533,0.020654988974477,0.0568743054232386,0.4299830679483398,-0.9779633073985216,0.3480086054955763
2019-08,0.0918273645546419,0.1694041103670583,0.1916825738385186,0.1125116850133633,-0.4448449539174892,-0.0775767458124164
2019-09,-0.5504587155963248,0.2743842332989437,0.2209972362657267,-0.552986313491608,1.7463400086433545,-0.8248429488952684
2019-10,0.4612546125461358,0.3434206908147305,0.3528220333896185,0.4744797616933254,0.0842122455356753,0.1178339217314053
2019-11,0.2754820936639035,0.0898031641890127,0.1118547795554181,0.3064791336105427,-0.5181913737704491,0.1856789294748907
2019-12,0.1831501831501825,0.153487556532749,0.1381393442334272,0.2073994553495527,0.5766596956426229,0.0296626266174334
2020-01,1.4625228519195457,0.6671107760609638,0.6904395788232438,1.4872598743511023,0.0239023570438146,0.7954120758585816
2020-02,0.2702702702702675,0.2089819214671629,0.2442688834331657,0.3327389806732101,-0.7639300298811991,0.0612883488031045
2020-03,-0.0898472596585708,-0.206166090747192,0.136669484201548,0.1099743372329924,-9.658632657191024,0.1163188310886212
2020-04,-0.1798561151079125,-0.1294968053746618,0.3479226039276185,0.1948081644026848,-13.292631947566102,-0.0503593097332507
2020-05,0.3603603603603567,0.3642960707254686,0.2517240052358042,0.4999516928664979,3.468068733511931,-0.0039357103651119
2020-06,0.6283662477558183,0.3191054464577669,0.2058476812495706,0.5375416513357009,3.4417838300551784,0.3092608012980513
2020-07,0.4460303300624524,0.5392015335611925,0.3888883057801686,0.3011984438204672,4.683551956666565,-0.09317120349874
2020-08,0.0,0.4002549515348937,0.3841315451546426,-0.0162279329090882,0.8448002988761028,-0.4002549515348937
2020-09,-0.6216696269982114,0.2717910655953651,0.315171822537466,-0.6159448458224881,-0.924278375808274,-0.8934606925935765
2020-10,0.1787310098301908,0.3576494257266879,0.3433823165670801,0.1689309092754838,0.7510140068415883,-0.178918415896497
2020-11,0.0,0.2306953428132466,0.1926727795421794,0.0121573508553562,1.279031730144098,-0.2306953428132466
