period,actual,h0,fuel_frac_obs,comp_food,comp_fuel,comp_core_admin,resid
2017-02,0.3910068426197455,0.2621696431145292,0.75,0.39432942323766396,0.6218019237716144,0.218389536683466,0.12883719950521627
2017-03,0.0,0.3985322989791537,0.75,1.0013829336416407,-1.1026361345445435,0.33689345286263506,-0.3985322989791537
2017-04,0.0,0.3230497021750824,0.75,-1.3505750273926196,-1.1556903489558956,0.742306130180619,-0.3230497021750824
2017-05,0.19474196689386325,-0.021691392636527217,0.6,-0.6288892144845438,-1.2518242848091665,0.16089985651823202,0.21643335953039047
2017-06,0.0,0.0016073254296469948,0.75,0.1962191125327877,-1.7024608067277014,0.03530068421223952,-0.0016073254296469948
2017-07,0.4859086491739495,0.831420342605424,0.6,0.0038233317741404264,-1.852827346806185,1.124569187456726,-0.3455116934314745
2017-08,-0.09671179883946612,-0.09505507214437091,0.75,0.12229452853597106,0.4775525053914542,-0.16622763534155946,-0.0016567266950952148
2017-09,-0.09680542110357404,-0.2093736208702161,0.75,-0.04335873620726611,1.6850222895629097,-0.3277682129412187,0.11256819976664206
2017-10,0.4844961240310086,0.09292247072427341,0.6,-0.24455970427360194,1.3849015753780725,0.10758173479918824,0.3915736533067352
2017-11,0.0964320154291265,0.10259099833793367,0.75,1.0423307923655298,1.3065686757733896,-0.14924280239275253,-0.006158982908807176
2017-12,0.09633911368016612,0.09994745872599681,0.75,-0.19026424067253436,0.034899705956159544,0.16423768759897134,-0.0036083450458306854
2018-01,0.5774783445620768,1.0041510287415794,0.6,1.7689019659848977,1.1001834085643925,0.838049359212442,-0.42667268417950255
2018-02,0.0,0.18443910501788796,0.75,0.46804408017262367,-0.24880767408301807,0.14344587235390394,-0.18443910501788796
2018-03,-0.0956937799043045,0.0043967858868027825,0.75,0.07523243861387183,-1.0142394423408252,0.03416829340200055,-0.10009056579110728
2018-04,0.2873563218390718,0.29696656046719977,0.6,-0.06284556585309913,2.9291707361624564,0.25745387276815024,-0.009610238628127987
2018-05,0.47755491881567025,0.23275246945485392,0.75,0.2006981839964105,3.8165421793641796,0.08204126358862729,0.24480244936081633
2018-06,0.3802281368821214,0.2687895527555899,0.75,0.4434604216093134,3.689550737804992,0.08148366908358959,0.11143858412653151
2018-07,0.18939393939394478,-0.6254723691330629,0.6,-0.14118910774196403,-0.8461788516681445,-0.7182853689337192,0.8148663085270077
2018-08,0.0945179584121103,-0.1565586204495763,0.75,-0.9786142615680335,-0.32881254495231715,0.02502292366352692,0.2510765788616866
2018-09,-0.2832861189801861,-0.14583032462626466,0.75,-0.15231794691529327,0.697401996360858,-0.18151447178468497,-0.1374557943539214
