report,season,origin,origin_clock,quarter,quarters_ahead,cnb,ours_a,ours_b,naive,realised,err_cnb,err_ours_a,err_ours_b,err_naive
2022-02-10,winter,2022-01,2022-02-13,2022Q1,1,9.63663198795535,10.692234631388539,10.794067794098169,9.84594358102924,11.23658150891361,-1.5999495209582584,-0.5443468775250704,-0.44251371481544055,-1.3906379278843684
2022-02-10,winter,2022-01,2022-02-13,2022Q2,2,9.50510416,10.732171876541122,10.834041780183819,9.414482410856834,15.772308516091229,-6.267204356091229,-5.0401366395501075,-4.93826673590741,-6.357826105234395
2022-02-10,winter,2022-01,2022-02-13,2022Q3,3,8.17038043,9.614208933268493,9.715050348303253,8.231758312071134,17.578003612072624,-9.407623182072625,-7.963794678804131,-7.862953263769372,-9.34624530000149
2022-02-10,winter,2022-01,2022-02-13,2022Q4,4,6.62746481,8.053209764505626,8.152615112386517,7.004608872228874,15.69904392215021,-9.07157911215021,-7.645834157644584,-7.546428809763693,-8.694435049921335
2022-05-12,spring,2022-05,2022-06-09,2022Q3,1,13.8649926,15.786543225640989,15.532375082097191,14.571502664616416,17.578003612072624,-3.7130110120726236,-1.7914603864316359,-2.045628529975433,-3.0065009474562086
2022-05-12,spring,2022-05,2022-06-09,2022Q4,2,12.749894,14.425638834007529,14.174458071666466,13.272472162761503,15.69904392215021,-2.9491499221502107,-1.273405088142681,-1.524585850483744,-2.4265717593887075
2022-05-12,spring,2022-05,2022-06-09,2023Q1,3,7.85719611,9.51392686084692,9.273528013908647,9.012264427925656,16.393468660721577,-8.536272550721577,-6.879541799874657,-7.11994064681293,-7.3812042327959215
2022-08-11,summer,2022-08,2022-09-11,2022Q4,1,19.6557739,16.822327447713988,16.608284373111243,15.939051393112543,15.69904392215021,3.9567299778497897,1.123283525563778,0.9092404509610326,0.24000747096233255
2022-08-11,summer,2022-08,2022-09-11,2023Q1,2,16.1682854,12.21709884401845,12.011493516814847,11.578552905847717,16.393468660721577,-0.2251832607215789,-4.176369816703128,-4.381975143906731,-4.81491575487386
2022-08-11,summer,2022-08,2022-09-11,2023Q2,3,11.4594623,8.693170944355904,8.494022194236509,7.8055405090214665,11.15840613352934,0.30105616647066036,-2.465235189173436,-2.664383939292831,-3.3528656245078734
2022-11-10,autumn,2022-11,2022-12-11,2023Q1,1,14.8665554,10.116095356045143,10.674740563667198,11.792822866037968,16.393468660721577,-1.526913260721578,-6.277373304676434,-5.718728097054379,-4.60064579468361
2022-11-10,autumn,2022-11,2022-12-11,2023Q2,2,10.1921138,6.590839742050368,7.1316004873871135,8.012564961943418,11.15840613352934,-0.9662923335293403,-4.567566391478972,-4.026805646142226,-3.1458411715859214
