origin,variant,rho,phi,b_u,b_q,sigma,r_u,is_n,converged,rate_path_stale,curve_date
2008-01,S_A,0.9000444544301958,0.04675894872956415,-0.03708436879038069,0.016426764800708555,0.026805754913506383,0.995,61,True,False,2008-02-07
2008-01,S_M,0.9000444544301958,0.04675894872956415,-0.03708436879038069,0.016426764800708555,0.026805754913506383,0.995,61,True,False,2008-02-07
2008-01,S_M25,0.9000444544301958,0.04675894872956415,-0.03708436879038069,0.016426764800708555,0.026805754913506383,0.995,61,True,False,2008-02-07
2008-01,S_M75,0.9000444544301958,0.04675894872956415,-0.03708436879038069,0.016426764800708555,0.026805754913506383,0.995,61,True,False,2008-02-07
2008-02,S_A,0.9,0.04805047706158777,-0.05784960326444406,0.015395795920969194,0.02689069535282876,0.995,62,True,False,2008-03-07
2008-02,S_M,0.9,0.04805047706158777,-0.05784960326444406,0.015395795920969194,0.02689069535282876,0.995,62,True,False,2008-03-07
2008-02,S_M25,0.9,0.04805047706158777,-0.05784960326444406,0.015395795920969194,0.02689069535282876,0.995,62,True,False,2008-03-07
2008-02,S_M75,0.9,0.04805047706158777,-0.05784960326444406,0.015395795920969194,0.02689069535282876,0.995,62,True,False,2008-03-07
2008-03,S_A,0.9,0.04535246736796748,-0.05331400813411347,0.015927143134338233,0.026080479641020834,0.995,63,True,False,2008-04-07
2008-03,S_M,0.9,0.04535246736796748,-0.05331400813411347,0.015927143134338233,0.026080479641020834,0.995,63,True,False,2008-04-07
2008-03,S_M25,0.9,0.04535246736796748,-0.05331400813411347,0.015927143134338233,0.026080479641020834,0.995,63,True,False,2008-04-07
2008-03,S_M75,0.9,0.04535246736796748,-0.05331400813411347,0.015927143134338233,0.026080479641020834,0.995,63,True,False,2008-04-07
2008-04,S_A,0.900059196899102,0.035837786828229426,-0.04632096346587765,0.016859134781343956,0.025573533164277597,0.995,64,True,False,2008-05-07
2008-04,S_M,0.900059196899102,0.035837786828229426,-0.04632096346587765,0.016859134781343956,0.025573533164277597,0.995,64,True,False,2008-05-07
2008-04,S_M25,0.900059196899102,0.035837786828229426,-0.04632096346587765,0.016859134781343956,0.025573533164277597,0.995,64,True,False,2008-05-07
2008-04,S_M75,0.900059196899102,0.035837786828229426,-0.04632096346587765,0.016859134781343956,0.025573533164277597,0.995,64,True,False,2008-05-07
2008-05,S_A,0.9,0.07086263033420903,-0.043643780879813666,0.016258975719002366,0.025809109123141424,0.995,65,True,False,2008-06-06
2008-05,S_M,0.9,0.07086263033420903,-0.043643780879813666,0.016258975719002366,0.025809109123141424,0.995,65,True,False,2008-06-06
2008-05,S_M25,0.9,0.07086263033420903,-0.043643780879813666,0.016258975719002366,0.025809109123141424,0.995,65,True,False,2008-06-06
2008-05,S_M75,0.9,0.07086263033420903,-0.043643780879813666,0.016258975719002366,0.025809109123141424,0.995,65,True,False,2008-06-06
2008-06,S_A,0.9001190506656113,0.034740584613578096,-0.04805202436563546,0.016742686771425524,0.02613654373759798,0.995,66,True,False,2008-07-07
2008-06,S_M,0.9001190506656113,0.034740584613578096,-0.04805202436563546,0.016742686771425524,0.02613654373759798,0.995,66,True,False,2008-07-07
2008-06,S_M25,0.9001190506656113,0.034740584613578096,-0.04805202436563546,0.016742686771425524,0.02613654373759798,0.995,66,True,False,2008-07-07
2008-06,S_M75,0.9001190506656113,0.034740584613578096,-0.04805202436563546,0.016742686771425524,0.02613654373759798,0.995,66,True,False,2008-07-07
2008-07,S_A,0.9001006502917092,0.0367535297182499,-0.04526366595630951,0.01730533108128253,0.02711988165633825,0.995,67,True,False,2008-08-07
2008-07,S_M,0.9001006502917092,0.0367535297182499,-0.04526366595630951,0.01730533108128253,0.02711988165633825,0.995,67,True,False,2008-08-07
2008-07,S_M25,0.9001006502917092,0.0367535297182499,-0.04526366595630951,0.01730533108128253,0.02711988165633825,0.995,67,True,False,2008-08-07
2008-07,S_M75,0.9001006502917092,0.0367535297182499,-0.04526366595630951,0.01730533108128253,0.02711988165633825,0.995,67,True,False,2008-08-07
2008-08,S_A,0.9000123430500446,0.03648182287126693,-0.04389646568641568,0.01768873927126749,0.02827592839517054,0.995,68,True,False,2008-09-05
2008-08,S_M,0.9000123430500446,0.03648182287126693,-0.04389646568641568,0.01768873927126749,0.02827592839517054,0.995,68,True,False,2008-09-05
2008-08,S_M25,0.9000123430500446,0.03648182287126693,-0.04389646568641568,0.01768873927126749,0.02827592839517054,0.995,68,True,False,2008-09-05
2008-08,S_M75,0.9000123430500446,0.03648182287126693,-0.04389646568641568,0.01768873927126749,0.02827592839517054,0.995,68,True,False,2008-09-05
2008-09,S_A,0.9000051894115279,0.038163443134564115,-0.043102331756315816,0.018153292961237473,0.029159758250986705,0.995,69,True,False,2008-10-07
2008-09,S_M,0.9000051894115279,0.038163443134564115,-0.043102331756315816,0.018153292961237473,0.029159758250986705,0.995,69,True,False,2008-10-07
2008-09,S_M25,0.9000051894115279,0.038163443134564115,-0.043102331756315816,0.018153292961237473,0.029159758250986705,0.995,69,True,False,2008-10-07
2008-09,S_M75,0.9000051894115279,0.038163443134564115,-0.043102331756315816,0.018153292961237473,0.029159758250986705,0.995,69,True,False,2008-10-07
2008-10,S_A,0.9000172762330152,0.036599492318236934,-0.045473002803915606,0.017548490900166643,0.029923136695917545,0.995,70,True,False,2008-11-07
2008-10,S_M,0.9000172762330152,0.036599492318236934,-0.045473002803915606,0.017548490900166643,0.029923136695917545,0.995,70,True,False,2008-11-07
2008-10,S_M25,0.9000172762330152,0.036599492318236934,-0.045473002803915606,0.017548490900166643,0.029923136695917545,0.995,70,True,False,2008-11-07
2008-10,S_M75,0.9000172762330152,0.036599492318236934,-0.045473002803915606,0.017548490900166643,0.029923136695917545,0.995,70,True,False,2008-11-07
2008-11,S_A,0.9000160637432174,0.03605921059447183,-0.04496541634992618,0.018015058473710637,0.03078585357704836,0.995,71,False,False,2008-12-05
2008-11,S_M,0.9000160637432174,0.03605921059447183,-0.04496541634992618,0.018015058473710637,0.03078585357704836,0.995,71,False,False,2008-12-05
2008-11,S_M25,0.9000160637432174,0.03605921059447183,-0.04496541634992618,0.018015058473710637,0.03078585357704836,0.995,71,False,False,2008-12-05
2008-11,S_M75,0.9000160637432174,0.03605921059447183,-0.04496541634992618,0.018015058473710637,0.03078585357704836,0.995,71,False,False,2008-12-05
2008-12,S_A,0.9000038576612848,0.040857113719959905,-0.041872148118616476,0.021086236288090688,0.029069036054532253,0.995,72,True,False,2009-01-07
2008-12,S_M,0.9000038576612848,0.040857113719959905,-0.041872148118616476,0.021086236288090688,0.029069036054532253,0.995,72,True,False,2009-01-07
2008-12,S_M25,0.9000038576612848,0.040857113719959905,-0.041872148118616476,0.021086236288090688,0.029069036054532253,0.995,72,True,False,2009-01-07
2008-12,S_M75,0.9000038576612848,0.040857113719959905,-0.041872148118616476,0.021086236288090688,0.029069036054532253,0.995,72,True,False,2009-01-07
2009-01,S_A,0.9000030172243865,0.0379701173240242,-0.042128227180715495,0.02134098020012484,0.022985127306961266,0.995,73,True,False,2009-02-06
2009-01,S_M,0.9000030172243865,0.0379701173240242,-0.042128227180715495,0.02134098020012484,0.022985127306961266,0.995,73,True,False,2009-02-06
2009-01,S_M25,0.9000030172243865,0.0379701173240242,-0.042128227180715495,0.02134098020012484,0.022985127306961266,0.995,73,True,False,2009-02-06
2009-01,S_M75,0.9000030172243865,0.0379701173240242,-0.042128227180715495,0.02134098020012484,0.022985127306961266,0.995,73,True,False,2009-02-06
2009-02,S_A,0.9000027011745736,0.03662100862896421,-0.04160145806813021,0.020516937799348,0.015490878006050526,0.995,74,True,False,2009-03-06
2009-02,S_M,0.9000027011745736,0.03662100862896421,-0.04160145806813021,0.020516937799348,0.015490878006050526,0.995,74,True,False,2009-03-06
2009-02,S_M25,0.9000027011745736,0.03662100862896421,-0.04160145806813021,0.020516937799348,0.015490878006050526,0.995,74,True,False,2009-03-06
2009-02,S_M75,0.9000027011745736,0.03662100862896421,-0.04160145806813021,0.020516937799348,0.015490878006050526,0.995,74,True,False,2009-03-06
2009-03,S_A,0.9000034998919382,0.03557834732350764,-0.041759908545999015,0.020744840822801716,-0.00478355843266184,0.995,75,True,False,2009-04-07
2009-03,S_M,0.9000034998919382,0.03557834732350764,-0.041759908545999015,0.020744840822801716,-0.00478355843266184,0.995,75,True,False,2009-04-07
2009-03,S_M25,0.9000034998919382,0.03557834732350764,-0.041759908545999015,0.020744840822801716,-0.00478355843266184,0.995,75,True,False,2009-04-07
2009-03,S_M75,0.9000034998919382,0.03557834732350764,-0.041759908545999015,0.020744840822801716,-0.00478355843266184,0.995,75,True,False,2009-04-07
2009-04,S_A,0.9000066972160061,0.036873498059411904,-0.04240849639744734,0.020222864078813664,-0.020170492692450134,0.995,76,True,False,2009-05-07
2009-04,S_M,0.9000066972160061,0.036873498059411904,-0.04240849639744734,0.020222864078813664,-0.020170492692450134,0.995,76,True,False,2009-05-07
2009-04,S_M25,0.9000066972160061,0.036873498059411904,-0.04240849639744734,0.020222864078813664,-0.020170492692450134,0.995,76,True,False,2009-05-07
2009-04,S_M75,0.9000066972160061,0.036873498059411904,-0.04240849639744734,0.020222864078813664,-0.020170492692450134,0.995,76,True,False,2009-05-07
2009-05,S_A,0.9000341649997036,0.03341031467450354,-0.042411292951353555,0.020413161200810315,-0.02957716360647571,0.995,77,True,False,2009-06-05
2009-05,S_M,0.9000341649997036,0.03341031467450354,-0.042411292951353555,0.020413161200810315,-0.02957716360647571,0.995,77,True,False,2009-06-05
2009-05,S_M25,0.9000341649997036,0.03341031467450354,-0.042411292951353555,0.020413161200810315,-0.02957716360647571,0.995,77,True,False,2009-06-05
2009-05,S_M75,0.9000341649997036,0.03341031467450354,-0.042411292951353555,0.020413161200810315,-0.02957716360647571,0.995,77,True,False,2009-06-05
2009-06,S_A,0.9000029808348805,0.03868255350012266,-0.041556837879721864,0.019791642042515885,-0.03563651821181358,0.995,78,True,False,2009-07-07
2009-06,S_M,0.9000029808348805,0.03868255350012266,-0.041556837879721864,0.019791642042515885,-0.03563651821181358,0.995,78,True,False,2009-07-07
2009-06,S_M25,0.9000029808348805,0.03868255350012266,-0.041556837879721864,0.019791642042515885,-0.03563651821181358,0.995,78,True,False,2009-07-07
2009-06,S_M75,0.9000029808348805,0.03868255350012266,-0.041556837879721864,0.019791642042515885,-0.03563651821181358,0.995,78,True,False,2009-07-07
2009-07,S_A,0.9000226348733977,0.04527868055307662,-0.04061145674404115,0.018266018933282467,-0.04005752142894566,0.995,79,True,False,2009-08-07
2009-07,S_M,0.9000226348733977,0.04527868055307662,-0.04061145674404115,0.018266018933282467,-0.04005752142894566,0.995,79,True,False,2009-08-07
2009-07,S_M25,0.9000226348733977,0.04527868055307662,-0.04061145674404115,0.018266018933282467,-0.04005752142894566,0.995,79,True,False,2009-08-07
2009-07,S_M75,0.9000226348733977,0.04527868055307662,-0.04061145674404115,0.018266018933282467,-0.04005752142894566,0.995,79,True,False,2009-08-07
2009-08,S_A,0.9000302780983676,0.05219311132416269,-0.03824056679174191,0.010103555953329088,-0.04349313776426277,0.995,80,True,False,2009-09-07
2009-08,S_M,0.9000302780983676,0.05219311132416269,-0.03824056679174191,0.010103555953329088,-0.04349313776426277,0.995,80,True,False,2009-09-07
2009-08,S_M25,0.9000302780983676,0.05219311132416269,-0.03824056679174191,0.010103555953329088,-0.04349313776426277,0.995,80,True,False,2009-09-07
2009-08,S_M75,0.9000302780983676,0.05219311132416269,-0.03824056679174191,0.010103555953329088,-0.04349313776426277,0.995,80,True,False,2009-09-07
2009-09,S_A,0.9,0.10530998202564903,-0.034355464636021835,0.009441573630201748,-0.04652964913724553,0.995,81,True,False,2009-10-07
2009-09,S_M,0.9,0.10530998202564903,-0.034355464636021835,0.009441573630201748,-0.04652964913724553,0.995,81,True,False,2009-10-07
