origin,variant,rho,phi,b_u,b_q,sigma,r_u,is_n,converged,rate_path_stale,curve_date
2009-09,S_M25,0.9,0.10530998202564903,-0.034355464636021835,0.009441573630201748,-0.04652964913724553,0.995,81,True,False,2009-10-07
2009-09,S_M75,0.9,0.10530998202564903,-0.034355464636021835,0.009441573630201748,-0.04652964913724553,0.995,81,True,False,2009-10-07
2009-10,S_A,0.9000398919638537,0.0651725963433852,-0.03637398542695051,0.01075516971702428,-0.04815223398101815,0.995,82,True,False,2009-11-06
2009-10,S_M,0.9000398919638537,0.0651725963433852,-0.03637398542695051,0.01075516971702428,-0.04815223398101815,0.995,82,True,False,2009-11-06
2009-10,S_M25,0.9000398919638537,0.0651725963433852,-0.03637398542695051,0.01075516971702428,-0.04815223398101815,0.995,82,True,False,2009-11-06
2009-10,S_M75,0.9000398919638537,0.0651725963433852,-0.03637398542695051,0.01075516971702428,-0.04815223398101815,0.995,82,True,False,2009-11-06
2009-11,S_A,0.9000159750955361,0.05703624711027988,-0.038241766539906054,0.010531925281639178,-0.04774136938630741,0.995,83,True,False,2009-12-07
2009-11,S_M,0.9000159750955361,0.05703624711027988,-0.038241766539906054,0.010531925281639178,-0.04774136938630741,0.995,83,True,False,2009-12-07
2009-11,S_M25,0.9000159750955361,0.05703624711027988,-0.038241766539906054,0.010531925281639178,-0.04774136938630741,0.995,83,True,False,2009-12-07
2009-11,S_M75,0.9000159750955361,0.05703624711027988,-0.038241766539906054,0.010531925281639178,-0.04774136938630741,0.995,83,True,False,2009-12-07
2009-12,S_A,0.900079239895546,0.062097412660827384,-0.03704548022398984,0.010989569496842695,-0.047410121061282985,0.995,84,True,False,2010-01-07
2009-12,S_M,0.900079239895546,0.062097412660827384,-0.03704548022398984,0.010989569496842695,-0.047410121061282985,0.995,84,True,False,2010-01-07
2009-12,S_M25,0.900079239895546,0.062097412660827384,-0.03704548022398984,0.010989569496842695,-0.047410121061282985,0.995,84,True,False,2010-01-07
2009-12,S_M75,0.900079239895546,0.062097412660827384,-0.03704548022398984,0.010989569496842695,-0.047410121061282985,0.995,84,True,False,2010-01-07
2010-01,S_A,0.9000074998637562,0.06895939883765466,-0.03557870608499929,0.011537498672714358,-0.047123564404933156,0.995,85,True,False,2010-02-08
2010-01,S_M,0.9000074998637562,0.06895939883765466,-0.03557870608499929,0.011537498672714358,-0.047123564404933156,0.995,85,True,False,2010-02-08
2010-01,S_M25,0.9000074998637562,0.06895939883765466,-0.03557870608499929,0.011537498672714358,-0.047123564404933156,0.995,85,True,False,2010-02-08
2010-01,S_M75,0.9000074998637562,0.06895939883765466,-0.03557870608499929,0.011537498672714358,-0.047123564404933156,0.995,85,True,False,2010-02-08
2010-02,S_A,0.9000011329360096,0.05507891124560038,-0.03856563330103095,0.01100495674908925,-0.046067562380255916,0.995,86,True,False,2010-03-08
2010-02,S_M,0.9000011329360096,0.05507891124560038,-0.03856563330103095,0.01100495674908925,-0.046067562380255916,0.995,86,True,False,2010-03-08
2010-02,S_M25,0.9000011329360096,0.05507891124560038,-0.03856563330103095,0.01100495674908925,-0.046067562380255916,0.995,86,True,False,2010-03-08
2010-02,S_M75,0.9000011329360096,0.05507891124560038,-0.03856563330103095,0.01100495674908925,-0.046067562380255916,0.995,86,True,False,2010-03-08
2010-03,S_A,0.9000024056030701,0.054667683029838036,-0.03838684794876551,0.010998055338080905,-0.04387998255589419,0.995,87,True,False,2010-04-08
2010-03,S_M,0.9000024056030701,0.054667683029838036,-0.03838684794876551,0.010998055338080905,-0.04387998255589419,0.995,87,True,False,2010-04-08
2010-03,S_M25,0.9000024056030701,0.054667683029838036,-0.03838684794876551,0.010998055338080905,-0.04387998255589419,0.995,87,True,False,2010-04-08
2010-03,S_M75,0.9000024056030701,0.054667683029838036,-0.03838684794876551,0.010998055338080905,-0.04387998255589419,0.995,87,True,False,2010-04-08
2010-04,S_A,0.9000500976582891,0.06317430727003742,-0.03502908584561419,0.01102086280323626,-0.04334310155342293,0.995,88,True,False,2010-05-07
2010-04,S_M,0.9000500976582891,0.06317430727003742,-0.03502908584561419,0.01102086280323626,-0.04334310155342293,0.995,88,True,False,2010-05-07
2010-04,S_M25,0.9000500976582891,0.06317430727003742,-0.03502908584561419,0.01102086280323626,-0.04334310155342293,0.995,88,True,False,2010-05-07
2010-04,S_M75,0.9000500976582891,0.06317430727003742,-0.03502908584561419,0.01102086280323626,-0.04334310155342293,0.995,88,True,False,2010-05-07
2010-05,S_A,0.9000026542171808,0.07709333531530574,-0.030370951787754376,0.010666246666814618,-0.04404445713983941,0.995,89,True,False,2010-06-08
2010-05,S_M,0.9000026542171808,0.07709333531530574,-0.030370951787754376,0.010666246666814618,-0.04404445713983941,0.995,89,True,False,2010-06-08
2010-05,S_M25,0.9000026542171808,0.07709333531530574,-0.030370951787754376,0.010666246666814618,-0.04404445713983941,0.995,89,True,False,2010-06-08
2010-05,S_M75,0.9000026542171808,0.07709333531530574,-0.030370951787754376,0.010666246666814618,-0.04404445713983941,0.995,89,True,False,2010-06-08
2010-06,S_A,0.9001000429959521,0.07915262976537331,-0.03018491807023442,0.010642705789015569,-0.04554932982579414,0.995,90,True,False,2010-07-09
2010-06,S_M,0.9001000429959521,0.07915262976537331,-0.03018491807023442,0.010642705789015569,-0.04554932982579414,0.995,90,True,False,2010-07-09
2010-06,S_M25,0.9001000429959521,0.07915262976537331,-0.03018491807023442,0.010642705789015569,-0.04554932982579414,0.995,90,True,False,2010-07-09
2010-06,S_M75,0.9001000429959521,0.07915262976537331,-0.03018491807023442,0.010642705789015569,-0.04554932982579414,0.995,90,True,False,2010-07-09
2010-07,S_A,0.9000640241089842,0.07877101324745532,-0.0311301218286952,0.010945568256779893,-0.046744940228031134,0.995,91,True,False,2010-08-06
2010-07,S_M,0.9000640241089842,0.07877101324745532,-0.0311301218286952,0.010945568256779893,-0.046744940228031134,0.995,91,True,False,2010-08-06
2010-07,S_M25,0.9000640241089842,0.07877101324745532,-0.0311301218286952,0.010945568256779893,-0.046744940228031134,0.995,91,True,False,2010-08-06
2010-07,S_M75,0.9000640241089842,0.07877101324745532,-0.0311301218286952,0.010945568256779893,-0.046744940228031134,0.995,91,True,False,2010-08-06
2010-08,S_A,0.9000492716552156,0.07863273055704077,-0.030911993405257264,0.010875398265363418,-0.04725288099823681,0.995,92,True,False,2010-09-08
2010-08,S_M,0.9000492716552156,0.07863273055704077,-0.030911993405257264,0.010875398265363418,-0.04725288099823681,0.995,92,True,False,2010-09-08
2010-08,S_M25,0.9000492716552156,0.07863273055704077,-0.030911993405257264,0.010875398265363418,-0.04725288099823681,0.995,92,True,False,2010-09-08
2010-08,S_M75,0.9000492716552156,0.07863273055704077,-0.030911993405257264,0.010875398265363418,-0.04725288099823681,0.995,92,True,False,2010-09-08
2010-09,S_A,0.900007951974609,0.07847179041145658,-0.031754621792095455,0.011165043536890884,-0.046934930423737906,0.995,93,True,False,2010-10-08
2010-09,S_M,0.900007951974609,0.07847179041145658,-0.031754621792095455,0.011165043536890884,-0.046934930423737906,0.995,93,True,False,2010-10-08
2010-09,S_M25,0.900007951974609,0.07847179041145658,-0.031754621792095455,0.011165043536890884,-0.046934930423737906,0.995,93,True,False,2010-10-08
2010-09,S_M75,0.900007951974609,0.07847179041145658,-0.031754621792095455,0.011165043536890884,-0.046934930423737906,0.995,93,True,False,2010-10-08
2010-10,S_A,0.9,0.12512991064935472,-0.027151302048674043,0.010035022169552267,-0.04670404368788474,0.995,94,True,False,2010-11-08
2010-10,S_M,0.9,0.12512991064935472,-0.027151302048674043,0.010035022169552267,-0.04670404368788474,0.995,94,True,False,2010-11-08
2010-10,S_M25,0.9,0.12512991064935472,-0.027151302048674043,0.010035022169552267,-0.04670404368788474,0.995,94,True,False,2010-11-08
2010-10,S_M75,0.9,0.12512991064935472,-0.027151302048674043,0.010035022169552267,-0.04670404368788474,0.995,94,True,False,2010-11-08
2010-11,S_A,0.9000708994497142,0.07367877445077299,-0.03150216387219089,0.010933729447030905,-0.04619066281160368,0.995,95,True,False,2010-12-08
2010-11,S_M,0.9000708994497142,0.07367877445077299,-0.03150216387219089,0.010933729447030905,-0.04619066281160368,0.995,95,True,False,2010-12-08
2010-11,S_M25,0.9000708994497142,0.07367877445077299,-0.03150216387219089,0.010933729447030905,-0.04619066281160368,0.995,95,True,False,2010-12-08
2010-11,S_M75,0.9000708994497142,0.07367877445077299,-0.03150216387219089,0.010933729447030905,-0.04619066281160368,0.995,95,True,False,2010-12-08
2010-12,S_A,0.9001136661864666,0.06847862130998643,-0.031185296298861607,0.010798629148348426,-0.045101448542557494,0.995,96,True,False,2011-01-07
2010-12,S_M,0.9001136661864666,0.06847862130998643,-0.031185296298861607,0.010798629148348426,-0.045101448542557494,0.995,96,True,False,2011-01-07
2010-12,S_M25,0.9001136661864666,0.06847862130998643,-0.031185296298861607,0.010798629148348426,-0.045101448542557494,0.995,96,True,False,2011-01-07
2010-12,S_M75,0.9001136661864666,0.06847862130998643,-0.031185296298861607,0.010798629148348426,-0.045101448542557494,0.995,96,True,False,2011-01-07
2011-01,S_A,0.9000066453519111,0.07479113140168596,-0.029749695926583455,0.010545339193403428,-0.04445284314780592,0.995,97,True,False,2011-02-08
2011-01,S_M,0.9000066453519111,0.07479113140168596,-0.029749695926583455,0.010545339193403428,-0.04445284314780592,0.995,97,True,False,2011-02-08
2011-01,S_M25,0.9000066453519111,0.07479113140168596,-0.029749695926583455,0.010545339193403428,-0.04445284314780592,0.995,97,True,False,2011-02-08
2011-01,S_M75,0.9000066453519111,0.07479113140168596,-0.029749695926583455,0.010545339193403428,-0.04445284314780592,0.995,97,True,False,2011-02-08
2011-02,S_A,0.9000071927630885,0.05922030957183323,-0.03207140175378914,0.011306880789408988,-0.0440995660602928,0.995,98,True,False,2011-03-08
2011-02,S_M,0.9000071927630885,0.05922030957183323,-0.03207140175378914,0.011306880789408988,-0.0440995660602928,0.995,98,True,False,2011-03-08
2011-02,S_M25,0.9000071927630885,0.05922030957183323,-0.03207140175378914,0.011306880789408988,-0.0440995660602928,0.995,98,True,False,2011-03-08
2011-02,S_M75,0.9000071927630885,0.05922030957183323,-0.03207140175378914,0.011306880789408988,-0.0440995660602928,0.995,98,True,False,2011-03-08
2011-03,S_A,0.9000000271417794,0.10601477882159524,-0.028676334908915902,0.010615285084121082,-0.04357925644734953,0.995,99,True,False,2011-04-08
2011-03,S_M,0.9000000271417794,0.10601477882159524,-0.028676334908915902,0.010615285084121082,-0.04357925644734953,0.995,99,True,False,2011-04-08
2011-03,S_M25,0.9000000271417794,0.10601477882159524,-0.028676334908915902,0.010615285084121082,-0.04357925644734953,0.995,99,True,False,2011-04-08
2011-03,S_M75,0.9000000271417794,0.10601477882159524,-0.028676334908915902,0.010615285084121082,-0.04357925644734953,0.995,99,True,False,2011-04-08
2011-04,S_A,0.9000167701458367,0.053235541522510234,-0.03156780460479625,0.011036976688772153,-0.04327639796356352,0.995,100,True,False,2011-05-09
2011-04,S_M,0.9000167701458367,0.053235541522510234,-0.03156780460479625,0.011036976688772153,-0.04327639796356352,0.995,100,True,False,2011-05-09
2011-04,S_M25,0.9000167701458367,0.053235541522510234,-0.03156780460479625,0.011036976688772153,-0.04327639796356352,0.995,100,True,False,2011-05-09
2011-04,S_M75,0.9000167701458367,0.053235541522510234,-0.03156780460479625,0.011036976688772153,-0.04327639796356352,0.995,100,True,False,2011-05-09
2011-05,S_A,0.9000772511332307,0.057260299347468936,-0.030659805524803435,0.010785167893433296,-0.04321086689687163,0.995,101,True,False,2011-06-08
2011-05,S_M,0.9000772511332307,0.057260299347468936,-0.030659805524803435,0.010785167893433296,-0.04321086689687163,0.995,101,True,False,2011-06-08
2011-05,S_M25,0.9000772511332307,0.057260299347468936,-0.030659805524803435,0.010785167893433296,-0.04321086689687163,0.995,101,True,False,2011-06-08
2011-05,S_M75,0.9000772511332307,0.057260299347468936,-0.030659805524803435,0.010785167893433296,-0.04321086689687163,0.995,101,True,False,2011-06-08
2011-06,S_A,0.9001143536711764,0.05921032783965675,-0.029204739044003943,0.010394151133109325,-0.043283164196739186,0.995,102,True,False,2011-07-11
2011-06,S_M,0.9001143536711764,0.05921032783965675,-0.029204739044003943,0.010394151133109325,-0.043283164196739186,0.995,102,True,False,2011-07-11
2011-06,S_M25,0.9001143536711764,0.05921032783965675,-0.029204739044003943,0.010394151133109325,-0.043283164196739186,0.995,102,True,False,2011-07-11
2011-06,S_M75,0.9001143536711764,0.05921032783965675,-0.029204739044003943,0.010394151133109325,-0.043283164196739186,0.995,102,True,False,2011-07-11
2011-07,S_A,0.9000752042311359,0.054601890229195774,-0.030635028083112626,0.011004944879137063,-0.043376793467139636,0.995,103,True,False,2011-08-08
2011-07,S_M,0.9000752042311359,0.054601890229195774,-0.030635028083112626,0.011004944879137063,-0.043376793467139636,0.995,103,True,False,2011-08-08
2011-07,S_M25,0.9000752042311359,0.054601890229195774,-0.030635028083112626,0.011004944879137063,-0.043376793467139636,0.995,103,True,False,2011-08-08
2011-07,S_M75,0.9000752042311359,0.054601890229195774,-0.030635028083112626,0.011004944879137063,-0.043376793467139636,0.995,103,True,False,2011-08-08
2011-08,S_A,0.9000364027542307,0.058859032192533384,-0.030744317785330957,0.01118619506583489,-0.04352268696241897,0.995,104,True,False,2011-09-08
2011-08,S_M,0.9000364027542307,0.058859032192533384,-0.030744317785330957,0.01118619506583489,-0.04352268696241897,0.995,104,True,False,2011-09-08
2011-08,S_M25,0.9000364027542307,0.058859032192533384,-0.030744317785330957,0.01118619506583489,-0.04352268696241897,0.995,104,True,False,2011-09-08
2011-08,S_M75,0.9000364027542307,0.058859032192533384,-0.030744317785330957,0.01118619506583489,-0.04352268696241897,0.995,104,True,False,2011-09-08
2011-09,S_A,0.9000035644053234,0.058480239923087214,-0.031061827067793327,0.01127272332844005,-0.04331492584099324,0.995,105,True,False,2011-10-07
2011-09,S_M,0.9000035644053234,0.058480239923087214,-0.031061827067793327,0.01127272332844005,-0.04331492584099324,0.995,105,True,False,2011-10-07
2011-09,S_M25,0.9000035644053234,0.058480239923087214,-0.031061827067793327,0.01127272332844005,-0.04331492584099324,0.995,105,True,False,2011-10-07
2011-09,S_M75,0.9000035644053234,0.058480239923087214,-0.031061827067793327,0.01127272332844005,-0.04331492584099324,0.995,105,True,False,2011-10-07
2011-10,S_A,0.9000128177222442,0.05744061050166415,-0.030949339323917593,0.011255268874367372,-0.043248663137254645,0.995,106,True,False,2011-11-08
2011-10,S_M,0.9000128177222442,0.05744061050166415,-0.030949339323917593,0.011255268874367372,-0.043248663137254645,0.995,106,True,False,2011-11-08
2011-10,S_M25,0.9000128177222442,0.05744061050166415,-0.030949339323917593,0.011255268874367372,-0.043248663137254645,0.995,106,True,False,2011-11-08
2011-10,S_M75,0.9000128177222442,0.05744061050166415,-0.030949339323917593,0.011255268874367372,-0.043248663137254645,0.995,106,True,False,2011-11-08
2011-11,S_A,0.9000100694902122,0.06001150684926843,-0.030422459143962275,0.011019590479086152,-0.04320080149042879,0.995,107,True,False,2011-12-08
2011-11,S_M,0.9000100694902122,0.06001150684926843,-0.030422459143962275,0.011019590479086152,-0.04320080149042879,0.995,107,True,False,2011-12-08
2011-11,S_M25,0.9000100694902122,0.06001150684926843,-0.030422459143962275,0.011019590479086152,-0.04320080149042879,0.995,107,True,False,2011-12-08
2011-11,S_M75,0.9000100694902122,0.06001150684926843,-0.030422459143962275,0.011019590479086152,-0.04320080149042879,0.995,107,True,False,2011-12-08
2011-12,S_A,0.9000466935038833,0.06139228474684328,-0.02975230162076936,0.010472853726828211,-0.04319261434395297,0.995,108,True,False,2012-01-06
2011-12,S_M,0.9000466935038833,0.06139228474684328,-0.02975230162076936,0.010472853726828211,-0.04319261434395297,0.995,108,True,False,2012-01-06
2011-12,S_M25,0.9000466935038833,0.06139228474684328,-0.02975230162076936,0.010472853726828211,-0.04319261434395297,0.995,108,True,False,2012-01-06
