origin,h,target,mm_E1R,mm_E4,mm_E5,mm_E6,mm_F2R,mm_E1_ML,mm_E1_fixed,mm_E2_ML,mm_E2_fixed,mm_E3_ML,mm_E3_fixed,mm_real,mm_naive,mm_F3,h0_real,h0_model,mm_F2_D1_ML,mm_F2_D1_fixed,mm_F2_D1_noFMIE,mm_F2_D2_ML,mm_F2_D2_fixed,f2_level,f2_phi,f2_bias_m,mm_F1a,mm_F1b,tp,op,real_yy,yy_b_F1a,yy_a_F1a,yy_b_F1b,yy_a_F1b,yy_b_F2_D1_ML,yy_a_F2_D1_ML,yy_b_F2_D1_fixed,yy_a_F2_D1_fixed,yy_b_F2_D1_noFMIE,yy_a_F2_D1_noFMIE,yy_b_F2_D2_ML,yy_a_F2_D2_ML,yy_b_F2_D2_fixed,yy_a_F2_D2_fixed,yy_b_F3,yy_a_F3,yy_b_naive,yy_a_naive,yy_rw,fmie_1y,yy_b_E1_ML,yy_a_E1_ML,yy_b_E1_fixed,yy_a_E1_fixed,yy_b_E2_ML,yy_a_E2_ML,yy_b_E2_fixed,yy_a_E2_fixed,yy_b_E3_ML,yy_a_E3_ML,yy_b_E3_fixed,yy_a_E3_fixed,yy_b_E1R,yy_a_E1R,yy_b_E4,yy_a_E4,yy_b_E5,yy_a_E5,yy_b_E6,yy_a_E6,yy_b_F2R,yy_a_F2R
2008-01,1,2008-02,0.47888322113879694,0.35747772164189534,0.3760151553446177,0.35550089493129033,0.3369871754110308,0.3594663799479795,0.2795702701881476,0.3142889341795358,0.2476709628158633,0.3145400008373215,0.2502680650813046,0.3337041156840969,0.2002999610392342,,2.978235967926701,,0.2482020067054038,0.2474823235055977,0.304529719061327,0.2507795935398629,0.2501778978421214,0.307577383863566,0.184243418382361,0.0679943295239522,,,2008-02,2008-01,7.637231503579972,,,,,7.545505494067031,,7.544733423426665,,7.605933433694685,,7.548270709537411,,7.547625214988164,,,,7.494116545315377,,5.434782608695668,3.7454545454545456,7.664869063929888,,7.57915712756463,,7.616403045140115,,7.544935794238036,,7.616672387533134,,7.5477219457137315,,7.792978539145336,,7.662735646486968,,7.682622463788574,,7.660614921889312,,7.640753544981542,
2008-01,2,2008-03,0.22748812937756063,0.11138834180719126,0.12902069791412907,0.11120374898990149,0.08740040919332387,0.2062021766953088,0.1339855728137861,0.1664215639184268,0.1096080845402242,0.1666255521716895,0.1120696378796068,-0.1108647450110966,0.0208502022394707,,2.978235967926701,,0.1070326269714843,0.1071132586160846,0.1635546389003108,0.1119542256286785,0.1120012230201899,0.307577383863566,0.184243418382361,0.0679943295239522,,,2008-03,2008-01,7.1343638525565,,,,,7.276569276377638,,7.2758855421927695,,7.3974501842677425,,7.284601789763345,,7.284008242006795,,,,7.132998265965394,,5.434782608695668,3.7454545454545456,7.502024252015203,,7.339029076956086,,7.410973786978676,,7.278760895082309,,7.411461357506524,,7.284178051783837,,7.652802873894473,,7.398179027952515,,7.4369362313700105,,7.395865489709181,,7.350522258483213,
2008-01,3,2008-04,0.35632182830456166,0.2456376663675305,0.2616161349969638,0.2456204940225453,0.22093619732762726,0.302969046460559,0.2407878086568419,0.267296170297768,0.2193524162846578,0.2674780446067979,0.221651151401919,0.3329633740288606,0.219407348802787,,2.978235967926701,,0.2188336859617941,0.2192136087986682,0.2751960367432268,0.2243221676572974,0.224574494173261,0.307577383863566,0.184243418382361,0.0679943295239522,,,2008-04,2008-01,6.729634002361296,,,,,6.749735095761309,,6.749459397852552,,6.930125290118967,,6.763574745625735,,6.763252868796589,,,,6.607479389783057,,5.434782608695668,3.7454545454545456,7.063889367599025,,6.835286566248265,,6.935164831847309,,6.752468496850803,,6.935844212536633,,6.760307786944717,,7.271082376782314,,6.8993306879156515,,6.9549530406724225,,6.897009583962585,,6.825565963831208,
2008-01,4,2008-05,0.34867372181558537,0.24312944239250672,0.2575215887578414,0.24312793633681695,0.21829679303602417,0.3364552607873919,0.2839682939844359,0.3043694239679568,0.2642649426944287,0.304532012597349,0.2664066078291827,0.4424778761061843,0.293703975041959,,2.978235967926701,,0.2666433190501741,0.2671025444104116,0.3229344952979195,0.2722570692234402,0.272554424006135,0.307577383863566,0.184243418382361,0.0679943295239522,,,2008-05,2008-01,6.82352941176471,,,,,6.656607746147916,,6.65682077915428,,6.896820352132349,,6.676407609490253,,6.676402340629098,,,,6.543223006933083,,5.434782608695668,3.7454545454545456,7.044967532994795,,6.760528442506579,,6.8820758025578925,,6.656808748266951,,6.88292809784231,,6.666919392128746,,7.265184539953282,,6.7810253718283615,,6.851924952168555,,6.778705232390885,,6.68090829171351,
2008-01,5,2008-06,0.4499859952323951,0.34933286180205636,0.3622869646963293,0.349332813664185,0.3244772196938441,0.4123281028997484,0.3685832490978917,0.3834544159537024,0.3502526977871734,0.3835997682581003,0.352246827271418,0.2202643171806295,0.2446324298026247,,2.978235967926701,,0.3555574318137469,0.3560351124251535,0.4118265734312823,0.3611974736829867,0.3615034686451793,0.307577383863566,0.184243418382361,0.0679943295239522,,,2008-06,2008-01,6.807511737089213,,,,,6.7845754169991865,,6.785296988598316,,7.085084958710319,,6.81040150701029,,6.810721889693543,,,,6.55314899042279,,5.434782608695668,3.7454545454545456,7.2340286553312785,,6.90249458561612,,7.040060875320315,,6.779132081618822,,7.04106942251541,,6.7913764046013165,,7.494933592631173,,6.90251126300251,,6.987300722567784,,6.900188432637755,,6.775826298533103,
2008-01,6,2008-07,0.7069824167294201,0.6109916924409362,0.6226505114037653,0.6109917718275628,0.5861321350944664,0.7570957955294637,0.7210799973205599,0.731110604115867,0.7039750796141415,0.7312405417346304,0.7058310958096288,0.5494505494505475,0.3406499535220142,,2.978235967926701,,0.7120905606712733,0.7125722532323637,0.7683537366283355,0.7177359419868656,0.7180434846871491,0.307577383863566,0.184243418382361,0.0679943295239522,,,2008-07,2008-01,6.8925233644860056,,,,,7.042431671232083,,7.043666958435948,,7.4036347934913636,,7.074321801918717,,7.074969929827901,,,,6.416514195070742,,5.434782608695668,3.7454545454545456,7.541005627294783,,7.170200608977423,,7.318797989017713,,7.028350045058238,,7.319947599194128,,7.042595749025367,,7.749039835220984,,7.05308010561605,,7.150404157010712,,7.050754088085287,,6.899796748939504,
2008-01,7,2008-08,0.20274830250918474,0.11120366242269158,0.12169662222606237,0.11120374553701604,0.08634346607281557,0.0928050986089465,0.0635755240301153,0.0694191352418287,0.0476041705116366,0.0695352875869962,0.049330966574439,-0.10928961748633,0.0663274446702755,,2.978235967926701,,0.0583940705253627,0.0588765995922833,0.1146557401665974,0.0640405120031704,0.0643483207167827,0.307577383863566,0.184243418382361,0.0679943295239522,,,2008-08,2008-01,6.402793946449383,,,,,6.730881277367573,,6.732627682135833,,7.1512491471429405,,6.768703364872921,,6.769678077883805,,,,6.115198489516692,,5.434782608695668,3.7454545454545456,7.264880842901134,,6.86381192029057,,7.0182338667948345,,6.705332715754254,,7.01950447658497,,6.721377377309011,,7.590429920716003,,6.7978355716226915,,6.906131557756789,,6.795515188633132,,6.618434999194162,
2008-01,8,2008-09,-0.17016263291944017,-0.25746717752719483,-0.24802350201823248,-0.2574671014825654,-0.2823274597721102,-0.3232589972533822,-0.3465511474010035,-0.3443057710016042,-0.3614642215163978,-0.3442019462591708,-0.359858295310445,-0.2188183807439903,-0.5151465230978092,,2.978235967926701,,-0.3481342358189525,-0.3476515371443921,-0.2918729306969657,-0.3424875872289612,-0.3421797340227662,0.307577383863566,0.184243418382361,0.0679943295239522,,,2008-09,2008-01,6.542056074766384,,,,,6.732069146480571,,6.734332573261604,,7.212937664118896,,6.775941637572106,,6.777246262504367,,,,5.938532969068755,,5.434782608695668,3.7454545454545456,7.292850563274529,,6.866698946519896,,7.02353644864073,,6.692246645147312,,7.024918623526176,,6.710009212133944,,7.783778845147296,,6.896194000814619,,7.014720976020253,,6.8938715623008555,,6.690029666974833,
2008-01,9,2008-10,0.2658930286247412,0.18263218211194268,0.19113149974926852,0.18263225080197115,0.15777190490945694,0.1918184578707918,0.1737067543802187,0.1728768889009074,0.159783991234657,0.1729696900306554,0.1612768828195841,0.0,0.2704797293971728,,2.978235967926701,,0.1755256268173555,0.176008359205245,0.2317868461944096,0.1811723153839579,0.1814801758920396,0.307577383863566,0.184243418382361,0.0679943295239522,,,2008-10,2008-01,5.923344947735218,,,,,6.298508775336231,,6.301275256849004,,6.837392958528167,,6.348197341827279,,6.349823556434499,,,,5.608204870816989,,5.434782608695668,3.7454545454545456,6.874391747693152,,6.430659209502713,,6.585973786261564,,6.242150466375926,,6.587449053725051,,6.261421912987787,,7.44278205530387,,6.469519453833985,,6.596616031940915,,6.467206358297572,,6.237808611631037,
2008-01,10,2008-11,0.1906080307805713,0.11120358917955048,0.11885298368498148,0.11120365114418296,0.08634333032011332,0.1811394294219346,0.1675352096935807,0.1640924910573187,0.1545396236269949,0.1641754350431485,0.1559268311621564,-0.5482456140350922,0.2407669253058419,,2.978235967926701,,0.1725708108417669,0.1730535498332176,0.228832010450451,0.1782175070541283,0.1785253687441972,0.307577383863566,0.184243418382361,0.0679943295239522,,,2008-11,2008-01,4.372842347525896,,,,,5.501677867063761,,5.504932044163743,,6.096077132423507,,5.556943836208329,,5.5588823476580815,,,,4.887906263815847,,5.434782608695668,3.7454545454545456,6.082317280736186,,5.627527595354342,,5.778034485527933,,5.426761664566318,,5.779586164217308,,5.44734570261914,,6.656574770225984,,5.606670730622396,,5.740816224635666,,5.604376446205693,,5.3506698609996555,
