period,actual,fuel_mm,h0_WIDERAW,h0_CSR,h0_BBIM,h0_X13_QRF,h0_TVWQRF
2018-02,0.0,-0.24880767408301807,0.11212022419701921,0.20494899654166623,0.1204067446649045,0.252119135969399,0.252119135969399
2018-03,-0.0956937799043045,-1.0142394423408252,-0.018878627556258,0.14126873532865405,0.044366474135521874,-0.1332747111392032,-0.0190941472793889
2018-04,0.2873563218390718,2.9291707361624564,0.27034809176683644,0.27901597210080425,0.37882910559377925,0.34364539365859903,0.3569024075261249
2018-05,0.47755491881567025,3.8165421793641796,0.18451099689622666,0.3124052025717631,0.3519743206941811,0.25908683671898536,0.2267958911520923
2018-06,0.3802281368821214,3.689550737804992,0.2607557408732084,0.3705074101375978,0.4336323351762091,0.1498694726826716,0.2681093112314112
2018-07,0.18939393939394478,-0.8461788516681445,0.17422882741926998,0.18282289315184716,0.21622249579060235,0.3876129698764796,0.2337600856401517
2018-08,0.0945179584121103,-0.32881254495231715,0.28784861031655934,0.16452844002314854,0.25217820105041716,-0.13640016426583368,0.3160666376016882
2018-09,-0.2832861189801861,0.697401996360858,0.16371527447518616,0.18877417625818269,0.2034293106259874,-0.07508975795871642,0.2578382468027958
2018-10,0.37878787878788955,0.522268154605432,-0.01699481581352898,0.15535455322980443,0.21629968815862577,0.3737357335387811,0.1560971164626643
2018-11,-0.09433962264150386,-1.1413243334275958,0.23653889514134385,0.17202424083075593,0.25108445803711565,0.07931274946652817,0.2534027518724167
2018-12,0.09442870632672129,-3.7649125418296014,0.07733873587934534,-0.01587294398864561,0.053636551828327966,-0.006863614395868287,0.0248548712558748
2019-01,1.037735849056598,-3.7555800762565816,0.16308470317211776,0.015387289625943656,0.04684613716835709,0.44061539694163643,0.0068589845656648
2019-02,0.18674136321195078,-0.8938585837308999,0.20196680846041795,0.17649318595627575,0.095157231313891,0.2309719055787937,0.0294436945667322
2019-03,0.18639328984155767,1.3482402934703375,0.35035735318239636,0.2486870472981759,0.39729543676637463,0.09451634967767189,0.2579446683789126
2019-04,0.09302325581395099,3.724780608074596,0.365328329313219,0.32182980704112885,0.35713066383792014,0.4506324354489507,0.438038856398528
