period,w_core,STRUCT_EVE,core_actual,actual,survey,A0,A1,A2,A3,A4,head_A0,head_A1,head_A2,head_A3,head_A4
2021-12,0.5640400689325468,0.7925304539524585,0.8,0.4,0.3,1.3153412805952687,1.2733035167791902,1.3548243513870517,1.3212038849450205,1.2770612226265317,0.7925304539524585,0.7688194707518674,0.8148004879235244,0.7958371977140167,0.7709389674170302
2022-01,0.5636051380786834,4.346586348732619,1.7,4.4,3.8,1.097799854867081,1.1166441148659716,1.102552296668404,1.128128912327772,1.1537803208125679,4.346586348732619,4.357207070491285,4.349264849350265,4.363679961350548,4.378137226971534
2022-02,0.5652083420786833,0.8630383692151836,0.9,1.3,0.6,1.067797614263972,1.0541240484733212,1.084524087714208,1.0634570410323885,1.0737901617213792,0.8630383692151836,0.8553099557643461,0.8724923115428146,0.8605850410152892,0.8664254070284125
2022-03,0.5652083420786833,0.98208695430893,0.7,1.7,1.4,0.11001381741020072,0.11985950882556226,0.1667422415569177,0.17066631891542355,0.09583289274463869,0.98208695430893,0.9876518212304248,1.0141503328696322,1.0163682541276218,0.974071777389565
2022-04,0.5652083420786833,0.8213126444004937,1.5,1.8,0.9,1.1461590200437186,1.008102465246247,1.192653156284554,1.152705457445374,1.0055841513237325,0.8213126444004937,0.7432819279503198,0.8475915180615566,0.8250127454308052,0.7418585559133417
2022-05,0.5591021584169187,1.984974314785807,1.4,1.8,1.4,2.1442871859580097,1.9204190141079724,2.1421343294162782,2.141886732843106,1.8623506581629503,1.984974314785807,1.8598091367036016,1.983770648046563,1.9836322162680857,1.8273429935590177
2022-06,0.5590995404188934,1.4599421046830754,1.5,1.6,1.5,1.5447619256328207,1.3956955854622304,1.5977034008228983,1.5314703300380024,1.4254962016176198,1.4599421046830754,1.376599182401772,1.489541659130946,1.4525107796945786,1.39326069319845
2022-07,0.5590895189731001,1.4472712435231796,1.6,1.3,1.6,2.2360453280776666,2.1355934321771004,2.2695899825126356,2.225631918894402,2.1547865104837305,1.4472712435231796,1.3911096413641961,1.4660257082353452,1.441449215592038,1.4018402902822629
2022-08,0.5592091965065509,0.6229589155390018,0.9,0.4,0.8,1.4522483099385493,1.4337376963196131,1.5108770587636693,1.4567596449801195,1.466364209637681,0.6229589155390018,0.6126076101703134,0.6557446510616816,0.6254816955827701,0.6308526564677204
2022-09,0.5592011934659561,0.0861133188358758,0.3,0.8,0.2,0.415489488174693,0.5230731645060651,0.45704277622952794,0.4229191054652743,0.5513603101521012,0.0861133188358758,0.1462742390378342,0.10934996710857414,0.09026796969176415,0.1620924446428429
2022-10,0.5590543173120135,1.1406198658324782,1.2,-1.4,0.9,1.4748278451730945,1.4939381545720087,1.5062802285105084,1.4745816111474424,1.5326536136067945,1.1406198658324782,1.1513035668071097,1.1582034565270118,1.1404822076373682,1.172947611327223
2022-11,0.5467787196146041,0.6614814750980381,0.4,1.2,0.7,0.8054343301266385,0.9339442727153711,0.899590056674606,0.8281982066635387,0.9828999035112029,0.6614814750980381,0.7317479769644516,0.7129638227043186,0.6739282783643493,0.7585158740889218
2022-12,0.5474977284571143,-0.0862449163700214,0.4,0.0,0.4,0.3414213213513256,0.5343912103685627,0.4061341660960063,0.36284738514879383,0.5856597448961777,-0.0862449163700214,0.01940565952753741,-0.050814780870310806,-0.0745141951111303,0.047475065722731705
2023-01,0.5474766813057488,4.845410831191518,0.8,6.0,5.8,0.9557689297069796,0.9599451132397981,0.9965311462242552,0.9651830981696998,1.0064333707675233,4.845410831191518,4.847697194292589,4.867727194213062,4.850564868898741,4.873148431243555
2023-02,0.5518978401481048,0.543835889388298,0.7,0.6,0.5,0.7199207844554091,0.6421086423640368,0.7588026660628072,0.7130685557227507,0.6972341886254496,0.543835889388298,0.5008915362307721,0.5652947158683154,0.540054159150543,0.5313152061494303
2023-03,0.5518982249256993,0.2707529964641877,0.2,0.1,0.1,0.3068496656848969,0.2926369310566187,0.34983875521950414,0.30880644884385144,0.34649621492575944,0.2707529964641877,0.262909013451501,0.2944785986695094,0.2718329416161792,0.2926338566146491
2023-04,0.5518957076161669,0.5470608628042315,0.2,-0.2,0.4,0.8352052499294154,0.7912198741408318,0.8893401480747007,0.8359607417067734,0.8660660191853513,0.5470608628042315,0.5227855227086282,0.5769376807228529,0.5474778154732947,0.5640927888903156
2023-05,0.5518952847539805,0.2358599459077157,0.1,0.3,0.1,0.43191731902507896,0.37743840896503533,0.4661157247257754,0.4338685997950983,0.4194561408252912,0.2358599459077157,0.2057932923270414,0.2547338847600337,0.23693684856392047,0.22898268041677375
2023-06,0.5518894018381354,0.0469873236102673,0.5,0.3,0.3,0.3005720106225708,0.2698717096706187,0.3069964871213199,0.3112104713823589,0.27893136209816666,0.0469873236102673,0.030044152881643724,0.050532924102285104,0.05285857735546525,0.03504407904074459
2023-07,0.5518819685390914,0.3657631583806945,1.0,0.5,0.4,0.888704548019829,0.8897638795649574,0.9147037299555869,0.895151738381385,0.9256906903347522,0.3657631583806945,0.3663477843591555,0.38011163808780657,0.36932124648897624,0.38617514341012127
2023-08,0.5518721535715265,0.4443825333867927,0.2,0.2,0.1,0.570126048287767,0.5645205597383012,0.6144880462859184,0.5741380978668069,0.6249065927567861,0.4443825333867927,0.44128902034917844,0.4688646847587682,0.44659667182821317,0.474614390436731
2023-09,0.5518796456498034,-0.2573283089284558,-0.6,-0.7,-0.2,-0.19539637604324278,-0.22073911733278023,-0.17507642109073035,-0.19075594691810632,-0.18012147073397744,-0.2573283089284558,-0.27131445201112037,-0.2461141393896433,-0.2547673505472125,-0.24889839959904417
2023-10,0.5518625583327961,0.3098291578587594,0.3,0.1,0.0,0.7027578864562942,0.624229076421345,0.7398993476546089,0.698095061104407,0.6679091180722223,0.3098291578587594,0.26649204785004216,0.3303261396558796,0.3072559191310079,0.2905974273835784
2023-11,0.5518339593603102,0.0456187263656582,0.1,0.1,-0.1,0.26456928907228383,0.24534736521479086,0.3129760134800216,0.2739148676804144,0.2878983472942759,0.0456187263656582,0.03501141601685545,0.07233120075524349,0.05077593401149591,0.05849249293244727
2023-12,0.5518047162146195,-0.1464212267790066,0.0,-0.4,0.0,0.2761773976523873,0.2735014555038615,0.3097569062260773,0.28478913838674974,0.3003725255406772,-0.1464212267790066,-0.1478978242768806,-0.12789189557987518,-0.14166922762696785,-0.13307024110083235
2024-01,0.5517903316967623,0.941205038573995,0.2,1.5,2.0,0.31389241774248927,0.28667849956323754,0.3382558934344204,0.3191825221379282,0.2970590294270837,0.941205038573995,0.926188661635097,0.9546485689073316,0.9441240670330647,0.9319165376518569
2024-02,0.5510885466967623,0.2500155901508983,0.5,0.3,0.4,0.1593796424344108,0.1544731339565137,0.20800245708101478,0.160844691870305,0.19676820952827617,0.2500155901508983,0.24731166952445863,0.27681106641080133,0.25082296211536415,0.270620001253731
2024-03,0.5510885466967623,0.1358992337929683,0.1,0.1,0.1,0.05249271322748161,0.05048711302309472,0.12007344910662728,0.05154914109806563,0.12939684794878814,0.1358992337929683,0.134793970491078,0.17314220331330443,0.13537924199946488,0.17828022163150514
2024-04,0.5510885466967623,0.455656878542433,0.1,0.7,0.2,0.3129413863365215,0.338389659687079,0.43599572629085365,0.31544976507258754,0.4578491267235804,0.455656878542433,0.4696811305191336,0.5234707159125952,0.45703921733465663,0.535513874597449
2024-05,0.522992760109963,0.1602773630094872,0.1,0.0,0.1,-0.01233749499633005,-0.015509591488245489,0.08787372511456593,-0.007578063185316508,0.07887539378850945,0.1602773630094872,0.1586183795098452,0.2126871056092717,0.16276651138888432,0.2079810434726735
2024-06,0.5231008951870135,0.029142593405205,0.1,-0.3,0.2,0.25246891879037714,0.24931204282282807,0.3005009406127156,0.2505451964072473,0.29151266520235186,0.029142593405205,0.027491228760585712,0.05426818701811241,0.028136292504498495,0.04956641210476372
2024-07,0.5229850954564411,0.209229120910956,1.1,0.7,0.5,0.5334043162676153,0.527117615448587,0.5443937508869447,0.5353397620872739,0.5348485794155036,0.209229120910956,0.2059412700830104,0.21497643142435832,0.2102413302277009,0.20998444901121854
2024-08,0.524320821334479,0.0464996877462461,0.2,0.3,0.0,0.31941905379619073,0.3303542095256179,0.3401414681473985,0.3251515045379314,0.36960929140628407,0.0464996877462461,0.05223321757971978,0.05736488105890474,0.04950533102741501,0.07281547435294289
2024-09,0.5244230835765917,-0.5022764509982102,-0.7,-0.4,-0.5,-0.4183540996130266,-0.4067125880996093,-0.37649118703029005,-0.4191881591223032,-0.34760500391583915,-0.5022764509982102,-0.49617137363285146,-0.4803225732940742,-0.5027138510579514,-0.46517399207243576
2024-10,0.5251936923203937,0.2502624430323606,0.4,0.3,0.3,0.2656785843071492,0.16630695323399017,0.2941110247444921,0.25202519008268026,0.21156147981773965,0.2502624430323606,0.19807308919714828,0.2651949814073284,0.24309176650690584,0.22184048110787907
2024-11,0.5257121150111947,0.1288676078272449,0.0,0.1,0.2,-0.01660706111993107,-0.004660020345162663,-0.03366158303190636,-0.014431007066982304,-0.012476026788282607,0.1288676078272449,0.13514831190107338,0.11990183904239561,0.13001158580579927,0.1310393426229197
2024-12,0.5258008806220857,-0.0196912886970744,0.0,-0.3,0.1,0.0735575487013554,0.1001877221937016,0.08936697283482936,0.07586194126212113,0.11906820133351724,-0.0196912886970744,-0.0056891200236798434,-0.011378679565565738,-0.018479637059324795,0.004238252534602138
2025-01,0.5258286953044492,1.1141238104803737,0.5,1.3,1.1,0.25712980493281,0.27243099788247505,0.2766272150530237,0.2613376360212875,0.2761271868082382,1.1141238104803737,1.1221696168056976,1.1243761082057013,1.1163364088116894,1.1241131790061305
2025-02,0.5263154722672414,0.3326983780959465,0.5,0.2,0.2,0.41137922897941304,0.40315963437867325,0.41267478185347334,0.4087957055026499,0.4011892919012889,0.3326983780959465,0.32837227828181287,0.3333802476187047,0.3313386297171604,0.3273352565503001
2025-03,0.5272111647885763,0.0237840679105951,0.0,0.1,0.0,0.16134971893772085,0.15523950800787234,0.16518254650398798,0.15365472500124394,0.1654792624134466,0.0237840679105951,0.020562696489165776,0.025804777396240555,0.019727181194304076,0.025961209336477536
2025-04,0.5274144345873905,0.186840899342476,0.2,-0.1,0.1,0.2657103370671957,0.2819977811429296,0.2549851134323172,0.2703420918742597,0.26937392714839414,0.186840899342476,0.19543113245055294,0.18118426158326323,0.1892837536851911,0.18877312963371123
2025-05,0.5273440977207576,0.2631509822494441,0.2,0.5,0.2,0.03165144542283452,0.026345915804763725,0.04138939160918714,0.03226163145835448,0.028711243798323655,0.2631509822494441,0.2603531425200718,0.2682862306947395,0.2634727602537872,0.26160048427664934
2025-06,0.5270292174334845,0.210027359841134,0.3,0.3,0.2,0.16980094051063688,0.15645821587309391,0.19461712040829812,0.16989999798758326,0.17741268092630766,0.210027359841134,0.20299535411697925,0.22310621171228698,0.21007956602568997,0.2140389694357118
2025-07,0.5274086800341864,0.4851038214596028,0.9,0.5,0.5,0.7972896510664911,0.8060145056909496,0.7743710012215402,0.796887989569652,0.7927312439422134,0.4851038214596028,0.48970538552057863,0.47301632659671156,0.48489198169973435,0.4826996779751291
2025-08,0.5281350316708229,0.1069727127216046,0.3,0.1,0.1,0.2619000896526544,0.2826825012267975,0.26079740664571227,0.2603792454932208,0.2912269873599282,0.1069727127216046,0.11794863231651075,0.10639034719681034,0.10616950164329575,0.12246127477104263
2025-09,0.5280419138197034,-0.5082390667407406,-0.7,-0.6,-0.3,-0.5522880087508402,-0.5270062058170123,-0.5371814751651458,-0.5513837812666287,-0.4982266202218776,-0.5082390667407406,-0.49488921513474954,-0.5002621838349689,-0.5077615967294492,-0.47969238767815664
2025-10,0.5282491550419388,0.2160259937089263,0.4,0.5,0.3,0.24317798478360553,0.23225665902904974,0.2941580665585149,0.23651044958600562,0.2889073931994649,0.2160259937089263,0.21025681260714443,0.24295617883049112,0.21250387387458178,0.24018251506517174
2025-11,0.5286553327121138,-0.0279124928655183,-0.1,-0.3,0.1,-0.10947785396207188,-0.09208050652748212,-0.05422223112999158,-0.1117674471969839,-0.030362008194172035,-0.0279124928655183,-0.01871529236917701,0.0012986868069901833,-0.029122898538896116,0.013912520901711078
2025-12,0.5284161743040816,-0.3511723383814115,0.2,-0.3,-0.1,-0.048537233967943655,-0.022800109541675606,-0.02103916001467826,-0.04638696244937579,0.01492856360914524,-0.3511723383814115,-0.3375724255544948,-0.33664191134229626,-0.3500361001318548,-0.31763598442656893
2026-01,0.528535597740163,0.8169676489336665,0.4,0.9,0.8,0.3508886407402646,0.35901034173020013,0.4202402355842847,0.34824061567412284,0.4161345959063123,0.8169676489336665,0.8212602570210489,0.8536224355687843,0.8155680734225023,0.8514524588474813
2026-02,0.543947766740163,0.0624370221960245,0.5,-0.1,0.1,0.3788991713300145,0.35423630611495127,0.4353398486686935,0.3726061679427121,0.4035603949607811,0.0624370221960245,0.04902171174087721,0.09313780258770107,0.05901395705741309,0.07585143971505973
2026-03,0.543947766740163,0.5547564515650881,0.2,0.6,0.7,0.03520521770595078,0.04458536529101831,0.08975612434013217,0.03222127535995009,0.08740010243085317,0.5547564515650881,0.5598587618956787,0.5844292954024022,0.5531333427898997,0.5831477425464591
2026-04,0.543947766740163,0.4732403168837794,0.3,0.5,0.4,0.3417981183479287,0.3865704251167691,0.3724030800894417,0.34534414459809326,0.3873752839554836,0.4732403168837794,0.4975941131624956,0.4898878174742435,0.4751691699433584,0.49803191433035543
2026-05,0.5463270166620967,0.3511651221664462,0.2,0.1,0.3,0.23426677150292974,0.2637587519935117,0.26253763515944434,0.229946536770288,0.26443960388604415,0.3511651221664462,0.3672773878833226,0.3666102587663707,0.34880486121368204,0.3676493556665586
2026-06,0.54521504711769,-0.0733429254066232,0.3,-0.3,0.0,0.34983404100314563,0.3693255566470792,0.3842102987546297,0.3454128663548105,0.37725006319644844,-0.0733429254066232,-0.06271585778642075,-0.054600472416917956,-0.07575341635083077,-0.05839529757472198
2026-07,0.5389381453973132,0.4380879786787769,1.0,0.6,0.6,0.7564619253955336,0.7715554384720011,0.7814460171448215,0.7520120732957498,0.7742460605370824,0.4380879786787769,0.44622244862373844,0.4515528587505745,0.4356897836408271,0.44767252748945846
