period,w_core,STRUCT_EVE,core_actual,actual,survey,A0,A1,A2,A3,A4,head_A0,head_A1,head_A2,head_A3,head_A4
2019-02,0.5473483906668922,0.2814875700921544,0.3,0.2,0.1,0.26557667934771134,0.2973745291401834,0.29217149944833587,0.2839124416534046,0.33183669054796217,0.2814875700921544,0.2988920720027316,0.29604420207430676,0.2915236200818263,0.31775488058818196
2019-03,0.5518118388714258,0.0829683883070508,-0.1,0.2,0.1,0.014512459121095098,0.014411222366610382,0.028805113444020265,0.03791374237901371,0.044399188750411656,0.0829683883070508,0.08291252466739722,0.09085524417133778,0.09588149345355398,0.0994602395416571
2019-04,0.5506152285898372,0.4180178444540153,0.4,0.1,0.3,0.41730438316789603,0.39402214225397636,0.43095934257651003,0.38581274708026486,0.3611666409211483,0.4180178444540153,0.40519828805111374,0.4255364730501742,0.4006780700509563,0.3871075486743049
2019-05,0.5509025905852826,0.2348046582023983,0.1,0.7,0.4,0.11933138158888865,0.09514032625965511,0.13594605092966447,0.12127687739235177,0.10239919131656196,0.2348046582023983,0.22147774315253163,0.24395772258394957,0.23587643688049892,0.2254766707170906
2019-06,0.5513522221960248,0.1250380215662453,0.3,0.2,0.1,0.17466925068140837,0.16050164683697624,0.18727779156000174,0.18301444625470503,0.17297392224022412,0.1250380215662453,0.11722668170342469,0.13198976859830716,0.12963916369024284,0.12410329846284623
2019-07,0.5511366843062552,0.3904523718716352,1.0,0.4,0.2,0.5822327523442469,0.6090144244619657,0.614689965040704,0.6177200395098243,0.6634769466924748,0.3904523718716352,0.405212733842772,0.4083407324589834,0.41001071765509545,0.43522902776385053
2019-08,0.550495125585692,-0.006945762243797,0.2,0.1,0.0,0.11231945703088961,0.15531193457371273,0.1322425733670265,0.18522378995060376,0.2559465851523218,-0.006945762243797,0.016721387080379457,0.004021816185723027,0.03318771766258215,0.0721202716889231
2019-09,0.5501700104465688,-0.3483875620035859,-0.9,-0.6,-0.4,-0.5801347491155394,-0.5714526322449811,-0.57253690190982,-0.5377375837739088,-0.5131552086303867,-0.3483875620035859,-0.3436109216742125,-0.3442074543270438,-0.3250619131046761,-0.311537427515163
2019-10,0.5518523549344644,0.2815613688180064,0.6,0.5,0.4,0.3043641898771228,0.2633542931425604,0.3024078143306714,0.2616384347761338,0.2098547588559301,0.2815613688180064,0.258929960729419,0.280481738365561,0.2579830602491724,0.2294061167454449
2019-11,0.5505863362349064,0.1693782958720351,0.0,0.3,0.2,0.11565764843981874,0.10851866110572188,0.12296205937669141,0.11730382878336393,0.09913083335455761,0.1693782958720351,0.1654476669913273,0.173400004728122,0.17028466027616956,0.1602788573046094
2019-12,0.5497945860040815,-0.016859898370249,0.1,0.2,0.1,0.03898251388750018,0.04735042506504928,0.040335050452537234,0.09601439310914367,0.09717506704197051,-0.016859898370249,-0.012259266108669467,-0.01611628108941907,0.014495920055449262,0.015134052299833525
2020-01,0.5495554642099969,0.8780719418354076,0.8,1.5,1.0,0.33115127117029675,0.3216121440387568,0.34009393053766623,0.37051650322822416,0.35481844147779773,0.8780719418354076,0.872829662396476,0.8829864291553142,0.8997053202127362,0.8910783646002833
2020-02,0.5500012072099969,0.2567798157534509,0.7,0.3,0.3,0.29755481478851253,0.29779631969315246,0.30161722745893615,0.373105154900644,0.3790923675015877,0.2567798157534509,0.25691264374254996,0.25901414762636904,0.29833259402024903,0.301625568178591
2020-03,0.5500012072099969,-0.3165938046256471,-0.3,-0.1,0.1,-0.0825530663232073,-0.05868452650531064,-0.0698885438805395,-0.03344648337269908,0.01660377544310196,-0.3165938046256471,-0.3034660789114641,-0.3096283019934417,-0.28958512472090975,-0.26205742195104637
2020-04,0.5500012072099969,-0.4407139221465571,0.2,-0.2,-0.2,-0.05507092384951197,-0.07138397390553296,-0.03586790971071831,0.13451972100627785,0.1688050570776971,-0.4407139221465571,-0.44968611937064573,-0.43015224118814993,-0.3364388386001509,-0.31758186237126984
2020-05,0.6216007530000001,0.0970200222841102,0.7,0.4,0.1,0.10704193982366558,0.04595457935363554,0.12581414500751506,0.2603656519242028,0.23336380032332998,0.0970200222841102,0.059048073017157095,0.10868883916186155,0.19232615717855936,0.17554178589106256
2020-06,0.5396866552269519,0.2507384390118719,0.5,0.6,0.2,0.37696485862001033,0.3892527629210984,0.3796820789408474,0.503732316697091,0.549552591682875,0.2507384390118719,0.257370056983875,0.25220488655833917,0.31915314445311443,0.34388173540177136
2020-07,0.5546457536795688,0.395328459237208,1.2,0.4,0.2,0.5467677081544858,0.6092113618659566,0.5463899539853543,0.6122995840400253,0.7119575394899144,0.395328459237208,0.4299625666125127,0.39511893949136445,0.43167543592777896,0.4869502977384476
2020-08,0.4974562446703834,-0.0232007209547655,0.0,0.0,0.0,0.1273727449704621,0.16514881804347242,0.11769827399989774,0.18022712519680356,0.2406178354579377,-0.0232007209547655,-0.004408777505471799,-0.02801334695295509,0.003092020547010889,0.03313375648649186
2020-09,0.4974562446703834,-0.3921798594377986,-0.8,-0.6,-0.3,-0.7940965064782153,-0.8044615753384696,-0.7937698607022802,-0.7740177616426005,-0.7682161837064769,-0.3921798594377986,-0.39733602766877063,-0.39201736745676447,-0.3821915624341788,-0.3793055312609122
2020-10,0.525484605528538,0.2005401050859551,0.5,0.2,0.2,0.2901443044927382,0.25672713924268487,0.28526719194326994,0.2895923345568213,0.2578133835985258,0.2005401050859551,0.18297989918664886,0.1979772575217795,0.2002500533819162,0.18355070387348552
2020-11,0.5483332202847917,0.1157099365261965,0.0,0.0,0.1,0.17997458005679307,0.16398917581641326,0.17964662135028736,0.22688801783442836,0.21185954508843224,0.1157099365261965,0.10694460834151488,0.1155301058725378,0.14143413293743745,0.13319352208066318
2020-12,0.548521718017104,0.1568561797884566,0.0,-0.2,0.1,0.22695171564798217,0.22933010807540224,0.2274842694099525,0.2536228109080238,0.2589330381468633,0.1568561797884566,0.1581607796888639,0.15714829709290903,0.17148585478189246,0.17439862975000192
2021-01,0.548414886550344,0.8134405209147586,0.7,1.3,0.9,0.3731089889391225,0.37051476074024003,0.3680063246895079,0.4147590076217357,0.4007131472617126,0.8134405209147586,0.8120178075513828,0.8106421438792017,0.8362820111854037,0.8285790522695596
2021-02,0.5497432154591964,0.4216098186396887,0.3,0.2,0.3,0.6184576250555208,0.6243470792443332,0.610929549868609,0.6346073234206736,0.631489229453551,0.4216098186396887,0.4248475061227461,0.41747131038021723,0.43048800574764395,0.42877385474405405
2021-03,0.5488701034587677,0.1350844973045423,-0.2,0.2,0.3,-0.17976514950672662,-0.18088674397952265,-0.18567501383931861,-0.14859798498832028,-0.14911021492566134,0.1350844973045423,0.13446888763021997,0.13184074945688526,0.15219122211827643,0.15191007441957335
2021-04,0.5491105590630627,0.2667329009996384,0.3,0.5,0.2,0.2761500597562797,0.25550956688128024,0.2706716062652461,0.28243162295130286,0.25665228815736413,0.2667329009996384,0.2553989884177103,0.26372462434037597,0.27018217367744757,0.256026468736474
2021-05,0.5484101494566364,0.5712988080034986,0.4,0.2,0.4,0.5816649902671485,0.5963015283005291,0.571013331821519,0.5720939032880391,0.5756749924228907,0.5712988080034986,0.5793256340139127,0.56545733040337,0.5660499267628228,0.5680138323904843
2021-06,0.5481060061489085,0.3354674070889383,0.9,0.5,0.4,0.420578260787043,0.4462705597463848,0.40865430444882805,0.38732969906335285,0.4099972981727343,0.3354674070889383,0.3495495104603269,0.3289318150029053,0.31724367071237103,0.32966791792919864
2021-07,0.548162729046482,0.5987636914772603,1.5,1.0,0.5,0.9958349235302414,1.071109023260576,0.9745373767014668,0.9925736801796103,1.0793653680183246,0.5987636914772603,0.6400261474119575,0.5870891700856039,0.5969759994220937,0.6445519678863136
2021-08,0.5555839028028581,0.1646984018899113,1.0,0.7,0.2,0.32481854442437225,0.38415478647568624,0.3222237073069782,0.3660149688024804,0.4324619627578296,0.1646984018899113,0.1976646628264354,0.1632567521570918,0.18758647212742344,0.22450335235865426
2021-09,0.5539243311486131,-0.1544539103005314,0.2,0.2,-0.2,-0.21476254281753382,-0.21078410316751178,-0.21033295817608655,-0.18376357742618138,-0.15978425217686665,-0.1544539103005314,-0.15225015577837783,-0.15200025559075156,-0.1372828291298275,-0.12400009742970579
2021-10,0.5526743041044948,0.7040378888996407,1.3,1.0,0.7,0.7396916679727916,0.7440586299372196,0.7364380254149343,0.7737284117819423,0.7752774341213069,0.7040378888996407,0.7064513965643817,0.7022396842631722,0.722849122598346,0.7237052274417967
2021-11,0.5520550466487686,0.6883656072042946,1.1,0.2,0.3,0.6820219728247783,0.6747099310018949,0.6923832348927249,0.7221447525978892,0.6711224152310189,0.6883656072042946,0.6843289576146651,0.694085594218555,0.7105155902636177,0.6823484514284208
