period,actual,p05,p95,covered
2012-01,1.7763845350052376,-0.21943728485069305,2.978235967926701,True
2012-02,0.30800821355236874,-0.2447980416156681,1.049868766404205,True
2012-03,0.10235414534287557,-0.14513788098694524,1.049868766404205,True
2012-04,0.0,-0.1392757660166999,1.058201058201047,True
2012-05,0.2044989775051187,-0.12437810945274963,1.474201474201453,True
2012-06,0.20408163265306367,-0.14513788098694524,1.058201058201047,True
2012-07,-0.10183299389002753,-0.1392757660166999,1.0000000000000009,True
2012-08,-0.10193679918449883,-0.3208556149732589,0.7013887669057972,True
2012-09,-0.10204081632652073,-0.388098318240615,0.6966293269246668,True
2012-10,0.3064351378958108,-0.2447980416156681,0.9291521486643584,True
2012-11,-0.3054989816700604,-0.21810250817885235,1.049868766404205,False
2012-12,0.10214504596526286,-0.21505376344086446,0.9887351778656067,True
2013-01,1.3265306122449028,0.5215123859191539,3.881987577639756,True
2013-02,0.10070493454179541,-0.22050716648290836,1.058201058201047,True
2013-03,0.1006036217303663,-0.14265335235377208,0.8896797153024938,True
2013-04,0.0,-0.21074815595364393,0.51996151996152,True
2013-05,-0.20100502512563345,-0.1392757660166999,0.6675567423231055,False
2013-06,0.40281973816718164,-0.1392757660166999,0.6211180124223503,True
2013-07,-0.20060180541625616,-0.21074815595364393,0.5494505494505475,True
2013-08,-0.20100502512563345,-0.28943560057885787,0.5496405392670931,True
2013-09,-0.40281973816715944,-0.3278688524590123,0.5532503457814641,False
2013-10,0.2022244691607611,-0.2103049421661285,0.537682670218721,True
2013-11,-0.10090817356205317,-0.34924330616997734,0.42149631190726566,True
2013-12,0.40404040404040664,-0.3054989816700604,0.5376344086021501,True
2014-01,0.1006036217303663,0.4128038766994191,2.978235967926701,False
2014-02,0.10050251256281673,-0.12269938650305567,0.7159325049241627,True
2014-03,0.0,-0.1392757660166999,0.5291005291005346,True
2014-04,0.0,-0.1392757660166999,0.5841121495327117,True
2014-05,0.10040160642570406,-0.34924330616997734,0.5841121495327117,True
2014-06,0.0,-0.20100502512563345,0.632848604767769,True
2014-07,0.30090270812437314,-0.26043623940608207,0.5841121495327117,True
2014-08,-0.09999999999998899,-0.7159904534606132,0.4700478512098078,True
2014-09,-0.30030030030031574,-0.7159904534606132,0.5841121495327117,True
