period,clock,inc,split,rest_fc,prod_fc,s_prod,food_actual,bt_food,STRUCT,w_food,actual,survey,head_split
2019-02,A,0.6289580042592983,0.7293210735423068,0.17849490189500417,3.573390806029832,0.16225126990680966,0.7490636704119868,0.6289580042592983,0.2785031325461529,0.177627679,0.2,0.1,0.2963303916002099
2019-03,A,0.13793940287435802,0.15883996937499872,0.269656124935692,-0.3944819788100364,0.16685709634139634,0.0,0.137939402874358,0.079919407190459,0.177627679,0.2,0.1,0.08363192630775296
2019-04,A,0.07334150892937163,-0.07760203296027594,0.007691429071690653,-0.5079756106059938,0.16540413768791373,-0.6505576208178376,0.0733415089293716,0.4024834775099014,0.177627679,0.1,0.3,0.375671726504004
2019-05,A,0.14373062808932474,0.6496716744737039,0.5812227999086622,0.9931596003056145,0.16616353406416381,1.9644527595883865,0.1437306280893247,0.229920323954004,0.177627679,0.7,0.4,0.3197894577340926
2019-06,A,0.185062561815512,0.27707818197742423,0.36188881500489245,-0.1267770385306961,0.17355547234137086,0.3669724770642313,0.185062561815512,0.1283636128466717,0.177627679,0.2,0.1,0.14470813388777776
2019-07,A,0.3102283615885567,-0.5492178217876553,0.24749908875310572,-4.468183147574187,0.168950508243165,-0.5484460694698434,0.3102283615885567,0.3907464992075639,0.177627679,0.4,0.2,0.23808506842903895
2019-08,A,-0.3394064941699059,-0.6682132404716992,0.20191674880943614,-5.100152446681458,0.16411139824827842,-0.2757352941176405,-0.3394064941699059,-0.0068577666005959,0.177627679,0.1,0.0,-0.06526294578572527
2019-09,A,-0.044413442855467306,0.44851535411976007,-0.1426198230721702,3.564193264151168,0.15947261523098047,-0.552995391705069,-0.0444134428554673,-0.3481118723494686,0.177627679,-0.6,-0.4,-0.26055407423049676
2019-10,A,0.6092833344375574,0.5967701372900305,0.5072755182041503,1.0858087668011636,0.15469226583417875,0.8341056533827551,0.6092833344375574,0.282484153620169,0.177627679,0.5,0.4,0.28026146345398434
2019-11,A,0.6592902773726735,0.2433906152398169,0.46153105593365085,-0.9436253926462984,0.1552428136484636,1.194852941176472,0.6592902773726735,0.170061104943248,0.177627679,0.3,0.2,0.09618581326170447
