run_ts,origin,as_of,spec,target,h,mm,index,yoy,naive_mm,naive_yoy,blk_core,note,blk_food,blk_admin,blk_alc,blk_fuel,blk_wedge,yoy_rmse_all,yoy_rmse_2024p,h0_past_full,h0_past_half,engine,trend_mm,trend_yoy,target_mm,target_yoy,h0_no_survey,trend_variant,target_variant
2026-09-08T06:22:38,2026-09,2026-09-08T07:22:23,v2.7.2-bands-2026-09-07,2026-09,0,-0.375,158.6791135,2.1758618802318,-0.1472828706596463,2.4094096238227003,,,,,,,,0.4698811118556693,0.2124557753811453,-0.39,-0.383,,,,,,,,
2026-09-08T06:22:38,2026-09,2026-09-08T07:22:23,v2.7.2-bands-2026-09-07,2026-10,1,0.4386364729930725,159.37513796683308,2.098102477151232,0.0980367041346097,1.9844538741836888,0.2393079419945709,,0.215072116281954,-0.0081727194566749,0.0114945585421976,0.008355325509686,-0.0274207498786611,0.925459116284548,0.35186172430274,-0.39,-0.383,,,,,,,,
2026-09-08T06:22:38,2026-09,2026-09-08T07:22:23,v2.7.2-bands-2026-09-07,2026-11,2,0.1254363152475984,159.57505226731945,2.55466084017959,0.2307339134981889,2.548236282771743,0.0492072328339504,,0.0785620646523725,0.0081727194566749,-0.0051394689703042,-0.0093918475303534,0.0040256148052582,1.3318558529603457,0.4820945405414724,-0.39,-0.383,,,,,,,,
2026-09-08T06:22:38,2026-09,2026-09-08T07:22:23,v2.7.2-bands-2026-09-07,2026-12,3,-0.1356745285701944,159.35854956744012,2.679477814072251,-0.1007038958122286,2.70899963182496,0.1214186113558424,,-0.1390766408344887,0.0,-0.0595621737622704,-0.0573045325397891,-0.0011497927894885,1.6107823445807217,0.5066481472843699,-0.39,-0.383,,,,,,,,
2026-09-08T06:22:38,2026-09,2026-09-08T07:22:23,v2.7.2-bands-2026-09-07,2027-01,4,1.1962377928922918,161.26485676357083,3.0446369096299275,2.8193305106029327,4.727478207501723,0.282451567045764,January: administered block = seasonal median only (no announcement entry yet; ERU decisions due end-Nov),0.56203711631439,0.1062453529367746,0.2795888306661416,-0.0156953762743978,-0.0183896977963806,1.956315674734112,0.5538080815824035,-0.39,-0.383,,,,,,,,
2026-09-08T06:22:38,2026-09,2026-09-08T07:22:23,v2.7.2-bands-2026-09-07,2027-02,5,0.192204667872322,161.57481534590804,3.308705464135575,0.4593586751589029,5.275821859680008,0.2046600978665339,,-0.0430480826869066,0.0081727194566749,-0.0325969426820201,0.035075203431362,0.0199416724866779,2.350057775240923,0.6502203639977296,-0.39,-0.383,,,,,,,,
2026-09-08T06:22:38,2026-09,2026-09-08T07:22:23,v2.7.2-bands-2026-09-07,2027-03,6,0.1201875961597913,161.76900823247192,2.841073256498361,0.5146429716743395,5.212175569743205,-0.0361594836046645,,0.0683713049260129,0.0163454389133499,0.0506823415731675,0.0421837966430545,-0.021235802291129,2.7203162171935347,0.7823716999702757,-0.39,-0.383,,,,,,,,
2026-09-08T06:22:38,2026-09,2026-09-08T07:22:23,v2.7.2-bands-2026-09-07,2027-04,7,0.315276948455475,162.27902862517394,2.708245965299949,0.5139306130685739,5.284367672696444,0.2027493887024042,,0.0538699564434702,0.0163454389133499,0.0111964957398784,0.0315616036970611,-0.0004459350406889,3.264592689272411,0.9858513900674496,-0.39,-0.383,,,,,,,,
2026-09-08T06:22:38,2026-09,2026-09-08T07:22:23,v2.7.2-bands-2026-09-07,2027-05,8,0.3444680230343458,162.83802798687842,2.866726460441193,0.5483043792026132,5.661024273274373,0.1097287922511338,,0.1908480799003605,0.0326908778266999,0.0594418805838843,-0.0375799513320116,-0.0106616561957211,3.6512713988349024,1.1507675803515902,-0.39,-0.383,,,,,,,,
2026-09-08T06:22:38,2026-09,2026-09-08T07:22:23,v2.7.2-bands-2026-09-07,2027-06,9,0.3027298093302473,163.3309872385202,3.5050616213689434,0.3193793163126601,6.334347113382877,0.1797968664812831,,0.0671889306347925,0.0163454389133499,0.0208033215766809,0.0236447696628454,-0.0050495179387047,4.278319676045719,1.3427830380114891,-0.39,-0.383,,,,,,,,
2026-09-08T06:22:38,2026-09,2026-09-08T07:22:23,v2.7.2-bands-2026-09-07,2027-07,10,0.5568778437225623,164.24054131838486,3.4260335758091065,0.7104805226614408,6.4154627197662295,0.4607688355159549,,0.0234045904597032,0.0081727194566749,0.0121520228515856,0.0534666123115053,-0.0010869368728617,4.911253486864439,1.5388499813528962,-0.39,-0.383,,,,,,,,
2026-09-08T06:22:38,2026-09,2026-09-08T07:22:23,v2.7.2-bands-2026-09-07,2027-08,11,0.1796721262491548,164.53563579113472,3.3019554630408177,0.3309428023194982,6.448292157719138,0.1211960005417179,,0.0313999076449399,0.0081727194566749,0.0185224219069863,-0.0073279217703349,0.0077089984691706,5.457770236586333,1.663503166645067,-0.39,-0.383,,,,,,,,
2026-09-08T06:22:38,2026-09,2026-09-08T07:22:23,v2.7.2-bands-2026-09-07,2027-09,12,-0.3542640245489535,163.95274522596384,3.3234567610335386,-0.1472828706596463,6.448292157719138,-0.2813599518124364,,-0.0870940646441679,0.0245181583700249,0.0365966332332601,-0.0184511930684388,-0.0284736066271954,5.931290109638816,1.6823045012337683,-0.39,-0.383,,,,,,,,
2026-09-08T07:40:58,2026-09,2026-09-08T08:40:50,v2.7.2-bands-2026-09-07,2026-09,0,-0.375,158.6791135,2.1758618802318,-0.1472828706596463,2.4094096238227003,,,,,,,,0.4698811118556693,0.2124557753811453,-0.39,-0.383,F1b,,,,,,,
2026-09-08T07:40:58,2026-09,2026-09-08T08:40:50,v2.7.2-bands-2026-09-07,2026-10,1,0.4386364729930725,159.37513796683308,2.098102477151232,0.0980367041346097,1.9844538741836888,0.2393079419945709,,0.215072116281954,-0.0081727194566749,0.0114945585421976,0.008355325509686,-0.0274207498786611,0.925459116284548,0.35186172430274,-0.39,-0.383,F1b,,,,,,,
2026-09-08T07:40:58,2026-09,2026-09-08T08:40:50,v2.7.2-bands-2026-09-07,2026-11,2,0.1254363152475984,159.57505226731945,2.55466084017959,0.2307339134981889,2.548236282771743,0.0492072328339504,,0.0785620646523725,0.0081727194566749,-0.0051394689703042,-0.0093918475303534,0.0040256148052582,1.3318558529603457,0.4820945405414724,-0.39,-0.383,F1b,,,,,,,
2026-09-08T07:40:58,2026-09,2026-09-08T08:40:50,v2.7.2-bands-2026-09-07,2026-12,3,-0.1356745285701944,159.35854956744012,2.679477814072251,-0.1007038958122286,2.70899963182496,0.1214186113558424,,-0.1390766408344887,0.0,-0.0595621737622704,-0.0573045325397891,-0.0011497927894885,1.6107823445807217,0.5066481472843699,-0.39,-0.383,F1b,,,,,,,
2026-09-08T07:40:58,2026-09,2026-09-08T08:40:50,v2.7.2-bands-2026-09-07,2027-01,4,1.129049603222663,161.1577866390327,2.976221494589581,2.8193305106029327,4.727478207501723,0.2969618190702505,January: administered block = seasonal median only (no announcement entry yet; ERU decisions due end-Nov),0.4803386746202746,0.1062453529367746,0.2795888306661416,-0.0156953762743978,-0.0183896977963806,1.956315674734112,0.5538080815824035,-0.39,-0.383,F1b,,,,,,,
2026-09-08T07:40:58,2026-09,2026-09-08T08:40:50,v2.7.2-bands-2026-09-07,2027-02,5,0.2364526484978352,161.5388484938012,3.28570875562737,0.4593586751589029,5.275821859680008,0.2180019169179731,,-0.0121419211128326,0.0081727194566749,-0.0325969426820201,0.035075203431362,0.0199416724866779,2.350057775240923,0.6502203639977296,-0.39,-0.383,F1b,,,,,,,
2026-09-08T07:40:58,2026-09,2026-09-08T08:40:50,v2.7.2-bands-2026-09-07,2027-03,6,0.0950596873143244,161.69240681807054,2.7923755995362454,0.5146429716743395,5.212175569743205,-0.0099416276737665,,0.017025540149648,0.0163454389133499,0.0506823415731675,0.0421837966430545,-0.021235802291129,2.7203162171935347,0.7823716999702757,-0.39,-0.383,F1b,,,,,,,
2026-09-08T07:40:58,2026-09,2026-09-08T08:40:50,v2.7.2-bands-2026-09-07,2027-04,7,0.3766240739882915,162.30137934795846,2.722391992378781,0.5139306130685739,5.284367672696444,0.2186099558988514,,0.0993565147798395,0.0163454389133499,0.0111964957398784,0.0315616036970611,-0.0004459350406889,3.264592689272411,0.9858513900674496,-0.39,-0.383,F1b,,,,,,,
2026-09-08T07:40:58,2026-09,2026-09-08T08:40:50,v2.7.2-bands-2026-09-07,2027-05,8,0.3679396160114078,162.89855041991254,2.9049592039877004,0.5483043792026132,5.661024273274373,0.1182786651392419,,0.2057697999893145,0.0326908778266999,0.0594418805838843,-0.0375799513320116,-0.0106616561957211,3.6512713988349024,1.1507675803515902,-0.39,-0.383,F1b,,,,,,,
