model,frame,coverage,n,rmse,mae,bias,mean_gain,total_gain,closer,material_win,material_loss,direction,alerts,alerted_big,false_alarm,missed_big,big_precision,big_recall
R9_FULL,flash2025+,common,19,0.1638271242938502,0.13239549655765354,0.0398422767095172,0.025499240284451725,0.48448556540458276,11,2,1,11,2,0,2,1,0.0,0.0
R9_FULL,big,common,23,0.6710742877935717,0.47606113106941467,0.0007855388815016216,0.1021997384958028,2.3505939854034645,16,9,2,17,7,7,0,16,1.0,0.30434782608695654
R9_FULL,big_ex_jan,common,19,0.7065802335235483,0.49063590002425816,0.08006482422848392,0.10410094208100498,1.9779178995390947,14,8,1,14,5,5,0,14,1.0,0.2631578947368421
R9_FULL,alerts,common,23,0.4184009317085991,0.3213253191257471,-0.048749773959070056,-0.056107927821399214,-1.2904823398921819,11,9,10,16,23,7,16,0,0.30434782608695654,1.0
NO_PROXY,all,own,90,0.415980073574861,0.2621122997616001,-0.025431313915028782,-0.00877896642826674,-0.7901069785440067,45,11,14,50,20,7,13,16,0.35,0.30434782608695654
NO_PROXY,ex_jan,own,83,0.40130036777568745,0.24795814064490865,0.008683892200771077,-0.003379827391896594,-0.2805256735274173,42,10,13,46,17,5,12,14,0.29411764705882354,0.2631578947368421
NO_PROXY,2024+,own,31,0.21929477322397983,0.16881869304897873,-0.0055102342723653466,0.01827808114456962,0.5666205154816581,19,4,2,20,4,2,2,3,0.5,0.4
NO_PROXY,flash2025+,own,19,0.1730754055613434,0.13931093976497944,0.024585413356963574,0.018583797077125864,0.3530921444653914,12,2,1,12,1,0,1,1,0.0,0.0
NO_PROXY,big,own,23,0.6946341955829094,0.48400186887523944,-0.023648479385622284,0.09425900068997795,2.1679570158694927,16,7,3,17,7,7,0,16,1.0,0.30434782608695654
NO_PROXY,big_ex_jan,own,19,0.7323940665706387,0.49849336266502964,0.05877652987503317,0.09624347944023341,1.828626109364435,15,6,3,15,5,5,0,14,1.0,0.2631578947368421
NO_PROXY,alerts,own,20,0.6944779108163708,0.40795019857640946,0.009830539680708225,-0.037950198576409536,-0.7590039715281907,9,7,8,14,20,7,13,0,0.35,1.0
NO_PROXY,all,common,90,0.415980073574861,0.2621122997616001,-0.025431313915028782,-0.00877896642826674,-0.7901069785440067,45,11,14,50,20,7,13,16,0.35,0.30434782608695654
NO_PROXY,ex_jan,common,83,0.40130036777568745,0.24795814064490865,0.008683892200771077,-0.003379827391896594,-0.2805256735274173,42,10,13,46,17,5,12,14,0.29411764705882354,0.2631578947368421
NO_PROXY,2024+,common,31,0.21929477322397983,0.16881869304897873,-0.0055102342723653466,0.01827808114456962,0.5666205154816581,19,4,2,20,4,2,2,3,0.5,0.4
NO_PROXY,flash2025+,common,19,0.1730754055613434,0.13931093976497944,0.024585413356963574,0.018583797077125864,0.3530921444653914,12,2,1,12,1,0,1,1,0.0,0.0
NO_PROXY,big,common,23,0.6946341955829094,0.48400186887523944,-0.023648479385622284,0.09425900068997795,2.1679570158694927,16,7,3,17,7,7,0,16,1.0,0.30434782608695654
NO_PROXY,big_ex_jan,common,19,0.7323940665706387,0.49849336266502964,0.05877652987503317,0.09624347944023341,1.828626109364435,15,6,3,15,5,5,0,14,1.0,0.2631578947368421
NO_PROXY,alerts,common,20,0.6944779108163708,0.40795019857640946,0.009830539680708225,-0.037950198576409536,-0.7590039715281907,9,7,8,14,20,7,13,0,0.35,1.0
NO_PROXY_HALF,all,own,90,0.4169510653380709,0.26231401696287215,-0.02532847534180015,-0.008980683629538792,-0.8082615266584914,45,12,15,50,20,7,13,16,0.35,0.30434782608695654
NO_PROXY_HALF,ex_jan,own,83,0.4023002585289853,0.24810462047524573,0.008867653571699769,-0.003526307222233703,-0.29268349944539734,42,11,14,46,17,5,12,14,0.29411764705882354,0.2631578947368421
NO_PROXY_HALF,2024+,own,31,0.21913367607762949,0.16892900853363246,-0.005694115779133203,0.018167765659915906,0.563200735457393,19,4,2,20,4,2,2,3,0.5,0.4
NO_PROXY_HALF,flash2025+,own,19,0.1730375697060709,0.13930364351678046,0.02463902209605969,0.018591093325324784,0.3532307731811709,12,2,1,12,1,0,1,1,0.0,0.0
NO_PROXY_HALF,big,own,23,0.6965938349929782,0.48429235541211907,-0.022443501501736303,0.09396851415309825,2.1612758255212596,16,7,3,17,7,7,0,16,1.0,0.30434782608695654
NO_PROXY_HALF,big_ex_jan,own,19,0.7344661735124698,0.4985918536040992,0.06048833797162738,0.09614498850116387,1.8267547815221137,15,6,3,15,5,5,0,14,1.0,0.2631578947368421
NO_PROXY_HALF,alerts,own,20,0.6972212572600097,0.40851636770841715,0.01068395708840245,-0.038516367708417105,-0.7703273541683421,9,7,8,14,20,7,13,0,0.35,1.0
NO_PROXY_HALF,all,common,90,0.4169510653380709,0.26231401696287215,-0.02532847534180015,-0.008980683629538792,-0.8082615266584914,45,12,15,50,20,7,13,16,0.35,0.30434782608695654
NO_PROXY_HALF,ex_jan,common,83,0.4023002585289853,0.24810462047524573,0.008867653571699769,-0.003526307222233703,-0.29268349944539734,42,11,14,46,17,5,12,14,0.29411764705882354,0.2631578947368421
NO_PROXY_HALF,2024+,common,31,0.21913367607762949,0.16892900853363246,-0.005694115779133203,0.018167765659915906,0.563200735457393,19,4,2,20,4,2,2,3,0.5,0.4
NO_PROXY_HALF,flash2025+,common,19,0.1730375697060709,0.13930364351678046,0.02463902209605969,0.018591093325324784,0.3532307731811709,12,2,1,12,1,0,1,1,0.0,0.0
NO_PROXY_HALF,big,common,23,0.6965938349929782,0.48429235541211907,-0.022443501501736303,0.09396851415309825,2.1612758255212596,16,7,3,17,7,7,0,16,1.0,0.30434782608695654
NO_PROXY_HALF,big_ex_jan,common,19,0.7344661735124698,0.4985918536040992,0.06048833797162738,0.09614498850116387,1.8267547815221137,15,6,3,15,5,5,0,14,1.0,0.2631578947368421
NO_PROXY_HALF,alerts,common,20,0.6972212572600097,0.40851636770841715,0.01068395708840245,-0.038516367708417105,-0.7703273541683421,9,7,8,14,20,7,13,0,0.35,1.0
OFFICIAL_PREDICTORS,all,own,90,0.4125024521330126,0.25863401062456404,-0.00464342572822128,-0.00530067729123067,-0.4770609562107603,47,14,14,52,22,7,15,16,0.3181818181818182,0.30434782608695654
OFFICIAL_PREDICTORS,ex_jan,own,83,0.39938794620533113,0.24505335302967224,0.02960140976186642,-0.0004750397766602325,-0.0394283014627993,44,13,13,48,19,5,14,14,0.2631578947368421,0.2631578947368421
OFFICIAL_PREDICTORS,2024+,own,31,0.22026237916839272,0.17039963916957307,-0.015519898513356771,0.01669713502397532,0.517611185743235,19,4,2,20,4,2,2,3,0.5,0.4
OFFICIAL_PREDICTORS,flash2025+,own,19,0.1724567393832349,0.14080023630057983,0.015089979141611651,0.01709450054152542,0.324795510288983,12,2,1,12,1,0,1,1,0.0,0.0
OFFICIAL_PREDICTORS,big,own,23,0.6900432602388998,0.47695369512065605,0.012037903121762223,0.10130717444456153,2.330065012224915,17,7,2,18,7,7,0,16,1.0,0.30434782608695654
OFFICIAL_PREDICTORS,big_ex_jan,own,19,0.7288949193012179,0.49230858557236834,0.09632296340670975,0.10242825653289488,1.9461368741250027,16,6,2,16,5,5,0,14,1.0,0.2631578947368421
OFFICIAL_PREDICTORS,alerts,own,22,0.6750696603811208,0.4019325365593136,0.06091813552453897,-0.05647799110476815,-1.2425158043048994,9,7,10,14,22,7,15,0,0.3181818181818182,1.0
OFFICIAL_PREDICTORS,all,common,90,0.4125024521330126,0.25863401062456404,-0.00464342572822128,-0.00530067729123067,-0.4770609562107603,47,14,14,52,22,7,15,16,0.3181818181818182,0.30434782608695654
OFFICIAL_PREDICTORS,ex_jan,common,83,0.39938794620533113,0.24505335302967224,0.02960140976186642,-0.0004750397766602325,-0.0394283014627993,44,13,13,48,19,5,14,14,0.2631578947368421,0.2631578947368421
OFFICIAL_PREDICTORS,2024+,common,31,0.22026237916839272,0.17039963916957307,-0.015519898513356771,0.01669713502397532,0.517611185743235,19,4,2,20,4,2,2,3,0.5,0.4
OFFICIAL_PREDICTORS,flash2025+,common,19,0.1724567393832349,0.14080023630057983,0.015089979141611651,0.01709450054152542,0.324795510288983,12,2,1,12,1,0,1,1,0.0,0.0
OFFICIAL_PREDICTORS,big,common,23,0.6900432602388998,0.47695369512065605,0.012037903121762223,0.10130717444456153,2.330065012224915,17,7,2,18,7,7,0,16,1.0,0.30434782608695654
OFFICIAL_PREDICTORS,big_ex_jan,common,19,0.7288949193012179,0.49230858557236834,0.09632296340670975,0.10242825653289488,1.9461368741250027,16,6,2,16,5,5,0,14,1.0,0.2631578947368421
OFFICIAL_PREDICTORS,alerts,common,22,0.6750696603811208,0.4019325365593136,0.06091813552453897,-0.05647799110476815,-1.2425158043048994,9,7,10,14,22,7,15,0,0.3181818181818182,1.0
OFFICIAL_PREDICTORS_HALF,all,own,90,0.41467101155931607,0.26006584165449254,-0.014934531248396412,-0.006732508321159209,-0.6059257489043288,46,12,13,51,21,7,14,16,0.3333333333333333,0.30434782608695654
OFFICIAL_PREDICTORS_HALF,ex_jan,own,83,0.4007614528088737,0.24636367252836164,0.019326412352247423,-0.0017853592753495772,-0.1481848198540149,43,11,12,47,18,5,13,14,0.2777777777777778,0.2631578947368421
OFFICIAL_PREDICTORS_HALF,2024+,own,31,0.2195501440201746,0.16971948159392963,-0.010698947899628932,0.017377292599618746,0.5386960705881811,19,4,2,20,4,2,2,3,0.5,0.4
OFFICIAL_PREDICTORS_HALF,flash2025+,own,19,0.1726420047084154,0.1400482917845807,0.019891304988383717,0.017846445057524557,0.33908245609296656,12,2,1,12,1,0,1,1,0.0,0.0
OFFICIAL_PREDICTORS_HALF,big,own,23,0.6937833521244341,0.47981771318576366,-0.004600310248043999,0.09844315637945375,2.2641925967274363,17,7,2,18,7,7,0,16,1.0,0.30434782608695654
OFFICIAL_PREDICTORS_HALF,big_ex_jan,own,19,0.7321778910309308,0.4954994650577686,0.07926155473746566,0.09923737704749461,1.8855101639023975,16,6,2,16,5,5,0,14,1.0,0.2631578947368421
OFFICIAL_PREDICTORS_HALF,alerts,own,21,0.6845381001671295,0.39933304152459104,0.03244031477233683,-0.046952089143638506,-0.9859938720164086,9,7,9,14,21,7,14,0,0.3333333333333333,1.0
OFFICIAL_PREDICTORS_HALF,all,common,90,0.41467101155931607,0.26006584165449254,-0.014934531248396412,-0.006732508321159209,-0.6059257489043288,46,12,13,51,21,7,14,16,0.3333333333333333,0.30434782608695654
OFFICIAL_PREDICTORS_HALF,ex_jan,common,83,0.4007614528088737,0.24636367252836164,0.019326412352247423,-0.0017853592753495772,-0.1481848198540149,43,11,12,47,18,5,13,14,0.2777777777777778,0.2631578947368421
OFFICIAL_PREDICTORS_HALF,2024+,common,31,0.2195501440201746,0.16971948159392963,-0.010698947899628932,0.017377292599618746,0.5386960705881811,19,4,2,20,4,2,2,3,0.5,0.4
OFFICIAL_PREDICTORS_HALF,flash2025+,common,19,0.1726420047084154,0.1400482917845807,0.019891304988383717,0.017846445057524557,0.33908245609296656,12,2,1,12,1,0,1,1,0.0,0.0
OFFICIAL_PREDICTORS_HALF,big,common,23,0.6937833521244341,0.47981771318576366,-0.004600310248043999,0.09844315637945375,2.2641925967274363,17,7,2,18,7,7,0,16,1.0,0.30434782608695654
OFFICIAL_PREDICTORS_HALF,big_ex_jan,common,19,0.7321778910309308,0.4954994650577686,0.07926155473746566,0.09923737704749461,1.8855101639023975,16,6,2,16,5,5,0,14,1.0,0.2631578947368421
OFFICIAL_PREDICTORS_HALF,alerts,common,21,0.6845381001671295,0.39933304152459104,0.03244031477233683,-0.046952089143638506,-0.9859938720164086,9,7,9,14,21,7,14,0,0.3333333333333333,1.0
BROAD_SPLIT,all,own,90,0.4150127431187019,0.27027382009955,-0.031547178698636116,-0.016940486766216657,-1.5246438089594991,37,11,14,42,23,9,14,14,0.391304347826087,0.391304347826087
BROAD_SPLIT,ex_jan,own,83,0.41020797763034955,0.26524577984574355,-0.00638556627848752,-0.020667466592731495,-1.715399727196714,32,9,13,37,20,7,13,12,0.35,0.3684210526315789
BROAD_SPLIT,2024+,own,31,0.21330389784001796,0.17216990318833286,0.0566987400315366,0.014926871005215532,0.4627330011616815,16,4,3,16,6,2,4,3,0.3333333333333333,0.4
BROAD_SPLIT,flash2025+,own,19,0.16712517480487132,0.13982851189237308,0.03311701998248767,0.01806622494973215,0.3432582740449108,11,2,2,11,3,0,3,1,0.0,0.0
BROAD_SPLIT,big,own,23,0.7076980501743043,0.5227811037409945,-0.07632917352794497,0.05547976582422301,1.2760346139571292,13,7,4,13,9,9,0,14,1.0,0.391304347826087
BROAD_SPLIT,big_ex_jan,own,19,0.7643245871519638,0.5765221141048178,-0.0360803038469156,0.018214728000445577,0.346079832008466,10,5,4,10,7,7,0,12,1.0,0.3684210526315789
BROAD_SPLIT,alerts,own,23,0.4876210854578798,0.3442478696179344,-0.11770023702067216,-0.022508739183151782,-0.517701001212491,11,8,8,16,23,9,14,0,0.391304347826087,1.0
BROAD_SPLIT,all,common,90,0.4150127431187019,0.27027382009955,-0.031547178698636116,-0.016940486766216657,-1.5246438089594991,37,11,14,42,23,9,14,14,0.391304347826087,0.391304347826087
BROAD_SPLIT,ex_jan,common,83,0.41020797763034955,0.26524577984574355,-0.00638556627848752,-0.020667466592731495,-1.715399727196714,32,9,13,37,20,7,13,12,0.35,0.3684210526315789
BROAD_SPLIT,2024+,common,31,0.21330389784001796,0.17216990318833286,0.0566987400315366,0.014926871005215532,0.4627330011616815,16,4,3,16,6,2,4,3,0.3333333333333333,0.4
BROAD_SPLIT,flash2025+,common,19,0.16712517480487132,0.13982851189237308,0.03311701998248767,0.01806622494973215,0.3432582740449108,11,2,2,11,3,0,3,1,0.0,0.0
BROAD_SPLIT,big,common,23,0.7076980501743043,0.5227811037409945,-0.07632917352794497,0.05547976582422301,1.2760346139571292,13,7,4,13,9,9,0,14,1.0,0.391304347826087
BROAD_SPLIT,big_ex_jan,common,19,0.7643245871519638,0.5765221141048178,-0.0360803038469156,0.018214728000445577,0.346079832008466,10,5,4,10,7,7,0,12,1.0,0.3684210526315789
BROAD_SPLIT,alerts,common,23,0.4876210854578798,0.3442478696179344,-0.11770023702067216,-0.022508739183151782,-0.517701001212491,11,8,8,16,23,9,14,0,0.391304347826087,1.0
BROAD_SPLIT_HALF,all,own,90,0.41031818971679,0.2607357255372826,-0.028386407733603822,-0.007402392203949226,-0.6662152983554304,44,10,13,48,23,9,14,14,0.391304347826087,0.391304347826087
BROAD_SPLIT_HALF,ex_jan,own,83,0.40063800739726024,0.25061211906950887,0.0013329243320704732,-0.0060338058164968395,-0.5008058827692377,39,9,12,43,20,7,13,12,0.35,0.3684210526315789
BROAD_SPLIT_HALF,2024+,own,31,0.2052987224060918,0.16585296475059005,0.02541037137281776,0.021243809442958318,0.6585580927317078,18,3,3,18,5,2,3,3,0.4,0.4
BROAD_SPLIT_HALF,flash2025+,own,19,0.1647960733417453,0.13746971395963978,0.02890482540882175,0.02042502288246549,0.3880754347668443,11,2,1,11,2,0,2,1,0.0,0.0
BROAD_SPLIT_HALF,big,own,23,0.6965056938704276,0.494648340085878,-0.0487838485728976,0.08361252947933945,1.9230881780248072,16,7,4,16,9,9,0,14,1.0,0.391304347826087
BROAD_SPLIT_HALF,big_ex_jan,own,19,0.7445832287039063,0.5266707791419022,0.013059921110653022,0.06806606296336098,1.2932551963038588,13,6,4,13,7,7,0,12,1.0,0.3684210526315789
BROAD_SPLIT_HALF,alerts,own,23,0.44504040155708424,0.3085393803843244,-0.14333539327670075,0.017547576137414766,0.4035942511605396,13,9,6,17,23,9,14,0,0.391304347826087,1.0
BROAD_SPLIT_HALF,all,common,90,0.41031818971679,0.2607357255372826,-0.028386407733603822,-0.007402392203949226,-0.6662152983554304,44,10,13,48,23,9,14,14,0.391304347826087,0.391304347826087
BROAD_SPLIT_HALF,ex_jan,common,83,0.40063800739726024,0.25061211906950887,0.0013329243320704732,-0.0060338058164968395,-0.5008058827692377,39,9,12,43,20,7,13,12,0.35,0.3684210526315789
BROAD_SPLIT_HALF,2024+,common,31,0.2052987224060918,0.16585296475059005,0.02541037137281776,0.021243809442958318,0.6585580927317078,18,3,3,18,5,2,3,3,0.4,0.4
BROAD_SPLIT_HALF,flash2025+,common,19,0.1647960733417453,0.13746971395963978,0.02890482540882175,0.02042502288246549,0.3880754347668443,11,2,1,11,2,0,2,1,0.0,0.0
BROAD_SPLIT_HALF,big,common,23,0.6965056938704276,0.494648340085878,-0.0487838485728976,0.08361252947933945,1.9230881780248072,16,7,4,16,9,9,0,14,1.0,0.391304347826087
BROAD_SPLIT_HALF,big_ex_jan,common,19,0.7445832287039063,0.5266707791419022,0.013059921110653022,0.06806606296336098,1.2932551963038588,13,6,4,13,7,7,0,12,1.0,0.3684210526315789
BROAD_SPLIT_HALF,alerts,common,23,0.44504040155708424,0.3085393803843244,-0.14333539327670075,0.017547576137414766,0.4035942511605396,13,9,6,17,23,9,14,0,0.391304347826087,1.0
BROAD_AGG_CONTROL,all,own,90,0.41338228356491097,0.2670524507895173,-0.03012343988970952,-0.013719117456183908,-1.2347205710565516,43,11,15,48,27,10,17,13,0.37037037037037035,0.43478260869565216
BROAD_AGG_CONTROL,ex_jan,own,83,0.4089926774338407,0.2616975732944904,-0.006448410609398672,-0.0171192600414783,-1.420898583442699,38,9,14,43,24,8,16,11,0.3333333333333333,0.42105263157894735
BROAD_AGG_CONTROL,2024+,own,31,0.2123346383501092,0.17113584810556634,0.0410765546627626,0.015960926087982025,0.49478870872744274,19,3,3,19,7,2,5,3,0.2857142857142857,0.4
BROAD_AGG_CONTROL,flash2025+,own,19,0.1749489758960985,0.1443685418824917,0.043496062895976205,0.013526194959613559,0.2569977042326576,13,1,2,13,4,0,4,1,0.0,0.0
BROAD_AGG_CONTROL,big,own,23,0.7033727099609572,0.5072234448816189,-0.0614848111234788,0.07103742468359854,1.6338607677227663,14,8,4,14,10,10,0,13,1.0,0.43478260869565216
BROAD_AGG_CONTROL,big_ex_jan,own,19,0.7598446402817224,0.5561211080119277,-0.022003619857202155,0.038615734093335505,0.7336989477733746,11,6,4,11,8,8,0,11,1.0,0.42105263157894735
BROAD_AGG_CONTROL,alerts,own,27,0.45906903764021756,0.3386259546360739,-0.0977300227738821,-0.031218547228666453,-0.8429007751739942,12,9,10,17,27,10,17,0,0.37037037037037035,1.0
BROAD_AGG_CONTROL,all,common,90,0.41338228356491097,0.2670524507895173,-0.03012343988970952,-0.013719117456183908,-1.2347205710565516,43,11,15,48,27,10,17,13,0.37037037037037035,0.43478260869565216
BROAD_AGG_CONTROL,ex_jan,common,83,0.4089926774338407,0.2616975732944904,-0.006448410609398672,-0.0171192600414783,-1.420898583442699,38,9,14,43,24,8,16,11,0.3333333333333333,0.42105263157894735
BROAD_AGG_CONTROL,2024+,common,31,0.2123346383501092,0.17113584810556634,0.0410765546627626,0.015960926087982025,0.49478870872744274,19,3,3,19,7,2,5,3,0.2857142857142857,0.4
BROAD_AGG_CONTROL,flash2025+,common,19,0.1749489758960985,0.1443685418824917,0.043496062895976205,0.013526194959613559,0.2569977042326576,13,1,2,13,4,0,4,1,0.0,0.0
BROAD_AGG_CONTROL,big,common,23,0.7033727099609572,0.5072234448816189,-0.0614848111234788,0.07103742468359854,1.6338607677227663,14,8,4,14,10,10,0,13,1.0,0.43478260869565216
BROAD_AGG_CONTROL,big_ex_jan,common,19,0.7598446402817224,0.5561211080119277,-0.022003619857202155,0.038615734093335505,0.7336989477733746,11,6,4,11,8,8,0,11,1.0,0.42105263157894735
BROAD_AGG_CONTROL,alerts,common,27,0.45906903764021756,0.3386259546360739,-0.0977300227738821,-0.031218547228666453,-0.8429007751739942,12,9,10,17,27,10,17,0,0.37037037037037035,1.0
AGG_COMMON,all,own,90,0.41681270836769374,0.26466860586603147,-0.013584999729911722,-0.011335272532698101,-1.0201745279428291,45,10,12,49,21,7,14,16,0.3333333333333333,0.30434782608695654
AGG_COMMON,ex_jan,own,83,0.4049964657526315,0.2501964306328824,0.01601456116701868,-0.005618117379870353,-0.4663037425292393,42,9,11,45,18,5,13,14,0.2777777777777778,0.2631578947368421
AGG_COMMON,2024+,own,31,0.2160179907480007,0.16336006112145068,0.007359006928045418,0.023736713072097657,0.7358381052350274,20,3,2,21,4,2,2,3,0.5,0.4
AGG_COMMON,flash2025+,own,19,0.1664709920490953,0.13092796141084992,0.04125356581214116,0.026966775431255335,0.5123687331938513,13,2,0,13,1,0,1,1,0.0,0.0
AGG_COMMON,big,own,23,0.7081185718247309,0.5092816273191025,-0.015833211991130514,0.06897924224611494,1.5865225716606437,14,6,2,15,7,7,0,16,1.0,0.30434782608695654
