report,season,origin,origin_clock,quarter,quarters_ahead,cnb,ours_a,ours_b,naive,realised,err_cnb,err_ours_a,err_ours_b,err_naive
2022-02-10,winter,2022-01,2022-02-13,2022Q1,1,9.63663198795535,9.817942622878691,9.918971466110493,9.84594358102924,11.23658150891361,-1.5999495209582584,-1.418638886034918,-1.3176100428031159,-1.3906379278843684
2022-02-10,winter,2022-01,2022-02-13,2022Q2,2,9.50510416,9.52664391118367,9.627404769319641,9.414482410856834,15.772308516091229,-6.267204356091229,-6.245664604907558,-6.144903746771588,-6.357826105234395
2022-02-10,winter,2022-01,2022-02-13,2022Q3,3,8.17038043,8.218910455076026,8.318468242063778,8.231758312071134,17.578003612072624,-9.407623182072625,-9.359093156996598,-9.259535370008846,-9.34624530000149
2022-02-10,winter,2022-01,2022-02-13,2022Q4,4,6.62746481,6.783156367906346,6.881393309036604,7.004608872228874,15.69904392215021,-9.07157911215021,-8.915887554243863,-8.817650613113607,-8.694435049921335
2022-05-12,spring,2022-05,2022-06-09,2022Q3,1,13.8649926,15.338132007342045,15.08494819102423,14.571502664616416,17.578003612072624,-3.7130110120726236,-2.2398716047305793,-2.4930554210483944,-3.0065009474562086
2022-05-12,spring,2022-05,2022-06-09,2022Q4,2,12.749894,14.110939895812963,13.860449942979363,13.272472162761503,15.69904392215021,-2.9491499221502107,-1.5881040263372466,-1.838593979170847,-2.4265717593887075
2022-05-12,spring,2022-05,2022-06-09,2023Q1,3,7.85719611,9.713292251040375,9.472455768348404,9.012264427925656,16.393468660721577,-8.536272550721577,-6.680176409681202,-6.921012892373174,-7.3812042327959215
2022-08-11,summer,2022-08,2022-09-11,2022Q4,1,19.6557739,17.11876470484448,16.904178494838348,15.939051393112543,15.69904392215021,3.9567299778497897,1.4197207826942702,1.205134572688138,0.24000747096233255
2022-08-11,summer,2022-08,2022-09-11,2023Q1,2,16.1682854,13.105314355122827,12.89808163028848,11.578552905847717,16.393468660721577,-0.2251832607215789,-3.2881543055987503,-3.495387030433097,-4.81491575487386
2022-08-11,summer,2022-08,2022-09-11,2023Q2,3,11.4594623,9.229981871134898,9.029849570492598,7.8055405090214665,11.15840613352934,0.30105616647066036,-1.9284242623944419,-2.1285565630367422,-3.3528656245078734
2022-11-10,autumn,2022-11,2022-12-11,2023Q1,1,14.8665554,11.01064969104047,11.573833186099861,11.792822866037968,16.393468660721577,-1.526913260721578,-5.382818969681107,-4.819635474621716,-4.60064579468361
2022-11-10,autumn,2022-11,2022-12-11,2023Q2,2,10.1921138,7.048208535966425,7.591289622248887,8.012564961943418,11.15840613352934,-0.9662923335293403,-4.110197597562915,-3.567116511280453,-3.1458411715859214
2022-11-10,autumn,2022-11,2022-12-11,2023Q3,3,6.95297995,4.8063224577421755,5.338029921398582,5.842335022455209,8.048806481176504,-1.0958265311765043,-3.2424840234343284,-2.710776559777922,-2.2064714587212952
2023-02-09,winter,2023-01,2023-02-09,2023Q1,1,16.3076255004732,15.119100890077725,16.397957973195307,16.3047026550176,16.393468660721577,-0.0858431602483769,-1.2743677706438525,0.004489312473729967,-0.08876600570397741
2023-02-09,winter,2023-01,2023-02-09,2023Q2,2,11.3077531,11.242116234375814,12.477903928923235,12.371876197796405,11.15840613352934,0.14934696647065948,0.08371010084647423,1.319497795393895,1.2134700642670655
2023-02-09,winter,2023-01,2023-02-09,2023Q3,3,7.77590417,9.122372656494361,10.334612138208229,10.11405730268133,8.048806481176504,-0.2729023111765043,1.0735661753178576,2.285805657031725,2.0652508215048258
2023-02-09,winter,2023-01,2023-02-09,2023Q4,4,7.62282898,10.225601666335526,11.45009690945326,10.532392710471335,7.563594181986673,0.05923479801332743,2.6620074843488535,3.8865027274665866,2.968798528484662
2023-05-11,spring,2023-05,2023-06-11,2023Q3,1,8.32302304,8.046106457915952,8.084781301361476,8.888411423196677,8.048806481176504,0.2742165588234968,-0.0027000232605516317,0.03597482018497189,0.8396049420201734
2023-05-11,spring,2023-05,2023-06-11,2023Q4,2,8.33257222,8.212594882018983,8.251329319594724,9.302090467563518,7.563594181986673,0.7689780380133264,0.6490007000323104,0.6877351376080512,1.7384962855768453
2023-05-11,spring,2023-05,2023-06-11,2024Q1,3,2.50204809,3.264847051347141,3.301810454509589,5.843361484514758,2.0857590939023534,0.4162889960976468,1.1790879574447874,1.2160513606072358,3.7576023906124045
2023-08-10,summer,2023-08,2023-09-10,2023Q4,1,8.18874505,8.60853646149088,8.346034432367267,8.66807938268098,7.563594181986673,0.6251508680133266,1.0449422795042071,0.7824402503805938,1.1044852006943078
2023-08-10,summer,2023-08,2023-09-10,2024Q1,2,2.54878083,3.5269319168034294,3.2767119011167325,5.22941289345532,2.0857590939023534,0.46302173609764674,1.441172822901076,1.1909528072143791,3.143653799552967
2023-08-10,summer,2023-08,2023-09-10,2024Q2,3,2.34805158,3.818242155294422,3.56731805564527,6.402780040816265,2.4619743363836153,-0.11392275638361538,1.3562678189108066,1.1053437192616546,3.9408057044326497
2023-11-09,autumn,2023-10,2023-11-09,2023Q4,1,7.4869530045711,7.966469188175721,7.705715792987589,7.915054780320905,7.563594181986673,-0.0766411774155733,0.40287500618904826,0.14212161100091603,0.35146059833423227
2023-11-09,autumn,2023-10,2023-11-09,2024Q1,2,2.72442838094152,2.7695110593472436,2.5213090098401563,4.50021681995494,2.0857590939023534,0.6386692870391668,0.6837519654448903,0.4355499159378029,2.414457726052587
2023-11-09,autumn,2023-10,2023-11-09,2024Q2,3,2.60050989,2.945751611582127,2.697123917680899,5.665453020909332,2.4619743363836153,0.1385355536163848,0.4837772751985119,0.23514958129728392,3.203478684525717
