origin,variant,rho,phi,converged,gamma_un_d,gamma_fx_yoy_l3,gamma_rr_gap12,gamma_rr_gap18,gamma_wage_yoy,gamma_imp_mm
2008-06,E7,0.921056805327548,0.08954014264592099,True,-1.2356843019075128,0.02622275094106717,-0.014592583676854665,,,-0.23351537510357712
2008-06,F2R,1.0,0.19032310551749365,True,,,,,,
2008-07,E1R,0.9000052008940002,0.08015252920359586,True,,,,,,
2008-07,E4,0.9000104391492604,0.09046687387701013,True,-1.213547352908987,0.02521344382600272,-0.012045891353471278,,,
2008-07,E5,0.9000000002390071,0.0898799247695787,True,-1.225549401065527,0.02437398726637527,,-0.014166056930322551,,
2008-07,E6,0.900000001232707,0.07844981854925051,True,-1.2557871137469743,0.021713525520132164,-0.006560389273501822,,-0.005062451263141705,
2008-07,E7,0.900044175334413,0.08830638669286348,True,-1.1875700243001717,0.025793496601541326,-0.012468761725446259,,,-0.20651197591220113
2008-07,F2R,1.0,0.18971818876650562,True,,,,,,
2008-08,E1R,0.9000132073428401,0.08208950511748982,True,,,,,,
2008-08,E4,0.9000002984296979,0.09300148464404356,True,-1.200732997874552,0.024366508241097744,-0.011925377376498212,,,
2008-08,E5,0.9000000022400021,0.09278613325936542,True,-1.2107330751023264,0.02350630139709765,,-0.013953648337587835,,
2008-08,E6,0.9000000075998905,0.08141044823965032,True,-1.2418652799956857,0.020837053379259837,-0.0063925379975324,,-0.005125015472460095,
2008-08,E7,0.9000182267425998,0.0914918468749933,True,-1.1738191089406005,0.024775342280232333,-0.012306287221913357,,,-0.19059464277542584
2008-08,F2R,1.0,0.1900000955221242,True,,,,,,
2008-09,E1R,0.9000042154906559,0.08474932953818562,True,,,,,,
2008-09,E4,0.9000000833063754,0.09492349681006701,True,-1.1903674970833886,0.023863250310385938,-0.011849925450680742,,,
2008-09,E5,0.9000000029671205,0.09462699338775127,True,-1.2004395675514934,0.023012434381651105,,-0.013929634211624865,,
2008-09,E6,0.9000022571761785,0.08337173919872355,True,-1.229700334801158,0.020328437362165844,-0.006339513650927114,,-0.0050922802459793665,
2008-09,E7,0.9000005982486331,0.09543325104384341,True,-1.1840024527926254,0.023740495646592655,-0.011855052087788372,,,-0.017061454175344274
2008-09,F2R,1.0,0.1898224197620382,True,,,,,,
2008-10,E1R,0.9000460920724522,0.0850634276908117,True,,,,,,
2008-10,E4,0.9000002629991195,0.09834553584748035,True,-1.154123029835273,0.022221981252693798,-0.011460554410637949,,,
2008-10,E5,0.9000000002998307,0.09806850399362797,True,-1.1638144848957046,0.02139079701276796,,-0.01351393227926717,,
2008-10,E6,0.9000001487781905,0.08694220212037221,True,-1.1934108591696704,0.01870857792078007,-0.005982159013433606,,-0.005057753315705107,
2008-10,E7,0.9000081987022248,0.0993629341688837,True,-1.1371887804078644,0.022112602104768134,-0.011596995695701636,,,-0.07942192541844746
2008-10,F2R,1.0,0.18852563713710546,True,,,,,,
2008-11,E1R,0.9000137293824718,0.08830000369027996,True,,,,,,
2008-11,E4,0.9000015360147341,0.10552983761628988,True,-1.123601947452096,0.021266015120110608,-0.011320494461920148,,,
2008-11,E5,0.9000000884827621,0.10524271838475134,True,-1.1330958050526365,0.020476955961525115,,-0.013172228366684012,,
2008-11,E6,0.9000000730456998,0.09434058533768903,True,-1.1612646458734734,0.017803125057325904,-0.005916656653904334,,-0.004983489825766555,
2008-11,E7,0.9000015521053645,0.10419453305810991,True,-1.114289789960744,0.021663514484011995,-0.011611649859647015,,,-0.09137688297704338
2008-11,F2R,1.0,0.18855628881224037,True,,,,,,
2008-12,E1R,0.900022019041371,0.09067395562632834,True,,,,,,
2008-12,E4,0.9000084531549206,0.10083444469727224,True,-1.1494096604832866,0.022738304231321997,-0.01141993800050689,,,
2008-12,E5,0.9000045248609231,0.10044660391159639,True,-1.159527707073607,0.022039222240970113,,-0.012787633236799104,,
2008-12,E6,0.900000963735706,0.0899733956629345,True,-1.187781241924584,0.019641838316958246,-0.006391656588574544,,-0.0046418432479690686,
2008-12,E7,0.9000060039533461,0.1034974067194478,True,-1.1162000553581026,0.021888971839062934,-0.011684963330286778,,,-0.10063357760435918
2008-12,F2R,1.0,0.18684930791640394,True,,,,,,
2009-01,E1R,0.9000131438847593,0.0967721828986153,True,,,,,,
2009-01,E4,0.9000001096719449,0.09982675724076781,True,-1.1421638697015917,0.022354914264522623,-0.01160514061148459,,,
2009-01,E5,0.9000022791608846,0.0995909659906622,True,-1.1519602954831603,0.02165361805773853,,-0.013003291013158193,,
2009-01,E6,0.9000006632229333,0.08916366665949708,True,-1.183237546692105,0.01934487776909646,-0.0064563357729732,,-0.004701703496905436,
2009-01,E7,0.9000005101795113,0.10171835062879363,True,-1.1041415180031569,0.021189534763488435,-0.01200534134905494,,,-0.09361113874360144
2009-01,F2R,1.0,0.19103886547352075,True,,,,,,
2009-02,E1R,0.9000019523129503,0.08168503741376264,True,,,,,,
2009-02,E4,0.9000143587673339,0.09522709695542562,True,-1.095562951216959,0.021262250732941634,-0.012632961927067348,,,
2009-02,E5,0.9000020542127127,0.09511123759206118,True,-1.1031857683543211,0.020497088523601183,,-0.013482066535200858,,
2009-02,E6,0.9000000000073057,0.08463010513270906,True,-1.137100538558397,0.018267781509181288,-0.007448626386722862,,-0.0047327851954294935,
2009-02,E7,0.9000018443871269,0.09737778731185609,True,-1.0579578614430194,0.02010305596027291,-0.013019918585161386,,,-0.09554874570938342
2009-02,F2R,1.0,0.18373763143290067,True,,,,,,
2009-03,E1R,0.9000172602253531,0.07599087548451824,True,,,,,,
2009-03,E4,0.9000000123742933,0.09928848026827539,True,-1.0564207649050137,0.020471773439783625,-0.01304569000417595,,,
2009-03,E5,0.9000011839555708,0.0995879918930328,True,-1.0584904531381882,0.01964003730578317,,-0.013379761246939395,,
2009-03,E6,0.9000000776439033,0.08819858693831095,True,-1.1003899535451784,0.01746590467357246,-0.007754146712843111,,-0.00479361665845333,
2009-03,E7,0.9000000151103937,0.09661291160660095,True,-1.0646921115194858,0.020256135083871366,-0.012943778175802601,,,-0.09280472098090485
2009-03,F2R,1.0,0.18413868010711934,True,,,,,,
2009-04,E1R,0.9000092599550111,0.0809742459050883,True,,,,,,
2009-04,E4,0.9000041343681515,0.043849077333426446,True,-0.88192376730026,0.020784082626057212,-0.021917728736830757,,,
2009-04,E5,0.9000018941914789,0.0584477327878283,True,-0.8227979956020247,0.01908160311233582,,-0.007119200734144397,,
2009-04,E6,0.9000005738615614,0.04567906331170735,True,-0.9061846543407824,0.018669379877789462,-0.018131687130339063,,-0.003767818406291536,
2009-04,E7,0.9000003852539996,0.10541882949350852,True,-0.9204272852360044,0.017890880502264894,-0.016361734263725204,,,-0.11912171060371816
2009-04,F2R,1.0,0.18105390947993896,True,,,,,,
2009-05,E1R,0.900004155539129,0.07117954401504861,True,,,,,,
2009-05,E4,0.9000008881641288,0.04422873595224811,True,-0.8769287261386997,0.020789167189739652,-0.022028224814143797,,,
2009-05,E5,0.9000009661249557,0.059555824388988016,True,-0.7965418553651742,0.01899581098169117,,-0.006692818524465275,,
2009-05,E6,0.9000037204815112,0.04596253577491622,True,-0.8929972742884156,0.018697592017832464,-0.018611901049489277,,-0.0036923168338198788,
2009-05,E7,0.9000006800970126,0.1157933484155055,True,-0.8428140055608769,0.01700009122496992,-0.017688776380698,,,-0.09932891014390045
2009-05,F2R,1.0,0.1784308950978308,True,,,,,,
2009-06,E1R,0.9000001085957038,0.07106599362891286,True,,,,,,
2009-06,E4,0.9000004039038166,0.04117038106011318,True,-0.8658110002884013,0.020997551489551885,-0.022727446272534153,,,
2009-06,E5,0.9000003514348082,0.05502133998426166,True,-0.7698652097949807,0.01926782687281851,,-0.006026368178334148,,
2009-06,E6,0.9000032652717905,0.03995995485737138,True,-0.8708558003425313,0.019424593746832863,-0.020381465224728463,,-0.0031670320660849285,
2009-06,E7,0.9000024061990047,0.03467478925148427,True,-0.8190630472451571,0.021139113115395597,-0.024754767552110493,,,-0.06199197321098526
2009-06,F2R,1.0,0.178530487501834,True,,,,,,
2009-07,E1R,0.9000009751987529,0.07008812542169315,True,,,,,,
2009-07,E4,0.9000036253496752,0.04818245929603965,True,-0.8876981684856224,0.020312117057013804,-0.02146538169761868,,,
2009-07,E5,0.9000008113134131,0.060022684611994774,True,-0.7924473276477354,0.0188298610741701,,-0.006258829569035874,,
2009-07,E6,0.9000020355617256,0.04543877233518765,True,-0.8864283228453487,0.01866541474815197,-0.01908430344600947,,-0.0036087012241839953,
2009-07,E7,0.9000024194314461,0.050915549886308045,True,-0.8836167555786115,0.01984517527789602,-0.021244254221662984,,,-0.025022682723428703
2009-07,F2R,1.0,0.17941694954665363,True,,,,,,
2009-08,E1R,0.9000023657594769,0.0656124110223902,True,,,,,,
2009-08,E4,0.9000056161126292,0.12280382765317427,True,-0.9223530249576677,0.015427591498908823,-0.015415150456714792,,,
2009-08,E5,0.9000112316711883,0.12814885566840126,True,-0.8669619667357495,0.014340023812164511,,-0.011377687205231857,,
2009-08,E6,0.9000039282200266,0.10978906223720063,True,-0.9131963534924763,0.011423663767078405,-0.00977181869453704,,-0.006320180937016726,
2009-08,E7,0.900001290467302,0.12298578291951028,True,-0.9230917885069068,0.015349478344521553,-0.015387698651041871,,,-0.006496190100918584
2009-08,F2R,1.0,0.1827266250192336,True,,,,,,
2009-09,E1R,0.9000024074191709,0.06414400391797787,True,,,,,,
2009-09,E4,0.9000002015973945,0.12372133753294424,True,-0.9319537966208213,0.015440064520325345,-0.015564961779552203,,,
2009-09,E5,0.9000009980715226,0.1281411722824278,True,-0.875077447538534,0.014393590111008313,,-0.011356190663492922,,
2009-09,E6,0.9000045436398706,0.10780142272933574,True,-0.9196237654639884,0.011696317366197384,-0.01039938883919671,,-0.006139664183294643,
2009-09,E7,0.9000001356025823,0.12399790546196118,True,-0.9323403624843136,0.015377155810563634,-0.015527693923310808,,,-0.0041865547511809285
2009-09,F2R,1.0,0.18262598935353522,True,,,,,,
2009-10,E1R,0.9000003975433066,0.069881767740651,True,,,,,,
2009-10,E4,0.9000007843646223,0.12241306104819183,True,-0.9234257095713069,0.015546763747474445,-0.01593567808897089,,,
2009-10,E5,0.9000035243831542,0.12702773570854864,True,-0.8669665306991774,0.014441442586891961,,-0.011997613391837745,,
2009-10,E6,0.9000009792686611,0.10739627598019516,True,-0.9061716341869838,0.012103752769371572,-0.011347024615539434,,-0.005752847528745851,
2009-10,E7,0.9000043278851113,0.12294072292699773,True,-0.9245315072827724,0.015478582349883831,-0.015924553278108412,,,-0.004470879742892284
2009-10,F2R,1.0,0.18078141218647475,True,,,,,,
2009-11,E1R,0.9000006793062205,0.06909956234211971,True,,,,,,
2009-11,E4,0.9000017784168238,0.12218840101786178,True,-0.927682676067094,0.01551501164608279,-0.015829201766248985,,,
2009-11,E5,0.9000001165713164,0.12659512071085363,True,-0.8720145557035335,0.014439606234950615,,-0.011688199731623385,,
2009-11,E6,0.9000014788041719,0.10772506019554909,True,-0.9031358207979122,0.012159878981151555,-0.011494370231273997,,-0.005683523307943716,
2009-11,E7,0.9000009892218085,0.12225672163172968,True,-0.9293253488593902,0.015479450266911412,-0.01579364759451803,,,-0.002735190855015026
2009-11,F2R,1.0,0.18124299123927767,True,,,,,,
2009-12,E1R,0.900001574004614,0.07275669713254937,True,,,,,,
2009-12,E4,0.9000021292456841,0.12152893398329265,True,-0.9233227119011255,0.015686586891364433,-0.01621753002952197,,,
2009-12,E5,0.9000002162058278,0.1258690002224015,True,-0.8664885794653204,0.014571239085173372,,-0.012197127502178995,,
2009-12,E6,0.9000035320720858,0.10749517892640376,True,-0.8976461599615204,0.012610406363840745,-0.012366674679929881,,-0.005371503531107583,
2009-12,E7,0.9000001822067605,0.121787701615624,True,-0.9248413329460398,0.01562925841624244,-0.01616517549727636,,,-0.0033218483549259854
2009-12,F2R,1.0,0.1808067407037839,True,,,,,,
2010-01,E1R,0.9000015895691686,0.07601670662430483,True,,,,,,
2010-01,E4,0.9000020927746469,0.12167313658850484,True,-0.9238621316558016,0.015620739058164664,-0.016145704364062593,,,
2010-01,E5,0.9000008254347396,0.12629936833510216,True,-0.866112572825997,0.014522774198417432,,-0.012066840294831243,,
2010-01,E6,0.9000006464497367,0.10753888244479036,True,-0.8980741121910972,0.012706548663696318,-0.012497254980750338,,-0.005303904385221091,
2010-01,E7,0.9000005212673874,0.1217679020463309,True,-0.9248533957695968,0.015575164254615994,-0.016102421792329142,,,-0.002752274259098418
2010-01,F2R,1.0,0.1821177915567077,True,,,,,,
2010-02,E1R,0.9000018719296523,0.057977739601538694,True,,,,,,
2010-02,E4,0.9000018080946195,0.11518601446100005,True,-0.9211712763057041,0.015047585344421298,-0.01612313364718218,,,
2010-02,E5,0.9000075084161113,0.1202907479299651,True,-0.8586489884773898,0.014110680523840095,,-0.009839514238728406,,
2010-02,E6,0.9000004728243317,0.09901484643324326,True,-0.8928609901665892,0.01178932959029529,-0.011931811671381149,,-0.006045066135212825,
2010-02,E7,0.9000005181682635,0.11567134670136493,True,-0.9266686041719079,0.01484520487811716,-0.01587002452800193,,,-0.012771284787997694
2010-02,F2R,1.0,0.1703219721646075,True,,,,,,
2010-03,E1R,0.9000015712217776,0.059752909923579865,True,,,,,,
2010-03,E4,0.9000015946326285,0.11803761645433496,True,-0.9216785684971034,0.014906212880119469,-0.01621101673941795,,,
2010-03,E5,0.9000014265128745,0.12356357168161634,True,-0.8570043694171546,0.014029694110090763,,-0.009010838021792736,,
2010-03,E6,0.9000000006510177,0.10177614767323087,True,-0.8924174649369884,0.011630732756034396,-0.011997835583711368,,-0.0060881696554392455,
2010-03,E7,0.9000019747184169,0.11845865762094647,True,-0.9276427771717676,0.014689808412330292,-0.015931086892266796,,,-0.014313900056529688
2010-03,F2R,1.0,0.1724729916868171,True,,,,,,
2010-04,E1R,0.9000007656252677,0.06133414857333788,True,,,,,,
2010-04,E4,0.9000009903151304,0.11658513297303821,True,-0.8961513227106591,0.01511393708269212,-0.014916020615677683,,,
2010-04,E5,0.9000007732722297,0.12150863793862345,True,-0.8442574033036372,0.01407874162951941,,-0.010562968040110978,,
2010-04,E6,0.9000002539321365,0.10040579300951004,True,-0.8671802146256189,0.011940307164935738,-0.01074529281221041,,-0.005942800798878429,
2010-04,E7,0.9000014115418105,0.11672884652723245,True,-0.8971270757808196,0.01507004149211324,-0.014831468078097999,,,-0.0034905865761144465
2010-04,F2R,1.0,0.16897148248997348,True,,,,,,
2010-05,E1R,0.900009304165972,0.07033972633251598,True,,,,,,
2010-05,E4,0.900000923792131,0.12543616363880522,True,-0.8511724249985282,0.014981452608587954,-0.013510563635139338,,,
2010-05,E5,0.900001423643344,0.12849308184206948,True,-0.8144875122517855,0.013807344940102415,,-0.012199777104169345,,
2010-05,E6,0.900003861377462,0.11020444055133058,True,-0.8216006821938335,0.011904388338821117,-0.009430168435097482,,-0.005740244732200034,
2010-05,E7,0.900001308924064,0.12530452432875636,True,-0.8509158168954956,0.015005707352907717,-0.013519344345428442,,,0.0015822272714039578
2010-05,F2R,1.0,0.1731772721479549,True,,,,,,
2010-06,E1R,0.9000002083581264,0.0696937861727036,True,,,,,,
2010-06,E4,0.9000004294413722,0.125898624862768,True,-0.8498370239801198,0.014962284437047921,-0.013473482041987702,,,
2010-06,E5,0.9000009921244988,0.12818982343615368,True,-0.8152319353587545,0.013811626867487763,,-0.012178672448894198,,
2010-06,E6,0.9000004877706697,0.11064466659184179,True,-0.8200795774684239,0.011886809484908419,-0.00939522572647477,,-0.005745399435671619,
2010-06,E7,0.900000468812107,0.125897786011987,True,-0.849615736347584,0.01499882314671466,-0.013515048646683334,,,0.002046151041188049
2010-06,F2R,1.0,0.17329131828836625,True,,,,,,
2010-07,E1R,0.9000035007736644,0.07319939211819822,True,,,,,,
2010-07,E4,0.9000016017990099,0.1262417761495184,True,-0.8434833368047394,0.015075522410834506,-0.013595979211571664,,,
2010-07,E5,0.9000023389329468,0.12903477038019182,True,-0.8039348264234801,0.014052823048852615,,-0.010903180919889557,,
2010-07,E6,0.9000013616352859,0.11139672131230631,True,-0.8138551136420007,0.01206498553396812,-0.009594172819328166,,-0.005634946089367887,
2010-07,E7,0.9000045103739817,0.1261259270549175,True,-0.8431870907028848,0.01511350977122058,-0.013658446178637951,,,0.0022409697780217826
2010-07,F2R,1.0,0.17312033511027355,True,,,,,,
2010-08,E1R,0.9000045322078153,0.0753747830132543,True,,,,,,
2010-08,E4,0.9000015472733575,0.1269246573857989,True,-0.8404421014289648,0.015262305060932835,-0.013736873022331132,,,
2010-08,E5,0.900000197979734,0.12994967810910776,True,-0.797750491155204,0.014295347888833486,,-0.010465046972471578,,
2010-08,E6,0.9000000050088137,0.11260895972010422,True,-0.8083083240027568,0.012365374395894132,-0.009795416678045695,,-0.005497941017187341,
2010-08,E7,0.9000028055399488,0.12683242313062276,True,-0.840255644566364,0.015281680152243713,-0.013762482909145498,,,0.0011786874785437009
2010-08,F2R,1.0,0.17373646885088873,True,,,,,,
2010-09,E1R,0.9000116022830349,0.07491044582395003,True,,,,,,
2010-09,E4,0.9000013420118352,0.12704838569950713,True,-0.837968302882682,0.015475855712389793,-0.014103608722072905,,,
2010-09,E5,0.9000008731541684,0.13052773143324564,True,-0.7916849979682626,0.014563416449584745,,-0.00995779601709869,,
2010-09,E6,0.9000002435758516,0.1138060385199853,True,-0.806614159836466,0.012709163919351124,-0.01037970949909697,,-0.005269460027385167,
2010-09,E7,0.9000018484786435,0.1271417960604359,True,-0.8394301711772836,0.015409315417678253,-0.013980969695875986,,,-0.004071708662075093
2010-09,F2R,1.0,0.17380387842540493,True,,,,,,
2010-10,E1R,0.9000101608642979,0.07293920054196483,True,,,,,,
2010-10,E4,0.9000001501766193,0.1244264009332621,True,-0.8438455959595347,0.015362398701646197,-0.013594458976242252,,,
2010-10,E5,0.9000022601686753,0.12794787155154308,True,-0.7991389881274255,0.014459431539353728,,-0.009952501105996337,,
2010-10,E6,0.900000670648158,0.11093290625534405,True,-0.8110030579323425,0.012534592926221418,-0.0098581169501123,,-0.005420834999465918,
2010-10,E7,0.9000027996937915,0.1244919669381516,True,-0.8448843038219204,0.015337931604219113,-0.013536343767211731,,,-0.0015782980061071266
2010-10,F2R,1.0,0.17115874861590963,True,,,,,,
2010-11,E1R,0.9000001068698322,0.06975096847762491,True,,,,,,
2010-11,E4,0.9000008809428872,0.12284968523102867,True,-0.8438934294245205,0.015498397108386918,-0.014140441138740778,,,
2010-11,E5,0.9000032780129502,0.12641651727957004,True,-0.7965821772798424,0.014609673224393372,,-0.009983891176686624,,
2010-11,E6,0.9000024064073234,0.10972912010612357,True,-0.8116951930394947,0.012746488191553376,-0.010510094681383399,,-0.005307457986425864,
2010-11,E7,0.9000015195859868,0.12290591440191613,True,-0.8432251780504056,0.015534946126161981,-0.01419503088162695,,,0.0020901784897082005
2010-11,F2R,1.0,0.16981687909118784,True,,,,,,
2010-12,E1R,0.9000006323216756,0.06707297925021621,True,,,,,,
2010-12,E4,0.9000030930818568,0.12030651790976324,True,-0.8507752088074254,0.015460725391902411,-0.013344745120717661,,,
2010-12,E5,0.9000278356106011,0.12403747667067742,True,-0.8067895781602817,0.014560485047839761,,-0.010120290167446342,,
2010-12,E6,0.9000003825866384,0.1068239667743208,True,-0.8169063866263934,0.012621247079369572,-0.009706266761687198,,-0.005473899001289994,
2010-12,E7,0.9000032871559529,0.1201748734518914,True,-0.8516942832050921,0.01542412724003404,-0.013296775760579436,,,-0.002524449612279166
2010-12,F2R,1.0,0.16710545714129008,True,,,,,,
2011-01,E1R,0.900001896804398,0.07420078544315736,True,,,,,,
2011-01,E4,0.9000016491592094,0.12528842883166283,True,-0.8502253326127833,0.01531483466442581,-0.01191274786443052,,,
2011-01,E5,0.9000007619578061,0.12804379665720178,True,-0.811832789669703,0.014445840181018875,,-0.009742245784389108,,
2011-01,E6,0.9000009562387907,0.11120245634263039,True,-0.8146588864642915,0.012380741341584059,-0.008170574608055444,,-0.005662804967004426,
2011-01,E7,0.9000023663714899,0.12542858956953837,True,-0.8510731292740145,0.015227264642750657,-0.011776246779460282,,,-0.005054540808105959
2011-01,F2R,1.0,0.17250756223343905,True,,,,,,
2011-02,E1R,0.9000281738622403,0.056532845529805704,True,,,,,,
2011-02,E4,0.900000372945785,0.1009441949288081,True,-0.8795767943323555,0.01627009661745232,-0.014095260831760768,,,
2011-02,E5,0.9000000003300708,0.10629936921777962,True,-0.8315818878880074,0.015246385796369728,,-0.011119636408188553,,
2011-02,E6,0.9,0.08726802890702555,True,-0.8474852864685691,0.013531152291884478,-0.010654309709364186,,-0.005302666039187335,
2011-02,E7,0.9000000580775861,0.10112947330468254,True,-0.8767282321864291,0.01634868049781149,-0.014215449902962838,,,0.006258050605251441
2011-02,F2R,1.0,0.14582634505310826,True,,,,,,
2011-03,E1R,0.9000000000000181,0.12107370487078102,True,,,,,,
2011-03,E4,0.9003809823113536,0.11732460331445846,True,-0.8629070467380483,0.015956554020150077,-0.013556962590405636,,,
2011-03,E5,0.9000705443186088,0.13809592550585306,True,-0.8023402959722756,0.014690448222430008,,-0.010893918105006888,,
2011-03,E6,0.9000261615664727,0.1124671766943024,True,-0.8221988146680268,0.013166635492522115,-0.0100079061376495,,-0.005104877609989308,
2011-03,E7,0.9000023991774878,0.1307811431499096,True,-0.8458254177214894,0.015839636748452724,-0.013433232180828258,,,0.007420350053823783
2011-03,F2R,1.0,0.1492168928362136,True,,,,,,
2011-04,E1R,0.9,0.12041097150674132,True,,,,,,
2011-04,E4,0.9000001204782629,0.12413952708972478,True,-0.8479562378475871,0.015556876276379307,-0.012974603896913947,,,
2011-04,E5,0.900126848372155,0.13540388556536045,True,-0.7980163780024507,0.014522053693351149,,-0.01019277911559407,,
2011-04,E6,0.9,0.11073548808568913,True,-0.8174897771731318,0.012977758300792418,-0.009698741428727528,,-0.004959470104443151,
2011-04,E7,0.9004018507053523,0.13019921062019482,True,-0.8383407895250952,0.015745225929958057,-0.013281257920630677,,,0.01485142904284956
2011-04,F2R,1.0,0.14867516142761864,True,,,,,,
2011-05,E1R,0.9,0.1244706610338161,True,,,,,,
2011-05,E4,0.9003429944522632,0.12117317308814202,True,-0.8505327211396934,0.015466981434056023,-0.012847351611937636,,,
2011-05,E5,0.9000015505418686,0.14167539064006474,True,-0.7907371487900865,0.014323387165430614,,-0.009651496311572371,,
2011-05,E6,0.9000000000368932,0.1150444690228229,True,-0.812523565646615,0.012823185914173939,-0.009455824594166684,,-0.004807551228096789,
2011-05,E7,0.9006768200709573,0.13179276686057678,True,-0.8359864471213406,0.015546044801437245,-0.01300486368478985,,,0.013613889090165214
2011-05,F2R,1.0,0.1472128806224764,True,,,,,,
2011-06,E1R,0.9,0.12708464270780412,True,,,,,,
2011-06,E4,0.9003078093383406,0.11266083464920561,True,-0.8508429526455257,0.015230759250642335,-0.012297093844908508,,,
2011-06,E5,0.9000641725556368,0.13914969408464026,True,-0.7848153601153296,0.014135436077085223,,-0.008107520725188765,,
2011-06,E6,0.9001223053394373,0.1088894086090259,True,-0.8117068591416463,0.012614735849322328,-0.008958849317218945,,-0.0046898184849397005,
2011-06,E7,0.9007501840654505,0.12501479767501056,True,-0.8351779220000369,0.015264865766156935,-0.012409389305672121,,,0.012489571603854123
2011-06,F2R,1.0,0.1486149279354395,True,,,,,,
2011-07,E1R,0.9,0.12354958683833185,True,,,,,,
2011-07,E4,0.9000000000000009,0.11431961416419757,True,-0.8593608398178333,0.015607922077476025,-0.012475024620437073,,,
2011-07,E5,0.9000082641967778,0.1283578926140413,True,-0.805683525331077,0.01463122984576529,,-0.008814296714788679,,
2011-07,E6,0.9000645241508701,0.09872740464038023,True,-0.8322246109937574,0.0131476798991856,-0.009326833812000878,,-0.004747880289572942,
2011-07,E7,0.9000000757727782,0.12347996498836127,True,-0.8471201895883961,0.01561772891349591,-0.012524596932974995,,,0.008633150617775842
2011-07,F2R,1.0,0.14438326838057378,True,,,,,,
2011-08,E1R,0.9000000000000045,0.12428323380557632,True,,,,,,
