origin,variant,rho,phi,converged,gamma_un_d,gamma_fx_yoy_l3,gamma_rr_gap12,gamma_rr_gap18,gamma_wage_yoy
2009-02,E4,0.9000006629733439,0.043260715783599635,True,-1.1058597153217202,0.02923296097010275,-0.031702196888501934,,
2009-02,E5,0.9000020562475969,0.05578489089343573,True,-1.079083655128825,0.027162185686279844,,-0.02293225919275827,
2009-02,E6,0.9000000000178094,0.07513111658375188,True,-1.1891483189663858,0.022394093334474664,-0.021469120393229523,,-0.0104019695666961
2009-02,F2R,1.0,0.1837946786967621,True,,,,,
2009-03,E1R,0.9000665345829922,0.05336593333770559,True,,,,,
2009-03,E4,0.9000010689570839,0.0435593880292536,True,-1.0808186000846793,0.02889091387047657,-0.03213382042931413,,
2009-03,E5,0.9000015291873507,0.056180778155646476,True,-1.0428974476164417,0.026638936132252208,,-0.022525131588464163,
2009-03,E6,0.9000000000161934,0.07758324821111358,True,-1.159294681980518,0.02179307879940134,-0.021837255681120736,,-0.010499454711268365
2009-03,F2R,1.0,0.18414316950112403,True,,,,,
2009-04,E1R,0.9000551676331622,0.05812503535869249,True,,,,,
2009-04,E4,0.900000099688515,0.038578718785285876,True,-0.9257267878505003,0.027358201385974484,-0.037896135137792906,,
2009-04,E5,0.9000029530395246,0.052843055351216965,True,-0.826969583573689,0.024564454983201794,,-0.018717170090627136,
2009-04,E6,0.9000000579686567,0.08848842493871742,True,-0.990650267700184,0.019321025153050585,-0.025668786303373197,,-0.01000743718836938
2009-04,F2R,1.0,0.1810539939786458,True,,,,,
2009-05,E1R,0.9000065798857355,0.04859394903364423,True,,,,,
2009-05,E4,0.9000010407387783,0.03827111030089459,True,-0.9452034141468216,0.027504312226687245,-0.03739753664734715,,
2009-05,E5,0.9000015511147235,0.053378777135987016,True,-0.8160018828918348,0.024550383753227614,,-0.0186324266434215,
2009-05,E6,0.9,0.08867029962786656,True,-0.979404565464117,0.019258746813020453,-0.026112999914206646,,-0.009981545668922513
2009-05,F2R,1.0,0.17845533868667254,True,,,,,
2009-06,E1R,0.9000768317304974,0.048892445740906024,True,,,,,
2009-06,E4,0.9000016734889006,0.038938142279768405,True,-0.9505886746871753,0.027500648754834864,-0.03726471041877307,,
2009-06,E5,0.9000002015351537,0.05134563071290324,True,-0.8067778283386898,0.024715804197363335,,-0.018421738396878138,
2009-06,E6,0.9000000830599929,0.0904402377531682,True,-0.9363301681378862,0.019456349489135657,-0.027527003234677917,,-0.009421000163023814
2009-06,F2R,1.0,0.17853903132625762,True,,,,,
2009-07,E1R,0.9000000000000068,0.10293450878583897,True,,,,,
2009-07,E4,0.9000006660841996,0.046850634745796996,True,-0.9913464545717041,0.02674000409356152,-0.036093901769105895,,
2009-07,E5,0.900003160450478,0.05884673700752135,True,-0.8458162676884367,0.024062606812288032,,-0.018946672498807517,
2009-07,E6,0.9000002630108995,0.0912010972129268,True,-0.9453631667489396,0.019412970858689673,-0.027433994809446922,,-0.00962109932314688
2009-07,F2R,1.0,0.17941862591818475,True,,,,,
2009-08,E1R,0.9021400575477916,0.10069160967009104,True,,,,,
2009-08,E4,0.9000020134157598,0.08016417522028756,True,-1.052567761845156,0.020834803816239398,-0.029742276648352887,,
2009-08,E5,0.9000789345903528,0.09275855154287901,True,-0.9310370036002671,0.018762185851878697,,-0.018311078778230874,
2009-08,E6,0.9004589083023933,0.11188772353530582,True,-1.0062154464912463,0.015383095844194748,-0.02166354544359342,,-0.012358734850105487
2009-08,F2R,1.0,0.18271683383548198,True,,,,,
2009-09,E1R,0.9000000002723573,0.09842766111494802,True,,,,,
2009-09,E4,0.9000009399890921,0.08586375578461729,True,-1.063557084228541,0.020101153768564906,-0.028782987249960514,,
2009-09,E5,0.9000000234937792,0.1499656248669067,True,-0.8904472521326869,0.01748368004048019,,-0.017118278458187444,
2009-09,E6,0.900469587707737,0.10321909706895195,True,-1.0221452603422985,0.01537533119162946,-0.02155678573117278,,-0.01219663963564653
2009-09,F2R,1.0,0.18262556363133284,True,,,,,
2009-10,E1R,0.9,0.09980528459098469,True,,,,,
2009-10,E4,0.9000020966971201,0.0851311852906163,True,-1.0639665644828828,0.02023455255128894,-0.02911072715103694,,
2009-10,E5,0.9000026196819995,0.14920298072650867,True,-0.8907016534630171,0.017545182233119894,,-0.017331327053811477,
2009-10,E6,0.9004510089542597,0.1025709474806034,True,-1.0159410434950877,0.015713735180647004,-0.02239577282438577,,-0.012069863717154614
2009-10,F2R,1.0,0.1807858138518323,True,,,,,
2009-11,E1R,0.9,0.0994168448680764,True,,,,,
2009-11,E4,0.9000001092381595,0.08095992748051696,True,-1.074143047488667,0.01992749578819295,-0.02877118006599473,,
2009-11,E5,0.9000110792231444,0.13987654058876972,True,-0.9054397018123979,0.017378975974767265,,-0.015495347414786408,
2009-11,E6,0.9002670932674898,0.09923153908767501,True,-1.021349890488746,0.015725610562500957,-0.022406383749666105,,-0.012153745377613701
2009-11,F2R,1.0,0.18124654136113197,True,,,,,
2009-12,E1R,0.9,0.10089403330682856,True,,,,,
2009-12,E4,0.9000021529761014,0.08126957589249577,True,-1.0738274912538348,0.01998098678741516,-0.0288164506497539,,
2009-12,E5,0.9000017950250174,0.09121412048209644,True,-0.9547535994543144,0.018227476874017812,,-0.01608078802639887,
2009-12,E6,0.9002483440134862,0.09805492202515627,True,-1.0198506242914775,0.015974030127596406,-0.02286617895098754,,-0.012009746951821137
2009-12,F2R,1.0,0.18080366555064525,True,,,,,
2010-01,E1R,0.9000541347979278,0.05266742307246044,True,,,,,
2010-01,E4,0.9000021933518947,0.0778346278014494,True,-1.0687497968272324,0.019487979658632856,-0.02859066783354745,,
2010-01,E5,0.9000048700309136,0.13894218351582177,True,-0.8982674984004609,0.017057936880090326,,-0.014765208933265613,
2010-01,E6,0.9005158946716713,0.10467712131196405,True,-1.0122253302785569,0.015729455975561718,-0.022530322987428013,,-0.01204093128026527
2010-01,F2R,1.0,0.18212185402409645,True,,,,,
2010-02,E1R,0.9000067966711075,0.09246630225912468,True,,,,,
2010-02,E4,0.9000010991294015,0.05265841466406789,True,-1.0347432658817644,0.017887422182197726,-0.029887016089479985,,
2010-02,E5,0.9000004349820282,0.06362674836864564,True,-0.8981780508313808,0.016544200625851716,,-0.009451648308588037,
2010-02,E6,0.9001897761877649,0.09350609729050818,True,-1.0014603387639205,0.014546334401796184,-0.021326101856580588,,-0.012427078333848155
2010-02,F2R,1.0,0.17031288730530933,True,,,,,
2010-03,E1R,0.900000000008325,0.09534098723771924,True,,,,,
2010-03,E4,0.9000001021644777,0.05221925210254548,True,-1.0318430783702284,0.01768340784050924,-0.03068369842573904,,
2010-03,E5,0.9000048063343694,0.06368803581569063,True,-0.8880704989172038,0.016410133739254266,,-0.007938351946273783,
2010-03,E6,0.900030621802535,0.10698654115715887,True,-0.9884113705645506,0.01415154856223016,-0.021024320193173705,,-0.01231316207946272
2010-03,F2R,1.0,0.17247203802639324,True,,,,,
2010-04,E1R,0.9002588143798854,0.04322926785906008,True,,,,,
2010-04,E4,0.9000024377303215,0.06548902423964097,True,-0.9977551674566266,0.018135003770724148,-0.026450220522494242,,
2010-04,E5,0.9,0.10500969717173336,True,-0.8510255696700008,0.016089687841700975,,-0.010494498813519484,
2010-04,E6,0.9002608090690608,0.10608008801985151,True,-0.9663438643301404,0.014406408466375337,-0.01997840189500149,,-0.012193579616602265
2010-04,F2R,1.0,0.16896508153253148,True,,,,,
2010-05,E1R,0.9,0.09814445794861275,True,,,,,
2010-05,E4,0.9000018278057775,0.08437227661560774,True,-0.9521706594941685,0.018122472876613057,-0.023620667815048135,,
2010-05,E5,0.9000115765583154,0.12609552318406472,True,-0.826594942978362,0.015908111925617398,,-0.013197064870310844,
2010-05,E6,0.9002554286730272,0.10225922693591445,True,-0.9395645997906287,0.01456139976783422,-0.01907679802098386,,-0.012119817096889305
2010-05,F2R,1.0,0.1731790409852201,True,,,,,
2010-06,E1R,0.9000466543567219,0.04919250414316151,True,,,,,
2010-06,E4,0.9000012734984532,0.08387710951612078,True,-0.9530145859371363,0.01812425560585632,-0.023645967033647432,,
2010-06,E5,0.9000791484670699,0.08843298097965822,True,-0.8590255350542492,0.016507253767027455,,-0.013048149760263394,
2010-06,E6,0.9002606781433884,0.10198460302830437,True,-0.9404498339742976,0.014572880610007485,-0.019118407166653934,,-0.012125915939541659
2010-06,F2R,1.0,0.1733075550849767,True,,,,,
2010-07,E1R,0.9,0.09706844123442628,True,,,,,
2010-07,E4,0.900001647065975,0.08644340616415223,True,-0.931936904129876,0.018425813277154014,-0.023856393037634607,,
2010-07,E5,0.9000131596528884,0.088494146280123,True,-0.8314325511736105,0.01692454250732691,,-0.011384863206964762,
2010-07,E6,0.9004192186163832,0.11972215262415017,True,-0.9127826949633655,0.01452203806670388,-0.018838501814878658,,-0.011709893434225844
2010-07,F2R,1.0,0.17312594267398615,True,,,,,
2010-08,E1R,0.9,0.09678162924392673,True,,,,,
2010-08,E4,0.9000043883595642,0.08856396958823987,True,-0.9212726504568025,0.0187538923342564,-0.023972126614574072,,
2010-08,E5,0.9000001668673164,0.12346784009141999,True,-0.7899039649035999,0.016748904054617823,,-0.010893811304109439,
2010-08,E6,0.9002043346998838,0.10549205773011507,True,-0.9191053547240299,0.015123553011838091,-0.019333117473750203,,-0.011575857685538739
2010-08,F2R,1.0,0.17372969913897413,True,,,,,
2010-09,E1R,0.9,0.0959020197678136,True,,,,,
2010-09,E4,0.9000015073671962,0.08929982647947256,True,-0.9115191127773915,0.018962174004729247,-0.024110384110742098,,
2010-09,E5,0.9000013807719539,0.12729431512078734,True,-0.7741307987279715,0.01692248171052356,,-0.010394527509641089,
2010-09,E6,0.9000915672236377,0.10702294453104066,True,-0.9078291338269343,0.015389825023309742,-0.019417236155590795,,-0.010937991954536295
2010-09,F2R,1.0,0.1737923256693901,True,,,,,
2010-10,E1R,0.9,0.09553134279027563,True,,,,,
2010-10,E4,0.9000026152218358,0.08798014401357335,True,-0.919970082854165,0.018847505824782996,-0.02328989274830845,,
2010-10,E5,0.9000026906260545,0.08902306770873988,True,-0.8163862160672825,0.01747021740287067,,-0.01033501337605314,
2010-10,E6,0.9005954119666194,0.11823117059168907,True,-0.8976841487463161,0.015091924182009345,-0.018813941847329634,,-0.010973934224899621
2010-10,F2R,1.0,0.17117052059275462,True,,,,,
2010-11,E1R,0.9004293561089716,0.05239892626916283,True,,,,,
2010-11,E4,0.9000011420300076,0.08376693439308121,True,-0.9198265984937734,0.019044688180164457,-0.024515917991387932,,
2010-11,E5,0.9000067813614544,0.0839681793987157,True,-0.8092190077841828,0.017612056061365323,,-0.010679376923756942,
2010-11,E6,0.9007962119469752,0.12052981404153763,False,-0.8968056826527129,0.01536073201305145,-0.019805956965410782,,-0.010915121280171757
2010-11,F2R,1.0,0.16981734958419012,True,,,,,
2010-12,E1R,0.9,0.09517076745044489,True,,,,,
2010-12,E4,0.9000001459346743,0.08359072156829482,True,-0.9270266760374897,0.018988474414255063,-0.023151424694911847,,
2010-12,E5,0.9000000000000239,0.12702067396315872,True,-0.7859906694679946,0.016908852412118053,,-0.010242505958407479,
2010-12,E6,0.9006502531229482,0.11788413132116247,True,-0.8992074291594752,0.015218637251373453,-0.019006769711911172,,-0.010939946888874175
2010-12,F2R,1.0,0.1671257358305817,True,,,,,
2011-01,E1R,0.900015202987669,0.055600490055715865,True,,,,,
2011-01,E4,0.9000011315656633,0.09175822715471756,True,-0.9289268605067007,0.018960574283922924,-0.021330998667430285,,
2011-01,E5,0.9000070638166398,0.13022210860705052,True,-0.799002478011295,0.017028656559127442,,-0.009573086177795027,
2011-01,E6,0.9004538799232518,0.11158134281583297,True,-0.9083435451884896,0.015178059322639702,-0.01798467708147984,,-0.011212822428510655
2011-01,F2R,1.0,0.1725013693723469,True,,,,,
2011-02,E1R,0.9,0.09083720872000833,True,,,,,
2011-02,E4,0.9000010744499581,0.06598762824238125,True,-0.9587260346566857,0.019953405745989736,-0.02378190711995975,,
2011-02,E5,0.9000017444362048,0.06430670832897552,True,-0.8555882263240109,0.01843910302791872,,-0.012598899976258173,
2011-02,E6,0.900000000006944,0.10735285796383566,True,-0.9179684192014035,0.015991935079292557,-0.019902203162469163,,-0.01052717331409847
2011-02,F2R,1.0,0.14583440929632027,True,,,,,
2011-03,E1R,0.9,0.12423241691038786,True,,,,,
2011-03,E4,0.9000017635579388,0.07128472974807325,True,-0.9514262139786654,0.01970132558551619,-0.022614465678706498,,
2011-03,E5,0.9000057862751266,0.06917371399600539,True,-0.8564543986564225,0.018230536171000466,,-0.01257408121969951,
2011-03,E6,0.9000074432865646,0.13946021567290715,True,-0.8760806732577163,0.01521726134833013,-0.018157648599102762,,-0.009731195523160168
2011-03,F2R,1.0,0.14921094279335675,True,,,,,
2011-04,E1R,0.9,0.12432359260089862,True,,,,,
2011-04,E4,0.9000015640998041,0.07464875269340318,True,-0.9416085557972199,0.01937851318689288,-0.022101454367369627,,
2011-04,E5,0.9000006629136142,0.07248280541633183,True,-0.8439596902725178,0.01796281413977709,,-0.011332320297571665,
2011-04,E6,0.9000000006014306,0.14205713089837832,True,-0.8672419197704668,0.014974979341131853,-0.017749650990912347,,-0.009555536153267003
2011-04,F2R,1.0,0.14868164357039512,True,,,,,
2011-05,E1R,0.9,0.12879187870533637,True,,,,,
2011-05,E4,0.9000028177466338,0.0736987584295215,True,-0.9448282602074787,0.019349817758844066,-0.022325830185395634,,
2011-05,E5,0.9000062612790828,0.07155143132821648,True,-0.8448954721978998,0.017982025540242984,,-0.010732626944804454,
2011-05,E6,0.9000000000915906,0.1469761359779699,True,-0.8646413985205549,0.014905179956360566,-0.017831815941367273,,-0.009578896449623274
2011-05,F2R,1.0,0.14721947547776443,True,,,,,
2011-06,E1R,0.9,0.13080643505524214,True,,,,,
2011-06,E4,0.9000018292213824,0.07567083895664035,True,-0.9343093791457304,0.0189561016422175,-0.021623054252231957,,
2011-06,E5,0.9000030126143614,0.07305514542345222,True,-0.8324810901119385,0.017758289236342102,,-0.008387977857099998,
2011-06,E6,0.9,0.1417981632911216,True,-0.8645073289289689,0.01474497691931339,-0.017479981500903675,,-0.00953552137315723
2011-06,F2R,1.0,0.1486243541892147,True,,,,,
2011-07,E1R,0.9,0.1266869966372313,True,,,,,
2011-07,E4,0.9000005232839093,0.07301516811587246,True,-0.9521980425639988,0.019547525412327293,-0.021539050261090483,,
2011-07,E5,0.9000006647284724,0.07092689273251453,True,-0.8537315710919451,0.01825187438633707,,-0.009593311743431258,
2011-07,E6,0.9000000005709471,0.1276831910944149,True,-0.8850683491096705,0.015218565150694629,-0.017555531902676846,,-0.009412000922185625
2011-07,F2R,1.0,0.14438853556553136,True,,,,,
2011-08,E1R,0.9,0.12701619920931465,True,,,,,
2011-08,E4,0.9000025547972881,0.07793094447049692,True,-0.951611806990052,0.01982379270253654,-0.021331117272531425,,
2011-08,E5,0.9000000004649166,0.07573116766820219,True,-0.855646371368042,0.018493827927376506,,-0.010036871538065768,
2011-08,E6,0.9,0.12608586282987813,False,-0.8873378300054984,0.015442274045918723,-0.017451896826920058,,-0.009411025330685026
2011-08,F2R,1.0,0.1469751810910585,True,,,,,
2011-09,E1R,0.9000018558105668,0.12671495303392796,True,,,,,
2011-09,E4,0.9000016196133335,0.0788016839784703,True,-0.9519346656245289,0.01985359520174356,-0.02121119625088965,,
2011-09,E5,0.9000074070715287,0.07651986873205323,True,-0.8563241738297613,0.018516564339439025,,-0.010007363324734215,
2011-09,E6,0.9000000003043084,0.12814328434530928,True,-0.8847530308492396,0.01544267612488867,-0.017305856663858574,,-0.009317214843105505
2011-09,F2R,1.0,0.14717570002094518,True,,,,,
2011-10,E1R,0.9,0.12726684507933847,True,,,,,
2011-10,E4,0.9000005484837702,0.07500717482596468,True,-0.9571656882235614,0.020036922097435704,-0.021844046449701258,,
2011-10,E5,0.9000037654682443,0.07214473408682229,True,-0.8607340102568694,0.01866461638524607,,-0.010213981131368274,
2011-10,E6,0.9000071778024478,0.12583806262254377,True,-0.8912394145204758,0.015584553147963158,-0.017857310686249996,,-0.009609935592981513
2011-10,F2R,1.0,0.14404417013378307,True,,,,,
2011-11,E1R,0.9000064463358959,0.12781224164867191,True,,,,,
2011-11,E4,0.9000001283180423,0.07585974656718794,True,-0.9670713410061761,0.01995340707266355,-0.02245388545946699,,
2011-11,E5,0.9000005304833907,0.07298105199754602,True,-0.8687946428286505,0.018550456938930388,,-0.010196690759529758,
2011-11,E6,0.9000153477126864,0.1235556985650603,True,-0.9000516598062595,0.015520927058037187,-0.018273462806889483,,-0.009629675246186792
2011-11,F2R,1.0,0.14477046613275124,True,,,,,
2011-12,E1R,0.9000000000000009,0.12932533068196364,True,,,,,
2011-12,E4,0.900001869663289,0.07527307025605184,True,-0.9901320823563984,0.01976374366640823,-0.024437167966948694,,
2011-12,E5,0.9000015646825538,0.0727800869141567,True,-0.8802819458750418,0.01825185220804754,,-0.010230391888733354,
2011-12,E6,0.9012604842445036,0.10454437226971156,True,-0.9450879773919502,0.015780557649042737,-0.020487733202176596,,-0.01008465229389409
2011-12,F2R,1.0,0.14968763233220514,True,,,,,
2012-01,E1R,0.9000039284591146,0.12973706878563995,True,,,,,
2012-01,E4,0.9000000269359854,0.07894370396761824,True,-0.9858516378173728,0.019486751591023123,-0.024782594610557908,,
2012-01,E5,0.9000018413957362,0.0762304304334623,True,-0.8749550836477376,0.017947104211197055,,-0.010368298287874856,
2012-01,E6,0.900005500929188,0.13750613753464117,True,-0.9088839030737741,0.015004671526185833,-0.019987280209716084,,-0.00964509800932258
2012-01,F2R,1.0,0.1547996354356884,True,,,,,
2012-02,E1R,0.9,0.13278314463871152,True,,,,,
2012-02,E4,0.9000001502499684,0.08167241063734272,True,-0.9885906939559348,0.01950251671138102,-0.025514575412309486,,
2012-02,E5,0.9000037511685137,0.07880320366558545,True,-0.8726041497257343,0.01792526399954343,,-0.010469219545581821,
2012-02,E6,0.9002667515329541,0.14019532308797078,True,-0.913655862783705,0.01502773757912257,-0.020741842734380445,,-0.009680214453349902
2012-02,F2R,1.0,0.1620003635005855,True,,,,,
2012-03,E1R,0.9000441586352218,0.04936119292121155,True,,,,,
2012-03,E4,0.9000016653723262,0.07793565481466173,True,-0.9936820360864171,0.0196520004014305,-0.026360896724968635,,
2012-03,E5,0.9000013618448751,0.07520505066128984,True,-0.8724101938244209,0.018051789001072904,,-0.010264676610021227,
2012-03,E6,0.9004246500476245,0.09663630419649337,True,-0.967666971626073,0.015910697917169144,-0.022732160966831137,,-0.010421440823239073
2012-03,F2R,1.0,0.16072432794030897,True,,,,,
2012-04,E1R,0.9001985628535324,0.049190132674817144,True,,,,,
2012-04,E4,0.9000023907377274,0.07639410689696252,True,-0.991796690020312,0.019724478969772613,-0.026554934880308998,,
2012-04,E5,0.9000024133265485,0.07389519624876943,True,-0.8700612853295496,0.01811770757994213,,-0.010381269673593757,
2012-04,E6,0.9003763496692386,0.10336300810898522,True,-0.9587923542860861,0.015892127427486115,-0.022829032861949053,,-0.010431653316950376
2012-04,F2R,1.0,0.16194279213719748,True,,,,,
2012-05,E1R,0.9000162677633954,0.05525703489776906,True,,,,,
2012-05,E4,0.9000050419390604,0.08268928637484302,True,-0.9926701161394484,0.019506271759709478,-0.026133466936179513,,
2012-05,E5,0.9000037905602741,0.08033978140848674,True,-0.8735395766799305,0.01786880644700761,,-0.010439810763626,
2012-05,E6,0.9000851042944854,0.09453550618000474,True,-0.9651692010832534,0.01587150600352785,-0.022642341544259034,,-0.010418256437564895
2012-05,F2R,1.0,0.16386895837704227,True,,,,,
2012-06,E1R,0.9000211448486898,0.05458183478807333,True,,,,,
2012-06,E4,0.9000013964586387,0.08020437888854946,True,-0.9830552107034215,0.019469323608038127,-0.02601255730989591,,
2012-06,E5,0.9000017938545272,0.07830219385710711,True,-0.8662894575110457,0.017846925830899477,,-0.010468926796026711,
2012-06,E6,0.9002371349787552,0.10624115243448357,True,-0.9427257614798735,0.015661701738924633,-0.022298123999536058,,-0.010230511584227844
2012-06,F2R,1.0,0.16317489245571692,True,,,,,
2012-07,E1R,0.900148682810466,0.052605191964889476,True,,,,,
2012-07,E4,0.9000001819025496,0.08007918847598523,True,-0.9779058698951705,0.019324034275155343,-0.02592135369590916,,
2012-07,E5,0.9000045209345354,0.07784878609664672,True,-0.8600626519614242,0.017675070452070014,,-0.010503237070853964,
2012-07,E6,0.9003407968886799,0.10681751012468531,True,-0.9375612225062482,0.015585813477151302,-0.022232240697271467,,-0.010327922923286858
2012-07,F2R,1.0,0.1614753539981787,True,,,,,
2012-08,E1R,0.9000431141107287,0.05293607267099433,True,,,,,
2012-08,E4,0.900000172594944,0.0882436576425735,True,-0.9427332728728484,0.01846124400627842,-0.0242914138396704,,
2012-08,E5,0.9,0.12151254364804903,True,-0.799752932744435,0.01626958113290279,,-0.009394817078372147,
2012-08,E6,0.900817356884996,0.11818900889001167,True,-0.905939793863962,0.014688859414958766,-0.020781636432866683,,-0.010773204818245351
2012-08,F2R,1.0,0.16016860747227815,True,,,,,
2012-09,E1R,0.9001168150415281,0.05121292152358567,True,,,,,
