period,sentiment_sequential_core_error
2015-04,0.2522604579486101
2015-05,0.7353064232748525
2015-06,-0.7200311602519212
2015-07,0.04386965249374786
2015-08,-0.04031083854775294
2015-09,0.07707251928991476
2015-10,0.3299336957446069
2015-11,-0.06552957464740099
2015-12,0.21270350005102562
2016-01,-0.1919874158899401
2016-02,0.009814038456751023
2016-03,-0.08900241847710819
2016-04,-0.0891131533395198
2016-05,0.07762099243818814
2016-06,-0.136741804164665
2016-07,0.1019212827540632
2016-08,-0.1525186647467413
2016-09,0.04793709663458734
2016-10,0.30348647599648126
2016-11,0.0041632082251403
2016-12,0.30022054760029687
2017-01,0.22035692730049078
2017-02,0.04093309916404564
2017-03,-0.08443933085051608
2017-04,0.0884530573460609
2017-05,0.027547867173660562
2017-06,0.011860345955281626
2017-07,0.20316680320565483
2017-08,-0.07555819516227447
2017-09,0.16000314936355753
2017-10,0.05929364177942936
2017-11,-0.15194417968693302
2017-12,-0.281734976606815
2018-01,-0.08024253477099019
2018-02,0.09429050642685483
2018-03,0.06378732334770404
2018-04,0.13255722136621112
2018-05,0.03930184528939987
2018-06,0.02285315584334799
2018-07,0.5040306986983296
2018-08,-0.12634596684414184
2018-09,-0.426733939376791
2018-10,0.24195589254997596
2018-11,0.08448693589631939
2018-12,-0.09032377405494876
2019-01,0.3798933860866672
2019-02,-0.013807643135999859
2019-03,-0.1258340984704016
2019-04,-0.0032705704813909553
2019-05,-0.007451462264404768
2019-06,0.1296343414228549
2019-07,0.36933848580053996
2019-08,0.03327626386899296
2019-09,-0.3330700238490911
2019-10,0.33853924179583106
2019-11,-0.11731187344352659
2019-12,0.04471562250556221
2020-01,0.46607423515646285
2020-02,0.39711616721525056
2020-03,-0.2447538648713963
2020-04,0.26153026090988163
2020-05,0.6499292805084611
2020-06,0.12834493352710913
2020-07,0.6035591823441839
2020-08,-0.15283364257676518
2020-09,0.0020728858667750094
2020-10,0.24996196826617922
2020-11,-0.15441256045158197
2020-12,-0.22668191435674082
2021-01,0.34639706129668535
2021-02,-0.3082424996865986
2021-03,-0.005741839288013195
2021-04,0.05553949243042036
2021-05,-0.1785558515900546
2021-06,0.46919311527015817
2021-07,0.4431704281090043
2021-08,0.6184332468294047
2021-09,0.4017690877360722
2021-10,0.5630810960298873
2021-11,0.448083810726673
2021-12,-0.4936374374451751
2022-01,0.5797147434652241
2022-02,-0.17770705063739467
2022-03,0.6254014864578472
2022-04,0.49505170209689764
2022-05,-0.49624447932118043
2022-06,0.07602511292287883
2022-07,-0.5529479240000672
2022-08,-0.5617710487156992
2022-09,-0.24691623579565708
2022-10,-0.3323254016055819
2022-11,-0.5696039041860629
2022-12,-0.16850313697754515
2023-01,-0.19709509847421047
2023-02,-0.0028542158284833308
2023-03,-0.14432016512712048
2023-04,-0.6646624532025804
2023-05,-0.31850727557185665
2023-06,0.23093835529842044
2023-07,0.08097367163988922
2023-08,-0.42040403712774826
2023-09,-0.4141494532770243
2023-10,-0.3731795415438734
2023-11,-0.17924199562627383
2023-12,-0.29266623039046147
2024-01,-0.09392334217196341
2024-02,0.30294741720217117
2024-03,-0.02972369408192213
2024-04,-0.3566452893951947
2024-05,0.024678654798310426
2024-06,-0.19435653982628429
2024-07,0.5664228379363152
2024-08,-0.1621587848613651
2024-09,-0.3519369116461696
2024-10,0.1744952622138523
2024-11,0.015376974133629706
2024-12,-0.11691586641839223
2025-01,0.22672005752289132
2025-02,0.0951313570813831
2025-03,-0.17442963404650227
2025-04,-0.06474704046916013
2025-05,0.1708159581306152
2025-06,0.12182767265689143
2025-07,0.10689670512810345
2025-08,0.007510856677973243
2025-09,-0.19982477043340674
2025-10,0.10361560273570963
2025-11,-0.0719460294565561
2025-12,0.18799695813783673
2026-01,-0.020949978578154838
2026-02,0.08753438247723605
2026-03,0.1067970190976679
2026-04,-0.08872458260237565
2026-05,-0.07372405701542067
2026-06,-0.08571348095826126
