report,season,origin,origin_clock,quarter,quarters_ahead,cnb,ours_a,ours_b,naive,realised,err_cnb,err_ours_a,err_ours_b,err_naive
2022-02-10,winter,2021-12,2022-01-11,2022Q1,1,9.63663198795535,7.195876412822475,6.800610148402895,6.268674059296806,11.23658150891361,-1.5999495209582584,-4.040705096091134,-4.435971360510714,-4.967907449616803
2022-02-10,winter,2021-12,2022-01-11,2022Q2,2,9.50510416,6.981173098079736,6.586698515019706,5.851263957771557,15.772308516091229,-6.267204356091229,-8.791135418011493,-9.185610001071524,-9.921044558319672
2022-02-10,winter,2021-12,2022-01-11,2022Q3,3,8.17038043,5.6527342107646925,5.2631580164680205,4.7070567375639305,17.578003612072624,-9.407623182072625,-11.925269401307933,-12.314845595604604,-12.870946874508693
2022-02-10,winter,2021-12,2022-01-11,2022Q4,4,6.62746481,3.9837894024196188,3.727576024022215,3.511313235988806,15.69904392215021,-9.07157911215021,-11.71525451973059,-11.971467898127996,-12.187730686161403
2022-05-12,spring,2022-04,2022-05-09,2022Q2,1,14.5366564687991,13.990510519613544,15.08874965175002,14.241996235145848,15.772308516091229,-1.2356520472921293,-1.7817979964776853,-0.6835588643412098,-1.530312280945381
2022-05-12,spring,2022-04,2022-05-09,2022Q3,2,13.8649926,15.073995506981637,16.182673452022673,13.007088761623997,17.578003612072624,-3.7130110120726236,-2.5040081050909873,-1.3953301600499515,-4.570914850448627
2022-05-12,spring,2022-04,2022-05-09,2022Q4,3,12.749894,15.569645339352283,16.6830986120874,11.725795841368774,15.69904392215021,-2.9491499221502107,-0.12939858279792738,0.9840546899371887,-3.9732480807814365
2022-05-12,spring,2022-04,2022-05-09,2023Q1,4,7.85719611,12.438295377519166,13.521579726114695,7.523759013390307,16.393468660721577,-8.536272550721577,-3.955173283202411,-2.8718889346068828,-8.86970964733127
2022-08-11,summer,2022-07,2022-08-09,2022Q3,1,19.4927708743343,18.295835476385783,18.16297453184657,16.937993248421822,17.578003612072624,1.9147672622616767,0.7178318643131583,0.5849709197739443,-0.6400103636508021
2022-08-11,summer,2022-07,2022-08-09,2022Q4,2,19.6557739,20.51783748173459,20.382480952426818,15.61213108791515,15.69904392215021,3.9567299778497897,4.818793559584378,4.6834370302766075,-0.08691283423505958
2022-08-11,summer,2022-07,2022-08-09,2023Q1,3,16.1682854,19.08740483802789,18.953654862588877,11.263928160076938,16.393468660721577,-0.2251832607215789,2.6939361773063126,2.5601862018672996,-5.129540500644639
2022-08-11,summer,2022-07,2022-08-09,2023Q2,4,11.4594623,17.547644698326966,17.415624065139948,7.501554752870342,11.15840613352934,0.30105616647066036,6.389238564797626,6.257217931610608,-3.656851380658998
2022-11-10,autumn,2022-10,2022-11-09,2022Q4,1,18.4131830570712,18.858299471885147,15.820858416672792,14.918331659670566,15.69904392215021,2.714139134920991,3.1592555497349366,0.12181449452258164,-0.7807122624796445
2022-11-10,autumn,2022-10,2022-11-09,2023Q1,2,14.8665554,16.314539630393732,13.342104726299786,10.59622271242797,16.393468660721577,-1.526913260721578,-0.0789290303278456,-3.0513639344217918,-5.797245948293607
2022-11-10,autumn,2022-10,2022-11-09,2023Q2,3,10.1921138,13.579148387607328,10.676616802842569,6.856427666974585,11.15840613352934,-0.9662923335293403,2.4207422540779877,-0.4817893306867713,-4.301978466554755
2022-11-10,autumn,2022-10,2022-11-09,2023Q3,4,6.95297995,12.190469481995365,9.32342578776206,4.709427282053328,8.048806481176504,-1.0958265311765043,4.141663000818861,1.2746193065855564,-3.339379199123176
2023-02-09,winter,2022-12,2023-01-10,2023Q1,1,16.3076255004732,11.386619899219761,11.482768119351283,11.655178539622803,16.393468660721577,-0.0858431602483769,-5.006848761501816,-4.910700541370295,-4.738290121098775
