origin,as_of,forest,multiplier,n_validation,selection_reason,validation_start,validation_end,validation_last_release,validation_origins,selected_inner_mse,zero_inner_mse,raw_correction,applied_correction,n_errors,error_end,last_error_release,forest_status
2023-07,2023-08-09 23:59:00,leaf8_featuresthird,0.5,36,minimum_prior_mse,2020-07,2023-06,2023-07-13 09:00:00,2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10|2022-11|2022-12|2023-01|2023-02|2023-03|2023-04|2023-05|2023-06,0.14304218921662362,0.1458482231101671,-0.061175737669063424,-0.030587868834531712,99,2023-06,2023-07-13 09:00:00,estimated
2023-08,2023-09-10 23:59:00,leaf8_featuresthird,0.5,36,minimum_prior_mse,2020-08,2023-07,2023-08-10 09:00:00,2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10|2022-11|2022-12|2023-01|2023-02|2023-03|2023-04|2023-05|2023-06|2023-07,0.13757591491065335,0.13938534617245005,-0.10086482212888132,-0.05043241106444066,100,2023-07,2023-08-10 09:00:00,estimated
2023-09,2023-10-09 23:59:00,leaf8_featuresthird,0.5,36,minimum_prior_mse,2020-09,2023-08,2023-09-11 09:00:00,2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10|2022-11|2022-12|2023-01|2023-02|2023-03|2023-04|2023-05|2023-06|2023-07|2023-08,0.1388950345096049,0.1427922536676645,-0.08029369809316324,-0.04014684904658162,101,2023-08,2023-09-11 09:00:00,estimated
2023-10,2023-11-09 23:59:00,leaf8_featuresthird,0.5,36,minimum_prior_mse,2020-10,2023-09,2023-10-10 09:00:00,2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10|2022-11|2022-12|2023-01|2023-02|2023-03|2023-04|2023-05|2023-06|2023-07|2023-08|2023-09,0.14276807628994767,0.14766135834434277,-0.12279604594191722,-0.06139802297095861,102,2023-09,2023-10-10 09:00:00,estimated
2023-11,2023-12-10 23:59:00,leaf8_featuresthird,0.5,36,minimum_prior_mse,2020-11,2023-10,2023-11-10 09:00:00,2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10|2022-11|2022-12|2023-01|2023-02|2023-03|2023-04|2023-05|2023-06|2023-07|2023-08|2023-09|2023-10,0.14461372614340337,0.14979199062202847,-0.14822669569661254,-0.07411334784830627,103,2023-10,2023-11-10 09:00:00,estimated
2023-12,2024-01-10 23:59:00,leaf8_featuresthird,0.5,36,minimum_prior_mse,2020-12,2023-11,2023-12-11 09:00:00,2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10|2022-11|2022-12|2023-01|2023-02|2023-03|2023-04|2023-05|2023-06|2023-07|2023-08|2023-09|2023-10|2023-11,0.14337783068687407,0.14952591623510744,-0.07560044981110291,-0.037800224905551454,104,2023-11,2023-12-11 09:00:00,estimated
2024-01,2024-02-14 23:59:00,leaf8_featuresthird,0.5,36,minimum_prior_mse,2021-01,2023-12,2024-01-11 09:00:00,2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10|2022-11|2022-12|2023-01|2023-02|2023-03|2023-04|2023-05|2023-06|2023-07|2023-08|2023-09|2023-10|2023-11|2023-12,0.1433369359618998,0.15016973111998852,-0.07242541041495033,-0.03621270520747517,105,2023-12,2024-01-11 09:00:00,estimated
2024-02,2024-03-10 23:59:00,leaf8_featuresthird,0.5,36,minimum_prior_mse,2021-02,2024-01,2024-02-15 09:00:00,2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10|2022-11|2022-12|2023-01|2023-02|2023-03|2023-04|2023-05|2023-06|2023-07|2023-08|2023-09|2023-10|2023-11|2023-12|2024-01,0.14172977035036918,0.1479432820914146,-0.08375566080667339,-0.041877830403336695,106,2024-01,2024-02-15 09:00:00,estimated
2024-03,2024-04-09 23:59:00,leaf8_featuresthird,0.5,36,minimum_prior_mse,2021-03,2024-02,2024-03-11 09:00:00,2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10|2022-11|2022-12|2023-01|2023-02|2023-03|2023-04|2023-05|2023-06|2023-07|2023-08|2023-09|2023-10|2023-11|2023-12|2024-01|2024-02,0.14054440479724706,0.14744507124444178,-0.04706303961847418,-0.02353151980923709,107,2024-02,2024-03-11 09:00:00,estimated
2024-04,2024-05-12 23:59:00,leaf8_featuresthird,0.5,36,minimum_prior_mse,2021-04,2024-03,2024-04-10 09:00:00,2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10|2022-11|2022-12|2023-01|2023-02|2023-03|2023-04|2023-05|2023-06|2023-07|2023-08|2023-09|2023-10|2023-11|2023-12|2024-01|2024-02|2024-03,0.1405363669371052,0.14739713803456433,-0.0009519747176026999,-0.00047598735880134994,108,2024-03,2024-04-10 09:00:00,estimated
2024-05,2024-06-10 23:59:00,leaf8_featuresthird,0.5,36,minimum_prior_mse,2021-05,2024-04,2024-05-13 09:00:00,2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10|2022-11|2022-12|2023-01|2023-02|2023-03|2023-04|2023-05|2023-06|2023-07|2023-08|2023-09|2023-10|2023-11|2023-12|2024-01|2024-02|2024-03|2024-04,0.14406839552837547,0.15090205396164313,0.012907828350657152,0.006453914175328576,109,2024-04,2024-05-13 09:00:00,estimated
2024-06,2024-07-09 23:59:00,leaf8_featuresthird,0.5,36,minimum_prior_mse,2021-06,2024-05,2024-06-11 09:00:00,2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10|2022-11|2022-12|2023-01|2023-02|2023-03|2023-04|2023-05|2023-06|2023-07|2023-08|2023-09|2023-10|2023-11|2023-12|2024-01|2024-02|2024-03|2024-04|2024-05,0.14311557520520815,0.15005718024011003,0.12517287590254617,0.06258643795127308,110,2024-05,2024-06-11 09:00:00,estimated
2024-07,2024-08-11 23:59:00,leaf8_featuresthird,0.5,36,minimum_prior_mse,2021-07,2024-06,2024-07-10 09:00:00,2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10|2022-11|2022-12|2023-01|2023-02|2023-03|2023-04|2023-05|2023-06|2023-07|2023-08|2023-09|2023-10|2023-11|2023-12|2024-01|2024-02|2024-03|2024-04|2024-05|2024-06,0.13848065547630506,0.14440647060496803,-0.07084278626608005,-0.035421393133040026,111,2024-06,2024-07-10 09:00:00,estimated
2024-08,2024-09-09 23:59:00,leaf8_featuresthird,0.5,36,minimum_prior_mse,2021-08,2024-07,2024-08-12 09:00:00,2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10|2022-11|2022-12|2023-01|2023-02|2023-03|2023-04|2023-05|2023-06|2023-07|2023-08|2023-09|2023-10|2023-11|2023-12|2024-01|2024-02|2024-03|2024-04|2024-05|2024-06|2024-07,0.14417066250459745,0.14836376600958787,-0.07930805382233715,-0.03965402691116857,112,2024-07,2024-08-12 09:00:00,estimated
2024-09,2024-10-09 23:59:00,leaf8_featuresthird,0.5,36,minimum_prior_mse,2021-09,2024-08,2024-09-10 09:00:00,2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10|2022-11|2022-12|2023-01|2023-02|2023-03|2023-04|2023-05|2023-06|2023-07|2023-08|2023-09|2023-10|2023-11|2023-12|2024-01|2024-02|2024-03|2024-04|2024-05|2024-06|2024-07|2024-08,0.1356136731734682,0.1402156517877725,-0.1509235257110239,-0.07546176285551195,113,2024-08,2024-09-10 09:00:00,estimated
2024-10,2024-11-10 23:59:00,leaf8_featuresthird,0.5,36,minimum_prior_mse,2021-10,2024-09,2024-10-10 09:00:00,2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10|2022-11|2022-12|2023-01|2023-02|2023-03|2023-04|2023-05|2023-06|2023-07|2023-08|2023-09|2023-10|2023-11|2023-12|2024-01|2024-02|2024-03|2024-04|2024-05|2024-06|2024-07|2024-08|2024-09,0.13500107258095181,0.14006947193084718,0.0064335936765575015,0.0032167968382787507,114,2024-09,2024-10-10 09:00:00,estimated
2024-11,2024-12-09 23:59:00,leaf8_featuresthird,0.5,36,minimum_prior_mse,2021-11,2024-10,2024-11-11 09:00:00,2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10|2022-11|2022-12|2023-01|2023-02|2023-03|2023-04|2023-05|2023-06|2023-07|2023-08|2023-09|2023-10|2023-11|2023-12|2024-01|2024-02|2024-03|2024-04|2024-05|2024-06|2024-07|2024-08|2024-09|2024-10,0.13162988684151566,0.13340767484046273,-0.0040221128274534005,-0.0020110564137267002,115,2024-10,2024-11-11 09:00:00,estimated
2024-12,2025-01-12 23:59:00,leaf8_featuresthird,0.5,36,minimum_prior_mse,2021-12,2024-11,2024-12-10 09:00:00,2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10|2022-11|2022-12|2023-01|2023-02|2023-03|2023-04|2023-05|2023-06|2023-07|2023-08|2023-09|2023-10|2023-11|2023-12|2024-01|2024-02|2024-03|2024-04|2024-05|2024-06|2024-07|2024-08|2024-09|2024-10|2024-11,0.12771601009039543,0.1283026656328835,-0.04521550707893753,-0.022607753539468766,116,2024-11,2024-12-10 09:00:00,estimated
2025-01,2025-02-05 23:59:00,leaf3_featuresthird,0.5,36,minimum_prior_mse,2022-01,2024-12,2025-01-13 09:00:00,2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10|2022-11|2022-12|2023-01|2023-02|2023-03|2023-04|2023-05|2023-06|2023-07|2023-08|2023-09|2023-10|2023-11|2023-12|2024-01|2024-02|2024-03|2024-04|2024-05|2024-06|2024-07|2024-08|2024-09|2024-10|2024-11|2024-12,0.11824802194308043,0.1223746052560746,0.015972644084757726,0.007986322042378863,117,2024-12,2025-01-13 09:00:00,estimated
2025-02,2025-03-04 23:59:00,leaf3_featuresthird,0.5,36,minimum_prior_mse,2022-02,2025-01,2025-02-12 09:00:00,2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10|2022-11|2022-12|2023-01|2023-02|2023-03|2023-04|2023-05|2023-06|2023-07|2023-08|2023-09|2023-10|2023-11|2023-12|2024-01|2024-02|2024-03|2024-04|2024-05|2024-06|2024-07|2024-08|2024-09|2024-10|2024-11|2024-12|2025-01,0.11359707582453546,0.1154791357714849,0.08531965434625774,0.04265982717312887,118,2025-01,2025-02-12 09:00:00,estimated
2025-03,2025-04-03 23:59:00,leaf3_featuresthird,0.5,36,minimum_prior_mse,2022-03,2025-02,2025-03-11 09:00:00,2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10|2022-11|2022-12|2023-01|2023-02|2023-03|2023-04|2023-05|2023-06|2023-07|2023-08|2023-09|2023-10|2023-11|2023-12|2024-01|2024-02|2024-03|2024-04|2024-05|2024-06|2024-07|2024-08|2024-09|2024-10|2024-11|2024-12|2025-01|2025-02,0.11102241804783189,0.1149113728749245,-0.0637157444362851,-0.03185787221814255,119,2025-02,2025-03-11 09:00:00,estimated
2025-04,2025-05-05 23:59:00,leaf3_featuresthird,0.5,36,minimum_prior_mse,2022-04,2025-03,2025-04-10 09:00:00,2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10|2022-11|2022-12|2023-01|2023-02|2023-03|2023-04|2023-05|2023-06|2023-07|2023-08|2023-09|2023-10|2023-11|2023-12|2024-01|2024-02|2024-03|2024-04|2024-05|2024-06|2024-07|2024-08|2024-09|2024-10|2024-11|2024-12|2025-01|2025-02|2025-03,0.10195955081720087,0.1055326365638019,-0.0504806177951661,-0.02524030889758305,120,2025-03,2025-04-10 09:00:00,estimated
2025-05,2025-06-03 23:59:00,leaf3_featuresthird,0.5,36,minimum_prior_mse,2022-05,2025-04,2025-05-13 09:00:00,2022-05|2022-06|2022-07|2022-08|2022-09|2022-10|2022-11|2022-12|2023-01|2023-02|2023-03|2023-04|2023-05|2023-06|2023-07|2023-08|2023-09|2023-10|2023-11|2023-12|2024-01|2024-02|2024-03|2024-04|2024-05|2024-06|2024-07|2024-08|2024-09|2024-10|2024-11|2024-12|2025-01|2025-02|2025-03|2025-04,0.09795500312576207,0.09887612851784959,0.05106122737387575,0.025530613686937875,121,2025-04,2025-05-13 09:00:00,estimated
2025-06,2025-07-03 23:59:00,leaf3_featuresthird,0.5,36,minimum_prior_mse,2022-06,2025-05,2025-06-10 09:00:00,2022-06|2022-07|2022-08|2022-09|2022-10|2022-11|2022-12|2023-01|2023-02|2023-03|2023-04|2023-05|2023-06|2023-07|2023-08|2023-09|2023-10|2023-11|2023-12|2024-01|2024-02|2024-03|2024-04|2024-05|2024-06|2024-07|2024-08|2024-09|2024-10|2024-11|2024-12|2025-01|2025-02|2025-03|2025-04|2025-05,0.08868229506205672,0.0937531203761108,0.028545140239214728,0.014272570119607364,122,2025-05,2025-06-10 09:00:00,estimated
2025-07,2025-08-04 23:59:00,leaf3_featuresthird,0.5,36,minimum_prior_mse,2022-07,2025-06,2025-07-10 09:00:00,2022-07|2022-08|2022-09|2022-10|2022-11|2022-12|2023-01|2023-02|2023-03|2023-04|2023-05|2023-06|2023-07|2023-08|2023-09|2023-10|2023-11|2023-12|2024-01|2024-02|2024-03|2024-04|2024-05|2024-06|2024-07|2024-08|2024-09|2024-10|2024-11|2024-12|2025-01|2025-02|2025-03|2025-04|2025-05|2025-06,0.08863896918953237,0.09401636578789617,0.20811355677317198,0.10405677838658599,123,2025-06,2025-07-10 09:00:00,estimated
2025-08,2025-09-03 23:59:00,leaf3_featuresthird,1.0,36,minimum_prior_mse,2022-08,2025-07,2025-08-08 09:00:00,2022-08|2022-09|2022-10|2022-11|2022-12|2023-01|2023-02|2023-03|2023-04|2023-05|2023-06|2023-07|2023-08|2023-09|2023-10|2023-11|2023-12|2024-01|2024-02|2024-03|2024-04|2024-05|2024-06|2024-07|2024-08|2024-09|2024-10|2024-11|2024-12|2025-01|2025-02|2025-03|2025-04|2025-05|2025-06|2025-07,0.06937236421827399,0.08578632450488148,-0.07976217539581447,-0.07976217539581447,124,2025-07,2025-08-08 09:00:00,estimated
2025-09,2025-10-05 23:59:00,leaf3_featuresthird,1.0,36,minimum_prior_mse,2022-09,2025-08,2025-09-10 09:00:00,2022-09|2022-10|2022-11|2022-12|2023-01|2023-02|2023-03|2023-04|2023-05|2023-06|2023-07|2023-08|2023-09|2023-10|2023-11|2023-12|2024-01|2024-02|2024-03|2024-04|2024-05|2024-06|2024-07|2024-08|2024-09|2024-10|2024-11|2024-12|2025-01|2025-02|2025-03|2025-04|2025-05|2025-06|2025-07|2025-08,0.056057651040296336,0.07687822861022225,-0.1556919167113732,-0.1556919167113732,125,2025-08,2025-09-10 09:00:00,estimated
2025-10,2025-11-04 23:59:00,leaf3_featuresthird,1.0,36,minimum_prior_mse,2022-10,2025-09,2025-10-10 09:00:00,2022-10|2022-11|2022-12|2023-01|2023-02|2023-03|2023-04|2023-05|2023-06|2023-07|2023-08|2023-09|2023-10|2023-11|2023-12|2024-01|2024-02|2024-03|2024-04|2024-05|2024-06|2024-07|2024-08|2024-09|2024-10|2024-11|2024-12|2025-01|2025-02|2025-03|2025-04|2025-05|2025-06|2025-07|2025-08|2025-09,0.055559121753704505,0.07625407558987018,0.16704093363859707,0.16704093363859707,126,2025-09,2025-10-10 09:00:00,estimated
2025-11,2025-12-03 23:59:00,leaf3_featuresthird,1.0,36,minimum_prior_mse,2022-11,2025-10,2025-11-11 09:00:00,2022-11|2022-12|2023-01|2023-02|2023-03|2023-04|2023-05|2023-06|2023-07|2023-08|2023-09|2023-10|2023-11|2023-12|2024-01|2024-02|2024-03|2024-04|2024-05|2024-06|2024-07|2024-08|2024-09|2024-10|2024-11|2024-12|2025-01|2025-02|2025-03|2025-04|2025-05|2025-06|2025-07|2025-08|2025-09|2025-10,0.05509583514631011,0.07352305171876129,0.03466523818413431,0.03466523818413431,127,2025-10,2025-11-11 09:00:00,estimated
2025-12,2026-01-06 23:59:00,leaf3_featuresthird,1.0,36,minimum_prior_mse,2022-12,2025-11,2025-12-10 09:00:00,2022-12|2023-01|2023-02|2023-03|2023-04|2023-05|2023-06|2023-07|2023-08|2023-09|2023-10|2023-11|2023-12|2024-01|2024-02|2024-03|2024-04|2024-05|2024-06|2024-07|2024-08|2024-09|2024-10|2024-11|2024-12|2025-01|2025-02|2025-03|2025-04|2025-05|2025-06|2025-07|2025-08|2025-09|2025-10|2025-11,0.0479580388215207,0.06421963928513293,-0.009967209362987166,-0.009967209362987166,128,2025-11,2025-12-10 09:00:00,estimated
2026-01,2026-02-04 23:59:00,leaf3_featuresall,1.0,36,minimum_prior_mse,2023-01,2025-12,2026-01-13 09:00:00,2023-01|2023-02|2023-03|2023-04|2023-05|2023-06|2023-07|2023-08|2023-09|2023-10|2023-11|2023-12|2024-01|2024-02|2024-03|2024-04|2024-05|2024-06|2024-07|2024-08|2024-09|2024-10|2024-11|2024-12|2025-01|2025-02|2025-03|2025-04|2025-05|2025-06|2025-07|2025-08|2025-09|2025-10|2025-11|2025-12,0.0464304055408491,0.06421358083215682,0.0072834546614708945,0.0072834546614708945,129,2025-12,2026-01-13 09:00:00,estimated
2026-02,2026-03-03 23:59:00,leaf3_featuresall,1.0,36,minimum_prior_mse,2023-02,2026-01,2026-02-13 09:00:00,2023-02|2023-03|2023-04|2023-05|2023-06|2023-07|2023-08|2023-09|2023-10|2023-11|2023-12|2024-01|2024-02|2024-03|2024-04|2024-05|2024-06|2024-07|2024-08|2024-09|2024-10|2024-11|2024-12|2025-01|2025-02|2025-03|2025-04|2025-05|2025-06|2025-07|2025-08|2025-09|2025-10|2025-11|2025-12|2026-01,0.04587957224435466,0.06303706940489623,0.0657143327244703,0.0657143327244703,130,2026-01,2026-02-13 09:00:00,estimated
2026-03,2026-04-06 23:59:00,leaf3_featuresall,1.0,36,minimum_prior_mse,2023-03,2026-02,2026-03-10 09:00:00,2023-03|2023-04|2023-05|2023-06|2023-07|2023-08|2023-09|2023-10|2023-11|2023-12|2024-01|2024-02|2024-03|2024-04|2024-05|2024-06|2024-07|2024-08|2024-09|2024-10|2024-11|2024-12|2025-01|2025-02|2025-03|2025-04|2025-05|2025-06|2025-07|2025-08|2025-09|2025-10|2025-11|2025-12|2026-01|2026-02,0.04561759090360175,0.06329520684121737,-0.031116627485728694,-0.031116627485728694,131,2026-02,2026-03-10 09:00:00,estimated
2026-04,2026-05-05 23:59:00,leaf3_featuresall,1.0,36,minimum_prior_mse,2023-04,2026-03,2026-04-14 09:00:00,2023-04|2023-05|2023-06|2023-07|2023-08|2023-09|2023-10|2023-11|2023-12|2024-01|2024-02|2024-03|2024-04|2024-05|2024-06|2024-07|2024-08|2024-09|2024-10|2024-11|2024-12|2025-01|2025-02|2025-03|2025-04|2025-05|2025-06|2025-07|2025-08|2025-09|2025-10|2025-11|2025-12|2026-01|2026-02|2026-03,0.04598748531791741,0.06305125117302315,-0.09330974778723318,-0.09330974778723318,132,2026-03,2026-04-14 09:00:00,estimated
2026-05,2026-06-03 23:59:00,leaf3_featuresall,1.0,36,minimum_prior_mse,2023-05,2026-04,2026-05-13 09:00:00,2023-05|2023-06|2023-07|2023-08|2023-09|2023-10|2023-11|2023-12|2024-01|2024-02|2024-03|2024-04|2024-05|2024-06|2024-07|2024-08|2024-09|2024-10|2024-11|2024-12|2025-01|2025-02|2025-03|2025-04|2025-05|2025-06|2025-07|2025-08|2025-09|2025-10|2025-11|2025-12|2026-01|2026-02|2026-03|2026-04,0.040524901732978215,0.050939876126714294,0.06383766540750199,0.06383766540750199,133,2026-04,2026-05-13 09:00:00,estimated
2026-06,2026-07-06 23:59:00,leaf3_featuresthird,1.0,36,minimum_prior_mse,2023-06,2026-05,2026-06-10 09:00:00,2023-06|2023-07|2023-08|2023-09|2023-10|2023-11|2023-12|2024-01|2024-02|2024-03|2024-04|2024-05|2024-06|2024-07|2024-08|2024-09|2024-10|2024-11|2024-12|2025-01|2025-02|2025-03|2025-04|2025-05|2025-06|2025-07|2025-08|2025-09|2025-10|2025-11|2025-12|2026-01|2026-02|2026-03|2026-04|2026-05,0.040566451962964455,0.04822043825554769,-0.0704742203301341,-0.0704742203301341,134,2026-05,2026-06-10 09:00:00,estimated
2026-07,2026-08-04 23:59:00,leaf3_featuresall,1.0,36,minimum_prior_mse,2023-07,2026-06,2026-07-10 09:00:00,2023-07|2023-08|2023-09|2023-10|2023-11|2023-12|2024-01|2024-02|2024-03|2024-04|2024-05|2024-06|2024-07|2024-08|2024-09|2024-10|2024-11|2024-12|2025-01|2025-02|2025-03|2025-04|2025-05|2025-06|2025-07|2025-08|2025-09|2025-10|2025-11|2025-12|2026-01|2026-02|2026-03|2026-04|2026-05|2026-06,0.03323748472966752,0.047028666855549996,0.23988473292842943,0.23988473292842943,135,2026-06,2026-07-10 09:00:00,estimated
