period,headline_mm,eurczk
1991-02,6.228967940272301,
1991-03,4.1204322612353295,
1991-04,2.4353226126662797,
1991-05,1.9316284585176202,
1991-06,2.1865891430183027,
1991-07,-0.7132569088389773,
1991-08,-0.4310344827586299,
1991-09,-0.14431018257105022,
1991-10,-0.14448857949118654,
1991-11,1.591885575598262,
1991-12,1.2820512820512775,
1992-01,1.4064795450375867,
1992-02,0.8321485056119071,
1992-03,0.5502160014766666,
1992-04,0.5472051909551245,
1992-05,0.40816326530610514,
1992-06,0.9485189112760972,
1992-07,0.6711315393165718,
1992-08,0.1333426086956413,
1992-09,1.331539273405724,
1992-10,1.8397030762455024,
1992-11,2.4515947308526354,
1992-12,0.7556675725039819,
1993-01,9.125009489131264,
1993-02,1.4891259524876688,
1993-03,0.5643261898654606,
1993-04,0.5611594202898473,
1993-05,0.3348214545668915,
1993-06,1.0011356387201742,
1993-07,0.2202566220637303,
1993-08,0.21977255845024857,
1993-09,0.9868421052631637,
1993-10,0.8686135108341597,
1993-11,0.7535059299672131,
1993-12,1.0683835005574016,
1994-01,2.4312821081877267,
1994-02,0.4128038766994191,
1994-03,0.20554268158237132,
1994-04,0.4102635451505021,
1994-05,0.40858726057024786,
1994-06,1.2207313942969256,
1994-07,0.30152853320717377,
1994-08,0.7013887669057972,
1994-09,1.2935392602206441,
1994-10,0.9823250375109005,
1994-11,0.7782032443642839,
1994-12,0.6756823450943639,
1995-01,1.2463910964003677,
1995-02,0.9881422924901129,
1995-03,0.0,
1995-04,0.9784735812133016,
1995-05,0.3875968992248069,
1995-06,1.158301158301156,
1995-07,0.0,
1995-08,0.0,
1995-09,0.7633587786259444,
1995-10,0.7575757575757791,
1995-11,0.7518796992481258,
1995-12,0.3731343283581934,
1996-01,2.4163568773234223,
1996-02,0.5444646098003547,
1996-03,0.5415162454873723,
1996-04,0.538599640933568,
1996-05,0.3571428571428559,
1996-06,0.8896797153024938,
1996-07,1.058201058201047,
1996-08,0.17452006980802626,
1996-09,0.17421602787457413,
1996-10,0.521739130434784,
1996-11,0.519031141868509,
1996-12,0.688468158347666,
1997-01,1.1965811965811923,
1997-02,0.33783783783782884,
1997-03,0.16835016835017313,
1997-04,0.6722689075630228,
1997-05,0.16694490818029983,
1997-06,1.0000000000000009,
1997-07,3.4653465346534684,
1997-08,0.6379585326953707,
1997-09,0.6339144215530945,
1997-10,0.6299212598425141,
1997-11,0.3129890453833939,
1997-12,0.46801872074884177,
1998-01,3.881987577639756,
1998-02,0.5979073243647104,
1998-03,0.2971768202080227,
1998-04,0.2962962962963056,
1998-05,0.0,
1998-06,0.4431314623338123,
1998-07,1.9117647058823461,
1998-08,-0.28860028860029363,
1998-09,0.14471780028944004,
1998-10,-0.14450867052023808,
1998-11,-0.28943560057885787,
1998-12,-0.14513788098694524,
1999-01,0.7267441860465018,35.638
1999-02,0.0,37.715
1999-03,0.0,37.989
1999-04,0.14430014430015792,37.997
1999-05,0.0,37.692
1999-06,0.0,37.152
1999-07,0.8645533141210304,36.521
1999-08,0.14285714285713347,36.415
1999-09,-0.14265335235377208,36.356
1999-10,0.14285714285713347,36.587
1999-11,0.28530670470756636,36.403
1999-12,0.14224751066858055,36.054
2000-01,1.7045454545454364,36.025
2000-02,0.27932960893854997,35.709
2000-03,0.0,35.595
2000-04,-0.1392757660166999,36.31
2000-05,0.1394700139469851,36.555
2000-06,0.696378830083555,36.017
2000-07,0.5532503457814641,35.619
2000-08,0.13755158184318717,35.356
2000-09,0.0,35.425
2000-10,0.27472527472527375,35.275
2000-11,0.1369863013698458,34.617
2000-12,0.1367989056087593,34.817
2001-01,1.91256830601092,35.139
2001-02,0.0,34.64
2001-03,0.13404825737266535,34.601
2001-04,0.2677376171352108,34.55
2001-05,0.6675567423231055,34.382
2001-06,1.0610079575596787,33.975
2001-07,1.049868766404205,33.855
2001-08,-0.12987012987012436,34.034
2001-09,-0.9102730819245841,34.188
2001-10,0.0,33.562
2001-11,0.0,33.325
2001-12,0.0,32.592
2002-01,1.7060367454068137,32.078
2002-02,0.0,31.789
2002-03,0.0,31.388
2002-04,0.0,30.356
2002-05,-0.1290322580645098,30.558
2002-06,-0.387596899224818,30.295
2002-07,0.5188067444876765,29.749
2002-08,-0.1290322580645098,30.796
2002-09,-0.5167958656330796,30.193
2002-10,-0.3896103896103842,30.653
2002-11,-0.1303780964797996,30.756
2002-12,0.13054830287206887,31.192
2003-01,0.5215123859191539,31.49
2003-02,0.25940337224383825,31.645
2003-03,-0.1293661060801976,31.758
2003-04,0.2590673575129543,31.625
2003-05,0.0,31.391
2003-06,0.0,31.41
2003-07,0.12919896640826156,31.877
2003-08,-0.2580645161290307,32.289
2003-09,-0.388098318240615,32.354
2003-10,0.0,31.985
2003-11,0.5194805194805197,31.974
2003-12,0.12919896640826156,32.313
2004-01,1.806451612903226,32.723
2004-02,0.25348542458807355,32.857
2004-03,0.0,32.984
2004-04,0.0,32.514
2004-05,0.5056890012642201,31.974
2004-06,0.12578616352201255,31.614
2004-07,0.3768844221105683,31.521
2004-08,0.0,31.634
2004-09,-0.8760951188986232,31.6
2004-10,0.5050505050504972,31.484
2004-11,0.0,31.287
2004-12,0.0,30.647
2005-01,0.7537688442211143,30.31
2005-02,0.24937655860348684,29.961
2005-03,-0.12437810945274963,29.782
2005-04,0.12453300124533051,30.13
2005-05,0.12437810945273853,30.216
2005-06,0.6211180124223503,30.032
2005-07,0.24691358024691024,30.191
2005-08,0.0,29.592
2005-09,-0.24630541871921707,29.305
2005-10,0.8641975308641969,29.677
2005-11,-0.2447980416156681,29.261
2005-12,-0.12269938650305567,28.975
2006-01,1.474201474201453,28.721
2006-02,0.0,28.409
2006-03,0.0,28.65
2006-04,0.0,28.508
2006-05,0.4842615012106588,28.271
2006-06,0.24096385542169418,28.385
2006-07,0.48076923076922906,28.445
2006-08,0.23923444976077235,28.193
2006-09,-0.7159904534606132,28.38
2006-10,-0.6009615384615419,28.29
2006-11,0.0,28.03
2006-12,0.12091898428052694,27.777
2007-01,0.9661835748792313,27.841
2007-02,0.23923444976077235,28.231
2007-03,0.35799522673030104,28.055
2007-04,0.7134363852556502,28.01
2007-05,0.35419126328217754,28.231
