origin,as_of,config,alpha,window,prediction,n_train,train_start,train_end,training_last_release,dropped_columns,fit_status,actual,target_available_from,error,core_actual,headline_actual,core_weight,fixed_noncore_reference,model,core_forecast,headline_forecast
2021-02,2021-03-09 23:59:00,a3_wexpanding,3.0,expanding,0.631489229453551,169,2007-01,2021-01,2021-02-12 09:00:00,[],estimated,0.3,2021-03-10 09:00:00,-0.331489229453551,0.3,0.2,0.5497432154591964,0.08161693521640867,a3_wexpanding,0.631489229453551,0.42877385474405405
2021-02,2021-03-09 23:59:00,a30_w60,30.0,60,0.5916581251091185,60,2016-02,2021-01,2021-02-12 09:00:00,[],estimated,0.3,2021-03-10 09:00:00,-0.29165812510911854,0.3,0.2,0.5497432154591964,0.08161693521640867,a30_w60,0.5916581251091185,0.40687697536645495
2021-02,2021-03-09 23:59:00,a30_w120,30.0,120,0.5922169795314246,120,2011-02,2021-01,2021-02-12 09:00:00,[],estimated,0.3,2021-03-10 09:00:00,-0.2922169795314246,0.3,0.2,0.5497432154591964,0.08161693521640867,a30_w120,0.5922169795314246,0.4071842017935471
2021-02,2021-03-09 23:59:00,a30_wexpanding,30.0,expanding,0.579372993386961,169,2007-01,2021-01,2021-02-12 09:00:00,[],estimated,0.3,2021-03-10 09:00:00,-0.27937299338696103,0.3,0.2,0.5497432154591964,0.08161693521640867,a30_wexpanding,0.579372993386961,0.4001233075511763
2021-02,2021-03-09 23:59:00,a300_w60,300.0,60,0.35682475449586404,60,2016-02,2021-01,2021-02-12 09:00:00,[],estimated,0.3,2021-03-10 09:00:00,-0.05682475449586405,0.3,0.2,0.5497432154591964,0.08161693521640867,a300_w60,0.35682475449586404,0.2777789231084033
2021-02,2021-03-09 23:59:00,a300_w120,300.0,120,0.343997941027665,120,2011-02,2021-01,2021-02-12 09:00:00,[],estimated,0.3,2021-03-10 09:00:00,-0.04399794102766502,0.3,0.2,0.5497432154591964,0.08161693521640867,a300_w120,0.343997941027665,0.2707274694283002
2021-02,2021-03-09 23:59:00,a300_wexpanding,300.0,expanding,0.3599669302810825,169,2007-01,2021-01,2021-02-12 09:00:00,[],estimated,0.3,2021-03-10 09:00:00,-0.05996693028108252,0.3,0.2,0.5497432154591964,0.08161693521640867,a300_wexpanding,0.3599669302810825,0.27950631292810735
2021-03,2021-04-12 23:59:00,a0.3_w60,0.3,60,-0.17399044961582522,60,2016-03,2021-02,2021-03-10 09:00:00,[],estimated,-0.2,2021-04-13 09:00:00,-0.026009550384174795,-0.2,0.2,0.5488701034587677,0.2337522135125802,a0.3_w60,-0.17399044961582522,0.1382540574311047
2021-03,2021-04-12 23:59:00,a0.3_w120,0.3,120,-0.19107973679038942,120,2011-03,2021-02,2021-03-10 09:00:00,[],estimated,-0.2,2021-04-13 09:00:00,-0.00892026320961059,-0.2,0.2,0.5488701034587677,0.2337522135125802,a0.3_w120,-0.19107973679038942,0.12887425861156504
2021-03,2021-04-12 23:59:00,a0.3_wexpanding,0.3,expanding,-0.14691137299397233,170,2007-01,2021-02,2021-03-10 09:00:00,[],estimated,-0.2,2021-04-13 09:00:00,-0.05308862700602768,-0.2,0.2,0.5488701034587677,0.2337522135125802,a0.3_wexpanding,-0.14691137299397233,0.15311695301810896
2021-03,2021-04-12 23:59:00,a3_w60,3.0,60,-0.16954802146582232,60,2016-03,2021-02,2021-03-10 09:00:00,[],estimated,-0.2,2021-04-13 09:00:00,-0.030451978534177693,-0.2,0.2,0.5488701034587677,0.2337522135125802,a3_w60,-0.16954802146582232,0.1406923734294049
2021-03,2021-04-12 23:59:00,a3_w120,3.0,120,-0.19141723911815106,120,2011-03,2021-02,2021-03-10 09:00:00,[],estimated,-0.2,2021-04-13 09:00:00,-0.00858276088184895,-0.2,0.2,0.5488701034587677,0.2337522135125802,a3_w120,-0.19141723911815106,0.12868901367400892
2021-03,2021-04-12 23:59:00,a3_wexpanding,3.0,expanding,-0.14911021492566134,170,2007-01,2021-02,2021-03-10 09:00:00,[],estimated,-0.2,2021-04-13 09:00:00,-0.05088978507433867,-0.2,0.2,0.5488701034587677,0.2337522135125802,a3_wexpanding,-0.14911021492566134,0.15191007441957335
2021-03,2021-04-12 23:59:00,a30_w60,30.0,60,-0.1078430409093536,60,2016-03,2021-02,2021-03-10 09:00:00,[],estimated,-0.2,2021-04-13 09:00:00,-0.09215695909064642,-0.2,0.2,0.5488701034587677,0.2337522135125802,a30_w60,-0.1078430409093536,0.17456039249135516
2021-03,2021-04-12 23:59:00,a30_w120,30.0,120,-0.1624487746034473,120,2011-03,2021-02,2021-03-10 09:00:00,[],estimated,-0.2,2021-04-13 09:00:00,-0.0375512253965527,-0.2,0.2,0.5488701034587677,0.2337522135125802,a30_w120,-0.1624487746034473,0.14458893778923604
2021-03,2021-04-12 23:59:00,a30_wexpanding,30.0,expanding,-0.1398255704610566,170,2007-01,2021-02,2021-03-10 09:00:00,[],estimated,-0.2,2021-04-13 09:00:00,-0.06017442953894342,-0.2,0.2,0.5488701034587677,0.2337522135125802,a30_wexpanding,-0.1398255704610566,0.15700613818743883
2021-03,2021-04-12 23:59:00,a300_w60,300.0,60,0.08665128883150588,60,2016-03,2021-02,2021-03-10 09:00:00,[],estimated,-0.2,2021-04-13 09:00:00,-0.2866512888315059,-0.2,0.2,0.5488701034587677,0.2337522135125802,a300_w60,0.08665128883150588,0.2813125153783644
2021-03,2021-04-12 23:59:00,a300_w120,300.0,120,-0.024829377419150964,120,2011-03,2021-02,2021-03-10 09:00:00,[],estimated,-0.2,2021-04-13 09:00:00,-0.17517062258084903,-0.2,0.2,0.5488701034587677,0.2337522135125802,a300_w120,-0.024829377419150964,0.220124110559714
2021-03,2021-04-12 23:59:00,a300_wexpanding,300.0,expanding,-0.04577502984549796,170,2007-01,2021-02,2021-03-10 09:00:00,[],estimated,-0.2,2021-04-13 09:00:00,-0.15422497015450204,-0.2,0.2,0.5488701034587677,0.2337522135125802,a300_wexpanding,-0.04577502984549796,0.20862766814545353
2021-04,2021-05-10 23:59:00,a0.3_w60,0.3,60,0.29324433528383975,60,2016-04,2021-03,2021-04-13 09:00:00,[],estimated,0.3,2021-05-11 09:00:00,0.006755664716160237,0.3,0.5,0.5491105590630626,0.11509598730156953,a0.3_w60,0.29324433528383975,0.276119548191355
2021-04,2021-05-10 23:59:00,a0.3_w120,0.3,120,0.2834673931931646,120,2011-04,2021-03,2021-04-13 09:00:00,[],estimated,0.3,2021-05-11 09:00:00,0.01653260680683538,0.3,0.5,0.5491105590630626,0.11509598730156953,a0.3_w120,0.2834673931931646,0.2707509260540171
2021-04,2021-05-10 23:59:00,a0.3_wexpanding,0.3,expanding,0.25691314580961483,171,2007-01,2021-03,2021-04-13 09:00:00,[],estimated,0.3,2021-05-11 09:00:00,0.04308685419038516,0.3,0.5,0.5491105590630626,0.11509598730156953,a0.3_wexpanding,0.25691314580961483,0.25616970842773723
2021-04,2021-05-10 23:59:00,a3_w60,3.0,60,0.30135746370170824,60,2016-04,2021-03,2021-04-13 09:00:00,[],estimated,0.3,2021-05-11 09:00:00,-0.0013574637017082503,0.3,0.5,0.5491105590630626,0.11509598730156953,a3_w60,0.30135746370170824,0.28057455267264114
2021-04,2021-05-10 23:59:00,a3_w120,3.0,120,0.284173946890672,120,2011-04,2021-03,2021-04-13 09:00:00,[],estimated,0.3,2021-05-11 09:00:00,0.015826053109327998,0.3,0.5,0.5491105590630626,0.11509598730156953,a3_w120,0.284173946890672,0.27113890214986347
2021-04,2021-05-10 23:59:00,a3_wexpanding,3.0,expanding,0.2566522881573642,171,2007-01,2021-03,2021-04-13 09:00:00,[],estimated,0.3,2021-05-11 09:00:00,0.043347711842635805,0.3,0.5,0.5491105590630626,0.11509598730156953,a3_wexpanding,0.2566522881573642,0.25602646873647406
2021-04,2021-05-10 23:59:00,a30_w60,30.0,60,0.3210655403501707,60,2016-04,2021-03,2021-04-13 09:00:00,[],estimated,0.3,2021-05-11 09:00:00,-0.02106554035017072,0.3,0.5,0.5491105590630626,0.11509598730156953,a30_w60,0.3210655403501707,0.291396465659136
2021-04,2021-05-10 23:59:00,a30_w120,30.0,120,0.29292976471382925,120,2011-04,2021-03,2021-04-13 09:00:00,[],estimated,0.3,2021-05-11 09:00:00,0.007070235286170734,0.3,0.5,0.5491105590630626,0.11509598730156953,a30_w120,0.29292976471382925,0.2759468141697917
2021-04,2021-05-10 23:59:00,a30_wexpanding,30.0,expanding,0.25505182941232885,171,2007-01,2021-03,2021-04-13 09:00:00,[],estimated,0.3,2021-05-11 09:00:00,0.044948170587671143,0.3,0.5,0.5491105590630626,0.11509598730156953,a30_wexpanding,0.25505182941232885,0.25514763994023026
2021-04,2021-05-10 23:59:00,a300_w60,300.0,60,0.2610423192571981,60,2016-04,2021-03,2021-04-13 09:00:00,[],estimated,0.3,2021-05-11 09:00:00,0.03895768074280187,0.3,0.5,0.5491105590630626,0.11509598730156953,a300_w60,0.2610423192571981,0.25843708116800806
2021-04,2021-05-10 23:59:00,a300_w120,300.0,120,0.22236093290023906,120,2011-04,2021-03,2021-04-13 09:00:00,[],estimated,0.3,2021-05-11 09:00:00,0.07763906709976093,0.3,0.5,0.5491105590630626,0.11509598730156953,a300_w120,0.22236093290023906,0.23719672348020396
2021-04,2021-05-10 23:59:00,a300_wexpanding,300.0,expanding,0.19340611450095746,171,2007-01,2021-03,2021-04-13 09:00:00,[],estimated,0.3,2021-05-11 09:00:00,0.10659388549904253,0.3,0.5,0.5491105590630626,0.11509598730156953,a300_wexpanding,0.19340611450095746,0.22129732696140497
2021-05,2021-06-09 23:59:00,a0.3_w60,0.3,60,0.6651824348160289,60,2016-05,2021-04,2021-05-11 09:00:00,[],estimated,0.4,2021-06-10 09:00:00,-0.2651824348160289,0.4,0.2,0.5484101494566362,0.2523078237573989,a0.3_w60,0.6651824348160289,0.6171006222507864
2021-05,2021-06-09 23:59:00,a0.3_w120,0.3,120,0.649269123310768,120,2011-05,2021-04,2021-05-11 09:00:00,[],estimated,0.4,2021-06-10 09:00:00,-0.249269123310768,0.4,0.2,0.5484101494566362,0.2523078237573989,a0.3_w120,0.649269123310768,0.6083736007098364
2021-05,2021-06-09 23:59:00,a0.3_wexpanding,0.3,expanding,0.5729681194987526,172,2007-01,2021-04,2021-05-11 09:00:00,[],estimated,0.4,2021-06-10 09:00:00,-0.17296811949875257,0.4,0.2,0.5484101494566362,0.2523078237573989,a0.3_wexpanding,0.5729681194987526,0.5665293558055977
2021-05,2021-06-09 23:59:00,a3_w60,3.0,60,0.6827053367634668,60,2016-05,2021-04,2021-05-11 09:00:00,[],estimated,0.4,2021-06-10 09:00:00,-0.28270533676346676,0.4,0.2,0.5484101494566362,0.2523078237573989,a3_w60,0.6827053367634668,0.626710359526695
2021-05,2021-06-09 23:59:00,a3_w120,3.0,120,0.6480269049451532,120,2011-05,2021-04,2021-05-11 09:00:00,[],estimated,0.4,2021-06-10 09:00:00,-0.24802690494515323,0.4,0.2,0.5484101494566362,0.2523078237573989,a3_w120,0.6480269049451532,0.6076923555502918
2021-05,2021-06-09 23:59:00,a3_wexpanding,3.0,expanding,0.5756749924228908,172,2007-01,2021-04,2021-05-11 09:00:00,[],estimated,0.4,2021-06-10 09:00:00,-0.17567499242289075,0.4,0.2,0.5484101494566362,0.2523078237573989,a3_wexpanding,0.5756749924228908,0.5680138323904844
2021-05,2021-06-09 23:59:00,a30_w60,30.0,60,0.5736153906395612,60,2016-05,2021-04,2021-05-11 09:00:00,[],estimated,0.4,2021-06-10 09:00:00,-0.17361539063956122,0.4,0.2,0.5484101494566362,0.2523078237573989,a30_w60,0.5736153906395612,0.5668843258686675
2021-05,2021-06-09 23:59:00,a30_w120,30.0,120,0.560318936839195,120,2011-05,2021-04,2021-05-11 09:00:00,[],estimated,0.4,2021-06-10 09:00:00,-0.16031893683919496,0.4,0.2,0.5484101494566362,0.2523078237573989,a30_w120,0.560318936839195,0.5595924156527654
2021-05,2021-06-09 23:59:00,a30_wexpanding,30.0,expanding,0.5364784900746216,172,2007-01,2021-04,2021-05-11 09:00:00,[],estimated,0.4,2021-06-10 09:00:00,-0.13647849007462154,0.4,0.2,0.5484101494566362,0.2523078237573989,a30_wexpanding,0.5364784900746216,0.5465180726794927
2021-05,2021-06-09 23:59:00,a300_w60,300.0,60,0.3379798423154049,60,2016-05,2021-04,2021-05-11 09:00:00,[],estimated,0.4,2021-06-10 09:00:00,0.06202015768459512,0.4,0.2,0.5484101494566362,0.2523078237573989,a300_w60,0.3379798423154049,0.43765939959492045
2021-05,2021-06-09 23:59:00,a300_w120,300.0,120,0.303404491949652,120,2011-05,2021-04,2021-05-11 09:00:00,[],estimated,0.4,2021-06-10 09:00:00,0.096595508050348,0.4,0.2,0.5484101494566362,0.2523078237573989,a300_w120,0.303404491949652,0.4186979265333224
2021-05,2021-06-09 23:59:00,a300_wexpanding,300.0,expanding,0.30640708406680955,172,2007-01,2021-04,2021-05-11 09:00:00,[],estimated,0.4,2021-06-10 09:00:00,0.09359291593319047,0.4,0.2,0.5484101494566362,0.2523078237573989,a300_wexpanding,0.30640708406680955,0.42034457852505
2021-06,2021-07-12 23:59:00,a0.3_w60,0.3,60,0.38961032376313515,60,2016-06,2021-05,2021-06-10 09:00:00,[],estimated,0.9,2021-07-13 09:00:00,0.5103896762368649,0.9,0.5,0.5481060061489085,0.10494593629589807,a0.3_w60,0.38961032376313515,0.31849369480809325
2021-06,2021-07-12 23:59:00,a0.3_w120,0.3,120,0.4368924323374616,120,2011-06,2021-05,2021-06-10 09:00:00,[],estimated,0.9,2021-07-13 09:00:00,0.4631075676625384,0.9,0.5,0.5481060061489085,0.10494593629589807,a0.3_w120,0.4368924323374616,0.3444093025010664
2021-06,2021-07-12 23:59:00,a0.3_wexpanding,0.3,expanding,0.41262044131630327,173,2007-01,2021-05,2021-06-10 09:00:00,[],estimated,0.9,2021-07-13 09:00:00,0.48737955868369676,0.9,0.5,0.5481060061489085,0.10494593629589807,a0.3_wexpanding,0.41262044131630327,0.3311056784411771
2021-06,2021-07-12 23:59:00,a3_w60,3.0,60,0.39159345145139,60,2016-06,2021-05,2021-06-10 09:00:00,[],estimated,0.9,2021-07-13 09:00:00,0.50840654854861,0.9,0.5,0.5481060061489085,0.10494593629589807,a3_w60,0.39159345145139,0.31958065900498595
2021-06,2021-07-12 23:59:00,a3_w120,3.0,120,0.43310760134354354,120,2011-06,2021-05,2021-06-10 09:00:00,[],estimated,0.9,2021-07-13 09:00:00,0.4668923986564565,0.9,0.5,0.5481060061489085,0.10494593629589807,a3_w120,0.43310760134354354,0.34233481390104137
2021-06,2021-07-12 23:59:00,a3_wexpanding,3.0,expanding,0.40999729817273434,173,2007-01,2021-05,2021-06-10 09:00:00,[],estimated,0.9,2021-07-13 09:00:00,0.4900027018272657,0.9,0.5,0.5481060061489085,0.10494593629589807,a3_wexpanding,0.40999729817273434,0.3296679179291987
2021-06,2021-07-12 23:59:00,a30_w60,30.0,60,0.36746399075734093,60,2016-06,2021-05,2021-06-10 09:00:00,[],estimated,0.9,2021-07-13 09:00:00,0.5325360092426591,0.9,0.5,0.5481060061489085,0.10494593629589807,a30_w60,0.36746399075734093,0.3063551566734436
2021-06,2021-07-12 23:59:00,a30_w120,30.0,120,0.38582810025207254,120,2011-06,2021-05,2021-06-10 09:00:00,[],estimated,0.9,2021-07-13 09:00:00,0.5141718997479274,0.9,0.5,0.5481060061489085,0.10494593629589807,a30_w120,0.38582810025207254,0.31642063538508225
2021-06,2021-07-12 23:59:00,a30_wexpanding,30.0,expanding,0.3777079876921034,173,2007-01,2021-05,2021-06-10 09:00:00,[],estimated,0.9,2021-07-13 09:00:00,0.5222920123078967,0.9,0.5,0.5481060061489085,0.10494593629589807,a30_wexpanding,0.3777079876921034,0.31196995292035795
2021-06,2021-07-12 23:59:00,a300_w60,300.0,60,0.27662989207003824,60,2016-06,2021-05,2021-06-10 09:00:00,[],estimated,0.9,2021-07-13 09:00:00,0.6233701079299618,0.9,0.5,0.5481060061489085,0.10494593629589807,a300_w60,0.27662989207003824,0.25656844161981035
2021-06,2021-07-12 23:59:00,a300_w120,300.0,120,0.24483937785985715,120,2011-06,2021-05,2021-06-10 09:00:00,[],estimated,0.9,2021-07-13 09:00:00,0.6551606221401429,0.9,0.5,0.5481060061489085,0.10494593629589807,a300_w120,0.24483937785985715,0.23914386984264788
2021-06,2021-07-12 23:59:00,a300_wexpanding,300.0,expanding,0.2427663549139304,173,2007-01,2021-05,2021-06-10 09:00:00,[],estimated,0.9,2021-07-13 09:00:00,0.6572336450860696,0.9,0.5,0.5481060061489085,0.10494593629589807,a300_wexpanding,0.2427663549139304,0.2380076335151009
2021-07,2021-08-09 23:59:00,a0.3_w60,0.3,60,1.1928971983618806,60,2016-07,2021-06,2021-07-13 09:00:00,[],estimated,1.5,2021-08-10 09:00:00,0.3071028016381194,1.5,1.0,0.548162729046482,0.052884102115128395,a0.3_w60,1.1928971983618806,0.7067858858410794
2021-07,2021-08-09 23:59:00,a0.3_w120,0.3,120,1.1342863169687167,120,2011-07,2021-06,2021-07-13 09:00:00,[],estimated,1.5,2021-08-10 09:00:00,0.36571368303128327,1.5,1.0,0.548162729046482,0.052884102115128395,a0.3_w120,1.1342863169687167,0.674657585144783
2021-07,2021-08-09 23:59:00,a0.3_wexpanding,0.3,expanding,1.092167216480137,174,2007-01,2021-06,2021-07-13 09:00:00,[],estimated,1.5,2021-08-10 09:00:00,0.40783278351986296,1.5,1.0,0.548162729046482,0.052884102115128395,a0.3_wexpanding,1.092167216480137,0.6515694640759802
2021-07,2021-08-09 23:59:00,a3_w60,3.0,60,1.1391738887658107,60,2016-07,2021-06,2021-07-13 09:00:00,[],estimated,1.5,2021-08-10 09:00:00,0.3608261112341893,1.5,1.0,0.548162729046482,0.052884102115128395,a3_w60,1.1391738887658107,0.6773367698394888
2021-07,2021-08-09 23:59:00,a3_w120,3.0,120,1.1119665419099445,120,2011-07,2021-06,2021-07-13 09:00:00,[],estimated,1.5,2021-08-10 09:00:00,0.3880334580900555,1.5,1.0,0.548162729046482,0.052884102115128395,a3_w120,1.1119665419099445,0.6624227163368629
2021-07,2021-08-09 23:59:00,a3_wexpanding,3.0,expanding,1.0793653680183246,174,2007-01,2021-06,2021-07-13 09:00:00,[],estimated,1.5,2021-08-10 09:00:00,0.4206346319816754,1.5,1.0,0.548162729046482,0.052884102115128395,a3_wexpanding,1.0793653680183246,0.6445519678863136
2021-07,2021-08-09 23:59:00,a30_w60,30.0,60,0.897793655265495,60,2016-07,2021-06,2021-07-13 09:00:00,[],estimated,1.5,2021-08-10 09:00:00,0.602206344734505,1.5,1.0,0.548162729046482,0.052884102115128395,a30_w60,0.897793655265495,0.5450211223060786
2021-07,2021-08-09 23:59:00,a30_w120,30.0,120,0.935181313158232,120,2011-07,2021-06,2021-07-13 09:00:00,[],estimated,1.5,2021-08-10 09:00:00,0.564818686841768,1.5,1.0,0.548162729046482,0.052884102115128395,a30_w120,0.935181313158232,0.5655156428892176
2021-07,2021-08-09 23:59:00,a30_wexpanding,30.0,expanding,0.9602953543694026,174,2007-01,2021-06,2021-07-13 09:00:00,[],estimated,1.5,2021-08-10 09:00:00,0.5397046456305974,1.5,1.0,0.548162729046482,0.052884102115128395,a30_wexpanding,0.9602953543694026,0.5792822242569187
2021-07,2021-08-09 23:59:00,a300_w60,300.0,60,0.45303114128888644,60,2016-07,2021-06,2021-07-13 09:00:00,[],estimated,1.5,2021-08-10 09:00:00,1.0469688587111134,1.5,1.0,0.548162729046482,0.052884102115128395,a300_w60,0.45303114128888644,0.30121888886708675
2021-07,2021-08-09 23:59:00,a300_w120,300.0,120,0.47442327432079323,120,2011-07,2021-06,2021-07-13 09:00:00,[],estimated,1.5,2021-08-10 09:00:00,1.0255767256792068,1.5,1.0,0.548162729046482,0.052884102115128395,a300_w120,0.47442327432079323,0.3129452588899822
2021-07,2021-08-09 23:59:00,a300_wexpanding,300.0,expanding,0.5301028306208756,174,2007-01,2021-06,2021-07-13 09:00:00,[],estimated,1.5,2021-08-10 09:00:00,0.9698971693791244,1.5,1.0,0.548162729046482,0.052884102115128395,a300_wexpanding,0.5301028306208756,0.34346671642353255
2021-08,2021-09-09 23:59:00,a0.3_w60,0.3,60,0.18031974040341942,60,2016-08,2021-07,2021-08-10 09:00:00,[],estimated,1.0,2021-09-10 09:00:00,0.8196802595965806,1.0,0.7,0.5555839028028581,-0.015765552724124943,a0.3_w60,0.18031974040341942,0.08441719240160503
2021-08,2021-09-09 23:59:00,a0.3_w120,0.3,120,0.3143095914455,120,2011-08,2021-07,2021-08-10 09:00:00,[],estimated,1.0,2021-09-10 09:00:00,0.6856904085544999,1.0,0.7,0.5555839028028581,-0.015765552724124943,a0.3_w120,0.3143095914455,0.15885979677953777
2021-08,2021-09-09 23:59:00,a0.3_wexpanding,0.3,expanding,0.45173140076078855,175,2007-01,2021-07,2021-08-10 09:00:00,[],estimated,1.0,2021-09-10 09:00:00,0.5482685992392115,1.0,0.7,0.5555839028028581,-0.015765552724124943,a0.3_wexpanding,0.45173140076078855,0.23520914192915593
2021-08,2021-09-09 23:59:00,a3_w60,3.0,60,0.14703695815490012,60,2016-08,2021-07,2021-08-10 09:00:00,[],estimated,1.0,2021-09-10 09:00:00,0.8529630418450999,1.0,0.7,0.5555839028028581,-0.015765552724124943,a3_w60,0.14703695815490012,0.06592581434383499
2021-08,2021-09-09 23:59:00,a3_w120,3.0,120,0.2934782724666196,120,2011-08,2021-07,2021-08-10 09:00:00,[],estimated,1.0,2021-09-10 09:00:00,0.7065217275333804,1.0,0.7,0.5555839028028581,-0.015765552724124943,a3_w120,0.2934782724666196,0.14728625128072015
2021-08,2021-09-09 23:59:00,a3_wexpanding,3.0,expanding,0.43246196275782967,175,2007-01,2021-07,2021-08-10 09:00:00,[],estimated,1.0,2021-09-10 09:00:00,0.5675380372421703,1.0,0.7,0.5555839028028581,-0.015765552724124943,a3_wexpanding,0.43246196275782967,0.22450335235865432
2021-08,2021-09-09 23:59:00,a30_w60,30.0,60,0.11686283370178141,60,2016-08,2021-07,2021-08-10 09:00:00,[],estimated,1.0,2021-09-10 09:00:00,0.8831371662982186,1.0,0.7,0.5555839028028581,-0.015765552724124943,a30_w60,0.11686283370178141,0.04916155651651215
2021-08,2021-09-09 23:59:00,a30_w120,30.0,120,0.2179679422906307,120,2011-08,2021-07,2021-08-10 09:00:00,[],estimated,1.0,2021-09-10 09:00:00,0.7820320577093693,1.0,0.7,0.5555839028028581,-0.015765552724124943,a30_w120,0.2179679422906307,0.1053339273396118
2021-08,2021-09-09 23:59:00,a30_wexpanding,30.0,expanding,0.3351196931396085,175,2007-01,2021-07,2021-08-10 09:00:00,[],estimated,1.0,2021-09-10 09:00:00,0.6648803068603915,1.0,0.7,0.5555839028028581,-0.015765552724124943,a30_wexpanding,0.3351196931396085,0.17042155429647493
2021-08,2021-09-09 23:59:00,a300_w60,300.0,60,0.1960959421859312,60,2016-08,2021-07,2021-08-10 09:00:00,[],estimated,1.0,2021-09-10 09:00:00,0.8039040578140688,1.0,0.7,0.5555839028028581,-0.015765552724124943,a300_w60,0.1960959421859312,0.09318219615933834
2021-08,2021-09-09 23:59:00,a300_w120,300.0,120,0.14613863483603662,120,2011-08,2021-07,2021-08-10 09:00:00,[],estimated,1.0,2021-09-10 09:00:00,0.8538613651639634,1.0,0.7,0.5555839028028581,-0.015765552724124943,a300_w120,0.14613863483603662,0.065426720368362
2021-08,2021-09-09 23:59:00,a300_wexpanding,300.0,expanding,0.17548039111995217,175,2007-01,2021-07,2021-08-10 09:00:00,[],estimated,1.0,2021-09-10 09:00:00,0.8245196088800478,1.0,0.7,0.5555839028028581,-0.015765552724124943,a300_wexpanding,0.17548039111995217,0.08172852783967008
2021-09,2021-10-10 23:59:00,a0.3_w60,0.3,60,-0.2329851997774003,60,2016-09,2021-08,2021-09-10 09:00:00,[],estimated,0.2,2021-10-11 09:00:00,0.4329851997774003,0.2,0.2,0.5539243311486131,-0.03549171241455362,a0.3_w60,-0.2329851997774003,-0.16454788336877607
2021-09,2021-10-10 23:59:00,a0.3_w120,0.3,120,-0.1646514988912445,120,2011-09,2021-08,2021-09-10 09:00:00,[],estimated,0.2,2021-10-11 09:00:00,0.3646514988912445,0.2,0.2,0.5539243311486131,-0.03549171241455362,a0.3_w120,-0.1646514988912445,-0.12669618381050285
2021-09,2021-10-10 23:59:00,a0.3_wexpanding,0.3,expanding,-0.1413223617204547,176,2007-01,2021-08,2021-09-10 09:00:00,[],estimated,0.2,2021-10-11 09:00:00,0.3413223617204547,0.2,0.2,0.5539243311486131,-0.03549171241455362,a0.3_wexpanding,-0.1413223617204547,-0.11377360710689885
2021-09,2021-10-10 23:59:00,a3_w60,3.0,60,-0.31604001654608427,60,2016-09,2021-08,2021-09-10 09:00:00,[],estimated,0.2,2021-10-11 09:00:00,0.5160400165460843,0.2,0.2,0.5539243311486131,-0.03549171241455362,a3_w60,-0.31604001654608427,-0.21055396719603994
2021-09,2021-10-10 23:59:00,a3_w120,3.0,120,-0.19433583224598003,120,2011-09,2021-08,2021-09-10 09:00:00,[],estimated,0.2,2021-10-11 09:00:00,0.39433583224598,0.2,0.2,0.5539243311486131,-0.03549171241455362,a3_w120,-0.19433583224598003,-0.14313905830961718
2021-09,2021-10-10 23:59:00,a3_wexpanding,3.0,expanding,-0.15978425217686643,176,2007-01,2021-08,2021-09-10 09:00:00,[],estimated,0.2,2021-10-11 09:00:00,0.35978425217686644,0.2,0.2,0.5539243311486131,-0.03549171241455362,a3_wexpanding,-0.15978425217686643,-0.12400009742970568
2021-09,2021-10-10 23:59:00,a30_w60,30.0,60,-0.3279367210086611,60,2016-09,2021-08,2021-09-10 09:00:00,[],estimated,0.2,2021-10-11 09:00:00,0.5279367210086612,0.2,0.2,0.5539243311486131,-0.03549171241455362,a30_w60,-0.3279367210086611,-0.21714384125834554
2021-09,2021-10-10 23:59:00,a30_w120,30.0,120,-0.25489094425273273,120,2011-09,2021-08,2021-09-10 09:00:00,[],estimated,0.2,2021-10-11 09:00:00,0.45489094425273274,0.2,0.2,0.5539243311486131,-0.03549171241455362,a30_w120,-0.25489094425273273,-0.17668200822558702
2021-09,2021-10-10 23:59:00,a30_wexpanding,30.0,expanding,-0.22125044502103858,176,2007-01,2021-08,2021-09-10 09:00:00,[],estimated,0.2,2021-10-11 09:00:00,0.4212504450210386,0.2,0.2,0.5539243311486131,-0.03549171241455362,a30_wexpanding,-0.22125044502103858,-0.15804771718916538
2021-09,2021-10-10 23:59:00,a300_w60,300.0,60,0.02243006188476715,60,2016-09,2021-08,2021-09-10 09:00:00,[],estimated,0.2,2021-10-11 09:00:00,0.17756993811523286,0.2,0.2,0.5539243311486131,-0.03549171241455362,a300_w60,0.02243006188476715,-0.02306715538741198
2021-09,2021-10-10 23:59:00,a300_w120,300.0,120,-0.103696159092486,120,2011-09,2021-08,2021-09-10 09:00:00,[],estimated,0.2,2021-10-11 09:00:00,0.30369615909248604,0.2,0.2,0.5539243311486131,-0.03549171241455362,a300_w120,-0.103696159092486,-0.0929315379825391
2021-09,2021-10-10 23:59:00,a300_wexpanding,300.0,expanding,-0.14662644375315076,176,2007-01,2021-08,2021-09-10 09:00:00,[],estimated,0.2,2021-10-11 09:00:00,0.34662644375315077,0.2,0.2,0.5539243311486131,-0.03549171241455362,a300_wexpanding,-0.14662644375315076,-0.11671166719921738
2021-10,2021-11-09 23:59:00,a0.3_w60,0.3,60,0.8182896945446868,60,2016-10,2021-09,2021-10-11 09:00:00,[],estimated,1.3,2021-11-10 09:00:00,0.48171030545531324,1.3,1.0,0.5526743041044948,0.29522931105088507,a0.3_w60,0.8182896945446868,0.7474769985392495
