scope,sample,h,case,model,n_intended_origins,n_available_targets,n_own_forecasts,n_common,yy_rmse,yy_mae,yy_bias,mm_rmse,mm_mae,mm_bias
independent_common,2019_plus,1,exante,TARGET_ML,90,89,89,89,0.9642232518755169,0.6042495575760729,-0.12148754171656989,0.762651425178774,0.44108165485408596,-0.09866245296312984
independent_common,2019_plus,1,exante,TARGET_FX_ML,90,89,89,89,0.9633167632310125,0.6035574894849097,-0.11444195567210651,0.763611909245633,0.44101840677805676,-0.09168390774029893
independent_common,2019_plus,1,exante,TARGET_U_FX_ML,90,89,89,89,0.96367586246234,0.6039915324405665,-0.11479291893137743,0.7635705063437797,0.441142850399546,-0.09193035684186618
independent_common,2019_plus,1,exante,BVAR_U_FX,90,89,89,89,0.9409461554685226,0.5996951811806259,-0.2196266207248728,0.7599406401529271,0.4385306588896859,-0.19340862829085967
independent_common,2019_plus,1,exante,RF_U_FX,90,89,89,89,0.9695803852927194,0.6004108141306476,-0.08536947279746782,0.7746269642296362,0.4452445797057544,-0.06580774014963937
independent_common,2019_plus,1,exante,NAIVE,90,89,89,89,1.0337714995924019,0.6817673463765187,-0.10102366655643595,0.8601949379227198,0.536315842080884,-0.06867487699885257
independent_common,2019_plus,1,conditional,TARGET_ML,90,89,89,89,0.8360007696528139,0.47473387416791163,-0.10431161233399887,0.762651425178774,0.44108165485408596,-0.09866245296312984
independent_common,2019_plus,1,conditional,TARGET_FX_ML,90,89,89,89,0.8366767081904356,0.4746444220754389,-0.0972535753389292,0.763611909245633,0.44101840677805676,-0.09168390774029893
independent_common,2019_plus,1,conditional,TARGET_U_FX_ML,90,89,89,89,0.8366024293373476,0.4747597360243996,-0.09760838415408679,0.7635705063437797,0.441142850399546,-0.09193035684186618
independent_common,2019_plus,1,conditional,BVAR_U_FX,90,89,89,89,0.8321452868397654,0.4703756056775141,-0.20228569653128878,0.7599406401529271,0.4385306588896859,-0.19340862829085967
independent_common,2019_plus,1,conditional,RF_U_FX,90,89,89,89,0.8502920505735221,0.47993248952492656,-0.06813057140758925,0.7746269642296362,0.4452445797057544,-0.06580774014963937
independent_common,2019_plus,1,conditional,NAIVE,90,89,89,89,0.931800814581188,0.5732962163674055,-0.08372595247962328,0.8601949379227198,0.536315842080884,-0.06867487699885257
independent_common,2019_plus,3,exante,TARGET_ML,90,87,87,87,1.924232922882122,1.2937577124278534,-0.3734900167115427,0.7898468815621171,0.48214583034071185,-0.11760770812007043
independent_common,2019_plus,3,exante,TARGET_FX_ML,90,87,87,87,1.9271972990276998,1.2967053824463761,-0.3536396030368037,0.7935734213606784,0.48164234902180464,-0.11099500497449874
independent_common,2019_plus,3,exante,TARGET_U_FX_ML,90,87,87,87,1.9276765700086935,1.2982605815740713,-0.352709908498174,0.793821065454439,0.48197237409569826,-0.1100662096736679
independent_common,2019_plus,3,exante,BVAR_U_FX,90,87,87,87,1.8635587963830662,1.235361911852598,-0.739941307065739,0.7752260565948109,0.46620247645697493,-0.2437286702477681
independent_common,2019_plus,3,exante,RF_U_FX,90,87,87,87,1.7419414358342495,1.1674415902163766,-0.24514236605157555,0.7491681185294226,0.437913625132671,-0.06656935152815566
independent_common,2019_plus,3,exante,NAIVE,90,87,87,87,2.087685113059323,1.480764203184628,-0.2871512958220131,0.8696093512165352,0.544623329093823,-0.06955264915737591
independent_common,2019_plus,3,conditional,TARGET_ML,90,87,87,87,1.8763022529515088,1.250651902674882,-0.35037121578225217,0.7898468815621171,0.48214583034071185,-0.11760770812007043
independent_common,2019_plus,3,conditional,TARGET_FX_ML,90,87,87,87,1.8819892717458113,1.2518399429027405,-0.3304750995510471,0.7935734213606784,0.48164234902180464,-0.11099500497449874
independent_common,2019_plus,3,conditional,TARGET_U_FX_ML,90,87,87,87,1.8820058677274034,1.2517869640105421,-0.32955390081278413,0.793821065454439,0.48197237409569826,-0.1100662096736679
independent_common,2019_plus,3,conditional,BVAR_U_FX,90,87,87,87,1.8435332611140585,1.1766838959035588,-0.7163428366828816,0.7752260565948109,0.46620247645697493,-0.2437286702477681
independent_common,2019_plus,3,conditional,RF_U_FX,90,87,87,87,1.712129226041384,1.1493820002019788,-0.221663076941492,0.7491681185294226,0.437913625132671,-0.06656935152815566
independent_common,2019_plus,3,conditional,NAIVE,90,87,87,87,2.060731141854518,1.4431380277923425,-0.26371435254436937,0.8696093512165352,0.544623329093823,-0.06955264915737591
independent_common,2019_plus,6,exante,TARGET_ML,90,84,84,84,3.3220068336762565,2.1546323758981805,-0.7783826188719177,0.8194075367157184,0.5123639569690759,-0.12542905668006457
independent_common,2019_plus,6,exante,TARGET_FX_ML,90,84,84,84,3.361257140598608,2.1594715860501745,-0.7482961598964779,0.8274290721754544,0.5183853939125465,-0.1208405778627094
independent_common,2019_plus,6,exante,TARGET_U_FX_ML,90,84,84,84,3.3632609986789026,2.1618081441490227,-0.7456627951791219,0.827765689597813,0.5190724013638296,-0.1199098005240247
independent_common,2019_plus,6,exante,BVAR_U_FX,90,84,84,84,3.1195666904859474,2.089549499405797,-1.4555454653489999,0.8059523001226099,0.49233517961280626,-0.2169539210331703
independent_common,2019_plus,6,exante,RF_U_FX,90,84,84,84,2.7667371514630905,1.7959789539469084,-0.4997375817941706,0.7784627800070207,0.46661997851137105,-0.07854029857878177
independent_common,2019_plus,6,exante,NAIVE,90,84,84,84,3.569168093425534,2.6812171305704044,-0.5771777733350579,0.8833256059430817,0.5559993234951291,-0.06396183356095173
independent_common,2019_plus,6,conditional,TARGET_ML,90,84,84,84,3.2457490610827873,2.090275674404757,-0.7523312175705685,0.8194075367157184,0.5123639569690759,-0.12542905668006457
independent_common,2019_plus,6,conditional,TARGET_FX_ML,90,84,84,84,3.2890644995996525,2.1119960836270564,-0.7221489607786475,0.8274290721754544,0.5183853939125465,-0.1208405778627094
independent_common,2019_plus,6,conditional,TARGET_U_FX_ML,90,84,84,84,3.2907273390447904,2.1156848694175663,-0.7195280055087541,0.827765689597813,0.5190724013638296,-0.1199098005240247
independent_common,2019_plus,6,conditional,BVAR_U_FX,90,84,84,84,3.07428786590235,2.0388455223434527,-1.4285274102283805,0.8059523001226099,0.49233517961280626,-0.2169539210331703
independent_common,2019_plus,6,conditional,RF_U_FX,90,84,84,84,2.70676122789504,1.7514942397278928,-0.472889384412592,0.7784627800070207,0.46661997851137105,-0.07854029857878177
independent_common,2019_plus,6,conditional,NAIVE,90,84,84,84,3.5266586792744716,2.6543067653785486,-0.5502123260891801,0.8833256059430817,0.5559993234951291,-0.06396183356095173
independent_common,2019_plus,12,exante,TARGET_ML,90,78,78,78,6.47046901127789,4.4261424191949805,-1.7509209957709915,0.8893784129808824,0.5420919626790062,-0.14745604994327538
independent_common,2019_plus,12,exante,TARGET_FX_ML,90,78,78,78,6.522775033295888,4.4137306235062415,-1.747926979309753,0.8928932453319771,0.5394956211128256,-0.14728049191600445
independent_common,2019_plus,12,exante,TARGET_U_FX_ML,90,78,78,78,6.5255096397785435,4.419691161615648,-1.7374800837174116,0.893276347017633,0.5394810063653351,-0.14623664494637137
independent_common,2019_plus,12,exante,BVAR_U_FX,90,78,78,78,6.126367329565096,3.9916673707493353,-3.0348596336876072,0.9054857710148809,0.5650582084465516,-0.26357203864754286
independent_common,2019_plus,12,exante,RF_U_FX,90,78,78,78,5.494440544776218,3.7337223878185934,-1.1258662638411745,0.887875495186314,0.5355028769705517,-0.11301072881743328
independent_common,2019_plus,12,exante,NAIVE,90,78,78,78,6.455648435601226,5.057313539044059,-1.3764327647554258,0.9530837753695071,0.5669392593183267,-0.11751161178967315
independent_common,2019_plus,12,conditional,TARGET_ML,90,78,78,78,6.47046901127789,4.4261424191949805,-1.7509209957709915,0.8893784129808824,0.5420919626790062,-0.14745604994327538
independent_common,2019_plus,12,conditional,TARGET_FX_ML,90,78,78,78,6.522775033295888,4.4137306235062415,-1.747926979309753,0.8928932453319771,0.5394956211128256,-0.14728049191600445
independent_common,2019_plus,12,conditional,TARGET_U_FX_ML,90,78,78,78,6.5255096397785435,4.419691161615648,-1.7374800837174116,0.893276347017633,0.5394810063653351,-0.14623664494637137
independent_common,2019_plus,12,conditional,BVAR_U_FX,90,78,78,78,6.126367329565096,3.9916673707493353,-3.0348596336876072,0.9054857710148809,0.5650582084465516,-0.26357203864754286
independent_common,2019_plus,12,conditional,RF_U_FX,90,78,78,78,5.494440544776218,3.7337223878185934,-1.1258662638411745,0.887875495186314,0.5355028769705517,-0.11301072881743328
independent_common,2019_plus,12,conditional,NAIVE,90,78,78,78,6.455648435601226,5.057313539044059,-1.3764327647554258,0.9530837753695071,0.5669392593183267,-0.11751161178967315
including_references_common,2019_plus,1,exante,TARGET_ML,90,89,89,88,0.9696722655210128,0.6105595538258928,-0.12231160596798629,0.7667365509641342,0.4440663769238979,-0.0977560477387263
including_references_common,2019_plus,1,exante,TARGET_FX_ML,90,89,89,88,0.9687643947110375,0.6099399397780364,-0.11526627489917858,0.7677205634059394,0.4440804557444236,-0.09077624649032755
including_references_common,2019_plus,1,exante,TARGET_U_FX_ML,90,89,89,88,0.9691264691003394,0.6104010972751378,-0.11564340861243534,0.7676837043963053,0.44422786802652736,-0.0910470506784195
