p,release_dt,actual,survey_median,s,STRUCT,STRUCT_QRF,STRUCT_R,STRUCT_QRF_R,STRUCT_PE_WARM,STRUCT_PEH_WARM,STRUCT_PE,g_STRUCT,alert_STRUCT,g_STRUCT_QRF,alert_STRUCT_QRF,g_STRUCT_R,alert_STRUCT_R,g_STRUCT_QRF_R,alert_STRUCT_QRF_R,g_STRUCT_PE_WARM,alert_STRUCT_PE_WARM,g_STRUCT_PEH_WARM,alert_STRUCT_PEH_WARM,g_STRUCT_PE,alert_STRUCT_PE
2019-02,2019-03-11 00:00:00,0.2,0.1,0.1,0.2785031325461529,0.356497589330731,0.2785031325461529,0.356497589330731,0.3603198258746605,0.3194114792104067,0.2785031325461529,0.02149686745384713,False,-0.056497589330730985,True,0.02149686745384713,False,-0.056497589330730985,True,-0.060319825874660477,True,-0.019411479210406674,True,0.02149686745384713,False
2019-03,2019-04-10 00:00:00,0.2,0.1,0.1,0.079919407190459,0.08368097825664,0.079919407190459,0.08368097825664,0.0615795816093703,0.0707494943999146,0.079919407190459,-0.020080592809541012,False,-0.01631902174336,False,-0.020080592809541012,False,-0.01631902174336,False,-0.03842041839062971,False,-0.029250505600085408,False,-0.020080592809541012,False
2019-04,2019-05-13 00:00:00,0.1,0.3,-0.19999999999999998,0.4024834775099014,0.4567354444054964,0.4024834775099014,0.4567354444054964,0.4508743927928594,0.4266789351513804,0.4024834775099014,-0.10248347750990136,False,-0.15673544440549644,False,-0.10248347750990136,False,-0.15673544440549644,False,-0.15087439279285939,False,-0.12667893515138037,False,-0.10248347750990136,False
2019-05,2019-06-11 00:00:00,0.7,0.4,0.29999999999999993,0.229920323954004,0.2573030101663828,0.229920323954004,0.2573030101663828,0.240507255091908,0.235213789522956,0.229920323954004,-0.17007967604599605,False,-0.14269698983361723,False,-0.17007967604599605,False,-0.14269698983361723,False,-0.159492744908092,False,-0.164786210477044,False,-0.17007967604599605,False
2019-06,2019-07-11 00:00:00,0.2,0.1,0.1,0.1283636128466717,0.1064395472713376,0.1283636128466717,0.1064395472713376,0.021264688269372,0.0748141505580219,0.1283636128466717,0.028363612846671687,False,0.006439547271337595,False,0.028363612846671687,False,0.006439547271337595,False,-0.078735311730628,False,-0.025185849441978103,False,0.028363612846671687,False
2019-07,2019-08-12 00:00:00,0.4,0.2,0.2,0.3907464992075639,0.3917181516848321,0.3907464992075639,0.3917181516848321,0.407679142865857,0.3992128210367104,0.3907464992075639,0.19074649920756387,False,0.19171815168483208,False,0.19074649920756387,False,0.19171815168483208,False,0.19232085713414304,True,0.1992128210367104,False,0.19074649920756387,False
2019-08,2019-09-10 00:00:00,0.1,0.0,0.1,-0.0068577666005959,0.0339746228730357,-0.0068577666005959,0.0339746228730357,0.0334591402910925,0.0133006868452482,-0.0068577666005959,-0.006857766600595894,False,0.03397462287303571,False,-0.006857766600595894,False,0.03397462287303571,False,0.03345914029109251,False,0.013300686845248197,False,-0.006857766600595894,False
2019-09,2019-10-10 00:00:00,-0.6,-0.4,-0.19999999999999996,-0.3481118723494686,-0.3053313862452952,-0.3481118723494686,-0.3053313862452952,-0.3122997360567695,-0.3302058042031191,-0.3481118723494686,-0.05188812765053141,False,-0.09466861375470481,False,-0.05188812765053141,False,-0.09466861375470481,False,-0.08770026394323055,False,-0.0697941957968809,False,-0.05188812765053141,False
2019-10,2019-11-11 00:00:00,0.5,0.4,0.09999999999999998,0.282484153620169,0.3056503580055851,0.282484153620169,0.3056503580055851,0.3870043318588342,0.3347442427395016,0.282484153620169,-0.11751584637983103,False,-0.09434964199441492,False,-0.11751584637983103,False,-0.09434964199441492,False,-0.012995668141165817,False,-0.06525575726049843,False,-0.11751584637983103,False
2019-11,2019-12-10 00:00:00,0.3,0.2,0.09999999999999998,0.170061104943248,0.1822537307552999,0.170061104943248,0.1822537307552999,0.2362877092750491,0.2031744071091485,0.170061104943248,-0.029938895056752013,False,-0.017746269244700102,False,-0.029938895056752013,False,-0.017746269244700102,False,0.036287709275049096,False,0.003174407109148486,False,-0.029938895056752013,False
2019-12,2020-01-13 00:00:00,0.2,0.1,0.1,-0.016859898370249,0.0419648142456135,-0.016859898370249,0.0419648142456135,-0.0002568354352305,-0.0085583669027397,-0.016859898370249,-0.11685989837024902,False,-0.058035185754386515,False,-0.11685989837024902,False,-0.058035185754386515,False,-0.1002568354352305,False,-0.1085583669027397,False,-0.11685989837024902,False
2020-01,2020-02-14 00:00:00,1.5,1.0,0.5,0.8796688903046072,0.9385568380404956,0.8796688903046072,0.9385568380404956,0.9354426978569732,0.90755579408079,0.8796688903046072,-0.12033110969539285,False,-0.06144316195950439,False,-0.12033110969539285,False,-0.06144316195950439,False,-0.0645573021430268,False,-0.09244420591920999,False,-0.12033110969539285,False
2020-02,2020-03-10 00:00:00,0.3,0.3,0.0,0.2584760459542748,0.2811277790768988,0.2584760459542748,0.2811277790768988,0.3492168445480938,0.3038464452511843,0.2584760459542748,-0.041523954045725175,False,-0.0188722209231012,False,-0.041523954045725175,False,-0.0188722209231012,False,-0.04921684454809383,False,-0.0038464452511843272,False,-0.041523954045725175,False
2020-03,2020-04-14 00:00:00,-0.1,0.1,-0.2,-0.295396571841396,-0.29161828366722,-0.295396571841396,-0.29161828366722,-0.1985634505788786,-0.2469800112101373,-0.295396571841396,0.0046034281586040116,True,0.008381716332780037,True,0.0046034281586040116,True,0.008381716332780037,True,0.10143654942112143,True,0.05301998878986272,True,0.0046034281586040116,True
2020-04,2020-05-13 00:00:00,-0.2,-0.2,0.0,-0.4097899383299261,-0.4100800710475488,-0.4097899383299261,-0.4100800710475488,-0.3096920179825508,-0.3597409781562384,-0.4097899383299261,-0.2097899383299261,True,-0.21008007104754878,True,-0.2097899383299261,True,-0.21008007104754878,True,-0.1096920179825508,False,-0.1597409781562384,False,-0.2097899383299261,True
2020-05,2020-06-10 00:00:00,0.4,0.1,0.30000000000000004,0.0916225565984421,0.0775186190372144,0.0916225565984421,0.0775186190372144,0.2038393938498992,0.1477309752241707,0.0916225565984421,-0.008377443401557882,False,-0.02248138096278557,False,-0.008377443401557882,False,-0.02248138096278557,False,0.10383939384989921,False,0.04773097522417069,False,-0.008377443401557882,False
2020-06,2020-07-10 00:00:00,0.6,0.2,0.39999999999999997,0.2416502823398005,0.2909550672885629,0.2416502823398005,0.2909550672885629,0.4192916203206605,0.3304709513302304,0.2416502823398005,0.04165028233980045,False,0.0909550672885629,False,0.04165028233980045,False,0.0909550672885629,False,0.21929162032066046,True,0.1304709513302304,False,0.04165028233980045,False
2020-07,2020-08-13 00:00:00,0.4,0.2,0.2,0.393053960215486,0.4444978732351547,0.393053960215486,0.4444978732351547,0.5374545867304835,0.4652542734729848,0.393053960215486,0.193053960215486,False,0.15550212676484532,True,0.193053960215486,False,0.15550212676484532,True,0.06254541326951651,True,0.13474572652701522,True,0.193053960215486,False
2020-08,2020-09-10 00:00:00,0.0,0.0,0.0,-0.0228711700619506,7.985423018849053e-05,-0.0228711700619506,7.985423018849053e-05,0.1315119749957604,0.0543204024669048,-0.0228711700619506,-0.0228711700619506,False,-7.985423018849053e-05,False,-0.0228711700619506,False,-7.985423018849053e-05,False,-0.1315119749957604,False,-0.0543204024669048,False,-0.0228711700619506,False
