period,R9_BASE,R9_HALF,R9_FULL,NO_PROXY,NO_PROXY_HALF,OFFICIAL_PREDICTORS,OFFICIAL_PREDICTORS_HALF,BROAD_SPLIT,BROAD_SPLIT_HALF,BROAD_AGG_CONTROL,AGG_COMMON,TARGET_SHARED,TARGET_OWN,TARGET_OWN_HALF,TARGET_CHANNEL,TARGET_CHANNEL_HALF
2019-02,0.31775488058818213,0.3457208529825975,0.3736868253770129,0.32197695179076025,0.3198659161894712,0.3099632951428127,0.31385908786549743,0.405008158268488,0.3613815194283351,0.44785023007575253,0.2957429378390708,0.2957429378390708,0.3214390864645076,0.31959698352634486,0.3311841489829337,0.3244695147855579
2019-03,0.09946023954165717,0.09481364394484938,0.0901670483480416,0.09958401055655611,0.09952212504910664,0.09774034897370862,0.0986002942576829,0.12499576430155707,0.11222800192160712,0.10380075404922406,0.032678882626909496,0.03267888262690931,0.018810227797368066,0.05913523366951262,0.025515805518424015,0.06248802253004059
2019-04,0.38710754867430486,0.4331530262959052,0.4791985039175055,0.390890217510691,0.3889988830924979,0.4290623584060691,0.408084953540187,0.4388824969232154,0.4129950227987601,0.43334922924386654,0.4479735455063279,0.4479735455063279,0.3843414177863059,0.3857244832303054,0.4052979057718957,0.39620272722310024
2019-05,0.2254766707170906,0.24160405653897696,0.2577314423608633,0.23115837333404649,0.22831752202556854,0.24944233257140797,0.23745950164424928,0.23704973473607066,0.23126320272658063,0.24395026313539725,0.26252366649720804,0.26252366649720793,0.2703047338042085,0.24789070226064955,0.2768372077531801,0.2511569392351354
2019-06,0.12410329846284626,0.07361655119089941,0.02312980391895257,0.12581040979343122,0.12495685412813874,0.14620540900307843,0.13515435373296236,0.11927964615676588,0.12169147230980606,0.10869858142499582,0.11390528623874878,0.11390528623874879,0.12315035846394702,0.12362682846339665,0.14297453731556203,0.13353891788920413
2019-07,0.435229027763851,0.4401493662832389,0.4450697048026269,0.43111518514923,0.4331721064565405,0.41661072893854667,0.4259198783511988,0.5745753001464573,0.5049021639551541,0.5964571755086048,0.44891577961562396,0.44891577961562396,0.5016039569149744,0.4684164923394127,0.5147834952263677,0.4750062614951093
2019-08,0.07212027168892293,0.08632839290472513,0.10053651412052733,0.07800057867493618,0.07506042518192955,0.030328931392623493,0.05122460154077321,-0.01447457626978136,0.028822847709570786,0.0070171597709204475,-0.014828627944512535,-0.01482862794451266,0.003901984150030527,0.03801112791947673,0.007840824319528997,0.039980548004225964
2019-09,-0.3115374275151629,-0.31736840944316663,-0.3231993913711704,-0.3125690703628676,-0.3120532489390152,-0.3214111663394706,-0.31647429692731677,-0.3401282805804755,-0.3258328540478192,-0.36078770459483883,-0.3359947033067234,-0.33599470330672315,-0.4067800328746164,-0.35915873019488964,-0.4088704674549448,-0.36020394748505385
2019-10,0.22940611674544503,0.28517471091363017,0.3409433050818153,0.2555189495691505,0.24246253315729777,0.2882929328672238,0.2588495248063344,0.39252711507569593,0.3109666159105705,0.35754353484237494,0.3556586470355855,0.3556586470355855,0.3371197444307257,0.2832629305880854,0.33189568323961643,0.28065089999253073
2019-11,0.16027885730460945,0.18827727179203121,0.21627568627945298,0.1610922954151778,0.1606855763598936,0.19257657060788755,0.1764277139562485,0.10261410275210678,0.13144648002835813,0.15245553086951008,0.19818942055108896,0.19818942055108885,0.15476450183810875,0.1575216795713591,0.1544579598266781,0.15736840856564377
2019-12,0.015134052299833604,0.015041241673181452,0.014948431046529301,0.021264095446973483,0.018199073873403544,0.018747909122662665,0.016940980711248135,-0.017750904604891437,-0.0013084261525289163,-0.022281203184031498,0.011368677664643001,0.011368677664643057,0.10940964852952717,0.06227185041468039,0.1032334060997514,0.059183729199792506
2020-01,0.8910783646002834,0.9161045016767744,0.9411306387532653,0.8992173150011591,0.8951478398007213,0.9093410228201139,0.9002096937101987,0.951204226595715,0.9211412955979992,0.9870701962116766,0.8932706579290001,0.8932706579290001,0.9334732469382441,0.9122758057692637,0.9283992691051024,0.909738816852693
2020-02,0.3016255681785912,0.32068032834451476,0.3397350885104384,0.30926745412658074,0.305446511152586,0.3057084723404644,0.3036670202595278,0.3292778772238656,0.3154517227012284,0.3090042567436674,0.2736680561280016,0.27366805612800155,0.2538713185262529,0.27774844335242205,0.25480864737519315,0.2782171077768922
2020-03,-0.2620574219510465,-0.25946905877354964,-0.2568806955960528,-0.26440108144195695,-0.2632292516965017,-0.26363151413435487,-0.2628444680427007,-0.27895072728802556,-0.270504074619536,-0.23047620972760555,-0.29027394840970966,-0.2902739484097096,-0.37323872443305345,-0.31764807319204996,-0.34527029603180504,-0.3036638589914258
2020-04,-0.31758186237127,-0.31591219209715493,-0.31424252182303986,-0.3171811748814228,-0.3173815186263464,-0.2877657284184475,-0.3026737953948587,-0.18267776280065487,-0.25012981258596245,-0.19524403418090586,-0.3116122127722441,-0.311612212772244,-0.2620149450876949,-0.28979840372948246,-0.2612438873809623,-0.28941287487611617
2020-05,0.1755417858910625,0.17193851305540414,0.16833524021974577,0.17505096294983324,0.17529637442044788,0.29287308609409124,0.23420743599257687,0.07935530943399795,0.12744854766253022,0.0610991317117722,0.24750499222255412,0.2475049922225542,0.09008321485468743,0.13281250037287495,0.14355325464097946,0.15954752026602098
2020-06,0.3438817354017713,0.38055781125886934,0.4172338871159674,0.3445427511699766,0.34421224328587396,0.3716887993570646,0.35778526737941796,0.17494373292387183,0.25941273416282157,0.3135168300459147,0.2954994101786741,0.2954994101786741,0.12531691839368683,0.23459932689772905,0.11557426148953462,0.22972799844565295
2020-07,0.4869502977384474,0.5039786142894122,0.5210069308403769,0.4912137374992465,0.48908201761884695,0.4654389031206183,0.4761946004295329,0.6876346665906332,0.5872924821645403,0.7026949190925451,0.46109056315993857,0.4610905631599388,0.4820921602187407,0.48452122897859407,0.41115412424644,0.4490522109924437
2020-08,0.03313375648649175,0.04252609564169979,0.05191843479690783,0.03313896626372914,0.033136361375110446,0.0463140031312112,0.039723879808851476,-0.009404155665285782,0.011864800410602984,0.03997759192802655,-0.03646924606407385,-0.036469246064073896,0.013069996995635241,0.023101876741063496,-0.017535863611653574,0.007798946437419088
