period,clock,inc,W5,W5_split,share_tobacco,w_alc,alc_actual,bt_alc_pred,STRUCT,actual,survey,head_inc,head_W5,head_W5_split
2019-02,A,0.08872469572955288,0.08872469572955288,0.09733661596477405,0.5435998282045583,0.092144617,-1.1524822695035408,0.0887246957295528,0.2785031325461529,0.2,0.1,0.2785031325461529,0.2785031325461529,0.2792966746378619
2019-02,B,0.08872469572955288,0.08872469572955288,0.09733661596477405,0.5435998282045583,0.092144617,-1.1524822695035408,0.0887246957295528,0.2814875700921544,0.2,0.1,0.2814875700921544,0.2814875700921544,0.2822811121838634
2019-03,A,0.5070259413749834,0.5070259413749834,0.5430174044939639,0.5510263411075947,0.092144617,0.7174887892376747,0.5070259413749834,0.079919407190459,0.2,0.1,0.079919407190459,0.079919407190459,0.08323582677482708
2019-03,B,0.5070259413749834,0.5070259413749834,0.5430174044939639,0.5510263411075947,0.092144617,0.7174887892376747,0.5070259413749834,0.0829683883070508,0.2,0.1,0.0829683883070508,0.0829683883070508,0.08628480789141889
2019-04,A,0.6547269024545554,0.6547269024545554,0.654753551646249,0.5469449470781919,0.092144617,-1.6028495102404228,0.6547269024545554,0.4024834775099014,0.1,0.3,0.4024834775099014,0.4024834775099014,0.40248593308946334
2019-04,B,0.6547269024545554,0.6547269024545554,0.654753551646249,0.5469449470781919,0.092144617,-1.6028495102404228,0.6547269024545554,0.4180178444540153,0.1,0.3,0.4180178444540153,0.4180178444540153,0.41802030003357726
2019-05,A,0.12036906490745514,0.12036906490745514,0.11135076599845853,0.5563142463636566,0.092144617,1.538461538461533,0.1203690649074551,0.229920323954004,0.7,0.4,0.229920323954004,0.229920323954004,0.229089336255043
2019-05,B,0.12036906490745514,0.12036906490745514,0.11135076599845853,0.5563142463636566,0.092144617,1.538461538461533,0.1203690649074551,0.2348046582023983,0.7,0.4,0.2348046582023983,0.2348046582023983,0.2339736705034373
2019-06,A,-0.0443104061040811,-0.0443104061040811,-0.024135000124550776,0.5478377999877401,0.092144617,-0.6238859180035639,-0.0443104061040811,0.1283636128466717,0.2,0.1,0.1283636128466717,0.1283636128466717,0.13022266790347503
2019-06,B,-0.0443104061040811,-0.0443104061040811,-0.024135000124550776,0.5478377999877401,0.092144617,-0.6238859180035639,-0.0443104061040811,0.1250380215662453,0.2,0.1,0.1250380215662453,0.1250380215662453,0.12689707662304864
2019-07,A,0.5006382609860527,0.5006382609860527,0.5025218599771566,0.5517000811181871,0.092144617,-0.4484304932735439,0.5006382609860527,0.3907464992075639,0.4,0.2,0.3907464992075639,0.3907464992075639,0.39092006271518076
2019-07,B,0.5006382609860527,0.5006382609860527,0.5025218599771566,0.5517000811181871,0.092144617,-0.4484304932735439,0.5006382609860527,0.3904523718716352,0.4,0.2,0.3904523718716352,0.3904523718716352,0.39062593537925205
