h,target_period,RW,AR3,ARIMA313,TVW_QRF,TVW_QRF_sqPCA,TVW_QRF_RAW,TVW_QRF_WIDERAW,TVW_QRF_WIDERAW_MF1,BVAR,band_p05,band_p95,historical_rmse,historical_band_coverage
1,2026-08,0.6337135614702172,0.3055561943014839,0.2415910411381812,0.16491815990235628,0.030186911937751148,0.07773148403242028,0.013494757500193109,-0.012220315325318636,0.3107190614877634,-0.32030749519538215,0.9291521486643584,0.5591798232937251,0.9257142857142857
3,2026-10,0.6337135614702172,0.3886078230205797,0.6727819465960452,0.2055394667739306,0.15930749958883428,0.5380029164362625,0.22654287412329455,0.3532142643123607,0.27724273082233836,-0.3208556149732589,1.294651770893821,0.6449727607561806,0.92
6,2027-01,0.6337135614702172,0.38471091083044473,0.6538429344028969,0.6638657758136214,0.5956412097704246,0.5202275775808215,0.470707565112714,0.4923464647523724,0.29421366723118886,-1.6895611595417106,3.456991584565685,0.646821317564793,0.8857142857142857
12,2027-07,0.6337135614702172,0.5072396699955745,0.6133050835615641,0.22557001002890975,0.13815025181510884,0.5782064222517581,0.12171371112924013,0.14242739544185845,0.2805090751506473,-0.12953367875648825,0.9291521486643584,0.6504821129261958,0.8171428571428572
