period,food_actual,inc,bt_food_pred,w_food,STRUCT,STRUCT_EVE,actual_current,cat_A,I1_A,P_A,cat_B,I1_B,P_B,STRUCT_cat_A,STRUCT_cat_B,actual,survey
2019-02,0.7490636704119868,0.6289580042592983,0.6289580042592983,0.177627679,0.2785031325461529,0.2814875700921544,0.1867413632119507,0.04104889810911803,-0.17728401001470276,0.2914628865629047,0.04104889810911803,-0.17728401001470276,0.2914628865629047,0.17407420255773176,0.1770586401037333,0.2,0.1
2019-03,0.0,0.13793940287435802,0.137939402874358,0.177627679,0.079919407190459,0.0829683883070508,0.1863932898415576,-0.07863659518632166,-0.18326001131906883,0.046109896607688355,-0.07863659518632166,-0.18326001131906883,0.046109896607688355,0.04144951532783196,0.044498496444423774,0.2,0.1
2019-04,-0.6505576208178376,0.07334150892937163,0.0733415089293716,0.177627679,0.4024834775099014,0.4180178444540153,0.0930232558139509,-0.026637170244257866,-0.10673354838347023,0.0691052878357234,-0.026637170244257866,-0.10673354838347023,0.0691052878357234,0.38472449677880394,0.40025886372291786,0.1,0.3
2019-05,1.9644527595883865,0.14373062808932474,0.1437306280893247,0.177627679,0.229920323954004,0.2348046582023983,0.6505576208178487,0.24805913346789393,0.27404731546987626,0.24424637982012756,0.24805913346789393,0.27404731546987626,0.24424637982012756,0.24845195421793825,0.25333628846633255,0.7,0.4
2019-06,0.3669724770642313,0.185062561815512,0.185062561815512,0.177627679,0.1283636128466717,0.1250380215662453,0.1846722068328699,0.14647277221322466,0.13764362741648062,0.15566153201630928,0.14647277221322466,0.13764362741648062,0.15566153201630928,0.12150899808651906,0.11818340680609267,0.2,0.1
2019-07,-0.5484460694698434,0.3102283615885567,0.3102283615885567,0.177627679,0.3907464992075639,0.3904523718716352,0.3686635944700533,0.15721461280492,0.06530677779001333,0.24754329701579764,0.15721461280492,0.06530677779001333,0.24754329701579764,0.3635670221560374,0.3632728948201087,0.4,0.2
2019-08,-0.2757352941176405,-0.3394064941699059,-0.3394064941699059,0.177627679,-0.0068577666005959,-0.006945762243797,0.0918273645546419,-0.36026418009090755,-0.3266030523150785,-0.39807659905448795,-0.36026418009090755,-0.3266030523150785,-0.39807659905448795,-0.010562668940054396,-0.010650664583255497,0.1,0.0
2019-09,-0.552995391705069,-0.044413442855467306,-0.0444134428554673,0.177627679,-0.3481118723494686,-0.3483875620035859,-0.5504587155963248,0.5307474615913551,0.8679397238982614,0.19567412547080665,0.5307474615913551,0.8679397238982614,0.19567412547080665,-0.24594737584103876,-0.24622306549515605,-0.6,-0.4
2019-10,0.8341056533827551,0.6092833344375574,0.6092833344375574,0.177627679,0.282484153620169,0.2815613688180064,0.4612546125461358,0.6366865682141698,0.5475649542106161,0.7246236900311962,0.6366865682141698,0.5475649542106161,0.7246236900311962,0.28735172643300305,0.2864289416308405,0.5,0.4
2019-11,1.194852941176472,0.6592902773726735,0.6592902773726735,0.177627679,0.170061104943248,0.1693782958720351,0.2754820936639035,0.04701911996489976,-0.20735018202827057,0.2784231016676358,0.04701911996489976,-0.20735018202827057,0.2784231016676358,0.06130480033426147,0.06062199126304857,0.3,0.2
2019-12,0.7266121707538709,0.23923526979312384,0.2392352697931238,0.177627679,-0.016859898370249,-0.016859898370249,0.1831501831501825,0.7209846550652681,0.9457826328348226,0.5084650416277366,0.7209846550652681,0.9457826328348226,0.5084650416277366,0.06871212679531878,0.06871212679531878,0.2,0.1
2020-01,2.3444544634806164,1.2712559042691496,1.2712559042691496,0.177627679,0.8796688903046072,0.8780719418354076,1.4625228519195457,1.3112410613447747,1.2927184759632713,1.3192477837892669,1.3112410613447747,1.2927184759632713,1.3192477837892669,0.8867713609504009,0.8851744124812013,1.5,1.0
2020-02,0.0,0.6371664122871077,0.6371664122871077,0.177174296,0.2584760459542748,0.2567798157534509,0.2702702702702675,0.42470565763056384,0.43643987425575664,0.4163009681269859,0.42470565763056384,0.43643987425575664,0.4163009681269859,0.22083346132037293,0.219137231119549,0.3,0.3
2020-03,0.8810572687224738,-0.5890111324530037,-0.5890111324530037,0.177174296,-0.295396571841396,-0.3165938046256471,-0.0898472596585708,-0.2102976027264965,0.20857534468648403,-0.3863463326947512,-0.2102976027264965,0.20857534468648403,-0.3863463326947512,-0.228298268826427,-0.24949550161067813,-0.1,0.1
2020-04,0.6113537117903967,-0.18894216047407264,-0.1889421604740726,0.177174296,-0.4097899383299261,-0.4407139221465571,-0.1798561151079125,-0.18462089907136348,-0.0463541446532358,-0.2841548952079777,-0.18462089907136348,-0.0463541446532358,-0.2841548952079777,-0.40902432188306914,-0.4399483056997001,-0.2,-0.2
2020-05,0.607638888888884,0.41824810503304966,0.4182481050330496,0.177174296,0.0916225565984421,0.0970200222841102,0.3603603603603567,0.761805658720303,1.121349742413814,0.6852771103891652,0.761805658720303,1.121349742413814,0.6852771103891652,0.15249212430846343,0.15788958999413152,0.4,0.1
2020-06,-0.5176876617773996,-0.2512205307393582,-0.2512205307393582,0.177174296,0.2416502823398005,0.2507384390118719,0.6283662477558183,0.12478866515054023,0.49222887594762493,-0.096309029452119,0.12478866515054023,0.49222887594762493,-0.096309029452119,0.30826944691111935,0.31735760358319076,0.6,0.2
