period,target,h,cell,pred,actual
2021-02,2021-03,1,A3,-0.07929164498376094,-0.2
2021-02,2021-05,3,A3,0.4119346449085463,0.4
2021-02,2021-08,6,A3,0.25435853576973755,1.0
2021-02,2022-02,12,A3,0.6338497637441561,0.9
2021-02,2021-03,1,A4,-0.09545652777320497,-0.2
2021-02,2021-05,3,A4,0.41317598064472083,0.4
2021-02,2021-08,6,A4,0.24215359470686687,1.0
2021-02,2022-02,12,A4,0.6314361174350949,0.9
2021-03,2021-04,1,A0,0.36073807983288986,0.3
2021-03,2021-06,3,A0,0.08875569403908379,0.9
2021-03,2021-09,6,A0,-0.7365184980014001,0.2
2021-03,2022-03,12,A0,-0.3034951528359728,0.7
2021-03,2021-04,1,A1,0.359342255455131,0.3
2021-03,2021-06,3,A1,0.08835310777426598,0.9
2021-03,2021-09,6,A1,-0.7363087551398864,0.2
2021-03,2022-03,12,A1,-0.3156416756429423,0.7
2021-03,2021-04,1,A2,0.34781035279431677,0.3
2021-03,2021-06,3,A2,0.08523579288193844,0.9
2021-03,2021-09,6,A2,-0.7463009693181333,0.2
2021-03,2022-03,12,A2,-0.31953015135473917,0.7
2021-03,2021-04,1,A3,0.3728465640018388,0.3
2021-03,2021-06,3,A3,0.1369747721392385,0.9
2021-03,2021-09,6,A3,-0.6775072916023399,0.2
2021-03,2022-03,12,A3,-0.14945083182251517,0.7
2021-03,2021-04,1,A4,0.35481580825390685,0.3
2021-03,2021-06,3,A4,0.14715377705471924,0.9
2021-03,2021-09,6,A4,-0.670458610590658,0.2
2021-03,2022-03,12,A4,-0.15845253048605784,0.7
2021-04,2021-05,1,A0,0.1269757041900236,0.4
2021-04,2021-07,3,A0,0.48867158393693594,1.5
2021-04,2021-10,6,A0,0.19448790708194086,1.3
2021-04,2022-04,12,A0,0.248554733185964,1.5
2021-04,2021-05,1,A1,0.10072683914900063,0.4
2021-04,2021-07,3,A1,0.4669308104323049,1.5
2021-04,2021-10,6,A1,0.17218871166369076,1.3
2021-04,2022-04,12,A1,0.20437651982351906,1.5
2021-04,2021-05,1,A2,0.1148012739600335,0.4
2021-04,2021-07,3,A2,0.4851488121854727,1.5
2021-04,2021-10,6,A2,0.18456272927913747,1.3
2021-04,2022-04,12,A2,0.23584386242261432,1.5
2021-04,2021-05,1,A3,0.1297019366182984,0.4
2021-04,2021-07,3,A3,0.4994380567857135,1.5
2021-04,2021-10,6,A3,0.20938460276439919,1.3
2021-04,2022-04,12,A3,0.31896514491380845,1.5
2021-04,2021-05,1,A4,0.08396922886787454,0.4
2021-04,2021-07,3,A4,0.47275752617625505,1.5
2021-04,2021-10,6,A4,0.17634575555420837,1.3
2021-04,2022-04,12,A4,0.2730316219832866,1.5
2021-05,2021-06,1,A0,0.4664912929578316,0.9
2021-05,2021-08,3,A0,0.20779836568579713,1.0
2021-05,2021-11,6,A0,0.32711601896104425,1.1
2021-05,2022-05,12,A0,0.26465449036626165,1.4
2021-05,2021-06,1,A1,0.4869563195348051,0.9
2021-05,2021-08,3,A1,0.23072725117545217,1.0
2021-05,2021-11,6,A1,0.3439838220141196,1.1
2021-05,2022-05,12,A1,0.23688070204145975,1.4
2021-05,2021-06,1,A2,0.4441125008160679,0.9
2021-05,2021-08,3,A2,0.20177335899376841,1.0
2021-05,2021-11,6,A2,0.30805562105815765,1.1
2021-05,2022-05,12,A2,0.2318358888463788,1.4
2021-05,2021-06,1,A3,0.4626357953005387,0.9
2021-05,2021-08,3,A3,0.19254552444611694,1.0
2021-05,2021-11,6,A3,0.32587884925179483,1.1
2021-05,2022-05,12,A3,0.34672572876448804,1.4
2021-05,2021-06,1,A4,0.4495622616904683,0.9
2021-05,2021-08,3,A4,0.2011883042986854,1.0
2021-05,2021-11,6,A4,0.3166781068372359,1.1
2021-05,2022-05,12,A4,0.3155638107995461,1.4
2021-06,2021-07,1,A0,0.5184730202965018,1.5
2021-06,2021-09,3,A0,-0.27949732050092946,0.2
2021-06,2021-12,6,A0,0.2643487875029517,0.8
2021-06,2022-06,12,A0,0.4004172571494877,1.5
2021-06,2021-07,1,A1,0.5540881539474309,1.5
2021-06,2021-09,3,A1,-0.23610134485036416,0.2
2021-06,2021-12,6,A1,0.30348170588597595,0.8
2021-06,2022-06,12,A1,0.3891508219097121,1.5
2021-06,2021-07,1,A2,0.48298376543230964,1.5
2021-06,2021-09,3,A2,-0.28849266498906195,0.2
2021-06,2021-12,6,A2,0.2364196188713324,0.8
2021-06,2022-06,12,A2,0.34465690398538856,1.5
2021-06,2021-07,1,A3,0.5051837370822657,1.5
2021-06,2021-09,3,A3,-0.334216368803018,0.2
2021-06,2021-12,6,A3,0.21102905614716777,0.8
2021-06,2022-06,12,A3,0.3822887947087475,1.5
2021-06,2021-07,1,A4,0.5043776233887804,1.5
2021-06,2021-09,3,A4,-0.2973368865351448,0.2
2021-06,2021-12,6,A4,0.22901529483713506,0.8
2021-06,2022-06,12,A4,0.3873493085560492,1.5
2021-07,2021-08,1,A0,0.2260707274499584,1.0
2021-07,2021-10,3,A0,0.6133013654459077,1.3
2021-07,2022-01,6,A0,0.6129094869826816,1.7
2021-07,2022-07,12,A0,0.8553021434960689,1.6
2021-07,2021-08,1,A1,0.3374123439917238,1.0
2021-07,2021-10,3,A1,0.7288885231364512,1.3
2021-07,2022-01,6,A1,0.7276734299357692,1.7
2021-07,2022-07,12,A1,0.940613978470382,1.6
2021-07,2021-08,1,A2,0.18686580424726032,1.0
2021-07,2021-10,3,A2,0.5962302741574864,1.3
2021-07,2022-01,6,A2,0.5866452432699997,1.7
2021-07,2022-07,12,A2,0.7757748339575358,1.6
2021-07,2021-08,1,A3,0.22341011499112715,1.0
2021-07,2021-10,3,A3,0.603905127535096,1.3
2021-07,2022-01,6,A3,0.608563866607646,1.7
2021-07,2022-07,12,A3,0.8897274698077011,1.6
2021-07,2021-08,1,A4,0.3152171684933606,1.0
2021-07,2021-10,3,A4,0.7335545548271634,1.3
2021-07,2022-01,6,A4,0.7315851335123899,1.7
2021-07,2022-07,12,A4,0.9770183163159387,1.6
2021-08,2021-09,1,A0,-0.29574543507471507,0.2
2021-08,2021-11,3,A0,0.02404341407842936,1.1
2021-08,2022-02,6,A0,0.27192689514156027,0.9
2021-08,2022-08,12,A0,0.29675654227343917,0.9
2021-08,2021-09,1,A1,-0.20344476715333776,0.2
2021-08,2021-11,3,A1,0.12405250933424755,1.1
2021-08,2022-02,6,A1,0.3620139032254926,0.9
2021-08,2022-08,12,A1,0.397083177858507,0.9
2021-08,2021-09,1,A2,-0.30652907492040926,0.2
2021-08,2021-11,3,A2,0.018289046444099455,1.1
2021-08,2022-02,6,A2,0.2635509311147873,0.9
2021-08,2022-08,12,A2,0.2719953321264507,0.9
2021-08,2021-09,1,A3,-0.2690495646659944,0.2
2021-08,2021-11,3,A3,0.06856328703497222,1.1
2021-08,2022-02,6,A3,0.31707537742709485,0.9
2021-08,2022-08,12,A3,0.37496437935067045,0.9
2021-08,2021-09,1,A4,-0.1780027203332269,0.2
2021-08,2021-11,3,A4,0.19301562121938043,1.1
2021-08,2022-02,6,A4,0.43117524278113883,0.9
2021-08,2022-08,12,A4,0.4482500560599133,0.9
2021-09,2021-10,1,A0,0.578498734451474,1.3
2021-09,2021-12,3,A0,0.24258025193052835,0.8
2021-09,2022-03,6,A0,-0.33275761041479285,0.7
2021-09,2022-09,12,A0,-0.483242171363676,0.3
2021-09,2021-10,1,A1,0.6012521025253311,1.3
2021-09,2021-12,3,A1,0.2683414372514581,0.8
2021-09,2022-03,6,A1,-0.3487221731647485,0.7
2021-09,2022-09,12,A1,-0.4947865431140621,0.3
2021-09,2021-10,1,A2,0.5873424739026984,1.3
2021-09,2021-12,3,A2,0.2440985569577125,0.8
2021-09,2022-03,6,A2,-0.33374329446859213,0.7
2021-09,2022-09,12,A2,-0.4805852541377199,0.3
2021-09,2021-10,1,A3,0.6088572542977988,1.3
2021-09,2021-12,3,A3,0.29627865098920997,0.8
2021-09,2022-03,6,A3,-0.286157382002209,0.7
2021-09,2022-09,12,A3,-0.42510191013457765,0.3
2021-09,2021-10,1,A4,0.6552198283582598,1.3
2021-09,2021-12,3,A4,0.3739343971367783,0.8
2021-09,2022-03,6,A4,-0.24818044904376885,0.7
2021-09,2022-09,12,A4,-0.45377735783561113,0.3
2021-10,2021-11,1,A0,0.2959982922754149,1.1
2021-10,2022-01,3,A0,0.6496392639690051,1.7
2021-10,2022-04,6,A0,0.3778511524361535,1.5
2021-10,2022-10,12,A0,0.6525134103871246,1.2
2021-10,2021-11,1,A1,0.30314779248799634,1.1
2021-10,2022-01,3,A1,0.6740545475737206,1.7
2021-10,2022-04,6,A1,0.3933210266629875,1.5
2021-10,2022-10,12,A1,0.6677223830923333,1.2
2021-10,2021-11,1,A2,0.28985346797095424,1.1
2021-10,2022-01,3,A2,0.6409637728773744,1.7
2021-10,2022-04,6,A2,0.3672907140918362,1.5
2021-10,2022-10,12,A2,0.6272123421371661,1.2
2021-10,2021-11,1,A3,0.32051085220146963,1.1
2021-10,2022-01,3,A3,0.7151692667886205,1.7
2021-10,2022-04,6,A3,0.4104450249507984,1.5
2021-10,2022-10,12,A3,0.6973629987531098,1.2
2021-10,2021-11,1,A4,0.3124868161092593,1.1
2021-10,2022-01,3,A4,0.7501826399615958,1.7
2021-10,2022-04,6,A4,0.4337078531167945,1.5
2021-10,2022-10,12,A4,0.667443614435928,1.2
2021-11,2021-12,1,A0,0.9165705510868152,0.8
2021-11,2022-02,3,A0,0.48186966771343187,0.9
2021-11,2022-05,6,A0,0.28907346111682913,1.4
2021-11,2022-11,12,A0,0.10123678025013551,0.4
2021-11,2021-12,1,A1,0.9117033462589399,0.8
2021-11,2022-02,3,A1,0.4840383022032943,0.9
2021-11,2022-05,6,A1,0.31300234451482295,1.4
2021-11,2022-11,12,A1,0.21677241556296933,0.4
2021-11,2021-12,1,A2,0.9387529461495376,0.8
2021-11,2022-02,3,A2,0.5037294047351814,0.9
2021-11,2022-05,6,A2,0.30301702507382344,1.4
2021-11,2022-11,12,A2,0.11803852863756709,0.4
2021-11,2021-12,1,A3,0.9508429732610817,0.8
2021-11,2022-02,3,A3,0.6036324746893535,0.9
2021-11,2022-05,6,A3,0.3446851702381535,1.4
2021-11,2022-11,12,A3,0.1879444167393034,0.4
2021-11,2021-12,1,A4,0.8734954788189973,0.8
2021-11,2022-02,3,A4,0.5490943818199369,0.9
2021-11,2022-05,6,A4,0.3252308088984101,1.4
2021-11,2022-11,12,A4,0.19890959537324165,0.4
2021-12,2022-01,1,A0,1.4560791964890938,1.7
2021-12,2022-03,3,A0,0.5954241216779903,0.7
2021-12,2022-06,6,A0,0.12537853198642063,1.5
2021-12,2022-12,12,A0,0.35094939873877845,0.4
2021-12,2022-01,1,A1,1.4433586546558308,1.7
2021-12,2022-03,3,A1,0.5827686483340528,0.7
2021-12,2022-06,6,A1,0.15499739645255,1.5
2021-12,2022-12,12,A1,0.5110692067629,0.4
2021-12,2022-01,1,A2,1.5620970033495982,1.7
2021-12,2022-03,3,A2,0.6895163052471263,0.7
2021-12,2022-06,6,A2,0.21662028760441282,1.5
2021-12,2022-12,12,A2,0.46217204569464765,0.4
2021-12,2022-01,1,A3,1.4705681594260163,1.7
2021-12,2022-03,3,A3,0.693531426219276,0.7
2021-12,2022-06,6,A3,0.1914809293657589,1.5
2021-12,2022-12,12,A3,0.39152352591040374,0.4
2021-12,2022-01,1,A4,1.4582983012899216,1.7
2021-12,2022-03,3,A4,0.6796578806762072,0.7
2021-12,2022-06,6,A4,0.25316366834393855,1.5
2021-12,2022-12,12,A4,0.5061912904073183,0.4
2022-01,2022-02,1,A0,1.1677843579638711,0.9
2022-01,2022-04,3,A0,0.8266523129545269,1.5
2022-01,2022-07,6,A0,0.7874127025489264,1.6
2022-01,2023-01,12,A0,0.7028024312101484,0.8
2022-01,2022-02,1,A1,1.1905949682664283,0.9
2022-01,2022-04,3,A1,0.8459400936295309,1.5
2022-01,2022-07,6,A1,0.7862801453771238,1.6
2022-01,2023-01,12,A1,0.7481402422636027,0.8
2022-01,2022-02,1,A2,1.1885864580826109,0.9
2022-01,2022-04,3,A2,0.8453370474734274,1.5
2022-01,2022-07,6,A2,0.8072211868104724,1.6
2022-01,2023-01,12,A2,0.7114300702071027,0.8
2022-01,2022-02,1,A3,1.189565125467901,0.9
2022-01,2022-04,3,A3,0.8962312958342464,1.5
2022-01,2022-07,6,A3,0.8529505034859177,1.6
2022-01,2023-01,12,A3,0.7243079908342652,0.8
2022-01,2022-02,1,A4,1.2171786552385575,0.9
2022-01,2022-04,3,A4,0.9246154790252641,1.5
2022-01,2022-07,6,A4,0.884782944596439,1.6
2022-01,2023-01,12,A4,0.7041477176695926,0.8
2022-02,2022-03,1,A0,0.3493465758476545,0.7
2022-02,2022-05,3,A0,1.2969394085481087,1.4
2022-02,2022-08,6,A0,0.026316864858810185,0.9
2022-02,2023-02,12,A0,0.7562791282143474,0.7
2022-02,2022-03,1,A1,0.3387717901872426,0.7
2022-02,2022-05,3,A1,1.2814407697512318,1.4
2022-02,2022-08,6,A1,0.014810031988302219,0.9
2022-02,2023-02,12,A1,0.7851833792234928,0.7
2022-02,2022-03,1,A2,0.3816452106425941,0.7
2022-02,2022-05,3,A2,1.3414478355851516,1.4
2022-02,2022-08,6,A2,0.09355407664953924,0.9
2022-02,2023-02,12,A2,0.7880808738521884,0.7
2022-02,2022-03,1,A3,0.34602928578577863,0.7
2022-02,2022-05,3,A3,1.2968231204757439,1.4
2022-02,2022-08,6,A3,0.050387771231543435,0.9
2022-02,2023-02,12,A3,0.751947229243497,0.7
2022-02,2022-03,1,A4,0.3815674228850625,0.7
2022-02,2022-05,3,A4,1.3195350627825762,1.4
2022-02,2022-08,6,A4,0.11314422235216075,0.9
2022-02,2023-02,12,A4,0.7762394899428331,0.7
2022-03,2022-04,1,A0,0.5491368338844492,1.5
2022-03,2022-06,3,A0,1.1466074631949288,1.5
2022-03,2022-09,6,A0,-0.6622640181996458,0.3
2022-03,2023-03,12,A0,0.194647559611958,0.2
2022-03,2022-04,1,A1,0.508148697070344,1.5
2022-03,2022-06,3,A1,1.091176851141166,1.5
2022-03,2022-09,6,A1,-0.5777669086152055,0.3
2022-03,2023-03,12,A1,0.4174762356540741,0.2
2022-03,2022-04,1,A2,0.6625189035320908,1.5
2022-03,2022-06,3,A2,1.2439877435416364,1.5
2022-03,2022-09,6,A2,-0.521621947122036,0.3
2022-03,2023-03,12,A2,0.3241137315127327,0.2
2022-03,2022-04,1,A3,0.6203121314256131,1.5
2022-03,2022-06,3,A3,1.2640143182601324,1.5
2022-03,2022-09,6,A3,-0.5707859087888827,0.3
2022-03,2023-03,12,A3,0.17515529870734253,0.2
2022-03,2022-04,1,A4,0.4583733939870922,1.5
2022-03,2022-06,3,A4,1.0702871965216365,1.5
2022-03,2022-09,6,A4,-0.6514770724405243,0.3
2022-03,2023-03,12,A4,0.2878477828246657,0.2
2022-04,2022-05,1,A0,0.8980561357535841,1.4
2022-04,2022-07,3,A0,1.310226331849623,1.6
2022-04,2022-10,6,A0,0.7016883048892282,1.2
2022-04,2023-04,12,A0,0.39458928506338803,0.2
2022-04,2022-05,1,A1,0.8242492319470742,1.4
2022-04,2022-07,3,A1,1.252102705700039,1.6
2022-04,2022-10,6,A1,0.7460878136272332,1.2
2022-04,2023-04,12,A1,0.5594866783450517,0.2
2022-04,2022-05,1,A2,1.018864214381691,1.4
2022-04,2022-07,3,A2,1.4304341694757454,1.6
2022-04,2022-10,6,A2,0.9206733126295957,1.2
2022-04,2023-04,12,A2,0.6298760910949819,0.2
2022-04,2022-05,1,A3,0.9343715010354439,1.4
2022-04,2022-07,3,A3,1.3754059614146326,1.6
2022-04,2022-10,6,A3,0.774875486192734,1.2
2022-04,2023-04,12,A3,0.34706752210995107,0.2
2022-04,2022-05,1,A4,0.8225105276185529,1.4
2022-04,2022-07,3,A4,1.265632266972332,1.6
2022-04,2022-10,6,A4,0.7615742124773253,1.2
2022-04,2023-04,12,A4,0.507975139208432,0.2
2022-05,2022-06,1,A0,2.4984009259378874,1.5
2022-05,2022-08,3,A0,1.7857655011170772,0.9
2022-05,2022-11,6,A0,2.422811209150643,0.4
2022-05,2023-05,12,A0,0.5245495959782611,0.1
2022-05,2022-06,1,A1,2.0953879292114177,1.5
2022-05,2022-08,3,A1,1.709370162178582,0.9
2022-05,2022-11,6,A1,2.593522793751455,0.4
2022-05,2023-05,12,A1,0.8308247819816487,0.1
2022-05,2022-06,1,A2,2.5436504193462777,1.5
2022-05,2022-08,3,A2,1.8122082578800485,0.9
2022-05,2022-11,6,A2,2.6598670903714345,0.4
2022-05,2023-05,12,A2,0.8028534587382741,0.1
2022-05,2022-06,1,A3,2.492925413643784,1.5
2022-05,2022-08,3,A3,1.68773740135391,0.9
2022-05,2022-11,6,A3,2.4034357289228483,0.4
2022-05,2023-05,12,A3,0.48422476193272346,0.1
2022-05,2022-06,1,A4,2.02636092146576,1.5
2022-05,2022-08,3,A4,1.5778365380344552,0.9
2022-05,2022-11,6,A4,2.4811373010652056,0.4
2022-05,2023-05,12,A4,0.8429100054179905,0.1
2022-06,2022-07,1,A0,1.7312525310051547,1.6
2022-06,2022-09,3,A0,0.8567896055719173,0.3
2022-06,2022-12,6,A0,0.5723850704665425,0.4
2022-06,2023-06,12,A0,0.724410239922747,0.5
2022-06,2022-07,1,A1,1.4327920379090666,1.6
2022-06,2022-09,3,A1,0.9609064753294104,0.3
2022-06,2022-12,6,A1,0.692169569190889,0.4
2022-06,2023-06,12,A1,1.2752865155740167,0.5
2022-06,2022-07,1,A2,1.8526694392805636,1.6
2022-06,2022-09,3,A2,1.0920797533259876,0.3
2022-06,2022-12,6,A2,0.9351872467678822,0.4
2022-06,2023-06,12,A2,1.1737832104979788,0.5
2022-06,2022-07,1,A3,1.7244432258557578,1.6
2022-06,2022-09,3,A3,0.9834877840903234,0.3
2022-06,2022-12,6,A3,0.6334610341032786,0.4
2022-06,2023-06,12,A3,0.6565612708568089,0.5
2022-06,2022-07,1,A4,1.4908738399399823,1.6
2022-06,2022-09,3,A4,1.0201801805027184,0.3
2022-06,2022-12,6,A4,0.7785035322148257,0.4
2022-06,2023-06,12,A4,1.2232664699547713,0.5
2022-07,2022-08,1,A0,1.7626747101392888,0.9
2022-07,2022-10,3,A0,1.8906936394895868,1.2
2022-07,2023-01,6,A0,2.1330553103168186,0.8
2022-07,2023-07,12,A0,1.2080040132128742,1.0
2022-07,2022-08,1,A1,1.5348532820667062,0.9
2022-07,2022-10,3,A1,1.8570415976437702,1.2
2022-07,2023-01,6,A1,2.234054733433401,0.8
2022-07,2023-07,12,A1,1.9184667234522406,1.0
2022-07,2022-08,1,A2,1.8715267687993984,0.9
2022-07,2022-10,3,A2,2.060738708504448,1.2
2022-07,2023-01,6,A2,2.4290926695283654,0.8
2022-07,2023-07,12,A2,1.7895253192414022,1.0
2022-07,2022-08,1,A3,1.7263861574086004,0.9
2022-07,2022-10,3,A3,1.9363727910281074,1.2
2022-07,2023-01,6,A3,2.1753719946631302,0.8
2022-07,2023-07,12,A3,1.182375740309421,1.0
2022-07,2022-08,1,A4,1.5679815039712537,0.9
2022-07,2022-10,3,A4,1.8835165124745805,1.2
2022-07,2023-01,6,A4,2.2886602177942166,0.8
2022-07,2023-07,12,A4,1.8709389206851474,1.0
2022-08,2022-09,1,A0,0.996731803607152,0.3
2022-08,2022-11,3,A0,1.5575017814310899,0.4
2022-08,2023-02,6,A0,1.6015965149225988,0.7
2022-08,2023-08,12,A0,0.5436918955694894,0.2
2022-08,2022-09,1,A1,0.7543506398011027,0.3
2022-08,2022-11,3,A1,1.4560803166006502,0.4
2022-08,2023-02,6,A1,1.7278874114936233,0.7
2022-08,2023-08,12,A1,1.3510567141339886,0.2
2022-08,2022-09,1,A2,1.1103042508076717,0.3
2022-08,2022-11,3,A2,1.7339584477613996,0.4
2022-08,2023-02,6,A2,1.9955888649640983,0.7
2022-08,2023-08,12,A2,1.3238665191779544,0.2
2022-08,2022-09,1,A3,0.9675709048082941,0.3
2022-08,2022-11,3,A3,1.6051318271805404,0.4
2022-08,2023-02,6,A3,1.6485287220245766,0.7
2022-08,2023-08,12,A3,0.5129028669399373,0.2
2022-08,2022-09,1,A4,0.8017614891539134,0.3
2022-08,2022-11,3,A4,1.5184319283410392,0.4
2022-08,2023-02,6,A4,1.811108457054415,0.7
2022-08,2023-08,12,A4,1.3374119529683886,0.2
2022-09,2022-10,1,A0,1.3851128257094807,1.2
2022-09,2022-12,3,A0,1.0763934332517433,0.4
2022-09,2023-03,6,A0,1.4519819366281845,0.2
2022-09,2023-09,12,A0,-0.3114361622069841,-0.6
2022-09,2022-10,1,A1,1.3583127687732788,1.2
2022-09,2022-12,3,A1,1.079481517465622,0.4
2022-09,2023-03,6,A1,1.6062181611890562,0.2
2022-09,2023-09,12,A1,0.44988176751385045,-0.6
2022-09,2022-10,1,A2,1.4743666267234143,1.2
2022-09,2022-12,3,A2,1.2215845355876114,0.4
2022-09,2023-03,6,A2,1.772101377986688,0.2
2022-09,2023-09,12,A2,0.41559365974633966,-0.6
2022-09,2022-10,1,A3,1.3826000203387083,1.2
2022-09,2022-12,3,A3,1.1042984506529707,0.4
2022-09,2023-03,6,A3,1.4820915799522727,0.2
2022-09,2023-09,12,A3,-0.3531916787321508,-0.6
2022-09,2022-10,1,A4,1.4017979760341963,1.2
2022-09,2022-12,3,A4,1.1366260594093356,0.4
2022-09,2023-03,6,A4,1.6601917333452973,0.2
2022-09,2023-09,12,A4,0.46978941671641944,-0.6
2022-10,2022-11,1,A0,0.9019569446485833,0.4
2022-10,2023-01,3,A0,1.499247017247832,0.8
2022-10,2023-04,6,A0,2.1032652202123234,0.2
2022-10,2023-10,12,A0,1.3090752593096315,0.3
2022-10,2022-11,1,A1,0.8963884768667953,0.4
2022-10,2023-01,3,A1,1.6405143197868037,0.8
2022-10,2023-04,6,A1,1.9246587978640235,0.2
2022-10,2023-10,12,A1,1.9623539767169091,0.3
2022-10,2022-11,1,A2,0.9608348321192064,0.4
2022-10,2023-01,3,A2,1.6137422444139726,0.8
2022-10,2023-04,6,A2,2.3282789502134227,0.2
2022-10,2023-10,12,A2,1.9715395896982422,0.3
2022-10,2022-11,1,A3,0.9022207470395651,0.4
2022-10,2023-01,3,A3,1.520236724832337,0.8
2022-10,2023-04,6,A3,2.09618302750244,0.2
2022-10,2023-10,12,A3,1.2834679974260503,0.3
2022-10,2022-11,1,A4,0.9628245096956025,0.4
2022-10,2023-01,3,A4,1.720636824065398,0.8
2022-10,2023-04,6,A4,2.0156472628296918,0.2
2022-10,2023-10,12,A4,2.0811990090503225,0.3
2022-11,2022-12,1,A0,0.6304406851289206,0.4
2022-11,2023-02,3,A0,1.129453175366786,0.7
2022-11,2023-05,6,A0,0.8421250689836178,0.1
2022-11,2023-11,12,A0,0.0284972643124283,0.1
2022-11,2022-12,1,A1,0.6527994478137016,0.4
2022-11,2023-02,3,A1,1.447989033198729,0.7
2022-11,2023-05,6,A1,0.5964671932512058,0.1
2022-11,2023-11,12,A1,0.9383654926384457,0.1
2022-11,2022-12,1,A2,0.7798534089226528,0.4
2022-11,2023-02,3,A2,1.3499931795438116,0.7
2022-11,2023-05,6,A2,1.2028750203671614,0.1
2022-11,2023-11,12,A2,0.9701755601070832,0.1
2022-11,2022-12,1,A3,0.6369271686025451,0.4
2022-11,2023-02,3,A3,1.205301561188928,0.7
2022-11,2023-05,6,A3,0.803624011854559,0.1
2022-11,2023-11,12,A3,-0.051511289441843466,0.1
2022-11,2022-12,1,A4,0.7178570395936804,0.4
2022-11,2023-02,3,A4,1.5450228522340839,0.7
2022-11,2023-05,6,A4,0.7470960819904847,0.1
2022-11,2023-11,12,A4,0.8810455305463342,0.1
2022-12,2023-01,1,A0,0.6440523788214286,0.8
2022-12,2023-03,3,A0,0.2596283479745882,0.2
2022-12,2023-06,6,A0,0.9758051221288421,0.5
2022-12,2023-12,12,A0,-0.2554293802128932,0.0
2022-12,2023-01,1,A1,0.7285945909798553,0.8
2022-12,2023-03,3,A1,0.7274177239429362,0.2
2022-12,2023-06,6,A1,0.968528708562585,0.5
2022-12,2023-12,12,A1,0.7633284556920289,0.0
2022-12,2023-01,1,A2,0.7883062580168092,0.8
2022-12,2023-03,3,A2,0.44928841188787155,0.2
2022-12,2023-06,6,A2,1.303018950471952,0.5
2022-12,2023-12,12,A2,0.6146201309240813,0.0
2022-12,2023-01,1,A3,0.6482739238258971,0.8
2022-12,2023-03,3,A3,0.33532980977724247,0.2
2022-12,2023-06,6,A3,0.8364971923765273,0.5
2022-12,2023-12,12,A3,-0.30744390800395394,0.0
2022-12,2023-01,1,A4,0.7972963526396073,0.8
2022-12,2023-03,3,A4,0.8357884102426858,0.2
2022-12,2023-06,6,A4,1.0502461481743888,0.5
2022-12,2023-12,12,A4,0.6648392017878245,0.0
2023-01,2023-02,1,A0,0.4525127467540194,0.7
2023-01,2023-04,3,A0,0.8222184723247995,0.2
2023-01,2023-07,6,A0,1.115922154728516,1.0
2023-01,2024-01,12,A0,0.7138674067926957,0.2
2023-01,2023-02,1,A1,0.4889199488989274,0.7
2023-01,2023-04,3,A1,0.9877865303830541,0.2
2023-01,2023-07,6,A1,1.250679123292902,1.0
2023-01,2024-01,12,A1,1.3477093612587019,0.2
2023-01,2023-02,1,A2,0.526300405621618,0.7
2023-01,2023-04,3,A2,0.9567879793532224,0.2
2023-01,2023-07,6,A2,1.317615249238749,1.0
2023-01,2024-01,12,A2,1.2943912343517252,0.2
2023-01,2023-02,1,A3,0.45563001413637116,0.7
2023-01,2023-04,3,A3,0.8695747343503013,0.2
2023-01,2023-07,6,A3,1.0771871785290712,1.0
2023-01,2024-01,12,A3,0.6780713772642704,0.2
2023-01,2023-02,1,A4,0.5576805772647924,0.7
2023-01,2023-04,3,A4,1.1044950913276885,0.2
2023-01,2023-07,6,A4,1.3564700987007756,1.0
2023-01,2024-01,12,A4,1.333943534137718,0.2
2023-02,2023-03,1,A0,0.040919168364490194,0.2
2023-02,2023-05,3,A0,0.8153182771720386,0.1
2023-02,2023-08,6,A0,0.26361724169463485,0.2
2023-02,2024-02,12,A0,0.5671475874830254,0.5
2023-02,2023-03,1,A1,0.032413532643422144,0.2
2023-02,2023-05,3,A1,0.7734936561943234,0.1
2023-02,2023-08,6,A1,0.25236407521302207,0.2
2023-02,2024-02,12,A1,0.853007476862858,0.5
2023-02,2023-03,1,A2,0.10067152284631926,0.2
2023-02,2023-05,3,A2,0.9217882786350948,0.1
2023-02,2023-08,6,A2,0.39415825303158336,0.2
2023-02,2024-02,12,A2,0.944779723328265,0.5
2023-02,2023-03,1,A3,0.04070040893688273,0.2
2023-02,2023-05,3,A3,0.8178895300437972,0.1
2023-02,2023-08,6,A3,0.26232255917150876,0.2
2023-02,2024-02,12,A3,0.5570534392308881,0.5
2023-02,2023-03,1,A4,0.1280521226647835,0.2
2023-02,2023-05,3,A4,0.9023238159227969,0.1
2023-02,2023-08,6,A4,0.42508186641859214,0.2
2023-02,2024-02,12,A4,0.9719493670853864,0.5
2023-03,2023-04,1,A0,0.4683109163374154,0.2
2023-03,2023-06,3,A0,0.7076189128961402,0.5
2023-03,2023-09,6,A0,-0.2663534755472668,-0.6
2023-03,2024-03,12,A0,0.12602075889635228,0.1
2023-03,2023-04,1,A1,0.4914881882364701,0.2
2023-03,2023-06,3,A1,0.6811250914724937,0.5
2023-03,2023-09,6,A1,-0.21449745317448976,-0.6
2023-03,2024-03,12,A1,0.5687288676305742,0.1
2023-03,2023-04,1,A2,0.5319128833810399,0.2
2023-03,2023-06,3,A2,0.8164059212035697,0.5
2023-03,2023-09,6,A2,-0.10167744180665006,-0.6
