period,actual,RW,AR3,ARIMA313,TVW_QRF,TVW_QRF_RAW,ENSEMBLE
2012-01,1.7763845350052376,-0.2103049421661285,0.3703577833481662,0.22718186620073966,0.2938301586386877,0.31434148159106956,0.17026621650536627
2012-02,0.30800821355236874,-0.21074815595364393,0.2992955790602886,0.16821225418055302,0.12853125734207613,0.09517983792815565,0.09632273365731844
2012-03,0.10235414534287557,0.21119324181626542,0.30080283270346686,-0.06768450514044744,0.11895558633437119,0.1381860655170279,0.140816788928414
2012-04,0.0,0.42149631190726566,0.37901399207640246,0.2778868189863666,0.1466314622173565,0.26233720550560047,0.3062571462968478
2012-05,0.2044989775051187,0.41972717733473885,0.42324763388364334,0.21885157103797215,0.22247425793424289,0.25996569578177386,0.3210751600476493
2012-06,0.20408163265306367,1.7763845350052376,0.4580724131503583,0.003348588557299026,0.5557721199494131,0.08985627518462934,0.6983944141655771
2012-07,-0.10183299389002753,0.30800821355236874,0.6664544981670196,0.36271335812755867,0.47778817445951766,0.052944946607061255,0.472953030555684
2012-08,-0.10193679918449883,0.10235414534287557,0.42694855093534323,0.21547459371755795,0.31004988825592517,0.016180322112072067,0.2798651972669794
2012-09,-0.10204081632652073,0.0,0.36522344246082405,0.1515169812782055,-0.07400625515529977,0.016180322112072022,0.1189053477874368
2012-10,0.3064351378958108,0.2044989775051187,0.3467983037962919,0.32740146361643946,0.17758343850028005,0.08778396455341286,0.2682735335315243
2012-11,-0.3054989816700604,0.20408163265306367,0.3799901847541995,0.22132913699288825,0.22343515209350698,0.26741520577658323,0.26025458870140844
2012-12,0.10214504596526286,-0.10183299389002753,0.37545275431810415,0.12296909455995744,0.21069265750137267,0.5293923919509113,0.17087860119317655
2013-01,1.3265306122449028,-0.10193679918449883,0.321096883183897,0.2737988929213407,0.43171272885910017,0.33451579792087566,0.2610927435985277
2013-02,0.10070493454179541,-0.10204081632652073,0.31379157808030606,0.17932024619365755,0.229184799091382,0.22642168763635,0.17778847774585155
2013-03,0.1006036217303663,0.3064351378958108,0.3219946432893662,0.11588905422973082,0.209944159976742,0.21534120453140046,0.22556406002865192
2013-04,0.0,-0.3054989816700604,0.375405076355249,0.24679036151079334,0.24277658704597294,0.09477335795090958,0.17940625882213998
2013-05,-0.20100502512563345,0.10214504596526286,0.2844184333506632,0.131338363464971,0.1372476561677338,0.05995951327097686,0.1636007615059666
2013-06,0.40281973816718164,1.3265306122449028,0.3737784340472528,0.20683742614811604,0.14052437033377368,0.03981634803552569,0.4263933793362073
2013-07,-0.20060180541625616,0.10070493454179541,0.5629343643127958,0.3381169955074903,0.21981645171717898,-0.037343524558076664,0.305508913778559
2013-08,-0.20100502512563345,0.1006036217303663,0.37471620292863256,0.10349857071086921,-0.0002833012507068015,-0.04698573218631905,0.13223079057536605
2013-09,-0.40281973816715944,0.0,0.3495986595259202,0.16252200878220235,-0.11662183743765654,-0.13762038107539062,0.0846222891600181
2013-10,0.2022244691607611,-0.20100502512563345,0.32537563713574724,0.29070203360454094,0.04413322735260057,0.11883717756791765,0.11968271578897968
2013-11,-0.10090817356205317,0.40281973816718164,0.3024502114192385,0.11290225097338802,0.09824976116516296,0.1080089382931685,0.20842975444367756
2013-12,0.40404040404040664,-0.20060180541625616,0.3840034649593945,0.13446992731232676,0.11668465905990044,0.27857765885068675,0.11747487781693788
2014-01,0.1006036217303663,-0.20100502512563345,0.29106893405037076,0.2320236912836982,0.450300676608132,0.6834845050206975,0.23257395379730217
2014-02,0.10050251256281673,-0.40281973816715944,0.27096509805647684,0.049504182706800015,0.1342812238449737,0.07695977690378107,0.03396072071103088
2014-03,0.0,0.2022244691607611,0.25205551306538543,0.09784413279601549,0.11866404846756952,0.1609579910669745,0.15504814231608152
2014-04,0.0,-0.10090817356205317,0.34102101757522907,0.23297718207232948,0.10845983999556513,0.14828135330775255,0.1521533300971918
2014-05,0.10040160642570406,0.40404040404040664,0.3135790574852877,0.07681829681005148,0.15059873277303087,0.20336752366684122,0.2093455498287165
2014-06,0.0,0.1006036217303663,0.38565005090671894,0.10355333194887054,-0.06775221734362345,-0.0008794093879693569,0.10086958353713789
2014-07,0.30090270812437314,0.10050251256281673,0.3417050136393914,0.2282611815368868,-0.15817277001527436,-0.11089761177618507,0.09161851202620183
2014-08,-0.09999999999998899,0.0,0.33212613745015196,0.06923057696306206,-0.2430741847596862,-0.1277612884464058,0.012549279298460864
2014-09,-0.30030030030031574,0.0,0.3129295837338807,0.07811420485461135,-0.2713646682466297,-0.1260707292742286,0.005777861676638338
2014-10,0.20080321285140812,0.10040160642570406,0.3127770895364748,0.20203709179118137,-0.10138278943896295,-0.0799161088268241,0.11753078143033127
2014-11,-0.30060120240480437,0.0,0.3254483489570119,0.06826362375233089,-0.009737857418603656,-0.00043247862682116564,0.0843653743659599
2014-12,0.0,0.30090270812437314,0.31857232678237163,0.07991451316399255,0.10558992685892003,0.1051125038122203,0.17887749863018776
2015-01,0.0,-0.09999999999998899,0.35489385265971174,0.19628606468783763,0.39158769830475393,0.14525850003082527,0.2090630775621943
