period,C0,C1,C2,F0,F1,F2,w_core,w_food,bt_core,bt_food,core_actual,food_actual,STRUCT_EVE,lam_C1,lam_C2,lam_F1,lam_F2,nz_C1,nz_C2,nz_F1,nz_F2,actual,survey,head_C1,head_C2,head_F1,head_F2
2019-02,0.26557667934771134,0.25369923941353806,0.25779560757552206,0.6289580042592983,0.1339439888167296,0.35663211778834975,0.5473483906668922,0.177627679,0.2655766793477113,0.6289580042592983,0.3,0.7490636704119868,0.2814875700921544,0.01814887485522254,0.01814887485522254,0.31053775166514536,0.24150499475859588,14,17,0,4,0.2,0.1,0.274986472458942,0.277228612979983,0.19355937945662077,0.2331149549467023
2019-03,0.014512459121095098,0.08209717581068361,0.0740312224663779,0.13793940287435802,-0.20720920466799148,-0.4431404223106913,0.5518118388714258,0.177627679,0.014512459121095,0.137939402874358,-0.1,0.0,0.0829683883070508,0.018170211578856763,0.018170211578856763,0.3233250713900264,0.17952203369341338,14,17,0,5,0.2,0.1,0.12026243510313699,0.11581154655596453,0.021660442239221367,-0.02024747235429525
2019-04,0.41730438316789603,0.41510370042821687,0.3979426382294097,0.07334150892937163,-0.17451562151017672,-0.21520711775170268,0.5506152285898372,0.177627679,0.417304383167896,0.0733415089293716,0.4,-0.6505576208178376,0.4180178444540153,0.01808452523916688,0.015706615859109836,0.3217872319949106,0.22896335551327118,14,18,0,5,0.1,0.3,0.41680611502425313,0.4073569728388125,0.37399155765043807,0.36676362161801856
2019-05,0.11933138158888865,0.14554379812470059,0.15270116044226986,0.14373062808932474,0.16675090169119786,0.5438246681350821,0.5509025905852826,0.177627679,0.1193313815888886,0.1437306280893247,0.1,1.9644527595883865,0.2348046582023983,0.013724275300969197,0.013724275300969197,0.30589957841663024,0.14780167719989934,19,20,0,5,0.7,0.4,0.24924514637747758,0.253188155819984,0.238893695972244,0.3058724339174592
2019-06,0.17466925068140837,0.20371391999783256,0.20003442263549173,0.185062561815512,0.030685653572237653,0.09303717664284872,0.5513522221960248,0.177627679,0.1746692506814083,0.185062561815512,0.3,0.3669724770642313,0.1250380215662453,0.024028630907328426,0.024028630907328426,0.3755694205975644,0.1442060017851962,13,15,0,5,0.2,0.1,0.14105186453680446,0.13902316548951343,0.0976164096637965,0.1086917659889441
2019-07,0.5822327523442469,0.6203317155650441,0.6377535130767216,0.3102283615885567,-0.040399784395373395,0.1600900069927513,0.5511366843062552,0.177627679,0.5822327523442469,0.3102283615885567,1.0,-0.5484460694698434,0.3904523718716352,0.020872584527731837,0.018128077061921603,0.3768480849941107,0.1235511985918827,13,18,0,5,0.4,0.2,0.4114501081366513,0.42105189985189223,0.32817110810843647,0.3637836444159033
2019-08,0.11231945703088961,0.12082591748436405,0.1181110894725445,-0.3394064941699059,-0.511441447859811,-0.5558349175187633,0.550495125585692,0.177627679,0.1123194570308896,-0.3394064941699059,0.2,-0.2757352941176405,-0.006945762243797,0.01927422187569916,0.01927422187569916,0.39700492492660805,0.14889493743236956,13,16,0,5,0.1,0.0,-0.0022629972281718626,-0.003757496815482019,-0.037503931774607334,-0.04538944075288395
2019-09,-0.5801347491155394,-0.5524411073572651,-0.5832502639597498,-0.044413442855467306,0.404817429298086,0.134185065183992,0.5501700104465688,0.177627679,-0.5801347491155394,-0.0444134428554673,-0.9,-0.552995391705069,-0.3483875620035859,0.019233618224540578,0.019233618224540578,0.3441476423362474,0.14760943200842672,13,16,1,5,-0.6,-0.4,-0.33315135082813263,-0.3501016248379715,-0.26859172484780447,-0.3166635235476739
2019-10,0.3043641898771228,0.36449672362434987,0.3610118288011061,0.6092833344375574,0.5338518754353754,0.3644159198877186,0.5518523549344644,0.177627679,0.3043641898771228,0.6092833344375574,0.6,0.8341056533827551,0.2815613688180064,0.023347342352988635,0.01761118065288375,0.19243305278665052,0.12683511659776064,13,17,3,6,0.5,0.4,0.3147456491745898,0.31282250175968385,0.26816265383186516,0.2380661383087877
2019-11,0.11565764843981874,0.08760216792384361,0.06779775709403313,0.6592902773726735,0.09279152403276222,0.43177486362706097,0.5505863362349064,0.177627679,0.1156576484398187,0.6592902773726735,0.0,1.194852941176472,0.1693782958720351,0.02365710740228225,0.02365710740228225,0.3817296308583324,0.13847965167279036,14,17,0,6,0.3,0.2,0.15393133164343453,0.14302729364335828,0.06875243715987316,0.12896526099167724
2019-12,0.03898251388750018,0.12444856038363014,0.11908778447875507,0.23923526979312384,0.4609039131172433,0.45026767006360524,0.5497945860040815,0.177627679,0.0389825138875001,0.2392352697931238,0.1,0.7266121707538709,-0.016859898370249,0.023571949366937163,0.023571949366937163,0.3863149069724715,0.19122353683570892,14,17,0,6,0.2,0.1,0.030128871280496353,0.027181545711214904,0.022514588250493187,0.020625297083595586
2020-01,0.33115127117029675,0.3461118317053192,0.37791543712780923,1.2712559042691496,1.0869102766240226,1.621133068355246,0.5495554642099969,0.177627679,0.3311512711702967,1.2712559042691496,0.8,2.3444544634806164,0.8780719418354076,0.020408422309099387,0.020408422309099387,0.39496553607854307,0.18993102599305994,14,17,0,6,1.5,1.0,0.8862935996250736,0.9037714447665817,0.8453270558630055,0.9402198104271231
2020-02,0.29755481478851253,0.23381297006085527,0.2297657944363615,0.6371664122871077,0.38040505058151985,0.8183968191242852,0.5500012072099969,0.177174296,0.2975548147885125,0.6371664122871077,0.7,0.0,0.2567798157534509,0.018168770895112367,0.018168770895112367,0.4743760202018585,0.13424211113052426,14,16,0,5,0.3,0.3,0.2217217242034472,0.21949577272418475,0.211288302253262,0.2888891854986214
2020-03,-0.0825530663232073,-0.0543490251439815,-0.07203915987966521,-0.5890111324530037,-0.222134440122689,-0.6124842188002089,0.5500012072099969,0.177174296,-0.0825530663232073,-0.5890111324530037,-0.3,0.8810572687224738,-0.3165938046256471,0.02431360431434846,0.02431360431434846,0.4537206974504204,0.13853428268026519,14,17,0,5,-0.1,0.1,-0.3010815479288725,-0.310811143389206,-0.251592684943215,-0.3207526321741604
2020-04,-0.05507092384951197,0.06993523724897577,0.07372991414101858,-0.18894216047407264,-0.3159892605960543,0.801120915024484,0.5500012072099969,0.177174296,-0.0550709238495119,-0.1889421604740726,0.2,0.6113537117903967,-0.4407139221465571,0.024359015562050713,0.024359015562050713,0.41221874314406487,0.1802453190172929,15,17,0,4,-0.2,-0.2,-0.37196038263370146,-0.36987330576210603,-0.4632234026695107,-0.2653001937495054
2020-05,0.10704193982366558,0.07191862750835291,0.03542968603484787,0.41824810503304966,0.4500966407271222,0.7510855792714805,0.6216007530000001,0.177174296,0.1070419398236655,0.4182481050330496,0.7,0.607638888888884,0.0970200222841102,0.018301876269478275,0.01589538770103186,0.43729564250938885,0.16410351154003142,16,19,0,5,0.4,0.1,0.07518734490105768,0.052505791404954004,0.10266276417433838,0.15599026746472233
2020-06,0.37696485862001033,0.2788040779560223,0.27588509746100576,-0.2512205307393582,-0.1301440736327515,-0.17791839281065952,0.5396866552269519,0.177174296,0.3769648586200103,-0.2512205307393582,0.5,-0.5176876617773996,0.2507384390118719,0.018284000112187466,0.018284000112187466,0.12326308684133476,0.1930649166964445,16,19,3,5,0.6,0.2,0.19776237562085777,0.19618704080082958,0.2721900750619092,0.263725693694684
2020-07,0.5467677081544858,0.6043548304750165,0.6793864940061983,-0.5648545722996579,-0.44488004935783226,-1.7527900368072402,0.5546457536795688,0.177174296,0.5467677081544858,-0.5648545722996579,1.2,-1.4744145706851677,0.395328459237208,0.01836139894582647,0.01836139894582647,0.1487693136042299,0.19179704549276014,18,20,3,5,0.4,0.2,0.42726891209891626,0.4688849056680004,0.4165848608773618,0.1848568296196441
2020-08,0.1273727449704621,0.08685667530678243,0.0544613103270765,-0.6492657320323523,-0.38560043346793826,-0.5664057187461222,0.4974562446703834,0.177174296,0.1273727449704621,-0.6492657320323523,0.0,-0.5281690140845008,-0.0232007209547655,0.016893975959778953,0.016893975959778953,0.4961709843414639,0.18719160757138756,19,19,0,5,0.0,0.0,-0.04335569281846324,-0.05947096942599421,0.023513992698014363,-0.008520056434227045
2020-09,-0.7940965064782153,-0.7784600614980892,-0.7887169703621458,0.14640002418527184,0.19627552746315835,0.1795646501080637,0.4974562446703834,0.177174296,-0.7940965064782153,0.1464000241852718,-0.8,-1.2389380530973493,-0.3921798594377986,0.016814403561377103,0.016814403561377103,0.4945499201010705,0.18837531684998393,19,19,0,5,-0.6,-0.3,-0.38440141223799,-0.38950377560342997,-0.38334320225689333,-0.3863039401878246
2020-10,0.2901443044927382,0.34865658898088325,0.3393117230845699,0.17933138985568114,0.2684197796790829,0.5728686375581804,0.525484605528538,0.177174296,0.2901443044927382,0.1793313898556811,0.5,0.6272401433691677,0.2005401050859551,0.017402837008907733,0.017402837008907733,0.12219452644734115,0.1961859973051397,19,18,3,5,0.2,0.2,0.2312874098187816,0.22637682664954029,0.21632427783468988,0.27026478989742303
2020-11,0.17997458005679307,0.1226190428292945,0.08250568894914156,0.12682500595679264,0.3645481272511571,0.3887634512425814,0.5483332202847917,0.177174296,0.179974580056793,0.1268250059567926,0.0,-0.0890471950133475,0.1157099365261965,0.02012980413659187,0.02012980413659187,0.17918569551539817,0.18574670730908358,17,18,3,5,0.0,0.1,0.08425999009707796,0.062264505587550256,0.15782836318444815,0.16211869616504065
2020-12,0.22695171564798217,0.22829060917344574,0.256063869158894,0.32350653534857277,0.5363325849819043,0.3419922006057363,0.548521718017104,0.177174296,0.2269517156479821,0.3235065353485727,0.0,-1.2477718360071388,0.1568561797884566,0.02007614803573951,0.02007614803573951,0.20842419625344782,0.21181726251650393,17,18,3,5,-0.2,0.1,0.15759059196528585,0.1728248282474396,0.19456348530270318,0.1601313645164862
2021-01,0.3731089889391225,0.41184737256386056,0.18637002901428135,0.7826965728383053,0.9655785985107865,1.4509279198436316,0.548414886550344,0.177174296,0.3731089889391225,0.7826965728383053,0.7,3.068592057761732,0.8134405209147586,0.01738051864468001,0.01738051864468001,0.15608781392498167,0.18300782717016834,19,19,3,6,1.3,0.9,0.834685227175463,0.7110300953930476,0.8458425150643344,0.931833939385559
