period,as_of,model,block,prediction,n_train,train_start,train_end,training_last_release,dropped_columns,fit_status
2021-02,2021-03-09 23:59:00,TARGET_CHANNEL,accommodation,0.40144537748797804,72,2015-02,2021-01,2021-02-12 09:00:00,[],estimated
2021-02,2021-03-09 23:59:00,TARGET_CHANNEL,package_holidays,5.556363387037775,72,2015-02,2021-01,2021-02-12 09:00:00,[],estimated
2021-02,2021-03-09 23:59:00,TARGET_CHANNEL,remaining_core_tax_reconciliation,0.168986827360305,72,2015-02,2021-01,2021-02-12 09:00:00,[],estimated
2021-03,2021-04-12 23:59:00,NO_PROXY,core,-0.14855476309145887,170,2007-01,2021-02,2021-03-10 09:00:00,[],estimated
2021-03,2021-04-12 23:59:00,OFFICIAL_PREDICTORS,core,-0.047828285626405495,170,2007-01,2021-02,2021-03-10 09:00:00,[],estimated
2021-03,2021-04-12 23:59:00,BROAD_SPLIT,goods,0.013337196818770929,158,2008-01,2021-02,2021-03-10 09:00:00,[],estimated
2021-03,2021-04-12 23:59:00,BROAD_SPLIT,services,-0.03513589472487,158,2008-01,2021-02,2021-03-10 09:00:00,[],estimated
2021-03,2021-04-12 23:59:00,BROAD_SPLIT,reconciliation,-0.0002818999013908252,158,2008-01,2021-02,2021-03-10 09:00:00,[],estimated
2021-03,2021-04-12 23:59:00,BROAD_AGG_CONTROL,core_annual_delta,-0.10402109054459287,158,2008-01,2021-02,2021-03-10 09:00:00,[],estimated
2021-03,2021-04-12 23:59:00,AGG_COMMON,core,-0.21295355243215042,73,2015-02,2021-02,2021-03-10 09:00:00,[],estimated
2021-03,2021-04-12 23:59:00,TARGET_SHARED,actual_rent,0.03409084020031303,73,2015-02,2021-02,2021-03-10 09:00:00,[],estimated
2021-03,2021-04-12 23:59:00,TARGET_SHARED,imputed_rent,0.08687829853593149,73,2015-02,2021-02,2021-03-10 09:00:00,[],estimated
2021-03,2021-04-12 23:59:00,TARGET_SHARED,catering,0.25425547533921444,73,2015-02,2021-02,2021-03-10 09:00:00,[],estimated
2021-03,2021-04-12 23:59:00,TARGET_SHARED,accommodation,0.5927176775043125,73,2015-02,2021-02,2021-03-10 09:00:00,[],estimated
2021-03,2021-04-12 23:59:00,TARGET_SHARED,package_holidays,-8.682723830280187,73,2015-02,2021-02,2021-03-10 09:00:00,[],estimated
2021-03,2021-04-12 23:59:00,TARGET_SHARED,remaining_core_tax_reconciliation,0.019837977706956427,73,2015-02,2021-02,2021-03-10 09:00:00,[],estimated
2021-03,2021-04-12 23:59:00,TARGET_OWN,actual_rent,0.11235810540267765,73,2015-02,2021-02,2021-03-10 09:00:00,[],estimated
2021-03,2021-04-12 23:59:00,TARGET_OWN,imputed_rent,0.11040726093353362,73,2015-02,2021-02,2021-03-10 09:00:00,[],estimated
2021-03,2021-04-12 23:59:00,TARGET_OWN,catering,0.10823473032646347,73,2015-02,2021-02,2021-03-10 09:00:00,[],estimated
2021-03,2021-04-12 23:59:00,TARGET_OWN,accommodation,0.6032892309563266,73,2015-02,2021-02,2021-03-10 09:00:00,[],estimated
2021-03,2021-04-12 23:59:00,TARGET_OWN,package_holidays,-8.428228043072693,73,2015-02,2021-02,2021-03-10 09:00:00,[],estimated
2021-03,2021-04-12 23:59:00,TARGET_OWN,remaining_core_tax_reconciliation,0.03245487233120508,73,2015-02,2021-02,2021-03-10 09:00:00,[],estimated
2021-03,2021-04-12 23:59:00,TARGET_CHANNEL,actual_rent,0.11235810540267765,73,2015-02,2021-02,2021-03-10 09:00:00,[],estimated
2021-03,2021-04-12 23:59:00,TARGET_CHANNEL,imputed_rent,0.11040726093353362,73,2015-02,2021-02,2021-03-10 09:00:00,[],estimated
2021-03,2021-04-12 23:59:00,TARGET_CHANNEL,catering,0.12610717420834233,73,2015-02,2021-02,2021-03-10 09:00:00,[],estimated
2021-03,2021-04-12 23:59:00,TARGET_CHANNEL,accommodation,0.5458603025099773,73,2015-02,2021-02,2021-03-10 09:00:00,[],estimated
2021-03,2021-04-12 23:59:00,TARGET_CHANNEL,package_holidays,-8.405160129249298,73,2015-02,2021-02,2021-03-10 09:00:00,[],estimated
2021-03,2021-04-12 23:59:00,TARGET_CHANNEL,remaining_core_tax_reconciliation,0.04324072908262787,73,2015-02,2021-02,2021-03-10 09:00:00,[],estimated
2021-04,2021-05-10 23:59:00,NO_PROXY,core,0.2578878817771877,171,2007-01,2021-03,2021-04-13 09:00:00,[],estimated
2021-04,2021-05-10 23:59:00,OFFICIAL_PREDICTORS,core,0.3763063401889639,171,2007-01,2021-03,2021-04-13 09:00:00,[],estimated
2021-04,2021-05-10 23:59:00,BROAD_SPLIT,goods,-0.022888915180526957,159,2008-01,2021-03,2021-04-13 09:00:00,[],estimated
2021-04,2021-05-10 23:59:00,BROAD_SPLIT,services,0.1774016696140763,159,2008-01,2021-03,2021-04-13 09:00:00,[],estimated
2021-04,2021-05-10 23:59:00,BROAD_SPLIT,reconciliation,0.044427382428546734,159,2008-01,2021-03,2021-04-13 09:00:00,[],estimated
2021-04,2021-05-10 23:59:00,BROAD_AGG_CONTROL,core_annual_delta,0.10573829460856127,159,2008-01,2021-03,2021-04-13 09:00:00,[],estimated
2021-04,2021-05-10 23:59:00,AGG_COMMON,core,0.30468316324500444,74,2015-02,2021-03,2021-04-13 09:00:00,[],estimated
2021-04,2021-05-10 23:59:00,TARGET_SHARED,actual_rent,0.15266429215903676,74,2015-02,2021-03,2021-04-13 09:00:00,[],estimated
2021-04,2021-05-10 23:59:00,TARGET_SHARED,imputed_rent,0.38407541036992177,74,2015-02,2021-03,2021-04-13 09:00:00,[],estimated
2021-04,2021-05-10 23:59:00,TARGET_SHARED,catering,0.11921900408592298,74,2015-02,2021-03,2021-04-13 09:00:00,[],estimated
2021-04,2021-05-10 23:59:00,TARGET_SHARED,accommodation,1.0665574541260623,74,2015-02,2021-03,2021-04-13 09:00:00,[],estimated
2021-04,2021-05-10 23:59:00,TARGET_SHARED,package_holidays,-2.474190100915523,74,2015-02,2021-03,2021-04-13 09:00:00,[],estimated
2021-04,2021-05-10 23:59:00,TARGET_SHARED,remaining_core_tax_reconciliation,0.15253834916851983,74,2015-02,2021-03,2021-04-13 09:00:00,[],estimated
2021-04,2021-05-10 23:59:00,TARGET_OWN,actual_rent,0.20779551241899588,74,2015-02,2021-03,2021-04-13 09:00:00,[],estimated
2021-04,2021-05-10 23:59:00,TARGET_OWN,imputed_rent,0.28664188489325354,74,2015-02,2021-03,2021-04-13 09:00:00,[],estimated
2021-04,2021-05-10 23:59:00,TARGET_OWN,catering,0.14155189059262496,74,2015-02,2021-03,2021-04-13 09:00:00,[],estimated
2021-04,2021-05-10 23:59:00,TARGET_OWN,accommodation,1.0321045387857615,74,2015-02,2021-03,2021-04-13 09:00:00,[],estimated
2021-04,2021-05-10 23:59:00,TARGET_OWN,package_holidays,-1.7384395128902663,74,2015-02,2021-03,2021-04-13 09:00:00,[],estimated
2021-04,2021-05-10 23:59:00,TARGET_OWN,remaining_core_tax_reconciliation,0.16339989597442744,74,2015-02,2021-03,2021-04-13 09:00:00,[],estimated
2021-04,2021-05-10 23:59:00,TARGET_CHANNEL,actual_rent,0.20779551241899588,74,2015-02,2021-03,2021-04-13 09:00:00,[],estimated
2021-04,2021-05-10 23:59:00,TARGET_CHANNEL,imputed_rent,0.28664188489325354,74,2015-02,2021-03,2021-04-13 09:00:00,[],estimated
2021-04,2021-05-10 23:59:00,TARGET_CHANNEL,catering,0.21271605480997935,74,2015-02,2021-03,2021-04-13 09:00:00,[],estimated
2021-04,2021-05-10 23:59:00,TARGET_CHANNEL,accommodation,1.075247170635077,74,2015-02,2021-03,2021-04-13 09:00:00,[],estimated
2021-04,2021-05-10 23:59:00,TARGET_CHANNEL,package_holidays,-1.8072585510414139,74,2015-02,2021-03,2021-04-13 09:00:00,[],estimated
2021-04,2021-05-10 23:59:00,TARGET_CHANNEL,remaining_core_tax_reconciliation,0.18006256555000852,74,2015-02,2021-03,2021-04-13 09:00:00,[],estimated
2021-05,2021-06-09 23:59:00,NO_PROXY,core,0.57409952821818,172,2007-01,2021-04,2021-05-11 09:00:00,[],estimated
2021-05,2021-06-09 23:59:00,OFFICIAL_PREDICTORS,core,0.6359825474172268,172,2007-01,2021-04,2021-05-11 09:00:00,[],estimated
2021-05,2021-06-09 23:59:00,BROAD_SPLIT,goods,-0.11800152059372414,160,2008-01,2021-04,2021-05-11 09:00:00,[],estimated
2021-05,2021-06-09 23:59:00,BROAD_SPLIT,services,0.12149883555278891,160,2008-01,2021-04,2021-05-11 09:00:00,[],estimated
2021-05,2021-06-09 23:59:00,BROAD_SPLIT,reconciliation,-0.30529418252573587,160,2008-01,2021-04,2021-05-11 09:00:00,[],estimated
2021-05,2021-06-09 23:59:00,BROAD_AGG_CONTROL,core_annual_delta,-0.0822691844377773,160,2008-01,2021-04,2021-05-11 09:00:00,[],estimated
2021-05,2021-06-09 23:59:00,AGG_COMMON,core,0.672114011084447,75,2015-02,2021-04,2021-05-11 09:00:00,[],estimated
2021-05,2021-06-09 23:59:00,TARGET_SHARED,actual_rent,0.3635179566317992,75,2015-02,2021-04,2021-05-11 09:00:00,[],estimated
2021-05,2021-06-09 23:59:00,TARGET_SHARED,imputed_rent,0.7466811133691518,75,2015-02,2021-04,2021-05-11 09:00:00,[],estimated
2021-05,2021-06-09 23:59:00,TARGET_SHARED,catering,0.47702738705690584,75,2015-02,2021-04,2021-05-11 09:00:00,[],estimated
2021-05,2021-06-09 23:59:00,TARGET_SHARED,accommodation,0.858624071436223,75,2015-02,2021-04,2021-05-11 09:00:00,[],estimated
2021-05,2021-06-09 23:59:00,TARGET_SHARED,package_holidays,4.723337462491213,75,2015-02,2021-04,2021-05-11 09:00:00,[],estimated
2021-05,2021-06-09 23:59:00,TARGET_SHARED,remaining_core_tax_reconciliation,0.15204215092165138,75,2015-02,2021-04,2021-05-11 09:00:00,[],estimated
2021-05,2021-06-09 23:59:00,TARGET_OWN,actual_rent,0.12332279146487542,75,2015-02,2021-04,2021-05-11 09:00:00,[],estimated
2021-05,2021-06-09 23:59:00,TARGET_OWN,imputed_rent,0.5624100687126281,75,2015-02,2021-04,2021-05-11 09:00:00,[],estimated
2021-05,2021-06-09 23:59:00,TARGET_OWN,catering,0.29448086892032366,75,2015-02,2021-04,2021-05-11 09:00:00,[],estimated
2021-05,2021-06-09 23:59:00,TARGET_OWN,accommodation,0.4477843663790165,75,2015-02,2021-04,2021-05-11 09:00:00,[],estimated
2021-05,2021-06-09 23:59:00,TARGET_OWN,package_holidays,-0.4278655266803085,75,2015-02,2021-04,2021-05-11 09:00:00,[],estimated
2021-05,2021-06-09 23:59:00,TARGET_OWN,remaining_core_tax_reconciliation,0.12078913678078315,75,2015-02,2021-04,2021-05-11 09:00:00,[],estimated
2021-05,2021-06-09 23:59:00,TARGET_CHANNEL,actual_rent,0.12332279146487542,75,2015-02,2021-04,2021-05-11 09:00:00,[],estimated
2021-05,2021-06-09 23:59:00,TARGET_CHANNEL,imputed_rent,0.5624100687126281,75,2015-02,2021-04,2021-05-11 09:00:00,[],estimated
2021-05,2021-06-09 23:59:00,TARGET_CHANNEL,catering,0.4277143434305285,75,2015-02,2021-04,2021-05-11 09:00:00,[],estimated
2021-05,2021-06-09 23:59:00,TARGET_CHANNEL,accommodation,0.5411375083979708,75,2015-02,2021-04,2021-05-11 09:00:00,[],estimated
2021-05,2021-06-09 23:59:00,TARGET_CHANNEL,package_holidays,-0.5085570048917473,75,2015-02,2021-04,2021-05-11 09:00:00,[],estimated
2021-05,2021-06-09 23:59:00,TARGET_CHANNEL,remaining_core_tax_reconciliation,0.16257448333541036,75,2015-02,2021-04,2021-05-11 09:00:00,[],estimated
2021-06,2021-07-12 23:59:00,NO_PROXY,core,0.4092070280588187,173,2007-01,2021-05,2021-06-10 09:00:00,[],estimated
2021-06,2021-07-12 23:59:00,OFFICIAL_PREDICTORS,core,0.45668089669460965,173,2007-01,2021-05,2021-06-10 09:00:00,[],estimated
2021-06,2021-07-12 23:59:00,BROAD_SPLIT,goods,-0.22102527916342646,161,2008-01,2021-05,2021-06-10 09:00:00,[],estimated
2021-06,2021-07-12 23:59:00,BROAD_SPLIT,services,0.1518140870855749,161,2008-01,2021-05,2021-06-10 09:00:00,[],estimated
2021-06,2021-07-12 23:59:00,BROAD_SPLIT,reconciliation,0.028765796881633495,161,2008-01,2021-05,2021-06-10 09:00:00,[],estimated
2021-06,2021-07-12 23:59:00,BROAD_AGG_CONTROL,core_annual_delta,-0.11888383998610431,161,2008-01,2021-05,2021-06-10 09:00:00,[],estimated
2021-06,2021-07-12 23:59:00,AGG_COMMON,core,0.3945640174314893,76,2015-02,2021-05,2021-06-10 09:00:00,[],estimated
2021-06,2021-07-12 23:59:00,TARGET_SHARED,actual_rent,0.27568194708777277,76,2015-02,2021-05,2021-06-10 09:00:00,[],estimated
2021-06,2021-07-12 23:59:00,TARGET_SHARED,imputed_rent,0.2616705126172654,76,2015-02,2021-05,2021-06-10 09:00:00,[],estimated
2021-06,2021-07-12 23:59:00,TARGET_SHARED,catering,0.27497340399363346,76,2015-02,2021-05,2021-06-10 09:00:00,[],estimated
2021-06,2021-07-12 23:59:00,TARGET_SHARED,accommodation,0.3116535623444875,76,2015-02,2021-05,2021-06-10 09:00:00,[],estimated
2021-06,2021-07-12 23:59:00,TARGET_SHARED,package_holidays,6.710922859083519,76,2015-02,2021-05,2021-06-10 09:00:00,[],estimated
2021-06,2021-07-12 23:59:00,TARGET_SHARED,remaining_core_tax_reconciliation,0.03216214945384975,76,2015-02,2021-05,2021-06-10 09:00:00,[],estimated
2021-06,2021-07-12 23:59:00,TARGET_OWN,actual_rent,0.17151212242628983,76,2015-02,2021-05,2021-06-10 09:00:00,[],estimated
2021-06,2021-07-12 23:59:00,TARGET_OWN,imputed_rent,0.3843294949876611,76,2015-02,2021-05,2021-06-10 09:00:00,[],estimated
2021-06,2021-07-12 23:59:00,TARGET_OWN,catering,0.11247437930584303,76,2015-02,2021-05,2021-06-10 09:00:00,[],estimated
2021-06,2021-07-12 23:59:00,TARGET_OWN,accommodation,0.15445005593113598,76,2015-02,2021-05,2021-06-10 09:00:00,[],estimated
2021-06,2021-07-12 23:59:00,TARGET_OWN,package_holidays,5.38533935425755,76,2015-02,2021-05,2021-06-10 09:00:00,[],estimated
2021-06,2021-07-12 23:59:00,TARGET_OWN,remaining_core_tax_reconciliation,0.03492931137729235,76,2015-02,2021-05,2021-06-10 09:00:00,[],estimated
2021-06,2021-07-12 23:59:00,TARGET_CHANNEL,actual_rent,0.17151212242628983,76,2015-02,2021-05,2021-06-10 09:00:00,[],estimated
2021-06,2021-07-12 23:59:00,TARGET_CHANNEL,imputed_rent,0.3843294949876611,76,2015-02,2021-05,2021-06-10 09:00:00,[],estimated
2021-06,2021-07-12 23:59:00,TARGET_CHANNEL,catering,0.08893260308847359,76,2015-02,2021-05,2021-06-10 09:00:00,[],estimated
2021-06,2021-07-12 23:59:00,TARGET_CHANNEL,accommodation,0.06212868972444918,76,2015-02,2021-05,2021-06-10 09:00:00,[],estimated
2021-06,2021-07-12 23:59:00,TARGET_CHANNEL,package_holidays,5.4041533137251925,76,2015-02,2021-05,2021-06-10 09:00:00,[],estimated
2021-06,2021-07-12 23:59:00,TARGET_CHANNEL,remaining_core_tax_reconciliation,0.03361253275667486,76,2015-02,2021-05,2021-06-10 09:00:00,[],estimated
2021-07,2021-08-09 23:59:00,NO_PROXY,core,1.0764150813139073,174,2007-01,2021-06,2021-07-13 09:00:00,[],estimated
2021-07,2021-08-09 23:59:00,OFFICIAL_PREDICTORS,core,1.0385895974698818,174,2007-01,2021-06,2021-07-13 09:00:00,[],estimated
2021-07,2021-08-09 23:59:00,BROAD_SPLIT,goods,-0.09067745547632394,162,2008-01,2021-06,2021-07-13 09:00:00,[],estimated
2021-07,2021-08-09 23:59:00,BROAD_SPLIT,services,0.23687978077133984,162,2008-01,2021-06,2021-07-13 09:00:00,[],estimated
2021-07,2021-08-09 23:59:00,BROAD_SPLIT,reconciliation,-0.11414602264748487,162,2008-01,2021-06,2021-07-13 09:00:00,[],estimated
2021-07,2021-08-09 23:59:00,BROAD_AGG_CONTROL,core_annual_delta,0.11198801106712691,162,2008-01,2021-06,2021-07-13 09:00:00,[],estimated
2021-07,2021-08-09 23:59:00,AGG_COMMON,core,1.127030258138811,77,2015-02,2021-06,2021-07-13 09:00:00,[],estimated
2021-07,2021-08-09 23:59:00,TARGET_SHARED,actual_rent,0.4908087838272027,77,2015-02,2021-06,2021-07-13 09:00:00,[],estimated
2021-07,2021-08-09 23:59:00,TARGET_SHARED,imputed_rent,0.36948086272437636,77,2015-02,2021-06,2021-07-13 09:00:00,[],estimated
2021-07,2021-08-09 23:59:00,TARGET_SHARED,catering,0.6022254376179323,77,2015-02,2021-06,2021-07-13 09:00:00,[],estimated
2021-07,2021-08-09 23:59:00,TARGET_SHARED,accommodation,1.2502999971508555,77,2015-02,2021-06,2021-07-13 09:00:00,[],estimated
2021-07,2021-08-09 23:59:00,TARGET_SHARED,package_holidays,21.73492272790756,77,2015-02,2021-06,2021-07-13 09:00:00,[],estimated
2021-07,2021-08-09 23:59:00,TARGET_SHARED,remaining_core_tax_reconciliation,0.1005819698564337,77,2015-02,2021-06,2021-07-13 09:00:00,[],estimated
2021-07,2021-08-09 23:59:00,TARGET_OWN,actual_rent,0.28326296362415626,77,2015-02,2021-06,2021-07-13 09:00:00,[],estimated
2021-07,2021-08-09 23:59:00,TARGET_OWN,imputed_rent,0.7278298895584627,77,2015-02,2021-06,2021-07-13 09:00:00,[],estimated
2021-07,2021-08-09 23:59:00,TARGET_OWN,catering,0.45305455234854397,77,2015-02,2021-06,2021-07-13 09:00:00,[],estimated
2021-07,2021-08-09 23:59:00,TARGET_OWN,accommodation,0.9078624385275734,77,2015-02,2021-06,2021-07-13 09:00:00,[],estimated
2021-07,2021-08-09 23:59:00,TARGET_OWN,package_holidays,21.67160837752085,77,2015-02,2021-06,2021-07-13 09:00:00,[],estimated
2021-07,2021-08-09 23:59:00,TARGET_OWN,remaining_core_tax_reconciliation,0.08776745511642328,77,2015-02,2021-06,2021-07-13 09:00:00,[],estimated
2021-07,2021-08-09 23:59:00,TARGET_CHANNEL,actual_rent,0.28326296362415626,77,2015-02,2021-06,2021-07-13 09:00:00,[],estimated
2021-07,2021-08-09 23:59:00,TARGET_CHANNEL,imputed_rent,0.7278298895584627,77,2015-02,2021-06,2021-07-13 09:00:00,[],estimated
2021-07,2021-08-09 23:59:00,TARGET_CHANNEL,catering,0.5328247868284607,77,2015-02,2021-06,2021-07-13 09:00:00,[],estimated
2021-07,2021-08-09 23:59:00,TARGET_CHANNEL,accommodation,0.8029431870464896,77,2015-02,2021-06,2021-07-13 09:00:00,[],estimated
2021-07,2021-08-09 23:59:00,TARGET_CHANNEL,package_holidays,21.759765775557828,77,2015-02,2021-06,2021-07-13 09:00:00,[],estimated
2021-07,2021-08-09 23:59:00,TARGET_CHANNEL,remaining_core_tax_reconciliation,0.08627430866210474,77,2015-02,2021-06,2021-07-13 09:00:00,[],estimated
2021-08,2021-09-09 23:59:00,NO_PROXY,core,0.4305113887655458,175,2007-01,2021-07,2021-08-10 09:00:00,[],estimated
2021-08,2021-09-09 23:59:00,OFFICIAL_PREDICTORS,core,0.4105856184765415,175,2007-01,2021-07,2021-08-10 09:00:00,[],estimated
2021-08,2021-09-09 23:59:00,BROAD_SPLIT,goods,-0.030862083477023867,163,2008-01,2021-07,2021-08-10 09:00:00,[],estimated
2021-08,2021-09-09 23:59:00,BROAD_SPLIT,services,0.18506191566031263,163,2008-01,2021-07,2021-08-10 09:00:00,[],estimated
2021-08,2021-09-09 23:59:00,BROAD_SPLIT,reconciliation,0.1287335037184329,163,2008-01,2021-07,2021-08-10 09:00:00,[],estimated
2021-08,2021-09-09 23:59:00,BROAD_AGG_CONTROL,core_annual_delta,0.10604537377703524,163,2008-01,2021-07,2021-08-10 09:00:00,[],estimated
2021-08,2021-09-09 23:59:00,AGG_COMMON,core,0.1966265220959828,78,2015-02,2021-07,2021-08-10 09:00:00,[],estimated
2021-08,2021-09-09 23:59:00,TARGET_SHARED,actual_rent,0.2626811005225996,78,2015-02,2021-07,2021-08-10 09:00:00,[],estimated
2021-08,2021-09-09 23:59:00,TARGET_SHARED,imputed_rent,0.7650052436866672,78,2015-02,2021-07,2021-08-10 09:00:00,[],estimated
2021-08,2021-09-09 23:59:00,TARGET_SHARED,catering,0.5649267147691205,78,2015-02,2021-07,2021-08-10 09:00:00,[],estimated
2021-08,2021-09-09 23:59:00,TARGET_SHARED,accommodation,0.7336894963122316,78,2015-02,2021-07,2021-08-10 09:00:00,[],estimated
2021-08,2021-09-09 23:59:00,TARGET_SHARED,package_holidays,0.5530235147728225,78,2015-02,2021-07,2021-08-10 09:00:00,[],estimated
2021-08,2021-09-09 23:59:00,TARGET_SHARED,remaining_core_tax_reconciliation,-0.029451526779744337,78,2015-02,2021-07,2021-08-10 09:00:00,[],estimated
2021-08,2021-09-09 23:59:00,TARGET_OWN,actual_rent,0.29944704083621665,78,2015-02,2021-07,2021-08-10 09:00:00,[],estimated
2021-08,2021-09-09 23:59:00,TARGET_OWN,imputed_rent,1.3125031646212388,78,2015-02,2021-07,2021-08-10 09:00:00,[],estimated
2021-08,2021-09-09 23:59:00,TARGET_OWN,catering,0.5647657681426553,78,2015-02,2021-07,2021-08-10 09:00:00,[],estimated
2021-08,2021-09-09 23:59:00,TARGET_OWN,accommodation,0.28318782170464835,78,2015-02,2021-07,2021-08-10 09:00:00,[],estimated
2021-08,2021-09-09 23:59:00,TARGET_OWN,package_holidays,2.4540568254614747,78,2015-02,2021-07,2021-08-10 09:00:00,[],estimated
2021-08,2021-09-09 23:59:00,TARGET_OWN,remaining_core_tax_reconciliation,-0.03066913157839348,78,2015-02,2021-07,2021-08-10 09:00:00,[],estimated
2021-08,2021-09-09 23:59:00,TARGET_CHANNEL,actual_rent,0.29944704083621665,78,2015-02,2021-07,2021-08-10 09:00:00,[],estimated
2021-08,2021-09-09 23:59:00,TARGET_CHANNEL,imputed_rent,1.3125031646212388,78,2015-02,2021-07,2021-08-10 09:00:00,[],estimated
2021-08,2021-09-09 23:59:00,TARGET_CHANNEL,catering,0.574415064705859,78,2015-02,2021-07,2021-08-10 09:00:00,[],estimated
2021-08,2021-09-09 23:59:00,TARGET_CHANNEL,accommodation,0.3658572014957336,78,2015-02,2021-07,2021-08-10 09:00:00,[],estimated
2021-08,2021-09-09 23:59:00,TARGET_CHANNEL,package_holidays,2.4220272855151856,78,2015-02,2021-07,2021-08-10 09:00:00,[],estimated
2021-08,2021-09-09 23:59:00,TARGET_CHANNEL,remaining_core_tax_reconciliation,-0.0019495700258733081,78,2015-02,2021-07,2021-08-10 09:00:00,[],estimated
2021-09,2021-10-10 23:59:00,NO_PROXY,core,-0.17447304882309372,176,2007-01,2021-08,2021-09-10 09:00:00,[],estimated
2021-09,2021-10-10 23:59:00,OFFICIAL_PREDICTORS,core,-0.1296446608132466,176,2007-01,2021-08,2021-09-10 09:00:00,[],estimated
2021-09,2021-10-10 23:59:00,BROAD_SPLIT,goods,0.1160792406984444,164,2008-01,2021-08,2021-09-10 09:00:00,[],estimated
2021-09,2021-10-10 23:59:00,BROAD_SPLIT,services,0.2642104020257114,164,2008-01,2021-08,2021-09-10 09:00:00,[],estimated
2021-09,2021-10-10 23:59:00,BROAD_SPLIT,reconciliation,-0.0410649221553376,164,2008-01,2021-08,2021-09-10 09:00:00,[],estimated
2021-09,2021-10-10 23:59:00,BROAD_AGG_CONTROL,core_annual_delta,0.241372250377481,164,2008-01,2021-08,2021-09-10 09:00:00,[],estimated
2021-09,2021-10-10 23:59:00,AGG_COMMON,core,-0.2668779116147878,79,2015-02,2021-08,2021-09-10 09:00:00,[],estimated
2021-09,2021-10-10 23:59:00,TARGET_SHARED,actual_rent,0.06251112587620478,79,2015-02,2021-08,2021-09-10 09:00:00,[],estimated
2021-09,2021-10-10 23:59:00,TARGET_SHARED,imputed_rent,1.107793327296252,79,2015-02,2021-08,2021-09-10 09:00:00,[],estimated
2021-09,2021-10-10 23:59:00,TARGET_SHARED,catering,1.0102581161645907,79,2015-02,2021-08,2021-09-10 09:00:00,[],estimated
2021-09,2021-10-10 23:59:00,TARGET_SHARED,accommodation,-0.030485388340310504,79,2015-02,2021-08,2021-09-10 09:00:00,[],estimated
2021-09,2021-10-10 23:59:00,TARGET_SHARED,package_holidays,-19.310031612778605,79,2015-02,2021-08,2021-09-10 09:00:00,[],estimated
2021-09,2021-10-10 23:59:00,TARGET_SHARED,remaining_core_tax_reconciliation,0.047029359578489076,79,2015-02,2021-08,2021-09-10 09:00:00,[],estimated
2021-09,2021-10-10 23:59:00,TARGET_OWN,actual_rent,-0.036339471321332834,79,2015-02,2021-08,2021-09-10 09:00:00,[],estimated
2021-09,2021-10-10 23:59:00,TARGET_OWN,imputed_rent,1.6741801910774967,79,2015-02,2021-08,2021-09-10 09:00:00,[],estimated
2021-09,2021-10-10 23:59:00,TARGET_OWN,catering,0.8480289907383574,79,2015-02,2021-08,2021-09-10 09:00:00,[],estimated
2021-09,2021-10-10 23:59:00,TARGET_OWN,accommodation,-0.5517102047403931,79,2015-02,2021-08,2021-09-10 09:00:00,[],estimated
2021-09,2021-10-10 23:59:00,TARGET_OWN,package_holidays,-21.591008709502514,79,2015-02,2021-08,2021-09-10 09:00:00,[],estimated
2021-09,2021-10-10 23:59:00,TARGET_OWN,remaining_core_tax_reconciliation,0.027114952887428843,79,2015-02,2021-08,2021-09-10 09:00:00,[],estimated
2021-09,2021-10-10 23:59:00,TARGET_CHANNEL,actual_rent,-0.036339471321332834,79,2015-02,2021-08,2021-09-10 09:00:00,[],estimated
2021-09,2021-10-10 23:59:00,TARGET_CHANNEL,imputed_rent,1.6741801910774967,79,2015-02,2021-08,2021-09-10 09:00:00,[],estimated
2021-09,2021-10-10 23:59:00,TARGET_CHANNEL,catering,0.8297472315373355,79,2015-02,2021-08,2021-09-10 09:00:00,[],estimated
2021-09,2021-10-10 23:59:00,TARGET_CHANNEL,accommodation,-0.45770652662751765,79,2015-02,2021-08,2021-09-10 09:00:00,[],estimated
2021-09,2021-10-10 23:59:00,TARGET_CHANNEL,package_holidays,-21.685456524167307,79,2015-02,2021-08,2021-09-10 09:00:00,[],estimated
2021-09,2021-10-10 23:59:00,TARGET_CHANNEL,remaining_core_tax_reconciliation,0.07264300532029849,79,2015-02,2021-08,2021-09-10 09:00:00,[],estimated
2021-10,2021-11-09 23:59:00,NO_PROXY,core,0.7644265943922874,177,2007-01,2021-09,2021-10-11 09:00:00,[],estimated
2021-10,2021-11-09 23:59:00,OFFICIAL_PREDICTORS,core,0.813836156747024,177,2007-01,2021-09,2021-10-11 09:00:00,[],estimated
2021-10,2021-11-09 23:59:00,BROAD_SPLIT,goods,0.2914998961107543,165,2008-01,2021-09,2021-10-11 09:00:00,[],estimated
2021-10,2021-11-09 23:59:00,BROAD_SPLIT,services,0.451277132245518,165,2008-01,2021-09,2021-10-11 09:00:00,[],estimated
2021-10,2021-11-09 23:59:00,BROAD_SPLIT,reconciliation,-0.016708587232710365,165,2008-01,2021-09,2021-10-11 09:00:00,[],estimated
2021-10,2021-11-09 23:59:00,BROAD_AGG_CONTROL,core_annual_delta,0.4761470373131013,165,2008-01,2021-09,2021-10-11 09:00:00,[],estimated
2021-10,2021-11-09 23:59:00,AGG_COMMON,core,0.7562764928948946,80,2015-02,2021-09,2021-10-11 09:00:00,[],estimated
2021-10,2021-11-09 23:59:00,TARGET_SHARED,actual_rent,0.1947354619976586,80,2015-02,2021-09,2021-10-11 09:00:00,[],estimated
