period,clock,inc,inc_E,S,S_E,x13_ok,w_core,core_actual,bt_core_pred,STRUCT,actual,survey,head_inc,head_inc_E,head_S,head_S_E
2019-02,A,0.26557667934771134,0.2664450776728711,0.22189837884952998,0.2211082748942967,True,0.5473483906668922,0.3,0.2655766793477113,0.2785031325461529,0.2,0.1,0.2785031325461529,0.2789784489718869,0.2545958850614084,0.25416342293305194
2019-02,B,0.26557667934771134,0.2664450776728711,0.22189837884952998,0.2211082748942967,True,0.5473483906668922,0.3,0.2655766793477113,0.2814875700921544,0.2,0.1,0.2814875700921544,0.2819628865178884,0.25758032260740993,0.25714786047905347
2019-03,A,0.014512459121095098,0.005609105496687687,-0.024982341329227525,-0.025767203326751503,True,0.5518118388714258,-0.1,0.014512459121095,0.079919407190459,0.2,0.1,0.079919407190459,0.07500643125485217,0.05812570872810645,0.05769261258599244
2019-03,B,0.014512459121095098,0.005609105496687687,-0.024982341329227525,-0.025767203326751503,True,0.5518118388714258,-0.1,0.014512459121095,0.0829683883070508,0.2,0.1,0.0829683883070508,0.07805541237144398,0.06117468984469826,0.06074159370258425
2019-04,A,0.41730438316789603,0.43186335641780915,0.4200572949805854,0.4254127695282993,True,0.5506152285898372,0.4,0.417304383167896,0.4024834775099014,0.1,0.3,0.4024834775099014,0.4104998698939356,0.40399927267693303,0.40694807851922954
2019-04,B,0.41730438316789603,0.43186335641780915,0.4200572949805854,0.4254127695282993,True,0.5506152285898372,0.4,0.417304383167896,0.4180178444540153,0.1,0.3,0.4180178444540153,0.42603423683804953,0.41953363962104695,0.42248244546334346
2019-05,A,0.11933138158888865,0.12125253484930859,0.08474039661776303,0.084469675387077,True,0.5509025905852826,0.1,0.1193313815888886,0.229920323954004,0.7,0.4,0.229920323954004,0.2309786922620807,0.21086406072251432,0.21071491969520295
2019-05,B,0.11933138158888865,0.12125253484930859,0.08474039661776303,0.084469675387077,True,0.5509025905852826,0.1,0.1193313815888886,0.2348046582023983,0.7,0.4,0.2348046582023983,0.235863026510475,0.2157483949709086,0.21559925394359725
2019-06,A,0.17466925068140837,0.17578944404714325,0.12863114851669313,0.1280066326522749,True,0.5513522221960248,0.3,0.1746692506814083,0.1283636128466717,0.2,0.1,0.1283636128466717,0.12898123394815886,0.10298040291246832,0.10263607470282467
2019-06,B,0.17466925068140837,0.17578944404714325,0.12863114851669313,0.1280066326522749,True,0.5513522221960248,0.3,0.1746692506814083,0.1250380215662453,0.2,0.1,0.1250380215662453,0.12565564266773246,0.09965481163204193,0.09931048342239827
2019-07,A,0.5822327523442469,0.5823088187313117,0.4601652116717765,0.4590653616203877,True,0.5511366843062552,1.0,0.5822327523442469,0.3907464992075639,0.4,0.2,0.3907464992075639,0.39078842218391796,0.32347059957991964,0.3228644318693631
2019-07,B,0.5822327523442469,0.5823088187313117,0.4601652116717765,0.4590653616203877,True,0.5511366843062552,1.0,0.5822327523442469,0.3904523718716352,0.4,0.2,0.3904523718716352,0.39049429484798925,0.32317647224399093,0.3225703045334344
2019-08,A,0.11231945703088961,0.1103866293972019,0.0280383740011292,0.028025824290415044,True,0.550495125585692,0.2,0.1123194570308896,-0.0068577666005959,0.1,0.0,-0.0068577666005959,-0.007921778791538313,-0.053254091987561994,-0.05326100054213765
2019-08,B,0.11231945703088961,0.1103866293972019,0.0280383740011292,0.028025824290415044,True,0.550495125585692,0.2,0.1123194570308896,-0.006945762243797,0.1,0.0,-0.006945762243797,-0.008009774434739414,-0.05334208763076309,-0.05334899618533875
2019-09,A,-0.5801347491155394,-0.5809667685588074,-0.5272355538026646,-0.5268890767460315,True,0.5501700104465688,-0.9,-0.5801347491155394,-0.3481118723494686,-0.6,-0.4,-0.3481118723494686,-0.3485696244952631,-0.3190083215115692,-0.31881770022570183
2019-09,B,-0.5801347491155394,-0.5809667685588074,-0.5272355538026646,-0.5268890767460315,True,0.5501700104465688,-0.9,-0.5801347491155394,-0.3483875620035859,-0.6,-0.4,-0.3483875620035859,-0.34884531414938036,-0.3192840111656865,-0.3190933898798191
2019-10,A,0.3043641898771228,0.312720562889128,0.3402889572025144,0.34025612282272644,True,0.5518523549344644,0.6,0.3043641898771228,0.282484153620169,0.5,0.4,0.282484153620169,0.28709563774555485,0.30230932106915903,0.3022912013393502
2019-10,B,0.3043641898771228,0.312720562889128,0.3402889572025144,0.34025612282272644,True,0.5518523549344644,0.6,0.3043641898771228,0.2815613688180064,0.5,0.4,0.2815613688180064,0.2861728529433923,0.30138653626699646,0.30136841653718766
2019-11,A,0.11565764843981874,0.11392470447076955,-0.01887662457845732,-0.018953458102871246,True,0.5505863362349064,0.0,0.1156576484398187,0.170061104943248,0.3,0.2,0.170061104943248,0.16910696967242883,0.09598837246408877,0.09594606897538169
2019-11,B,0.11565764843981874,0.11392470447076955,-0.01887662457845732,-0.018953458102871246,True,0.5505863362349064,0.0,0.1156576484398187,0.1693782958720351,0.3,0.2,0.1693782958720351,0.16842416060121593,0.09530556339287587,0.09526325990416878
2019-12,A,0.03898251388750018,0.03680095681386435,0.0664796919264027,0.06687508328663562,True,0.5497945860040815,0.1,0.0389825138875001,-0.016859898370249,0.2,0.1,-0.016859898370249,-0.018059306638392888,-0.0017420987540700695,-0.0015247147248612196
2019-12,B,0.03898251388750018,0.03680095681386435,0.0664796919264027,0.06687508328663562,True,0.5497945860040815,0.1,0.0389825138875001,-0.016859898370249,0.2,0.1,-0.016859898370249,-0.018059306638392888,-0.0017420987540700695,-0.0015247147248612196
2020-01,A,0.33115127117029675,0.32979265346357245,0.39985256958717674,0.40040993009969694,True,0.5495554642099969,0.8,0.3311512711702967,0.8796688903046072,1.5,1.0,0.8796688903046072,0.8789222545201043,0.9174240642479252,0.9177303647631155
2020-01,B,0.33115127117029675,0.32979265346357245,0.39985256958717674,0.40040993009969694,True,0.5495554642099969,0.8,0.3311512711702967,0.8780719418354076,1.5,1.0,0.8780719418354076,0.8773253060509048,0.9158271157787257,0.916133416293916
2020-02,A,0.29755481478851253,0.2986086806660915,0.3004017971092837,0.30061735343846696,True,0.5500012072099969,0.7,0.2975548147885125,0.2584760459542748,0.3,0.3,0.2584760459542748,0.2590556734591807,0.2600418896676045,0.26016044590887705
2020-02,B,0.29755481478851253,0.2986086806660915,0.3004017971092837,0.30061735343846696,True,0.5500012072099969,0.7,0.2975548147885125,0.2567798157534509,0.3,0.3,0.2567798157534509,0.25735944325835675,0.25834565946678056,0.2584642157080531
2020-03,A,-0.0825530663232073,-0.09544805985622432,-0.06671311010040895,-0.06599136462818492,True,0.5500012072099969,-0.3,-0.0825530663232073,-0.295396571841396,-0.1,0.1,-0.295396571841396,-0.3024888338515205,-0.2866845767967034,-0.28628761591568186
2020-03,B,-0.0825530663232073,-0.09544805985622432,-0.06671311010040895,-0.06599136462818492,True,0.5500012072099969,-0.3,-0.0825530663232073,-0.3165938046256471,-0.1,0.1,-0.3165938046256471,-0.3236860666357716,-0.3078818095809545,-0.307484848699933
2020-04,A,-0.05507092384951197,-0.03613110829961612,0.03378926223408876,0.03805241787776675,True,0.5500012072099969,0.2,-0.0550709238495119,-0.4097899383299261,-0.2,-0.2,-0.4097899383299261,-0.3993730169131487,-0.36091672871104075,-0.3585719879604937
2020-04,B,-0.05507092384951197,-0.03613110829961612,0.03378926223408876,0.03805241787776675,True,0.5500012072099969,0.2,-0.0550709238495119,-0.4407139221465571,-0.2,-0.2,-0.4407139221465571,-0.43029700072977967,-0.3918407125276717,-0.3894959717771247
2020-05,A,0.10704193982366558,0.10574173137084657,-0.020487696557997592,-0.020351643539855427,True,0.6216007530000001,0.7,0.1070419398236655,0.0916225565984421,0.4,0.1,0.0916225565984421,0.09081434604511283,0.012350038593784057,0.012434609252309145
