model,RMSE,MAE,dir_corr,DM_vs_AR3,DM_pval
TVW_QRF,0.36607745528010033,0.2630930325982805,0.36608459241434577,-2.8268258313714494,0.0053341755416491665
ENSEMBLE,0.4157410367707589,0.2922433169420092,0.2666156473795271,-1.031604600022027,0.3038960243398896
ARIMA313,0.4285129625881076,0.306338972030778,0.3392749005432252,-0.9008201397376029,0.3691090216427808
AR3,0.4513498986693441,0.35306030822949735,0.03136766446290942,,
TVW_QRF_RAW,0.4524396065439054,0.30601088703082946,0.2788174545151678,0.03413359775510563,0.972817238483856
RW,0.723513962932285,0.42941913912129503,0.14879630611358358,1.2706060847264187,0.20581012463677206
