origin,h,target,realised,h0_model,mm_F1b,yy_a_F1b,yy_b_F1b,mm_F2_D1_fixed,yy_a_F2_D1_fixed,yy_b_F2_D1_fixed,mm_naive,yy_a_naive,yy_b_naive
2025-08,1,2025-09,True,0.1069727127216046,-0.3668095730138976,2.5650738776695348,2.5211089900871406,-0.35532374974024306,2.5768976916772925,2.532927735774525,-0.15637992025903547,2.7816957964132807,2.737638053066782
2025-08,2,2025-10,True,0.1069727127216046,0.40397772879509536,2.6413331262588056,2.5973355498753947,0.07298009418912743,2.3147532919839517,2.2708957052203766,0.030756505585518568,2.4757723722995912,2.431845764128464
2025-08,3,2025-11,True,0.1069727127216046,0.12456866236449197,2.701758208908229,2.6577347310959456,0.02970839204914863,2.277993750199764,2.2341519205459055,0.2947954125372654,2.7104267034329608,2.6663995098393416
2025-08,4,2025-12,True,0.1069727127216046,-0.0797781787927818,2.8898767866647415,2.845772671147921,0.030163894481008674,2.5780785783547993,2.534108116260713,-0.08497244046914876,2.893212071318487,2.849106526119911
2025-08,5,2026-01,True,0.1069727127216046,1.1777325534345684,2.7496749525002775,2.7056309350036183,1.5139299376207425,2.778687665890096,2.734631211989559,2.919901252152366,4.52229885300808,4.477494993904865
2025-08,6,2026-02,True,0.1069727127216046,0.3334405674035113,2.8918453918129794,2.8477404324464852,0.17169798107130047,2.754984549759803,2.7109382562851945,0.5074115964812576,4.848406974839562,4.803463328317746
2025-08,7,2026-03,True,0.1069727127216046,0.14497765113501626,2.9742791634219707,2.930138868522973,0.058441964635424226,2.748446531892094,2.704403040962345,0.434764725213479,5.236048628299331,5.190938817789402
2025-08,8,2026-04,True,0.1069727127216046,0.4009847226083248,3.5212852201249643,3.4769104491135767,0.16357521083277007,3.0500019784553594,3.005829224699516,0.5303768605421455,5.9314131355659425,5.886005254560523
2025-08,9,2026-05,True,0.1069727127216046,0.39297304108751996,3.3916928868902048,3.347373666098269,0.2190644853608576,2.742711816579863,2.6986707838564463,0.5452947306233424,5.959327412439511,5.913907565878975
2025-08,10,2026-06,True,0.1069727127216046,0.3710132252802037,3.508171878429571,3.463802728499237,0.21001057849051386,2.6934669813611167,2.649447057613324,0.48726255213304537,6.201558996067673,6.156035316068126
2025-08,11,2026-07,True,0.1069727127216046,0.5894111109176119,3.651362514842602,3.6069319857312756,0.403523175711505,2.645491840211244,2.601492481180149,0.7920711437007322,6.562738563165723,6.517060062246498
2025-08,12,2026-08,False,0.1069727127216046,0.23167166829535477,3.780476564535111,3.780476564535111,-0.05408917727628976,2.480345732327323,2.480345732327323,0.31813050251168207,6.787513638659706,6.787513638659706
2025-09,1,2025-10,True,-0.5082390667407406,0.30522756921047767,2.350934295809241,2.281036385412919,0.07833559001166804,2.119414896292402,2.049675096052609,0.030756505585518568,2.0708654451623945,2.001158800508413
2025-09,2,2025-11,True,-0.5082390667407406,0.05175966662281659,2.336716630995673,2.2668284301840074,0.03245044493398078,2.0855238664721165,2.015807211230286,0.2947954125372654,2.3045925994425525,2.2347263369033072
2025-09,3,2025-12,True,-0.5082390667407406,-0.16248828917882724,2.4393010073900334,2.3693427492447574,0.03242349805375577,2.3873567842222307,2.3174340000340963,-0.08497244046914876,2.4866557374787903,2.416665139651387
2025-09,4,2026-01,True,-0.5082390667407406,1.1228101912135253,2.2441817381438636,2.174356731632217,1.5161004796211521,2.58978638122004,2.51972535299994,2.919901252152366,4.109305597469298,4.038206853093955
2025-09,5,2026-02,True,-0.5082390667407406,0.3004519423256057,2.351989375800522,2.282090744864743,0.17385208204170371,2.5683324210247136,2.4982860442291233,0.5074115964812576,4.434125186075137,4.362804614604071
2025-09,6,2026-03,True,-0.5082390667407406,0.1147746381272532,2.403097268385059,2.333163734642373,0.06059303054301807,2.5640111627919424,2.4939677370873494,0.434764725213479,4.820235172223703,4.748650916972899
2025-09,7,2026-04,True,-0.5082390667407406,0.38348263293602236,2.929123241844859,2.858830472335426,0.1657257164587882,2.867233817318962,2.796983313583455,0.5303768605421455,5.512852123659707,5.440794863663577
2025-09,8,2026-05,True,-0.5082390667407406,0.35812136008033835,2.764584820921621,2.6944044186502754,0.22121488755723956,2.5626893035066542,2.4926467805315036,0.5452947306233424,5.540656104374383,5.468579856372272
2025-09,9,2026-06,True,-0.5082390667407406,0.30186163452158293,2.809476897281605,2.7392658371334893,0.21216096159347916,2.5157305673243884,2.4457201135976194,0.48726255213304537,5.78193057156505,5.709689551436484
2025-09,10,2026-07,True,-0.5082390667407406,0.5471527334355824,2.9084501829552107,2.838171531574037,0.4056735552897691,2.470033050794111,2.400053804998542,0.7920711437007322,6.14168302954967,6.06919632583017
2025-09,11,2026-08,False,-0.5082390667407406,0.2390163981975115,3.088378293553461,3.017976764945628,-0.0498956278619648,2.3533359031369985,2.283436352625372,0.33094280231949824,6.424773984233488,6.352093950904243
2025-09,12,2026-09,False,-0.5082390667407406,-0.2705811534068549,3.3346275170510244,3.3346275170510244,-0.3546283882130624,2.5113647211031336,2.5113647211031336,-0.15637992025903547,6.801152186683041,6.801152186683041
2025-10,1,2025-11,True,0.2160259937089263,-0.049560217481571744,2.07241147094236,2.3770580712016014,0.02265696889912508,2.1461618454235887,2.4510285619760546,0.2947954125372654,2.4240778531623812,2.7297740413193208
2025-10,2,2025-12,True,0.2160259937089263,-0.27282710750185807,2.0618090270192444,2.3664239830912948,0.028214290876446113,2.443863191331698,2.7496184310572396,-0.08497244046914876,2.6063536293577516,2.9125938400838396
2025-10,3,2026-01,True,0.2160259937089263,1.0340146854654164,1.777959443719255,2.081727218762748,1.5129200952396724,2.643188711375108,2.9495388605492554,2.919901252152366,4.230898641122907,4.541987489278741
2025-10,4,2026-02,True,0.2160259937089263,0.25414837003528523,1.838240286324687,2.1421879763275298,0.17086124382940374,2.6186596604554975,2.9249365999164376,0.5074115964812576,4.556097598337443,4.868157039382144
2025-10,5,2026-03,True,0.2160259937089263,0.042106562144305484,1.815135686348019,2.1190144180718145,0.0576371135677155,2.6113049241157458,2.917559912538305,0.434764725213479,4.942658536378651,5.255871712050272
2025-10,6,2026-04,True,0.2160259937089263,0.27457552380792283,2.227113669497233,2.5322219958797554,0.16277623323674686,2.9116369703825526,3.218788333599492,0.5303768605421455,5.6360844203373315,5.951367203604537
2025-10,7,2026-05,True,0.2160259937089263,0.2915809868266316,1.996026233132226,2.300444853052084,0.21826658966542334,2.6039425168788415,2.9101755313683655,0.5452947306233424,5.6639208743321,5.979286738629238
2025-10,8,2026-06,True,0.2160259937089263,0.22930844112120846,1.966771674957616,2.271102981356009,0.20921288208248248,2.553947832902447,2.860031632630755,0.48726255213304537,5.905477134746277,6.221563950889719
2025-10,9,2026-07,True,0.2160259937089263,0.4509376537562262,1.9672662327024248,2.2715990151640697,0.4027255160124564,2.5052235074789744,2.811161883974145,0.7920711437007322,6.265649760707976,6.582811552590938
2025-10,10,2026-08,False,0.2160259937089263,0.14499460892464672,2.049738679244296,2.3543176100048977,-0.05284365972676769,2.3854663314364473,2.6910472791610793,0.33094280231949824,6.549071347611587,6.86707904311969
2025-10,11,2026-09,False,0.2160259937089263,-0.4005954436309946,2.229965165801691,2.5350820027958703,-0.3675888299506983,2.6002755542650835,2.906497624291972,-0.1472828706596463,7.008710289528616,7.328089829191116
2025-10,12,2026-10,False,0.2160259937089263,0.30007568814742547,2.315703921149896,2.315703921149896,0.0719139193905709,2.4527348950826076,2.4527348950826076,0.030756505585518568,6.810883157754985,6.810883157754985
2025-11,1,2025-12,True,-0.0279124928655183,-0.38104623479051214,2.277487798232408,1.9783500385960238,0.04288973490679096,2.712737359978863,2.4123265970493155,-0.08497244046914876,2.581462922860299,2.2814361069934197
2025-11,2,2026-01,True,-0.0279124928655183,0.9666402823605792,1.925024452283354,1.6269175655979078,1.5163967235265599,2.916110594028601,2.615105011897749,2.919901252152366,4.205613845257209,3.9008367673463917
2025-11,3,2026-02,True,-0.0279124928655183,0.07045368169711297,1.7985255685380668,1.500788661537248,0.17229088808586984,2.8929847954827723,2.592046850910446,0.5074115964812576,4.530733914259552,4.225005936095436
