period,actual,STRUCT,STRUCT_QRF,STRUCT_ST,STRUCT_R,STRUCT_QRF_R,STRUCT_PE,STRUCT_PE_R,STRUCT_PEH,STRUCT_PEH_R,pe_corr,fuel_pre,STRUCT_PE_WARM,STRUCT_PEH_WARM,pe_corr_warm,STRUCT_PRE,STRUCT_PE_PRE,adm_pred_R,alc_pred,alc_actual,core_pred,core_actual,food_pred,food_actual,adm_pred,adm_actual,fuel_mm,wedge,target_h1,STRUCT_H1,actual_h1,target_h3,STRUCT_H3,actual_h3,target_h6,STRUCT_H6,actual_h6,target_h12,STRUCT_H12,actual_h12,elig_edge_eom,STRUCT_EVE,STRUCT_QRF_EVE,STRUCT_PE_EVE,STRUCT_PE_WARM_EVE,STRUCT_PEH_WARM_EVE,fuel_eve,core_pred_eve,food_pred_eve,adm_pred_eve,alc_pred_eve,wedge_eve,elig_edge_eve,as_of_eve,band_lo,band_hi
2019-02,0.18674136321195078,0.27850313254615294,0.35649758933073106,0.26048609622549146,0.27850313254615294,0.35649758933073106,0.27850313254615294,0.27850313254615294,0.27850313254615294,0.27850313254615294,0.0,-1.4385242050807268,0.36031982587466055,0.31941147921040675,0.14947827512349443,0.28148757009215447,0.28148757009215447,0.05,0.08872469572955288,-1.1524822695035408,0.26557667934771134,0.3,0.6289580042592983,0.7490636704119868,0.05,0.7,-1.5411785220835306,0.05036019152028475,2019-03,,0.18639328984155767,2019-05,,0.6505576208178487,2019-08,,0.09182736455464191,2020-02,,0.2702702702702675,2019-01,0.28148757009215447,0.3594820268767326,0.28148757009215447,0.3633042634206621,0.3223959167564083,-1.4385242050807268,0.26557667934771134,0.6289580042592983,0.05,0.08872469572955288,0.05036019152028475,2019-01,2019-03-10T23:59:00,,
2019-03,0.18639328984155767,0.07991940719045905,0.08368097825664,0.06705778462091352,0.07991940719045905,0.08368097825664,0.07991940719045905,0.07991940719045905,0.07991940719045905,0.07991940719045905,0.0,1.1158572617272267,0.06157958160937031,0.07074949439991468,-0.03323565079465789,0.08296838830705089,0.08296838830705089,0.1,0.5070259413749834,0.7174887892376747,0.014512459121095098,-0.1,0.13793940287435802,0.0,0.1,0.9,1.0109828693990908,-0.04363661943011843,2019-04,0.3327484279444245,0.09302325581395099,2019-06,,0.1846722068328699,2019-09,,-0.5504587155963248,2020-03,,-0.08984725965857088,2019-02,0.08296838830705089,0.08672995937323183,0.08296838830705089,0.06462856272596214,0.0737984755165065,1.1158572617272267,0.014512459121095098,0.13793940287435802,0.1,0.5070259413749834,-0.04363661943011843,2019-02,2019-04-09T23:59:00,,
2019-04,0.09302325581395099,0.40248347750990143,0.4567354444054964,0.41292993247627574,0.40248347750990143,0.4567354444054964,0.40248347750990143,0.40248347750990143,0.40248347750990143,0.40248347750990143,0.0,4.160681186383641,0.45087439279285946,0.42667893515138045,0.08788517420211997,0.41801784445401535,0.41801784445401535,0.1,0.6547269024545554,-1.6028495102404228,0.41730438316789603,0.4,0.07334150892937163,-0.6505576208178376,0.1,0.1,3.626352756272766,-0.02112953465157505,2019-05,0.26496326113700125,0.6505576208178487,2019-07,,0.36866359447005337,2019-10,,0.46125461254613587,2020-04,,-0.17985611510791255,2019-03,0.41801784445401535,0.4722698113496103,0.41801784445401535,0.46640875973697327,0.44221330209549436,4.160681186383641,0.41730438316789603,0.07334150892937163,0.1,0.6547269024545554,-0.02112953465157505,2019-03,2019-05-12T23:59:00,,
2019-05,0.6505576208178487,0.229920323954004,0.2573030101663828,0.22883777121066146,0.229920323954004,0.2573030101663828,0.229920323954004,0.229920323954004,0.229920323954004,0.229920323954004,0.0,3.012393673909819,0.240507255091908,0.23521378952295602,0.019217428487051377,0.2348046582023983,0.2348046582023983,0.1,0.12036906490745514,1.538461538461533,0.11933138158888865,0.1,0.14373062808932474,1.9644527595883865,0.1,0.3,2.844389489351129,0.0298391502631064,2019-06,0.1608947107592966,0.1846722068328699,2019-08,-0.0017381381885210115,0.09182736455464191,2019-11,,0.2754820936639035,2020-05,,0.3603603603603567,2019-04,0.2348046582023983,0.2621873444147771,0.2348046582023983,0.2453915893403023,0.2400981237713503,3.012393673909819,0.11933138158888865,0.14373062808932474,0.1,0.12036906490745514,0.0298391502631064,2019-04,2019-06-10T23:59:00,,
2019-06,0.1846722068328699,0.12836361284667178,0.10643954727133766,0.14436763779982062,0.12836361284667178,0.10643954727133766,0.12836361284667178,0.12836361284667178,0.12836361284667178,0.12836361284667178,0.0,-0.08327053366679049,0.021264688269372084,0.07481415055802192,-0.19424774266933545,0.12503802156624538,0.12503802156624538,0.0,-0.0443104061040811,-0.6238859180035639,0.17466925068140837,0.3,0.185062561815512,0.3669724770642313,0.0,0.2,0.031118290445153463,0.002365372872739262,2019-07,0.2236662506465028,0.36866359447005337,2019-09,-0.0877665695483767,-0.5504587155963248,2019-12,,0.1831501831501825,2020-06,,0.6283662477558183,2019-05,0.12503802156624538,0.10311395599091129,0.12503802156624538,0.01793909698894571,0.07148855927759555,-0.08327053366679049,0.17466925068140837,0.185062561815512,0.0,-0.0443104061040811,0.002365372872739262,2019-05,2019-07-10T23:59:00,,
2019-07,0.36866359447005337,0.3907464992075639,0.39171815168483215,0.39832086781559634,0.3907464992075639,0.39171815168483215,0.3907464992075639,0.3907464992075639,0.3907464992075639,0.3907464992075639,0.0,-1.2957200417177739,0.40767914286585705,0.3992128210367104,0.030723129380522195,0.39045237187163523,0.39045237187163523,0.05,0.5006382609860527,-0.4484304932735439,0.5822327523442469,1.0,0.3102283615885567,-0.5484460694698434,0.05,0.0,-1.285603079872799,-0.0015045653950910703,2019-08,0.09670165643939446,0.09182736455464191,2019-10,0.3234795354693969,0.46125461254613587,2020-01,,1.4625228519195455,2020-07,,0.4460303300624524,2019-06,0.39045237187163523,0.3914240243489035,0.39045237187163523,0.4073850155299284,0.39891869370078176,-1.2957200417177739,0.5822327523442469,0.3102283615885567,0.05,0.5006382609860527,-0.0015045653950910703,2019-06,2019-08-11T23:59:00,,
2019-08,0.09182736455464191,-0.006857766600595977,0.03397462287303572,-0.049664317932866436,-0.006857766600595977,0.03397462287303572,-0.006857766600595977,-0.006857766600595977,-0.006857766600595977,-0.006857766600595977,0.0,-0.5171484108917768,0.03345914029109252,0.01330068684524828,0.07323753656999935,-0.006945762243797032,-0.006945762243797032,0.0,-0.3328819766809238,0.6306306306306242,0.11231945703088961,0.2,-0.3394064941699059,-0.27573529411764053,0.0,0.0,-0.514121665479017,0.03721909169910362,2019-09,-0.17124975597072295,-0.5504587155963248,2019-11,-0.01824611897818592,0.2754820936639035,2020-02,0.09889535822382023,0.2702702702702675,2020-08,,0.0,2019-07,-0.006945762243797032,0.03388662722983467,-0.006945762243797032,0.03337114464789147,0.013212691202047225,-0.5171484108917768,0.11231945703088961,-0.3394064941699059,0.0,-0.3328819766809238,0.03721909169910362,2019-07,2019-09-09T23:59:00,,
2019-09,-0.5504587155963248,-0.34811187234946867,-0.30533138624529527,-0.3618127065034841,-0.34811187234946867,-0.30533138624529527,-0.34811187234946867,-0.34811187234946867,-0.34811187234946867,-0.34811187234946867,0.0,-0.4662480182916262,-0.3122997360567695,-0.3302058042031191,0.06509285423178704,-0.34838756200358595,-0.34838756200358595,0.1,0.2824815536417502,0.44762757385854446,-0.5801347491155394,-0.9,-0.044413442855467306,-0.552995391705069,0.1,0.2,-0.4567652488545293,-0.0488983328127846,2019-10,0.19504675584668038,0.46125461254613587,2019-12,-0.08199439771483427,0.1831501831501825,2020-03,0.01798307408192587,-0.08984725965857088,2020-09,,-0.6216696269982114,2019-08,-0.34838756200358595,-0.30560707589941255,-0.34838756200358595,-0.3125754257108867,-0.33048149385723635,-0.4662480182916262,-0.5801347491155394,-0.044413442855467306,0.1,0.2824815536417502,-0.0488983328127846,2019-08,2019-10-09T23:59:00,,
2019-10,0.46125461254613587,0.28248415362016904,0.30565035800558515,0.2882481664744653,0.28248415362016904,0.30565035800558515,0.28248415362016904,0.28248415362016904,0.28248415362016904,0.28248415362016904,0.0,0.081345405284039,0.3870043318588342,0.33474424273950165,0.1893988080400193,0.2815613688180064,0.2815613688180064,0.0,0.11621002199403707,0.0,0.3043641898771228,0.6,0.6092833344375574,0.8341056533827551,0.0,0.0,0.11308600703778815,-0.007701368717259351,2019-11,0.09411089161551002,0.2754820936639035,2020-01,0.8385225284812553,1.4625228519195455,2020-04,0.19986711615333785,-0.17985611510791255,2020-10,,0.17873100983019086,2019-09,0.2815613688180064,0.30472757320342253,0.2815613688180064,0.38608154705667164,0.33382145793733903,0.081345405284039,0.3043641898771228,0.6092833344375574,0.0,0.11621002199403707,-0.007701368717259351,2019-09,2019-11-10T23:59:00,,
2019-11,0.2754820936639035,0.170061104943248,0.18225373075529996,0.1828401205552329,0.170061104943248,0.18225373075529996,0.170061104943248,0.170061104943248,0.170061104943248,0.170061104943248,0.0,-0.5887874409203464,0.2362877092750491,0.20317440710914855,0.12028377744475244,0.16937829587203512,0.16937829587203512,0.0,-0.0828143751614413,0.0,0.11565764843981874,0.0,0.6592902773726735,1.194852941176472,0.0,0.4,-0.5653011733177338,0.013339109185301892,2019-12,0.10218915989776006,0.1831501831501825,2020-02,0.3335322016419558,0.2702702702702675,2020-05,0.3716612896215036,0.3603603603603567,2020-11,,0.0,2019-10,0.16937829587203512,0.18157092168408712,0.16937829587203512,0.23560490020383623,0.2024915980379357,-0.5887874409203464,0.11565764843981874,0.6592902773726735,0.0,-0.0828143751614413,0.013339109185301892,2019-10,2019-12-09T23:59:00,,
2019-12,0.1831501831501825,-0.01685989837024902,0.041964814245613505,-0.027548301139143666,-0.01685989837024902,0.041964814245613505,-0.01685989837024902,-0.01685989837024902,-0.01685989837024902,-0.01685989837024902,0.0,-0.5108033980742221,-0.00025683543523052216,-0.008558366902739773,0.030198665752040048,-0.01685989837024902,-0.01685989837024902,0.0,-0.5158842570692518,-0.4456327985739805,0.03898251388750018,0.1,0.23923526979312384,0.7266121707538709,0.0,0.2,-0.5108033980742221,-0.018400690992369143,2020-01,0.7691390069698741,1.4625228519195455,2020-03,-0.05689197808067052,-0.08984725965857088,2020-06,0.10774083582122682,0.6283662477558183,2020-12,,-0.1784121320249632,2019-11,-0.01685989837024902,0.041964814245613505,-0.01685989837024902,-0.00025683543523052216,-0.008558366902739773,-0.5108033980742221,0.03898251388750018,0.23923526979312384,0.0,-0.5158842570692518,-0.018400690992369143,2019-11,2020-01-12T23:59:00,,
2020-01,1.4625228519195455,0.8796688903046072,0.9385568380404957,0.8827312090031554,0.8796688903046072,0.9385568380404957,0.8796688903046072,0.8796688903046072,0.8796688903046072,0.8796688903046072,0.0,0.6488741528948738,0.9354426978569732,0.9075557940807901,0.1014889509515526,0.8780719418354076,0.8780719418354076,1.5,2.3255735322844586,4.476275738585489,0.33115127117029675,0.8,1.2712559042691496,2.3444544634806164,1.5,1.5,0.7038036502850842,0.009722794778994303,2020-02,0.2805776219595698,0.2702702702702675,2020-04,0.23686335482741544,-0.17985611510791255,2020-07,0.17651657360935766,0.4460303300624524,2021-01,,1.3404825737265424,2019-12,0.8780719418354076,0.9369598895712964,0.8780719418354076,0.9338457493877738,0.9059588456115907,0.6488741528948738,0.33115127117029675,1.2712559042691496,1.5,2.3255735322844586,0.009722794778994303,2019-12,2020-02-13T23:59:00,,
2020-02,0.2702702702702675,0.2584760459542748,0.28112777907689884,0.2520911864930285,0.2584760459542748,0.28112777907689884,0.2584760459542748,0.2584760459542748,0.2584760459542748,0.2584760459542748,0.0,-1.390797996779547,0.3492168445480938,0.3038464452511843,0.1649829080450965,0.25677981575345094,0.25677981575345094,0.1,-0.15951669731706586,-1.4567266495287057,0.29755481478851253,0.7,0.6371664122871077,0.0,0.1,0.2,-1.3412756445060792,0.026585860239492776,2020-03,-0.1620068021997818,-0.08984725965857088,2020-05,0.38037871308348115,0.3603603603603567,2020-08,-0.09142953115100427,0.0,2021-02,0.13247444323556024,0.17636684303350414,2020-01,0.25677981575345094,0.27943154887607496,0.25677981575345094,0.34752061434726994,0.30215021505036044,-1.390797996779547,0.29755481478851253,0.6371664122871077,0.1,-0.15951669731706586,0.026585860239492776,2020-01,2020-03-09T23:59:00,,
