observation_date,PX_LAST
1998-03-31,5.726
1998-06-30,6.081
1998-09-30,6.723
1998-12-31,7.403
1999-03-31,8.156
1999-06-30,8.747
1999-09-30,9.033
1999-12-31,9.259
2000-03-31,9.319
2000-06-30,9.115
2000-09-29,8.626
2000-12-29,8.506
2001-03-30,8.366
2001-06-29,8.283
2001-09-28,8.205
2001-12-31,7.996
2002-03-29,7.47
2002-06-28,7.274
2002-09-30,7.284
2002-12-31,7.389
2003-03-31,7.369
2003-06-30,7.78
2003-09-30,8.069
2003-12-31,8.235
2004-03-31,8.474
2004-06-30,8.47
2004-09-30,8.3
2004-12-31,8.292
2005-03-31,8.131
2005-06-30,8.082
2005-09-30,7.896
2005-12-30,7.815
2006-03-31,7.829
2006-06-30,7.367
2006-09-29,7.058
2006-12-29,6.554
2007-03-30,5.907
2007-06-29,5.544
2007-09-28,5.133
2007-12-31,4.914
2008-03-31,4.516
2008-06-30,4.396
2008-09-30,4.322
2008-12-31,4.53
2009-03-31,5.569
2009-06-30,6.563
2009-09-30,7.371
2009-12-31,7.504
2010-03-31,7.78
2010-06-30,7.384
2010-09-30,7.183
2010-12-31,7.119
2011-03-31,6.931
2011-06-30,6.973
2011-09-30,6.643
2011-12-30,6.615
2012-03-30,6.849
2012-06-29,6.941
2012-09-28,7.054
2012-12-31,7.332
2013-03-29,7.229
2013-06-28,7.022
2013-09-30,7.064
2013-12-31,6.886
2014-03-31,6.596
2014-06-30,6.295
2014-09-30,5.971
2014-12-31,5.914
2015-03-31,5.824
2015-06-30,5.169
2015-09-30,4.906
2015-12-31,4.619
2016-03-31,4.283
2016-06-30,4.143
2016-09-30,4.0
2016-12-30,3.686
2017-03-31,3.401
2017-06-30,3.119
2017-09-29,2.747
2017-12-29,2.497
2018-03-30,2.374
2018-06-29,2.311
2018-09-28,2.322
2018-12-31,2.128
2019-03-29,2.008
2019-06-28,2.018
2019-09-30,2.099
2019-12-31,2.118
2020-03-31,1.956
2020-06-30,2.49
2020-09-30,2.865
2020-12-31,3.165
2021-03-31,3.313
2021-06-30,3.111
2021-09-30,2.727
2021-12-31,2.352
2022-03-31,2.408
2022-06-30,2.288
2022-09-30,2.218
2022-12-30,2.355
2023-03-31,2.554
2023-06-30,2.672
2023-09-29,2.638
2023-12-29,2.716
2024-03-29,2.729
2024-06-28,2.644
2024-09-30,2.635
