observation_date,PX_LAST
2000-01-31,79.4
2000-02-29,79.4
2000-03-31,78.52
2000-04-30,76.49
2000-05-31,75.61
2000-06-30,77.47
2000-07-31,78.91
2000-08-31,79.06
2000-09-30,78.17
2000-10-31,78.69
2000-11-30,80.02
2000-12-31,80.1
2001-01-31,82.01
2001-02-28,82.61
2001-03-31,82.08
2001-04-30,81.81
2001-05-31,81.7
2001-06-30,82.51
2001-07-31,84.59
2001-08-31,85.4
2001-09-30,84.8
2001-10-31,86.39
2001-11-30,86.3
2001-12-31,88.03
2002-01-31,90.09
2002-02-28,90.5
2002-03-31,90.86
2002-04-30,93.76
2002-05-31,93.7
2002-06-30,94.74
2002-07-31,98.57
2002-08-31,95.05
2002-09-30,96.54
2002-10-31,94.88
2002-11-30,94.42
2002-12-31,93.14
2003-01-31,93.44
2003-02-28,93.2
2003-03-31,92.29
2003-04-30,92.89
2003-05-31,94.93
2003-06-30,94.55
2003-07-31,93.33
2003-08-31,91.76
2003-09-30,91.1
2003-10-31,93.05
2003-11-30,93.27
2003-12-31,93.0
2004-01-31,93.7
2004-02-29,93.2
2004-03-31,91.4
2004-04-30,91.83
2004-05-31,93.83
2004-06-30,94.4
2004-07-31,95.69
2004-08-31,95.56
2004-09-30,95.11
2004-10-31,96.2
2004-11-30,96.98
2004-12-31,99.03
2005-01-31,100.39
2005-02-28,100.75
2005-03-31,100.83
2005-04-30,99.17
2005-05-31,98.39
2005-06-30,97.91
2005-07-31,98.26
2005-08-31,100.51
2005-09-30,100.77
2005-10-31,100.3
2005-11-30,101.17
2005-12-31,101.54
2006-01-31,104.0
2006-02-28,104.39
2006-03-31,103.12
2006-04-30,103.7
2006-05-31,105.25
2006-06-30,104.88
2006-07-31,105.82
2006-08-31,107.14
2006-09-30,105.86
2006-10-31,105.51
2006-11-30,106.28
2006-12-31,107.13
2007-01-31,107.8
2007-02-28,106.22
2007-03-31,106.58
2007-04-30,107.28
2007-05-31,106.35
2007-06-30,104.62
2007-07-31,106.56
2007-08-31,109.06
2007-09-30,110.14
2007-10-31,111.72
2007-11-30,115.17
2007-12-31,116.72
2008-01-31,121.52
2008-02-29,124.12
2008-03-31,124.73
2008-04-30,125.84
2008-05-31,125.01
2008-06-30,127.92
2008-07-31,133.58
2008-08-31,128.65
2008-09-30,126.94
2008-10-31,124.78
2008-11-30,122.12
2008-12-31,119.95
2009-01-31,117.63
2009-02-28,111.83
2009-03-31,117.42
2009-04-30,118.52
2009-05-31,118.59
2009-06-30,119.18
2009-07-31,123.0
2009-08-31,123.52
2009-09-30,125.44
2009-10-31,123.24
2009-11-30,123.19
2009-12-31,120.97
2010-01-31,121.29
2010-02-28,120.13
2010-03-31,120.86
2010-04-30,121.34
2010-05-31,118.12
2010-06-30,116.09
2010-07-31,120.42
2010-08-31,122.59
2010-09-30,123.27
