observation_date,PX_LAST
2012-12-31,102.58
2013-01-31,103.95
2013-02-28,104.47
2013-03-31,104.05
2013-04-30,103.84
2013-05-31,103.32
2013-06-30,103.32
2013-07-31,104.26
2013-08-31,104.58
2013-09-30,103.21
2013-10-31,103.21
2013-11-30,102.9
2013-12-31,103.0
2014-01-31,102.79
2014-02-28,103.32
2014-03-31,103.0
2014-04-30,103.21
2014-05-31,103.21
2014-06-30,103.53
2014-07-31,104.68
2014-08-31,105.2
2014-09-30,103.95
2014-10-31,103.84
2014-11-30,103.63
2014-12-31,103.74
2015-01-31,103.95
2015-02-28,104.47
2015-03-31,104.16
2015-04-30,104.16
2015-05-31,104.26
2015-06-30,104.79
2015-07-31,105.94
2015-08-31,106.25
2015-09-30,104.89
2015-10-31,104.89
2015-11-30,104.68
2015-12-31,104.89
2016-01-31,105.83
2016-02-29,106.36
2016-03-31,105.94
2016-04-30,105.83
2016-05-31,106.04
2016-06-30,106.15
2016-07-31,107.51
2016-08-31,107.72
2016-09-30,106.57
2016-10-31,106.67
2016-11-30,106.46
2016-12-31,106.99
2017-01-31,108.14
2017-02-28,109.08
2017-03-31,108.66
2017-04-30,108.66
2017-05-31,108.66
2017-06-30,109.08
2017-07-31,110.44
2017-08-31,110.55
2017-09-30,109.4
2017-10-31,109.4
2017-11-30,109.19
2017-12-31,109.29
2018-01-31,110.65
2018-02-28,111.28
2018-03-31,111.07
2018-04-30,111.18
2018-05-31,111.49
