observation_date,PX_LAST
1994-01-31,40.21
1994-02-28,40.34
1994-03-31,40.46
1994-04-30,40.59
1994-05-31,40.67
1994-06-30,40.96
1994-07-31,41.54
1994-08-31,41.7
1994-09-30,42.2
1994-10-31,42.28
1994-11-30,42.41
1994-12-31,42.57
1995-01-31,43.07
1995-02-28,43.28
1995-03-31,43.38
1995-04-30,44.22
1995-05-31,44.64
1995-06-30,45.16
1995-07-31,45.79
1995-08-31,45.9
1995-09-30,45.79
1995-10-31,45.69
1995-11-30,45.9
1995-12-31,46.0
1996-01-31,47.47
1996-02-29,47.78
1996-03-31,47.99
1996-04-30,48.31
1996-05-31,48.52
1996-06-30,48.93
1996-07-31,49.56
1996-08-31,49.77
1996-09-30,49.77
1996-10-31,49.67
1996-11-30,49.77
1996-12-31,50.09
1997-01-31,51.66
1997-02-28,52.08
1997-03-31,52.18
1997-04-30,52.71
1997-05-31,52.81
1997-06-30,53.44
1997-07-31,55.12
1997-08-31,55.33
1997-09-30,55.64
1997-10-31,55.43
1997-11-30,55.64
1997-12-31,55.75
1998-01-31,58.16
1998-02-28,58.89
1998-03-31,58.89
1998-04-30,59.2
1998-05-31,59.41
1998-06-30,59.94
1998-07-31,61.09
1998-08-31,61.19
1998-09-30,60.98
1998-10-31,60.67
1998-11-30,60.78
1998-12-31,60.98
1999-01-31,61.93
1999-02-28,62.14
1999-03-31,62.14
1999-04-30,62.03
1999-05-31,62.14
1999-06-30,62.66
1999-07-31,63.6
1999-08-31,63.71
1999-09-30,63.08
1999-10-31,62.66
1999-11-30,62.87
1999-12-31,63.19
2000-01-31,64.34
2000-02-29,64.76
2000-03-31,64.65
2000-04-30,64.55
2000-05-31,64.55
2000-06-30,64.97
2000-07-31,66.22
2000-08-31,66.54
2000-09-30,65.7
2000-10-31,65.49
2000-11-30,65.49
2000-12-31,65.7
2001-01-31,69.16
2001-02-28,69.79
2001-03-31,69.68
2001-04-30,69.79
2001-05-31,70.31
2001-06-30,71.57
2001-07-31,73.77
2001-08-31,74.29
2001-09-30,71.99
2001-10-31,71.88
2001-11-30,71.99
2001-12-31,72.09
2002-01-31,72.93
2002-02-28,73.98
2002-03-31,73.98
2002-04-30,74.08
2002-05-31,73.98
2002-06-30,74.5
2002-07-31,76.49
2002-08-31,77.02
2002-09-30,74.71
2002-10-31,74.4
2002-11-30,74.4
2002-12-31,74.29
2003-01-31,75.03
2003-02-28,75.65
2003-03-31,75.55
2003-04-30,75.55
2003-05-31,75.24
2003-06-30,75.34
2003-07-31,77.23
2003-08-31,77.86
2003-09-30,75.45
2003-10-31,75.45
2003-11-30,75.45
2003-12-31,75.45
2004-01-31,78.27
2004-02-29,78.8
2004-03-31,78.59
2004-04-30,78.59
2004-05-31,79.95
2004-06-30,80.58
2004-07-31,82.47
2004-08-31,83.09
2004-09-30,80.89
2004-10-31,81.0
2004-11-30,80.79
2004-12-31,80.79
2005-01-31,81.73
2005-02-28,82.36
2005-03-31,81.94
2005-04-30,81.94
2005-05-31,82.15
2005-06-30,84.25
2005-07-31,86.13
2005-08-31,86.97
2005-09-30,84.77
2005-10-31,85.09
2005-11-30,84.88
2005-12-31,84.88
2006-01-31,85.82
2006-02-28,86.24
2006-03-31,85.92
2006-04-30,85.61
2006-05-31,86.55
2006-06-30,86.66
2006-07-31,88.75
2006-08-31,89.8
2006-09-30,87.5
2006-10-31,87.18
2006-11-30,86.97
2006-12-31,87.08
2007-01-31,91.06
2007-02-28,91.69
2007-03-31,91.48
2007-04-30,91.58
2007-05-31,91.69
2007-06-30,92.0
2007-07-31,93.26
2007-08-31,93.57
2007-09-30,92.0
2007-10-31,92.0
2007-11-30,91.79
2007-12-31,92.0
2008-01-31,95.77
2008-02-29,96.4
2008-03-31,96.3
2008-04-30,96.51
2008-05-31,96.61
2008-06-30,97.03
2008-07-31,98.29
2008-08-31,98.71
2008-09-30,97.45
2008-10-31,97.24
2008-11-30,96.82
2008-12-31,96.93
2009-01-31,97.56
2009-02-28,97.97
2009-03-31,97.76
2009-04-30,97.76
2009-05-31,97.87
2009-06-30,97.97
2009-07-31,98.81
2009-08-31,99.13
2009-09-30,97.76
2009-10-31,97.56
2009-11-30,97.24
2009-12-31,97.24
2010-01-31,99.34
2010-02-28,99.65
2010-03-31,99.44
2010-04-30,99.55
2010-05-31,99.65
2010-06-30,100.07
2010-07-31,101.12
2010-08-31,101.43
2010-09-30,100.28
2010-10-31,100.07
2010-11-30,99.65
2010-12-31,99.76
2011-01-31,100.38
2011-02-28,100.7
2011-03-31,100.49
2011-04-30,100.49
2011-05-31,100.59
2011-06-30,100.91
2011-07-31,102.17
2011-08-31,102.38
2011-09-30,101.22
2011-10-31,101.22
2011-11-30,100.91
2011-12-31,101.54
2012-01-31,102.58
2012-02-29,103.11
2012-03-31,102.79
2012-04-30,103.11
2012-05-31,103.21
2012-06-30,103.53
2012-07-31,104.47
2012-08-31,104.58
2012-09-30,103.53
2012-10-31,103.32
2012-11-30,102.58
