origin,band,family,feature,log_core_pp
2025-03,0,wide,a6_62,0.0
2025-03,0,wide,a6_63,-0.0
2025-03,0,wide,a6_64,0.00028897240756510604
2025-03,0,wide,a6_65,-0.0
2025-03,0,wide,a6_66,-0.0
2025-03,0,wide,destination_season,0.0
2025-04,0,domestic,intercept,0.0
2025-04,0,domestic,core1,0.0
2025-04,0,domestic,core3,0.0
2025-04,0,domestic,core12,0.0
2025-04,0,domestic,core_acceleration,0.0
2025-04,0,domestic,midtrend,0.0
2025-04,0,domestic,midcycle,-0.0
2025-04,0,domestic,services_yoy,0.00875006412784241
2025-04,0,domestic,services_change3,-0.015706817543597037
2025-04,0,domestic,unemployment,0.0
2025-04,0,domestic,unemployment_change3,-0.0
2025-04,0,domestic,ip_growth3,-0.004890887135318702
2025-04,0,domestic,ulc_growth12,0.0
2025-04,0,domestic,destination_season,0.008686409104036487
2025-04,0,imported,intercept,0.0
2025-04,0,imported,core1,0.0
2025-04,0,imported,core3,0.0
2025-04,0,imported,core12,0.006035397800953175
2025-04,0,imported,core_acceleration,0.009264516220538923
2025-04,0,imported,midtrend,0.001194471428422519
2025-04,0,imported,midcycle,-0.0
2025-04,0,imported,goods_yoy,0.0023966424243603754
2025-04,0,imported,goods_change3,-0.0009190898382797014
2025-04,0,imported,fx1,-0.0
2025-04,0,imported,fx3,0.0
2025-04,0,imported,cost_23_now,0.0
2025-04,0,imported,cost_23_mean3,0.0
2025-04,0,imported,cost_26_now,-0.0
2025-04,0,imported,cost_26_mean3,-0.0
2025-04,0,imported,cost_45_now,-0.0
2025-04,0,imported,cost_45_mean3,-0.0011754147601655209
2025-04,0,imported,cost_47_now,-0.008567692599140184
2025-04,0,imported,cost_47_mean3,-0.0022622823678499376
2025-04,0,imported,cost_56_now,0.0
2025-04,0,imported,cost_56_mean3,-0.0
2025-04,0,imported,cost_62_now,-0.0
2025-04,0,imported,cost_62_mean3,-0.0
2025-04,0,imported,destination_season,0.0
2025-04,0,both,intercept,0.0
2025-04,0,both,core1,0.0
2025-04,0,both,core3,0.0
2025-04,0,both,core12,0.004135829969562722
2025-04,0,both,core_acceleration,0.005332097880722897
2025-04,0,both,midtrend,0.0006761986153339339
2025-04,0,both,midcycle,-0.0
2025-04,0,both,services_yoy,0.0017849370378304448
2025-04,0,both,services_change3,-0.003404948339513736
2025-04,0,both,unemployment,-0.0
2025-04,0,both,unemployment_change3,-0.0
2025-04,0,both,ip_growth3,-0.0
2025-04,0,both,ulc_growth12,0.0
2025-04,0,both,goods_yoy,0.0
2025-04,0,both,goods_change3,-0.0005105368633248445
2025-04,0,both,fx1,-0.0
2025-04,0,both,fx3,0.0
2025-04,0,both,cost_23_now,0.0
2025-04,0,both,cost_23_mean3,0.0
2025-04,0,both,cost_26_now,-0.0
2025-04,0,both,cost_26_mean3,-0.0
2025-04,0,both,cost_45_now,-0.0
2025-04,0,both,cost_45_mean3,-0.0005071079155153966
2025-04,0,both,cost_47_now,-0.007574926643266264
2025-04,0,both,cost_47_mean3,-0.0018715802902662972
2025-04,0,both,cost_56_now,0.0
2025-04,0,both,cost_56_mean3,-0.0
2025-04,0,both,cost_62_now,-0.0
2025-04,0,both,cost_62_mean3,-0.0
2025-04,0,both,destination_season,0.0
2025-04,0,wide,intercept,0.0
2025-04,0,wide,core1,0.0
2025-04,0,wide,core3,0.0
2025-04,0,wide,core12,0.0
2025-04,0,wide,core_acceleration,0.004566130891904064
2025-04,0,wide,midtrend,0.0
2025-04,0,wide,midcycle,-0.0
2025-04,0,wide,services_yoy,9.8328394439643e-05
2025-04,0,wide,services_change3,-0.0035953492480977726
2025-04,0,wide,goods_yoy,0.0
2025-04,0,wide,goods_change3,-0.00017947814244273735
2025-04,0,wide,fx1,-0.0
2025-04,0,wide,fx3,0.0
2025-04,0,wide,a6_11,-0.0
2025-04,0,wide,a6_12,-0.0
2025-04,0,wide,a6_13,-0.0
2025-04,0,wide,a6_17,-0.0
2025-04,0,wide,a6_23,0.0
2025-04,0,wide,a6_24,0.0
2025-04,0,wide,a6_25,-0.0
2025-04,0,wide,a6_26,-0.0002743552512390352
2025-04,0,wide,a6_43,-0.0
2025-04,0,wide,a6_44,0.0
2025-04,0,wide,a6_45,-0.0
2025-04,0,wide,a6_46,0.0
2025-04,0,wide,a6_47,-0.011414641526377814
2025-04,0,wide,a6_48,-0.0
2025-04,0,wide,a6_49,0.0
2025-04,0,wide,a6_50,0.0
2025-04,0,wide,a6_51,0.0
2025-04,0,wide,a6_52,0.0
2025-04,0,wide,a6_53,-0.0
2025-04,0,wide,a6_54,-0.007551819270320543
2025-04,0,wide,a6_55,-0.010405812225711032
2025-04,0,wide,a6_56,0.0
2025-04,0,wide,a6_57,-0.0
2025-04,0,wide,a6_58,0.0
2025-04,0,wide,a6_59,0.0017894215189179126
2025-04,0,wide,a6_60,-0.0
2025-04,0,wide,a6_61,-0.0
2025-04,0,wide,a6_62,-0.0
2025-04,0,wide,a6_63,0.0
2025-04,0,wide,a6_64,-0.0009315622150121544
2025-04,0,wide,a6_65,0.0
2025-04,0,wide,a6_66,0.0
2025-04,0,wide,destination_season,0.0
2025-05,0,domestic,intercept,0.0
2025-05,0,domestic,core1,0.0
2025-05,0,domestic,core3,0.0
2025-05,0,domestic,core12,0.0
2025-05,0,domestic,core_acceleration,0.0
2025-05,0,domestic,midtrend,0.0
2025-05,0,domestic,midcycle,-0.0
2025-05,0,domestic,services_yoy,0.0032465076316461543
2025-05,0,domestic,services_change3,0.020244319270438803
2025-05,0,domestic,unemployment,0.0
2025-05,0,domestic,unemployment_change3,-0.0
2025-05,0,domestic,ip_growth3,-0.0024915435176924836
2025-05,0,domestic,ulc_growth12,0.0
2025-05,0,domestic,destination_season,0.01058591283903157
2025-05,0,imported,intercept,0.0
2025-05,0,imported,core1,0.0
2025-05,0,imported,core3,0.0
2025-05,0,imported,core12,0.00581086610819489
2025-05,0,imported,core_acceleration,0.005731999811682008
2025-05,0,imported,midtrend,0.002226781429095883
2025-05,0,imported,midcycle,-0.0
2025-05,0,imported,goods_yoy,0.0024621781539974834
2025-05,0,imported,goods_change3,-0.0017950745111418077
2025-05,0,imported,fx1,0.0
2025-05,0,imported,fx3,0.0
2025-05,0,imported,cost_23_now,0.0
2025-05,0,imported,cost_23_mean3,0.0
2025-05,0,imported,cost_26_now,-0.0
2025-05,0,imported,cost_26_mean3,-0.0
2025-05,0,imported,cost_45_now,-0.0
2025-05,0,imported,cost_45_mean3,-0.0021948870302713115
2025-05,0,imported,cost_47_now,-0.004175865559229138
2025-05,0,imported,cost_47_mean3,-0.00981060662079325
2025-05,0,imported,cost_56_now,-0.0
2025-05,0,imported,cost_56_mean3,-0.0
2025-05,0,imported,cost_62_now,0.0
2025-05,0,imported,cost_62_mean3,-0.0
2025-05,0,imported,destination_season,0.0
2025-05,0,both,intercept,0.0
2025-05,0,both,core1,0.0
2025-05,0,both,core3,0.0
2025-05,0,both,core12,0.00398099462696663
2025-05,0,both,core_acceleration,0.0033060105706153925
2025-05,0,both,midtrend,0.0012816470357211005
2025-05,0,both,midcycle,-0.0
2025-05,0,both,services_yoy,0.000660192762652364
2025-05,0,both,services_change3,0.004380249791610009
2025-05,0,both,unemployment,-0.0
2025-05,0,both,unemployment_change3,-0.0
2025-05,0,both,ip_growth3,-0.0
2025-05,0,both,ulc_growth12,0.0
2025-05,0,both,goods_yoy,0.0
2025-05,0,both,goods_change3,-0.0010034562088244577
2025-05,0,both,fx1,0.0
2025-05,0,both,fx3,0.0
2025-05,0,both,cost_23_now,0.0
2025-05,0,both,cost_23_mean3,0.0
2025-05,0,both,cost_26_now,-0.0
2025-05,0,both,cost_26_mean3,-0.0
2025-05,0,both,cost_45_now,-0.0
2025-05,0,both,cost_45_mean3,-0.000948841336968955
2025-05,0,both,cost_47_now,-0.0036594470867512287
2025-05,0,both,cost_47_mean3,-0.008093074633841216
2025-05,0,both,cost_56_now,-0.0
2025-05,0,both,cost_56_mean3,-0.0
2025-05,0,both,cost_62_now,0.0
2025-05,0,both,cost_62_mean3,-0.0
2025-05,0,both,destination_season,0.0
2025-05,0,wide,intercept,0.0
2025-05,0,wide,core1,0.0
2025-05,0,wide,core3,0.0
2025-05,0,wide,core12,0.0
2025-05,0,wide,core_acceleration,0.0028428541456215852
2025-05,0,wide,midtrend,0.0
2025-05,0,wide,midcycle,-0.0
2025-05,0,wide,services_yoy,6.0481393348270635e-05
2025-05,0,wide,services_change3,0.004632311050769685
2025-05,0,wide,goods_yoy,0.0
2025-05,0,wide,goods_change3,-0.00035787314205852237
2025-05,0,wide,fx1,0.0
2025-05,0,wide,fx3,0.0
2025-05,0,wide,a6_11,-0.0
2025-05,0,wide,a6_12,-0.0
2025-05,0,wide,a6_13,-0.0
2025-05,0,wide,a6_17,-0.0
2025-05,0,wide,a6_23,0.0
2025-05,0,wide,a6_24,0.0
2025-05,0,wide,a6_25,-0.0
2025-05,0,wide,a6_26,-0.0009939301397507451
2025-05,0,wide,a6_43,-0.0
2025-05,0,wide,a6_44,0.0
2025-05,0,wide,a6_45,-0.0
2025-05,0,wide,a6_46,0.0
2025-05,0,wide,a6_47,-0.0054804769096788225
2025-05,0,wide,a6_48,-0.0
2025-05,0,wide,a6_49,0.0
2025-05,0,wide,a6_50,0.0
2025-05,0,wide,a6_51,0.0
2025-05,0,wide,a6_52,0.0
2025-05,0,wide,a6_53,-0.0
2025-05,0,wide,a6_54,-0.006456082677812338
2025-05,0,wide,a6_55,-0.008344342978886933
2025-05,0,wide,a6_56,-0.0
2025-05,0,wide,a6_57,-0.0
2025-05,0,wide,a6_58,0.0
2025-05,0,wide,a6_59,0.0011006287747100797
2025-05,0,wide,a6_60,-0.0
2025-05,0,wide,a6_61,-0.0
2025-05,0,wide,a6_62,0.0
2025-05,0,wide,a6_63,-0.0
2025-05,0,wide,a6_64,-0.0006230940293834878
2025-05,0,wide,a6_65,0.0
2025-05,0,wide,a6_66,0.0
2025-05,0,wide,destination_season,0.0
2025-06,0,domestic,intercept,0.0
2025-06,0,domestic,core1,0.0
2025-06,0,domestic,core3,0.0
2025-06,0,domestic,core12,0.0
2025-06,0,domestic,core_acceleration,0.0
2025-06,0,domestic,midtrend,0.0
2025-06,0,domestic,midcycle,-0.0
2025-06,0,domestic,services_yoy,0.0016665494085127738
2025-06,0,domestic,services_change3,0.029693093968142827
2025-06,0,domestic,unemployment,0.0
2025-06,0,domestic,unemployment_change3,-0.0
2025-06,0,domestic,ip_growth3,-0.0034354019726661107
2025-06,0,domestic,ulc_growth12,0.0
2025-06,0,domestic,destination_season,-0.003569373683726821
2025-06,0,imported,intercept,0.0
2025-06,0,imported,core1,0.0
2025-06,0,imported,core3,0.0
2025-06,0,imported,core12,0.005523341864830337
2025-06,0,imported,core_acceleration,0.000630911426043775
2025-06,0,imported,midtrend,0.002581591488961267
2025-06,0,imported,midcycle,-0.0
2025-06,0,imported,goods_yoy,0.002091380303842485
2025-06,0,imported,goods_change3,0.0009545386981928824
2025-06,0,imported,fx1,-0.0
2025-06,0,imported,fx3,0.0
2025-06,0,imported,cost_23_now,-0.0
2025-06,0,imported,cost_23_mean3,0.0
2025-06,0,imported,cost_26_now,-0.0
2025-06,0,imported,cost_26_mean3,-0.0
2025-06,0,imported,cost_45_now,-0.0
2025-06,0,imported,cost_45_mean3,-0.002721255172693721
2025-06,0,imported,cost_47_now,-0.00441685037915648
2025-06,0,imported,cost_47_mean3,-0.011223800708950191
2025-06,0,imported,cost_56_now,-0.0
2025-06,0,imported,cost_56_mean3,0.0
2025-06,0,imported,cost_62_now,0.0
2025-06,0,imported,cost_62_mean3,-0.0
2025-06,0,imported,destination_season,-0.0
2025-06,0,both,intercept,0.0
2025-06,0,both,core1,0.0
2025-06,0,both,core3,0.0
2025-06,0,both,core12,0.003734672277504407
2025-06,0,both,core_acceleration,0.0003645960523270402
2025-06,0,both,midtrend,0.0014852864373959577
2025-06,0,both,midcycle,-0.0
2025-06,0,both,services_yoy,0.0003401291803336292
2025-06,0,both,services_change3,0.006389408139941678
2025-06,0,both,unemployment,-0.0
2025-06,0,both,unemployment_change3,-0.0
2025-06,0,both,ip_growth3,-0.0
2025-06,0,both,ulc_growth12,0.0
2025-06,0,both,goods_yoy,0.0
2025-06,0,both,goods_change3,0.0005387858805743156
2025-06,0,both,fx1,-0.0
2025-06,0,both,fx3,0.0
2025-06,0,both,cost_23_now,-0.0
2025-06,0,both,cost_23_mean3,0.0
2025-06,0,both,cost_26_now,-0.0
2025-06,0,both,cost_26_mean3,-0.0
2025-06,0,both,cost_45_now,-0.0
2025-06,0,both,cost_45_mean3,-0.0011357537689975676
2025-06,0,both,cost_47_now,-0.003854192674238653
2025-06,0,both,cost_47_mean3,-0.009243714260488742
2025-06,0,both,cost_56_now,-0.0
2025-06,0,both,cost_56_mean3,0.0
2025-06,0,both,cost_62_now,0.0
2025-06,0,both,cost_62_mean3,-0.0
2025-06,0,both,destination_season,-0.0
2025-06,0,wide,intercept,0.0
2025-06,0,wide,core1,0.0
2025-06,0,wide,core3,0.0
2025-06,0,wide,core12,0.0
2025-06,0,wide,core_acceleration,0.0003166129476295974
2025-06,0,wide,midtrend,0.0
2025-06,0,wide,midcycle,-0.0
2025-06,0,wide,services_yoy,3.559569194331178e-05
2025-06,0,wide,services_change3,0.006779567278468843
2025-06,0,wide,goods_yoy,0.0
2025-06,0,wide,goods_change3,0.00019546730362438223
2025-06,0,wide,fx1,-0.0
2025-06,0,wide,fx3,0.0
2025-06,0,wide,a6_11,-0.0
2025-06,0,wide,a6_12,-0.0
2025-06,0,wide,a6_13,-0.0
2025-06,0,wide,a6_17,-0.0
2025-06,0,wide,a6_23,-0.0
2025-06,0,wide,a6_24,0.0
2025-06,0,wide,a6_25,0.0
2025-06,0,wide,a6_26,-0.0008389774444906947
2025-06,0,wide,a6_43,-0.0
2025-06,0,wide,a6_44,0.0
2025-06,0,wide,a6_45,-0.0
2025-06,0,wide,a6_46,0.0
2025-06,0,wide,a6_47,-0.005845922876587964
2025-06,0,wide,a6_48,-0.0
2025-06,0,wide,a6_49,0.0
2025-06,0,wide,a6_50,0.0
2025-06,0,wide,a6_51,-0.0
2025-06,0,wide,a6_52,-0.0
2025-06,0,wide,a6_53,-0.0
2025-06,0,wide,a6_54,-0.006268966109283478
2025-06,0,wide,a6_55,-0.008212941080731817
2025-06,0,wide,a6_56,-0.0
2025-06,0,wide,a6_57,-0.0
2025-06,0,wide,a6_58,-0.0
2025-06,0,wide,a6_59,0.0017258041938908188
2025-06,0,wide,a6_60,0.0
2025-06,0,wide,a6_61,0.0
2025-06,0,wide,a6_62,0.0
2025-06,0,wide,a6_63,-0.0
2025-06,0,wide,a6_64,-0.00044183499452574317
2025-06,0,wide,a6_65,-0.0
2025-06,0,wide,a6_66,-0.0
2025-06,0,wide,destination_season,-0.0
2025-07,0,domestic,intercept,0.0
2025-07,0,domestic,core1,0.0
2025-07,0,domestic,core3,0.0
2025-07,0,domestic,core12,0.0
2025-07,0,domestic,core_acceleration,-0.0
2025-07,0,domestic,midtrend,0.0
2025-07,0,domestic,midcycle,-0.0
2025-07,0,domestic,services_yoy,0.0021383617530026104
2025-07,0,domestic,services_change3,0.030056253044126135
2025-07,0,domestic,unemployment,-0.0
2025-07,0,domestic,unemployment_change3,-0.0
2025-07,0,domestic,ip_growth3,0.0006317698837775519
2025-07,0,domestic,ulc_growth12,0.0
2025-07,0,domestic,destination_season,-0.009153561946154113
2025-07,0,imported,intercept,0.0
2025-07,0,imported,core1,-0.0
2025-07,0,imported,core3,-0.0
2025-07,0,imported,core12,-0.0
2025-07,0,imported,core_acceleration,-0.0
2025-07,0,imported,midtrend,-0.0
2025-07,0,imported,midcycle,-0.0
2025-07,0,imported,goods_yoy,-0.0
2025-07,0,imported,goods_change3,0.0
2025-07,0,imported,fx1,-0.0
2025-07,0,imported,fx3,-0.0
2025-07,0,imported,cost_23_now,-0.0
2025-07,0,imported,cost_23_mean3,-0.0
2025-07,0,imported,cost_26_now,-0.0
2025-07,0,imported,cost_26_mean3,-0.0
2025-07,0,imported,cost_45_now,-0.0
2025-07,0,imported,cost_45_mean3,-0.0
2025-07,0,imported,cost_47_now,-0.0
2025-07,0,imported,cost_47_mean3,-0.0
2025-07,0,imported,cost_56_now,0.0
2025-07,0,imported,cost_56_mean3,0.0
2025-07,0,imported,cost_62_now,0.0
2025-07,0,imported,cost_62_mean3,0.0
2025-07,0,imported,destination_season,-0.0
2025-07,0,both,intercept,0.0
2025-07,0,both,core1,0.0
2025-07,0,both,core3,0.0
2025-07,0,both,core12,0.0031693005577642266
2025-07,0,both,core_acceleration,-0.002111449657833124
2025-07,0,both,midtrend,0.0016489731519193774
2025-07,0,both,midcycle,-0.0
2025-07,0,both,services_yoy,0.0004419071385230159
2025-07,0,both,services_change3,0.006433612131990841
2025-07,0,both,unemployment,0.0
2025-07,0,both,unemployment_change3,-0.0
2025-07,0,both,ip_growth3,0.0
2025-07,0,both,ulc_growth12,0.0
2025-07,0,both,goods_yoy,0.0
2025-07,0,both,goods_change3,0.0029546353612147163
2025-07,0,both,fx1,-0.0
2025-07,0,both,fx3,0.0
2025-07,0,both,cost_23_now,-0.0
2025-07,0,both,cost_23_mean3,-0.0
2025-07,0,both,cost_26_now,-0.0
2025-07,0,both,cost_26_mean3,-0.0
2025-07,0,both,cost_45_now,-0.0
2025-07,0,both,cost_45_mean3,-0.001636631602334786
2025-07,0,both,cost_47_now,-0.0027572810832989267
2025-07,0,both,cost_47_mean3,-0.0067959655059833335
2025-07,0,both,cost_56_now,-0.0
2025-07,0,both,cost_56_mean3,0.0
2025-07,0,both,cost_62_now,0.0
2025-07,0,both,cost_62_mean3,0.0
2025-07,0,both,destination_season,-0.0
2025-07,0,wide,intercept,0.0
2025-07,0,wide,core1,-0.0
2025-07,0,wide,core3,-0.0
2025-07,0,wide,core12,-0.0
2025-07,0,wide,core_acceleration,-0.0
2025-07,0,wide,midtrend,-0.0
2025-07,0,wide,midcycle,-0.0
2025-07,0,wide,services_yoy,-0.0
2025-07,0,wide,services_change3,0.0
2025-07,0,wide,goods_yoy,-0.0
2025-07,0,wide,goods_change3,0.0
2025-07,0,wide,fx1,-0.0
2025-07,0,wide,fx3,-0.0
2025-07,0,wide,a6_11,0.0
2025-07,0,wide,a6_12,0.0
2025-07,0,wide,a6_13,-0.0
2025-07,0,wide,a6_17,0.0
2025-07,0,wide,a6_23,-0.0
2025-07,0,wide,a6_24,0.0
2025-07,0,wide,a6_25,-0.0
2025-07,0,wide,a6_26,-0.0
2025-07,0,wide,a6_43,0.0
2025-07,0,wide,a6_44,-0.0
2025-07,0,wide,a6_45,-0.0
2025-07,0,wide,a6_46,-0.0
2025-07,0,wide,a6_47,-0.0
2025-07,0,wide,a6_48,-0.0
2025-07,0,wide,a6_49,-0.0
2025-07,0,wide,a6_50,0.0
2025-07,0,wide,a6_51,-0.0
2025-07,0,wide,a6_52,-0.0
2025-07,0,wide,a6_53,0.0
2025-07,0,wide,a6_54,0.0
2025-07,0,wide,a6_55,0.0
2025-07,0,wide,a6_56,0.0
2025-07,0,wide,a6_57,0.0
2025-07,0,wide,a6_58,0.0
2025-07,0,wide,a6_59,0.0
2025-07,0,wide,a6_60,0.0
2025-07,0,wide,a6_61,-0.0
2025-07,0,wide,a6_62,0.0
2025-07,0,wide,a6_63,-0.0
2025-07,0,wide,a6_64,0.0
2025-07,0,wide,a6_65,-0.0
2025-07,0,wide,a6_66,0.0
2025-07,0,wide,destination_season,-0.0
2025-08,0,domestic,intercept,0.0
2025-08,0,domestic,core1,0.0
2025-08,0,domestic,core3,0.0
2025-08,0,domestic,core12,0.0022009568125305246
2025-08,0,domestic,core_acceleration,0.0004460728484180387
2025-08,0,domestic,midtrend,0.0006174279462601133
2025-08,0,domestic,midcycle,-0.0
2025-08,0,domestic,services_yoy,0.0011827859325635364
2025-08,0,domestic,services_change3,-0.0047471468457079245
2025-08,0,domestic,unemployment,-0.0
2025-08,0,domestic,unemployment_change3,-0.0
2025-08,0,domestic,ip_growth3,0.0
2025-08,0,domestic,ulc_growth12,0.0
2025-08,0,domestic,destination_season,-0.0
2025-08,0,imported,intercept,0.0
2025-08,0,imported,core1,-0.0
2025-08,0,imported,core3,-0.0
2025-08,0,imported,core12,-0.0
2025-08,0,imported,core_acceleration,0.0
2025-08,0,imported,midtrend,-0.0
2025-08,0,imported,midcycle,-0.0
2025-08,0,imported,goods_yoy,-0.0
2025-08,0,imported,goods_change3,0.0
2025-08,0,imported,fx1,-0.0
2025-08,0,imported,fx3,-0.0
2025-08,0,imported,cost_23_now,0.0
2025-08,0,imported,cost_23_mean3,-0.0
2025-08,0,imported,cost_26_now,-0.0
2025-08,0,imported,cost_26_mean3,-0.0
2025-08,0,imported,cost_45_now,-0.0
2025-08,0,imported,cost_45_mean3,-0.0
2025-08,0,imported,cost_47_now,-0.0
2025-08,0,imported,cost_47_mean3,-0.0
2025-08,0,imported,cost_56_now,0.0
2025-08,0,imported,cost_56_mean3,0.0
2025-08,0,imported,cost_62_now,-0.0
2025-08,0,imported,cost_62_mean3,-0.0
2025-08,0,imported,destination_season,-0.0
2025-08,0,both,intercept,0.0
2025-08,0,both,core1,-0.0
2025-08,0,both,core3,-0.0
2025-08,0,both,core12,-0.0
2025-08,0,both,core_acceleration,0.0
2025-08,0,both,midtrend,-0.0
2025-08,0,both,midcycle,-0.0
2025-08,0,both,services_yoy,-0.0
2025-08,0,both,services_change3,-0.0
2025-08,0,both,unemployment,-0.0
2025-08,0,both,unemployment_change3,0.0
2025-08,0,both,ip_growth3,-0.0
2025-08,0,both,ulc_growth12,-0.0
2025-08,0,both,goods_yoy,-0.0
2025-08,0,both,goods_change3,0.0
2025-08,0,both,fx1,-0.0
2025-08,0,both,fx3,-0.0
2025-08,0,both,cost_23_now,0.0
2025-08,0,both,cost_23_mean3,-0.0
2025-08,0,both,cost_26_now,-0.0
2025-08,0,both,cost_26_mean3,-0.0
2025-08,0,both,cost_45_now,-0.0
2025-08,0,both,cost_45_mean3,-0.0
2025-08,0,both,cost_47_now,-0.0
2025-08,0,both,cost_47_mean3,-0.0
2025-08,0,both,cost_56_now,0.0
2025-08,0,both,cost_56_mean3,0.0
2025-08,0,both,cost_62_now,-0.0
2025-08,0,both,cost_62_mean3,-0.0
2025-08,0,both,destination_season,-0.0
2025-08,0,wide,intercept,0.0
2025-08,0,wide,core1,-0.0
2025-08,0,wide,core3,-0.0
2025-08,0,wide,core12,-0.0
2025-08,0,wide,core_acceleration,0.0
2025-08,0,wide,midtrend,-0.0
2025-08,0,wide,midcycle,-0.0
2025-08,0,wide,services_yoy,-0.0
2025-08,0,wide,services_change3,-0.0
2025-08,0,wide,goods_yoy,-0.0
2025-08,0,wide,goods_change3,0.0
2025-08,0,wide,fx1,-0.0
2025-08,0,wide,fx3,-0.0
2025-08,0,wide,a6_11,-0.0
2025-08,0,wide,a6_12,0.0
2025-08,0,wide,a6_13,-0.0
2025-08,0,wide,a6_17,0.0
2025-08,0,wide,a6_23,0.0
2025-08,0,wide,a6_24,0.0
2025-08,0,wide,a6_25,0.0
2025-08,0,wide,a6_26,-0.0
2025-08,0,wide,a6_43,0.0
2025-08,0,wide,a6_44,-0.0
2025-08,0,wide,a6_45,-0.0
2025-08,0,wide,a6_46,-0.0
2025-08,0,wide,a6_47,-0.0
2025-08,0,wide,a6_48,-0.0
2025-08,0,wide,a6_49,-0.0
2025-08,0,wide,a6_50,0.0
2025-08,0,wide,a6_51,-0.0
2025-08,0,wide,a6_52,-0.0
2025-08,0,wide,a6_53,0.0
2025-08,0,wide,a6_54,0.0
2025-08,0,wide,a6_55,0.0
2025-08,0,wide,a6_56,0.0
2025-08,0,wide,a6_57,0.0
2025-08,0,wide,a6_58,-0.0
2025-08,0,wide,a6_59,0.0
2025-08,0,wide,a6_60,0.0
2025-08,0,wide,a6_61,-0.0
2025-08,0,wide,a6_62,-0.0
2025-08,0,wide,a6_63,0.0
2025-08,0,wide,a6_64,0.0
2025-08,0,wide,a6_65,-0.0
2025-08,0,wide,a6_66,0.0
2025-08,0,wide,destination_season,-0.0
2025-09,0,domestic,intercept,0.0
2025-09,0,domestic,core1,0.0
2025-09,0,domestic,core3,-0.0
2025-09,0,domestic,core12,-0.0
2025-09,0,domestic,core_acceleration,0.0
2025-09,0,domestic,midtrend,-0.0
2025-09,0,domestic,midcycle,-0.0
2025-09,0,domestic,services_yoy,-0.0
2025-09,0,domestic,services_change3,-0.0
2025-09,0,domestic,unemployment,0.0
2025-09,0,domestic,unemployment_change3,0.0
2025-09,0,domestic,ip_growth3,-0.0
2025-09,0,domestic,ulc_growth12,0.0
2025-09,0,domestic,destination_season,-0.0
2025-09,0,imported,intercept,0.0
2025-09,0,imported,core1,0.0
2025-09,0,imported,core3,-0.0
2025-09,0,imported,core12,-0.0
2025-09,0,imported,core_acceleration,0.0
2025-09,0,imported,midtrend,-0.0
2025-09,0,imported,midcycle,-0.0
2025-09,0,imported,goods_yoy,-0.0
2025-09,0,imported,goods_change3,0.0
2025-09,0,imported,fx1,-0.0
2025-09,0,imported,fx3,-0.0
2025-09,0,imported,cost_23_now,-0.0
2025-09,0,imported,cost_23_mean3,-0.0
2025-09,0,imported,cost_26_now,-0.0
2025-09,0,imported,cost_26_mean3,-0.0
2025-09,0,imported,cost_45_now,-0.0
2025-09,0,imported,cost_45_mean3,-0.0
2025-09,0,imported,cost_47_now,-0.0
2025-09,0,imported,cost_47_mean3,-0.0
2025-09,0,imported,cost_56_now,-0.0
2025-09,0,imported,cost_56_mean3,0.0
2025-09,0,imported,cost_62_now,0.0
2025-09,0,imported,cost_62_mean3,-0.0
2025-09,0,imported,destination_season,-0.0
2025-09,0,both,intercept,0.0
2025-09,0,both,core1,0.0
2025-09,0,both,core3,-0.0
2025-09,0,both,core12,-0.0
2025-09,0,both,core_acceleration,0.0
2025-09,0,both,midtrend,-0.0
2025-09,0,both,midcycle,-0.0
2025-09,0,both,services_yoy,-0.0
2025-09,0,both,services_change3,-0.0
2025-09,0,both,unemployment,0.0
2025-09,0,both,unemployment_change3,0.0
2025-09,0,both,ip_growth3,-0.0
2025-09,0,both,ulc_growth12,0.0
2025-09,0,both,goods_yoy,-0.0
2025-09,0,both,goods_change3,0.0
2025-09,0,both,fx1,-0.0
2025-09,0,both,fx3,-0.0
2025-09,0,both,cost_23_now,-0.0
2025-09,0,both,cost_23_mean3,-0.0
2025-09,0,both,cost_26_now,-0.0
2025-09,0,both,cost_26_mean3,-0.0
2025-09,0,both,cost_45_now,-0.0
2025-09,0,both,cost_45_mean3,-0.0
2025-09,0,both,cost_47_now,-0.0
2025-09,0,both,cost_47_mean3,-0.0
2025-09,0,both,cost_56_now,-0.0
2025-09,0,both,cost_56_mean3,0.0
2025-09,0,both,cost_62_now,0.0
2025-09,0,both,cost_62_mean3,-0.0
2025-09,0,both,destination_season,-0.0
2025-09,0,wide,intercept,0.0
2025-09,0,wide,core1,0.0
2025-09,0,wide,core3,-0.0
2025-09,0,wide,core12,-0.0
2025-09,0,wide,core_acceleration,0.0
2025-09,0,wide,midtrend,-0.0
2025-09,0,wide,midcycle,-0.0
2025-09,0,wide,services_yoy,-0.0
2025-09,0,wide,services_change3,-0.0
2025-09,0,wide,goods_yoy,-0.0
2025-09,0,wide,goods_change3,0.0
2025-09,0,wide,fx1,-0.0
2025-09,0,wide,fx3,-0.0
2025-09,0,wide,a6_11,0.0
2025-09,0,wide,a6_12,0.0
2025-09,0,wide,a6_13,-0.0
2025-09,0,wide,a6_17,0.0
2025-09,0,wide,a6_23,-0.0
2025-09,0,wide,a6_24,0.0
2025-09,0,wide,a6_25,-0.0
2025-09,0,wide,a6_26,-0.0
2025-09,0,wide,a6_43,0.0
