entry_id,model,quarter,next_report_date,cnb_next,target_still_future,revision,revision_direction_agrees,revision_confirmed,realised,abs_error_gain,material_gain,material_loss
1ffcb1fd3ce4000e_2026-05-14,STATE_FAST_R15,2026Q2,2026-08-13,,False,,False,False,2.045921946260844,0.13315571626559608,False,False
1ffcb1fd3ce4000e_2026-05-14,STATE_FAST_R15,2026Q3,2026-08-13,1.90445429798665,False,,False,False,,,False,False
1ffcb1fd3ce4000e_2026-05-14,STATE_FAST_R15,2026Q4,2026-08-13,2.3887179,True,-0.21532289999999987,True,True,,,False,False
1ffcb1fd3ce4000e_2026-05-14,STATE_FAST_R15,2027Q1,2026-08-13,2.8254517,True,-0.2536801099999999,True,True,,,False,False
1ffcb1fd3ce4000e_2026-05-14,STATE_FAST_R15,2027Q2,2026-08-13,2.42139857,True,0.0008923499999999862,False,False,,,False,False
1ffcb1fd3ce4000e_2026-05-14,STATE_FAST_R15+FOOD_NORM_SHIFT_R24,2026Q2,2026-08-13,,False,,False,False,2.045921946260844,0.13315571626559608,False,False
1ffcb1fd3ce4000e_2026-05-14,STATE_FAST_R15+FOOD_NORM_SHIFT_R24,2026Q3,2026-08-13,1.90445429798665,False,,False,False,,,False,False
1ffcb1fd3ce4000e_2026-05-14,STATE_FAST_R15+FOOD_NORM_SHIFT_R24,2026Q4,2026-08-13,2.3887179,True,-0.21532289999999987,True,True,,,False,False
1ffcb1fd3ce4000e_2026-05-14,STATE_FAST_R15+FOOD_NORM_SHIFT_R24,2027Q1,2026-08-13,2.8254517,True,-0.2536801099999999,True,True,,,False,False
1ffcb1fd3ce4000e_2026-05-14,STATE_FAST_R15+FOOD_NORM_SHIFT_R24,2027Q2,2026-08-13,2.42139857,True,0.0008923499999999862,False,False,,,False,False
1ffcb1fd3ce4000e_2026-05-14,STABLE_LOCAL_CORE_R14B,2026Q2,2026-08-13,,False,,False,False,2.045921946260844,0.13315571626559608,False,False
1ffcb1fd3ce4000e_2026-05-14,STABLE_LOCAL_CORE_R14B,2026Q3,2026-08-13,1.90445429798665,False,,False,False,,,False,False
1ffcb1fd3ce4000e_2026-05-14,STABLE_LOCAL_CORE_R14B,2026Q4,2026-08-13,2.3887179,True,-0.21532289999999987,True,True,,,False,False
1ffcb1fd3ce4000e_2026-05-14,STABLE_LOCAL_CORE_R14B,2027Q1,2026-08-13,2.8254517,True,-0.2536801099999999,True,True,,,False,False
1ffcb1fd3ce4000e_2026-05-14,STABLE_LOCAL_CORE_R14B,2027Q2,2026-08-13,2.42139857,True,0.0008923499999999862,False,False,,,False,False
1ffcb1fd3ce4000e_2026-05-14,STABLE_LOCAL_CORE_R14B+FOOD_NORM_SHIFT_R24,2026Q2,2026-08-13,,False,,False,False,2.045921946260844,0.13315571626559608,False,False
1ffcb1fd3ce4000e_2026-05-14,STABLE_LOCAL_CORE_R14B+FOOD_NORM_SHIFT_R24,2026Q3,2026-08-13,1.90445429798665,False,,False,False,,,False,False
1ffcb1fd3ce4000e_2026-05-14,STABLE_LOCAL_CORE_R14B+FOOD_NORM_SHIFT_R24,2026Q4,2026-08-13,2.3887179,True,-0.21532289999999987,True,True,,,False,False
1ffcb1fd3ce4000e_2026-05-14,STABLE_LOCAL_CORE_R14B+FOOD_NORM_SHIFT_R24,2027Q1,2026-08-13,2.8254517,True,-0.2536801099999999,True,True,,,False,False
1ffcb1fd3ce4000e_2026-05-14,STABLE_LOCAL_CORE_R14B+FOOD_NORM_SHIFT_R24,2027Q2,2026-08-13,2.42139857,True,0.0008923499999999862,False,False,,,False,False
1ffcb1fd3ce4000e_2026-05-14,DAMPED_P95_Q001_R16,2026Q2,2026-08-13,,False,,False,False,2.045921946260844,0.13315571626559608,False,False
1ffcb1fd3ce4000e_2026-05-14,DAMPED_P95_Q001_R16,2026Q3,2026-08-13,1.90445429798665,False,,False,False,,,False,False
1ffcb1fd3ce4000e_2026-05-14,DAMPED_P95_Q001_R16,2026Q4,2026-08-13,2.3887179,True,-0.21532289999999987,True,True,,,False,False
1ffcb1fd3ce4000e_2026-05-14,DAMPED_P95_Q001_R16,2027Q1,2026-08-13,2.8254517,True,-0.2536801099999999,True,True,,,False,False
1ffcb1fd3ce4000e_2026-05-14,DAMPED_P95_Q001_R16,2027Q2,2026-08-13,2.42139857,True,0.0008923499999999862,False,False,,,False,False
1ffcb1fd3ce4000e_2026-05-14,DAMPED_P95_Q001_R16+FOOD_NORM_SHIFT_R24,2026Q2,2026-08-13,,False,,False,False,2.045921946260844,0.13315571626559608,False,False
1ffcb1fd3ce4000e_2026-05-14,DAMPED_P95_Q001_R16+FOOD_NORM_SHIFT_R24,2026Q3,2026-08-13,1.90445429798665,False,,False,False,,,False,False
1ffcb1fd3ce4000e_2026-05-14,DAMPED_P95_Q001_R16+FOOD_NORM_SHIFT_R24,2026Q4,2026-08-13,2.3887179,True,-0.21532289999999987,True,True,,,False,False
1ffcb1fd3ce4000e_2026-05-14,DAMPED_P95_Q001_R16+FOOD_NORM_SHIFT_R24,2027Q1,2026-08-13,2.8254517,True,-0.2536801099999999,True,True,,,False,False
1ffcb1fd3ce4000e_2026-05-14,DAMPED_P95_Q001_R16+FOOD_NORM_SHIFT_R24,2027Q2,2026-08-13,2.42139857,True,0.0008923499999999862,False,False,,,False,False
