entry_id,mode,recorded_at_utc,model,origin,as_of,cnb_report_date,quarter,quarters_ahead,model_rate,cnb_rate,gap,direction,call_030,call_050,revision_test_eligible,dominant_block,gap_core,gap_food_alc_tobacco,gap_fuel,gap_administered,gap_unexplained
1ffcb1fd3ce4000e_2026-05-14,replay_not_prospective,2026-09-17T07:37:47.917859+00:00,STATE_FAST_R15,2026-07,2026-08-04T23:59:00+02:00,2026-05-14,2026Q2,1,2.045921946260844,2.17907766252644,-0.13315571626559608,below,False,False,False,fuel,-0.04324868987626229,-0.019718884228056163,-0.053195733495530306,-0.028844362440802157,0.011851953775054824
1ffcb1fd3ce4000e_2026-05-14,replay_not_prospective,2026-09-17T07:37:47.917859+00:00,STATE_FAST_R15,2026-07,2026-08-04T23:59:00+02:00,2026-05-14,2026Q3,2,1.7248209252145432,2.34598729,-0.6211663647854568,below,True,True,False,food_alc_tobacco,-0.11396125300538085,-0.39724396306846277,0.20301709315190297,-0.0417042571119422,-0.271273984751574
1ffcb1fd3ce4000e_2026-05-14,replay_not_prospective,2026-09-17T07:37:47.917859+00:00,STATE_FAST_R15,2026-07,2026-08-04T23:59:00+02:00,2026-05-14,2026Q4,3,2.0075549043266596,2.6040408,-0.5964858956733403,below,True,True,True,food_alc_tobacco,-0.020637783745603322,-0.5372278039520739,0.42377779260463544,-0.11237416654421202,-0.3500239340360865
1ffcb1fd3ce4000e_2026-05-14,replay_not_prospective,2026-09-17T07:37:47.917859+00:00,STATE_FAST_R15,2026-07,2026-08-04T23:59:00+02:00,2026-05-14,2027Q1,4,2.473923379347194,3.07913181,-0.6052084306528056,below,True,True,True,food_alc_tobacco,0.11617595807363457,-0.4276283614666305,0.517211223540201,-0.38600453079413743,-0.4249627200058732
1ffcb1fd3ce4000e_2026-05-14,replay_not_prospective,2026-09-17T07:37:47.917859+00:00,STATE_FAST_R15,2026-07,2026-08-04T23:59:00+02:00,2026-05-14,2027Q2,5,2.289240996796564,2.42050622,-0.13126522320343614,below,False,False,True,administered,0.15319965936514746,-0.13882801874509776,0.4442185697865015,-0.3600142499644828,-0.22984118364550454
1ffcb1fd3ce4000e_2026-05-14,replay_not_prospective,2026-09-17T07:37:47.917859+00:00,STATE_FAST_R15+FOOD_NORM_SHIFT_R24,2026-07,2026-08-04T23:59:00+02:00,2026-05-14,2026Q2,1,2.045921946260844,2.17907766252644,-0.13315571626559608,below,False,False,False,fuel,-0.04324868987626229,-0.019718884228056163,-0.053195733495530306,-0.028844362440802157,0.011851953775054824
1ffcb1fd3ce4000e_2026-05-14,replay_not_prospective,2026-09-17T07:37:47.917859+00:00,STATE_FAST_R15+FOOD_NORM_SHIFT_R24,2026-07,2026-08-04T23:59:00+02:00,2026-05-14,2026Q3,2,1.7037621193262547,2.34598729,-0.6422251706737454,below,True,True,False,food_alc_tobacco,-0.11396125300538085,-0.41781522198619364,0.20301709315190297,-0.0417042571119422,-0.27176153172213163
1ffcb1fd3ce4000e_2026-05-14,replay_not_prospective,2026-09-17T07:37:47.917859+00:00,STATE_FAST_R15+FOOD_NORM_SHIFT_R24,2026-07,2026-08-04T23:59:00+02:00,2026-05-14,2026Q4,3,1.9228498313790154,2.6040408,-0.6811909686209845,below,True,True,True,food_alc_tobacco,-0.020637783745603322,-0.6197765668630109,0.42377779260463544,-0.11237416654421202,-0.35218024407279375
1ffcb1fd3ce4000e_2026-05-14,replay_not_prospective,2026-09-17T07:37:47.917859+00:00,STATE_FAST_R15+FOOD_NORM_SHIFT_R24,2026-07,2026-08-04T23:59:00+02:00,2026-05-14,2027Q1,4,2.3247652644531325,3.07913181,-0.7543665455468673,below,True,True,True,food_alc_tobacco,0.11617595807363457,-0.5736104542995482,0.517211223540201,-0.38600453079413743,-0.4281387420670173
1ffcb1fd3ce4000e_2026-05-14,replay_not_prospective,2026-09-17T07:37:47.917859+00:00,STATE_FAST_R15+FOOD_NORM_SHIFT_R24,2026-07,2026-08-04T23:59:00+02:00,2026-05-14,2027Q2,5,2.0764369329794214,2.42050622,-0.3440692870205786,below,True,False,True,administered,0.15319965936514746,-0.3508101728951818,0.4442185697865015,-0.3600142499644828,-0.23066309331256296
1ffcb1fd3ce4000e_2026-05-14,replay_not_prospective,2026-09-17T07:37:47.917859+00:00,STABLE_LOCAL_CORE_R14B,2026-07,2026-08-04T23:59:00+02:00,2026-05-14,2026Q2,1,2.045921946260844,2.17907766252644,-0.13315571626559608,below,False,False,False,fuel,-0.04324868987626229,-0.019718884228056163,-0.053195733495530306,-0.028844362440802157,0.011851953775054824
1ffcb1fd3ce4000e_2026-05-14,replay_not_prospective,2026-09-17T07:37:47.917859+00:00,STABLE_LOCAL_CORE_R14B,2026-07,2026-08-04T23:59:00+02:00,2026-05-14,2026Q3,2,1.7293128411045267,2.34598729,-0.6166744488954734,below,True,True,False,food_alc_tobacco,-0.10942411818835729,-0.39724396306846277,0.20301709315190297,-0.0417042571119422,-0.2713192036786141
1ffcb1fd3ce4000e_2026-05-14,replay_not_prospective,2026-09-17T07:37:47.917859+00:00,STABLE_LOCAL_CORE_R14B,2026-07,2026-08-04T23:59:00+02:00,2026-05-14,2026Q4,3,2.0242812510786,2.6040408,-0.5797595489214,below,True,True,True,food_alc_tobacco,-0.0037608797266521776,-0.5372278039520739,0.42377779260463544,-0.11237416654421202,-0.35017449130309736
1ffcb1fd3ce4000e_2026-05-14,replay_not_prospective,2026-09-17T07:37:47.917859+00:00,STABLE_LOCAL_CORE_R14B,2026-07,2026-08-04T23:59:00+02:00,2026-05-14,2027Q1,4,2.501435293041095,3.07913181,-0.577696516958905,below,True,True,True,food_alc_tobacco,0.14381259987236938,-0.4276283614666305,0.517211223540201,-0.38600453079413743,-0.4250874481107074
1ffcb1fd3ce4000e_2026-05-14,replay_not_prospective,2026-09-17T07:37:47.917859+00:00,STABLE_LOCAL_CORE_R14B,2026-07,2026-08-04T23:59:00+02:00,2026-05-14,2027Q2,5,2.326636335997081,2.42050622,-0.09386988400291907,below,False,False,True,administered,0.1907515104577202,-0.13882801874509776,0.4442185697865015,-0.3600142499644828,-0.22999769553756022
1ffcb1fd3ce4000e_2026-05-14,replay_not_prospective,2026-09-17T07:37:47.917859+00:00,STABLE_LOCAL_CORE_R14B+FOOD_NORM_SHIFT_R24,2026-07,2026-08-04T23:59:00+02:00,2026-05-14,2026Q2,1,2.045921946260844,2.17907766252644,-0.13315571626559608,below,False,False,False,fuel,-0.04324868987626229,-0.019718884228056163,-0.053195733495530306,-0.028844362440802157,0.011851953775054824
1ffcb1fd3ce4000e_2026-05-14,replay_not_prospective,2026-09-17T07:37:47.917859+00:00,STABLE_LOCAL_CORE_R14B+FOOD_NORM_SHIFT_R24,2026-07,2026-08-04T23:59:00+02:00,2026-05-14,2026Q3,2,1.7082534225872472,2.34598729,-0.6377338674127528,below,True,True,False,food_alc_tobacco,-0.10942411818835729,-0.41781522198619364,0.20301709315190297,-0.0417042571119422,-0.27180736327816263
1ffcb1fd3ce4000e_2026-05-14,replay_not_prospective,2026-09-17T07:37:47.917859+00:00,STABLE_LOCAL_CORE_R14B+FOOD_NORM_SHIFT_R24,2026-07,2026-08-04T23:59:00+02:00,2026-05-14,2026Q4,3,1.939565238149922,2.6040408,-0.664475561850078,below,True,True,True,food_alc_tobacco,-0.0037608797266521776,-0.6197765668630109,0.42377779260463544,-0.11237416654421202,-0.35234174132083834
1ffcb1fd3ce4000e_2026-05-14,replay_not_prospective,2026-09-17T07:37:47.917859+00:00,STABLE_LOCAL_CORE_R14B+FOOD_NORM_SHIFT_R24,2026-07,2026-08-04T23:59:00+02:00,2026-05-14,2027Q1,4,2.3522423769977934,3.07913181,-0.7268894330022064,below,True,True,True,food_alc_tobacco,0.14381259987236938,-0.5736104542995482,0.517211223540201,-0.38600453079413743,-0.4282982713210912
1ffcb1fd3ce4000e_2026-05-14,replay_not_prospective,2026-09-17T07:37:47.917859+00:00,STABLE_LOCAL_CORE_R14B+FOOD_NORM_SHIFT_R24,2026-07,2026-08-04T23:59:00+02:00,2026-05-14,2027Q2,5,2.1137617962518527,2.42050622,-0.30674442374814737,below,True,False,True,administered,0.1907515104577202,-0.3508101728951818,0.4442185697865015,-0.3600142499644828,-0.23089008113270448
1ffcb1fd3ce4000e_2026-05-14,replay_not_prospective,2026-09-17T07:37:47.917859+00:00,DAMPED_P95_Q001_R16,2026-07,2026-08-04T23:59:00+02:00,2026-05-14,2026Q2,1,2.045921946260844,2.17907766252644,-0.13315571626559608,below,False,False,False,fuel,-0.04324868987626229,-0.019718884228056163,-0.053195733495530306,-0.028844362440802157,0.011851953775054824
1ffcb1fd3ce4000e_2026-05-14,replay_not_prospective,2026-09-17T07:37:47.917859+00:00,DAMPED_P95_Q001_R16,2026-07,2026-08-04T23:59:00+02:00,2026-05-14,2026Q3,2,1.724927279757143,2.34598729,-0.621060010242857,below,True,True,False,food_alc_tobacco,-0.1138539017734026,-0.39724396306846277,0.20301709315190297,-0.0417042571119422,-0.27127498144095236
1ffcb1fd3ce4000e_2026-05-14,replay_not_prospective,2026-09-17T07:37:47.917859+00:00,DAMPED_P95_Q001_R16,2026-07,2026-08-04T23:59:00+02:00,2026-05-14,2026Q4,3,2.006063557724969,2.6040408,-0.5979772422750309,below,True,True,True,food_alc_tobacco,-0.022139718158115107,-0.5372278039520739,0.42377779260463544,-0.11237416654421202,-0.3500133462252653
1ffcb1fd3ce4000e_2026-05-14,replay_not_prospective,2026-09-17T07:37:47.917859+00:00,DAMPED_P95_Q001_R16,2026-07,2026-08-04T23:59:00+02:00,2026-05-14,2027Q1,4,2.4686947707801408,3.07913181,-0.610437039219859,below,True,True,True,food_alc_tobacco,0.11092420403915959,-0.4276283614666305,0.517211223540201,-0.38600453079413743,-0.42493957453845166
1ffcb1fd3ce4000e_2026-05-14,replay_not_prospective,2026-09-17T07:37:47.917859+00:00,DAMPED_P95_Q001_R16,2026-07,2026-08-04T23:59:00+02:00,2026-05-14,2027Q2,5,2.279384044524532,2.42050622,-0.14112217547546813,below,False,False,True,administered,0.1433054951353676,-0.13882801874509776,0.4442185697865015,-0.3600142499644828,-0.22980397168775668
1ffcb1fd3ce4000e_2026-05-14,replay_not_prospective,2026-09-17T07:37:47.917859+00:00,DAMPED_P95_Q001_R16+FOOD_NORM_SHIFT_R24,2026-07,2026-08-04T23:59:00+02:00,2026-05-14,2026Q2,1,2.045921946260844,2.17907766252644,-0.13315571626559608,below,False,False,False,fuel,-0.04324868987626229,-0.019718884228056163,-0.053195733495530306,-0.028844362440802157,0.011851953775054824
