"Ukazatel","IndicatorType","Klasifikace API","APIZZ","Typ indexu","TYPUDAJEZEM4","Měsíce, jejich kumulace, čtvrtletí, roky","CASMKMQR","Území","Uz0","Hodnota"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","září 2018","2018-09","Česko","CZ","101.2"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","říjen 2018","2018-10","Česko","CZ","98.7"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","listopad 2018","2018-11","Česko","CZ","95.3"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","prosinec 2018","2018-12","Česko","CZ","108.5"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","leden 2019","2019-01","Česko","CZ","108.8"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","leden 2019","2019-01K","Česko","CZ","108.8"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","únor 2019","2019-02","Česko","CZ","116.8"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","březen 2019","2019-03","Česko","CZ","83.9"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","duben 2019","2019-04","Česko","CZ","96.1"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","květen 2019","2019-05","Česko","CZ","118.8"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","červen 2019","2019-06","Česko","CZ","106.2"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","červenec 2019","2019-07","Česko","CZ","100.1"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","srpen 2019","2019-08","Česko","CZ","89.3"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","září 2019","2019-09","Česko","CZ","91.5"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","říjen 2019","2019-10","Česko","CZ","98.7"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","listopad 2019","2019-11","Česko","CZ","91.5"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","prosinec 2019","2019-12","Česko","CZ","94.4"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","leden 2020","2020-01","Česko","CZ","100"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","leden 2020","2020-01K","Česko","CZ","100"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","únor 2020","2020-02","Česko","CZ","109.2"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","březen 2020","2020-03","Česko","CZ","87.5"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","duben 2020","2020-04","Česko","CZ","108.6"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","květen 2020","2020-05","Česko","CZ","162.9"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","červen 2020","2020-06","Česko","CZ","99.6"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","červenec 2020","2020-07","Česko","CZ","87.9"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","srpen 2020","2020-08","Česko","CZ","80.5"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","září 2020","2020-09","Česko","CZ","106.7"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","říjen 2020","2020-10","Česko","CZ","82.9"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","listopad 2020","2020-11","Česko","CZ","104.2"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","prosinec 2020","2020-12","Česko","CZ","95.8"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","leden 2021","2021-01","Česko","CZ","99.2"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","leden 2021","2021-01K","Česko","CZ","99.2"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","únor 2021","2021-02","Česko","CZ","109.5"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","březen 2021","2021-03","Česko","CZ","100.6"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","duben 2021","2021-04","Česko","CZ","96.8"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","květen 2021","2021-05","Česko","CZ","115.8"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","červen 2021","2021-06","Česko","CZ","89.2"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","červenec 2021","2021-07","Česko","CZ","104.5"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","srpen 2021","2021-08","Česko","CZ","96.3"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","září 2021","2021-09","Česko","CZ","96.9"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","říjen 2021","2021-10","Česko","CZ","120.9"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","listopad 2021","2021-11","Česko","CZ","86.1"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","prosinec 2021","2021-12","Česko","CZ","89.9"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","leden 2022","2022-01","Česko","CZ","100.6"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","leden 2022","2022-01K","Česko","CZ","100.6"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","únor 2022","2022-02","Česko","CZ","102.6"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","březen 2022","2022-03","Česko","CZ","135.9"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","duben 2022","2022-04","Česko","CZ","96.4"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","květen 2022","2022-05","Česko","CZ","76.9"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","červen 2022","2022-06","Česko","CZ","111.7"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","červenec 2022","2022-07","Česko","CZ","108.1"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","srpen 2022","2022-08","Česko","CZ","95.7"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","září 2022","2022-09","Česko","CZ","100.1"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","říjen 2022","2022-10","Česko","CZ","123.6"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","listopad 2022","2022-11","Česko","CZ","87.8"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","prosinec 2022","2022-12","Česko","CZ","97.6"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","leden 2023","2023-01","Česko","CZ","103.4"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","leden 2023","2023-01K","Česko","CZ","103.4"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","únor 2023","2023-02","Česko","CZ","106.5"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","březen 2023","2023-03","Česko","CZ","110.2"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","duben 2023","2023-04","Česko","CZ","102.2"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","květen 2023","2023-05","Česko","CZ","75.8"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","červen 2023","2023-06","Česko","CZ","110.8"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","červenec 2023","2023-07","Česko","CZ","116"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","srpen 2023","2023-08","Česko","CZ","89.3"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","září 2023","2023-09","Česko","CZ","97"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","říjen 2023","2023-10","Česko","CZ","127.1"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","listopad 2023","2023-11","Česko","CZ","88.8"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","prosinec 2023","2023-12","Česko","CZ","92.1"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","leden 2024","2024-01","Česko","CZ","103.8"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","leden 2024","2024-01K","Česko","CZ","103.8"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","únor 2024","2024-02","Česko","CZ","127.9"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","březen 2024","2024-03","Česko","CZ","96.1"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","duben 2024","2024-04","Česko","CZ","84"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","květen 2024","2024-05","Česko","CZ","92.4"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","červen 2024","2024-06","Česko","CZ","94.6"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","červenec 2024","2024-07","Česko","CZ","114.2"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","srpen 2024","2024-08","Česko","CZ","87.8"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","září 2024","2024-09","Česko","CZ","109.8"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","říjen 2024","2024-10","Česko","CZ","116.6"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","listopad 2024","2024-11","Česko","CZ","89.7"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","prosinec 2024","2024-12","Česko","CZ","95"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","leden 2025","2025-01","Česko","CZ","102.4"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","leden 2025","2025-01K","Česko","CZ","102.4"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","únor 2025","2025-02","Česko","CZ","103.9"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","březen 2025","2025-03","Česko","CZ","96.8"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","duben 2025","2025-04","Česko","CZ","124.6"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","květen 2025","2025-05","Česko","CZ","86.8"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","červen 2025","2025-06","Česko","CZ","96"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","červenec 2025","2025-07","Česko","CZ","93.2"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","srpen 2025","2025-08","Česko","CZ","96.9"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","září 2025","2025-09","Česko","CZ","91.6"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","říjen 2025","2025-10","Česko","CZ","133.2"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","listopad 2025","2025-11","Česko","CZ","87.7"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","prosinec 2025","2025-12","Česko","CZ","75.8"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","leden 2026","2026-01","Česko","CZ","99.1"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","leden 2026","2026-01K","Česko","CZ","99.1"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","únor 2026","2026-02","Česko","CZ","102.5"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","březen 2026","2026-03","Česko","CZ","113.9"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","duben 2026","2026-04","Česko","CZ","143.8"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","květen 2026","2026-05","Česko","CZ","76.5"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","červen 2026","2026-06","Česko","CZ","99.2"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","červenec 2026","2026-07","Česko","CZ","100.3"
